,Blank,F27Sep19_SurfR1,A(CDOM),a(CDOM),ln(a),Sr,F27Sep19_SurfR1_Dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F27Sep19_5R1,A(CDOM),a(CDOM),ln(a),Sr,F27Sep19_5R1_Dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F27Sep19_9R2,A(CDOM),a(CDOM),ln(a),Sr,F27Sep19_SurfR2,A(CDOM),a(CDOM),ln(a),Sr,F27Sep19_SurfR2_Dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F27Sep19_5R2,A(CDOM),a(CDOM),ln(a),Sr,F27Sep19_5R2_Dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F2Sep19_9R1,A(CDOM),a(CDOM),ln(a),Sr,F2Sep19_9R1_Dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr
242,-0.002,0.095,0.097,22.3391,3.106338506,,0.045,0.047,21.6482,3.07492231,,0.182,0.184,42.3752,3.746563285,,0.096,0.098,45.1388,3.809742187,,0.051,0.053,12.2059,2.501919441,,0.097,0.099,22.7997,3.126747378,,0.045,0.047,21.6482,3.07492231,,0.213,0.215,49.5145,3.902265556,,0.098,0.1,46.06,3.829944894,,0.271,0.273,62.8719,4.141099323,,0.071,0.073,33.6238,3.51523415,
243,-0.002,0.094,0.096,22.1088,3.095975719,,0.045,0.047,21.6482,3.07492231,,0.181,0.183,42.1449,3.741113681,,0.095,0.097,44.6782,3.799485687,,0.051,0.053,12.2059,2.501919441,,0.096,0.098,22.5694,3.116595007,,0.045,0.047,21.6482,3.07492231,,0.212,0.214,49.2842,3.897603543,,0.097,0.099,45.5994,3.819894559,,0.27,0.272,62.6416,4.137429594,,0.071,0.073,33.6238,3.51523415,
244,-0.002,0.093,0.095,21.8785,3.085504419,,0.045,0.047,21.6482,3.07492231,,0.181,0.183,42.1449,3.741113681,,0.095,0.097,44.6782,3.799485687,,0.051,0.053,12.2059,2.501919441,,0.095,0.097,22.3391,3.106338506,,0.044,0.046,21.1876,3.053416105,,0.212,0.214,49.2842,3.897603543,,0.097,0.099,45.5994,3.819894559,,0.27,0.272,62.6416,4.137429594,,0.071,0.073,33.6238,3.51523415,
245,-0.002,0.092,0.094,21.6482,3.07492231,,0.044,0.046,21.1876,3.053416105,,0.181,0.183,42.1449,3.741113681,,0.095,0.097,44.6782,3.799485687,,0.05,0.052,11.9756,2.482871246,,0.094,0.096,22.1088,3.095975719,,0.044,0.046,21.1876,3.053416105,,0.211,0.213,49.0539,3.892919694,,0.097,0.099,45.5994,3.819894559,,0.269,0.271,62.4113,4.133746349,,0.071,0.073,33.6238,3.51523415,
246,-0.001,0.091,0.092,21.1876,3.053416105,,0.044,0.045,20.727,3.031437198,,0.18,0.181,41.6843,3.730124559,,0.095,0.096,44.2176,3.7891229,,0.05,0.051,11.7453,2.463453161,,0.093,0.094,21.6482,3.07492231,,0.044,0.045,20.727,3.031437198,,0.211,0.212,48.8236,3.888213803,,0.097,0.098,45.1388,3.809742187,,0.269,0.27,62.181,4.130049487,,0.07,0.071,32.7026,3.487454585,
247,-0.001,0.09,0.091,20.9573,3.042487034,,0.043,0.044,20.2664,3.008964342,,0.18,0.181,41.6843,3.730124559,,0.095,0.096,44.2176,3.7891229,,0.05,0.051,11.7453,2.463453161,,0.093,0.094,21.6482,3.07492231,,0.043,0.044,20.2664,3.008964342,,0.21,0.211,48.5933,3.883485661,,0.097,0.098,45.1388,3.809742187,,0.268,0.269,61.9507,4.126338907,,0.071,0.072,33.1632,3.501440827,
248,-0.001,0.09,0.091,20.9573,3.042487034,,0.043,0.044,20.2664,3.008964342,,0.179,0.18,41.454,3.724584379,,0.095,0.096,44.2176,3.7891229,,0.05,0.051,11.7453,2.463453161,,0.092,0.093,21.4179,3.064227021,,0.043,0.044,20.2664,3.008964342,,0.21,0.211,48.5933,3.883485661,,0.097,0.098,45.1388,3.809742187,,0.267,0.268,61.7204,4.122614508,,0.071,0.072,33.1632,3.501440827,
249,-0.001,0.089,0.09,20.727,3.031437198,,0.043,0.044,20.2664,3.008964342,,0.179,0.18,41.454,3.724584379,,0.095,0.096,44.2176,3.7891229,,0.049,0.05,11.515,2.443650533,,0.091,0.092,21.1876,3.053416105,,0.043,0.044,20.2664,3.008964342,,0.209,0.21,48.363,3.878735059,,0.096,0.097,44.6782,3.799485687,,0.267,0.268,61.7204,4.122614508,,0.07,0.071,32.7026,3.487454585,
250,-0.001,0.088,0.089,20.4967,3.020263898,,0.042,0.043,19.8058,2.985974824,,0.179,0.18,41.454,3.724584379,,0.095,0.096,44.2176,3.7891229,,0.049,0.05,11.515,2.443650533,,0.091,0.092,21.1876,3.053416105,,0.042,0.043,19.8058,2.985974824,,0.209,0.21,48.363,3.878735059,,0.096,0.097,44.6782,3.799485687,,0.266,0.267,61.4901,4.118876186,,0.07,0.071,32.7026,3.487454585,
251,-0.001,0.088,0.089,20.4967,3.020263898,,0.042,0.043,19.8058,2.985974824,,0.179,0.18,41.454,3.724584379,,0.094,0.095,43.757,3.7786516,,0.049,0.05,11.515,2.443650533,,0.09,0.091,20.9573,3.042487034,,0.042,0.043,19.8058,2.985974824,,0.208,0.209,48.1327,3.87396178,,0.096,0.097,44.6782,3.799485687,,0.265,0.266,61.2598,4.115123837,,0.07,0.071,32.7026,3.487454585,
252,-0.001,0.087,0.088,20.2664,3.008964342,,0.042,0.043,19.8058,2.985974824,,0.179,0.18,41.454,3.724584379,,0.094,0.095,43.757,3.7786516,,0.049,0.05,11.515,2.443650533,,0.089,0.09,20.727,3.031437198,,0.042,0.043,19.8058,2.985974824,,0.208,0.209,48.1327,3.87396178,,0.096,0.097,44.6782,3.799485687,,0.265,0.266,61.2598,4.115123837,,0.07,0.071,32.7026,3.487454585,
253,-0.001,0.086,0.087,20.0361,2.997535646,,0.042,0.043,19.8058,2.985974824,,0.178,0.179,41.2237,3.719013334,,0.094,0.095,43.757,3.7786516,,0.048,0.049,11.2847,2.423447826,,0.089,0.09,20.727,3.031437198,,0.041,0.042,19.3452,2.962444327,,0.207,0.208,47.9024,3.869165608,,0.096,0.097,44.6782,3.799485687,,0.264,0.265,61.0295,4.111357354,,0.07,0.071,32.7026,3.487454585,
254,-0.001,0.085,0.086,19.8058,2.985974824,,0.041,0.042,19.3452,2.962444327,,0.178,0.179,41.2237,3.719013334,,0.094,0.095,43.757,3.7786516,,0.048,0.049,11.2847,2.423447826,,0.088,0.089,20.4967,3.020263898,,0.041,0.042,19.3452,2.962444327,,0.207,0.208,47.9024,3.869165608,,0.095,0.096,44.2176,3.7891229,,0.263,0.264,60.7992,4.107576631,,0.07,0.071,32.7026,3.487454585,
255,-0.001,0.085,0.086,19.8058,2.985974824,,0.041,0.042,19.3452,2.962444327,,0.177,0.178,40.9934,3.713411078,,0.093,0.094,43.2964,3.768069491,,0.048,0.049,11.2847,2.423447826,,0.087,0.088,20.2664,3.008964342,,0.041,0.042,19.3452,2.962444327,,0.206,0.207,47.6721,3.864346321,,0.095,0.096,44.2176,3.7891229,,0.263,0.264,60.7992,4.107576631,,0.07,0.071,32.7026,3.487454585,
256,-0.001,0.084,0.085,19.5755,2.974278784,,0.041,0.042,19.3452,2.962444327,,0.177,0.178,40.9934,3.713411078,,0.093,0.094,43.2964,3.768069491,,0.048,0.049,11.2847,2.423447826,,0.087,0.088,20.2664,3.008964342,,0.041,0.042,19.3452,2.962444327,,0.206,0.207,47.6721,3.864346321,,0.095,0.096,44.2176,3.7891229,,0.263,0.264,60.7992,4.107576631,,0.07,0.071,32.7026,3.487454585,
257,-0.001,0.084,0.085,19.5755,2.974278784,,0.04,0.041,18.8846,2.938346775,,0.177,0.178,40.9934,3.713411078,,0.093,0.094,43.2964,3.768069491,,0.047,0.048,11.0544,2.402828539,,0.086,0.087,20.0361,2.997535646,,0.04,0.041,18.8846,2.938346775,,0.205,0.206,47.4418,3.859503697,,0.095,0.096,44.2176,3.7891229,,0.262,0.263,60.5689,4.10378156,,0.07,0.071,32.7026,3.487454585,
258,-0.001,0.083,0.084,19.3452,2.962444327,,0.04,0.041,18.8846,2.938346775,,0.177,0.178,40.9934,3.713411078,,0.093,0.094,43.2964,3.768069491,,0.047,0.048,11.0544,2.402828539,,0.086,0.087,20.0361,2.997535646,,0.04,0.041,18.8846,2.938346775,,0.205,0.206,47.4418,3.859503697,,0.095,0.096,44.2176,3.7891229,,0.262,0.263,60.5689,4.10378156,,0.07,0.071,32.7026,3.487454585,
259,-0.001,0.083,0.084,19.3452,2.962444327,,0.04,0.041,18.8846,2.938346775,,0.176,0.177,40.7631,3.70777726,,0.093,0.094,43.2964,3.768069491,,0.047,0.048,11.0544,2.402828539,,0.085,0.086,19.8058,2.985974824,,0.04,0.041,18.8846,2.938346775,,0.204,0.205,47.2115,3.854637507,,0.095,0.096,44.2176,3.7891229,,0.261,0.262,60.3386,4.099972032,,0.07,0.071,32.7026,3.487454585,
260,-0.001,0.082,0.083,19.1149,2.950468136,,0.039,0.04,18.424,2.913654163,,0.176,0.177,40.7631,3.70777726,,0.092,0.093,42.8358,3.757374202,,0.047,0.048,11.0544,2.402828539,,0.084,0.085,19.5755,2.974278784,,0.04,0.041,18.8846,2.938346775,,0.203,0.204,46.9812,3.849747522,,0.094,0.095,43.757,3.7786516,,0.261,0.262,60.3386,4.099972032,,0.069,0.07,32.242,3.47326995,
261,-0.001,0.081,0.082,18.8846,2.938346775,,0.039,0.04,18.424,2.913654163,,0.175,0.176,40.5328,3.702111523,,0.092,0.093,42.8358,3.757374202,,0.047,0.048,11.0544,2.402828539,,0.084,0.085,19.5755,2.974278784,,0.039,0.04,18.424,2.913654163,,0.202,0.203,46.7509,3.844833507,,0.094,0.095,43.757,3.7786516,,0.26,0.261,60.1083,4.096147935,,0.069,0.07,32.242,3.47326995,
262,-0.001,0.081,0.082,18.8846,2.938346775,,0.039,0.04,18.424,2.913654163,,0.175,0.176,40.5328,3.702111523,,0.092,0.093,42.8358,3.757374202,,0.046,0.047,10.8241,2.38177513,,0.083,0.084,19.3452,2.962444327,,0.039,0.04,18.424,2.913654163,,0.202,0.203,46.7509,3.844833507,,0.094,0.095,43.757,3.7786516,,0.259,0.26,59.878,4.092309159,,0.069,0.07,32.242,3.47326995,
263,-0.001,0.08,0.081,18.6543,2.926076683,,0.039,0.04,18.424,2.913654163,,0.174,0.175,40.3025,3.696413502,,0.091,0.092,42.3752,3.746563285,,0.046,0.047,10.8241,2.38177513,,0.083,0.084,19.3452,2.962444327,,0.039,0.04,18.424,2.913654163,,0.201,0.202,46.5206,3.839895225,,0.094,0.095,43.757,3.7786516,,0.259,0.26,59.878,4.092309159,,0.069,0.07,32.242,3.47326995,
264,-0.001,0.08,0.081,18.6543,2.926076683,,0.038,0.039,17.9634,2.888336355,,0.174,0.175,40.3025,3.696413502,,0.091,0.092,42.3752,3.746563285,,0.046,0.047,10.8241,2.38177513,,0.082,0.083,19.1149,2.950468136,,0.039,0.04,18.424,2.913654163,,0.201,0.202,46.5206,3.839895225,,0.093,0.094,43.2964,3.768069491,,0.258,0.259,59.6477,4.08845559,,0.069,0.07,32.242,3.47326995,
265,-0.001,0.079,0.08,18.424,2.913654163,,0.038,0.039,17.9634,2.888336355,,0.173,0.174,40.0722,3.690682827,,0.091,0.092,42.3752,3.746563285,,0.046,0.047,10.8241,2.38177513,,0.082,0.083,19.1149,2.950468136,,0.038,0.039,17.9634,2.888336355,,0.2,0.201,46.2903,3.834932436,,0.093,0.094,43.2964,3.768069491,,0.257,0.258,59.4174,4.084587113,,0.069,0.07,32.242,3.47326995,
266,-0.001,0.078,0.079,18.1937,2.90107538,,0.038,0.039,17.9634,2.888336355,,0.173,0.174,40.0722,3.690682827,,0.091,0.092,42.3752,3.746563285,,0.045,0.046,10.5938,2.360268924,,0.081,0.082,18.8846,2.938346775,,0.038,0.039,17.9634,2.888336355,,0.199,0.2,46.06,3.829944894,,0.093,0.094,43.2964,3.768069491,,0.256,0.257,59.1871,4.080703613,,0.069,0.07,32.242,3.47326995,
267,-0.001,0.078,0.079,18.1937,2.90107538,,0.037,0.038,17.5028,2.862360868,,0.172,0.173,39.8419,3.684919122,,0.09,0.091,41.9146,3.735634215,,0.045,0.046,10.5938,2.360268924,,0.08,0.081,18.6543,2.926076683,,0.038,0.039,17.9634,2.888336355,,0.198,0.199,45.8297,3.824932353,,0.092,0.093,42.8358,3.757374202,,0.256,0.257,59.1871,4.080703613,,0.069,0.07,32.242,3.47326995,
268,-0.001,0.077,0.078,17.9634,2.888336355,,0.037,0.038,17.5028,2.862360868,,0.172,0.173,39.8419,3.684919122,,0.09,0.091,41.9146,3.735634215,,0.045,0.046,10.5938,2.360268924,,0.08,0.081,18.6543,2.926076683,,0.038,0.039,17.9634,2.888336355,,0.197,0.198,45.5994,3.819894559,,0.092,0.093,42.8358,3.757374202,,0.255,0.256,58.9568,4.076804972,,0.068,0.069,31.7814,3.458881213,
269,-0.001,0.076,0.077,17.7331,2.87543295,,0.037,0.038,17.5028,2.862360868,,0.171,0.172,39.6116,3.679122005,,0.09,0.091,41.9146,3.735634215,,0.044,0.045,10.3635,2.338290018,,0.079,0.08,18.424,2.913654163,,0.037,0.038,17.5028,2.862360868,,0.197,0.198,45.5994,3.819894559,,0.091,0.092,42.3752,3.746563285,,0.254,0.255,58.7265,4.072891073,,0.068,0.069,31.7814,3.458881213,
270,-0.001,0.075,0.076,17.5028,2.862360868,,0.036,0.037,17.0422,2.835692621,,0.17,0.171,39.3813,3.673291084,,0.089,0.09,41.454,3.724584379,,0.044,0.045,10.3635,2.338290018,,0.078,0.079,18.1937,2.90107538,,0.037,0.038,17.5028,2.862360868,,0.196,0.197,45.3691,3.814831257,,0.091,0.092,42.3752,3.746563285,,0.254,0.255,58.7265,4.072891073,,0.068,0.069,31.7814,3.458881213,
271,-0.001,0.075,0.076,17.5028,2.862360868,,0.036,0.037,17.0422,2.835692621,,0.17,0.171,39.3813,3.673291084,,0.089,0.09,41.454,3.724584379,,0.044,0.045,10.3635,2.338290018,,0.078,0.079,18.1937,2.90107538,,0.037,0.038,17.5028,2.862360868,,0.195,0.196,45.1388,3.809742187,,0.09,0.091,41.9146,3.735634215,,0.253,0.254,58.4962,4.068961795,,0.068,0.069,31.7814,3.458881213,
272,-0.001,0.074,0.075,17.2725,2.849115641,,0.036,0.037,17.0422,2.835692621,,0.169,0.17,39.151,3.667425965,,0.089,0.09,41.454,3.724584379,,0.044,0.045,10.3635,2.338290018,,0.077,0.078,17.9634,2.888336355,,0.036,0.037,17.0422,2.835692621,,0.194,0.195,44.9085,3.804627086,,0.09,0.091,41.9146,3.735634215,,0.252,0.253,58.2659,4.065017017,,0.068,0.069,31.7814,3.458881213,
273,-0.001,0.073,0.074,17.0422,2.835692621,,0.035,0.036,16.5816,2.808293647,,0.168,0.169,38.9207,3.661526243,,0.088,0.089,40.9934,3.713411078,,0.043,0.044,10.1332,2.315817162,,0.076,0.077,17.7331,2.87543295,,0.036,0.037,17.0422,2.835692621,,0.193,0.194,44.6782,3.799485687,,0.089,0.09,41.454,3.724584379,,0.251,0.252,58.0356,4.061056615,,0.068,0.069,31.7814,3.458881213,
274,-0.001,0.072,0.073,16.8119,2.822086969,,0.035,0.036,16.5816,2.808293647,,0.167,0.168,38.6904,3.655591507,,0.088,0.089,40.9934,3.713411078,,0.043,0.044,10.1332,2.315817162,,0.075,0.076,17.5028,2.862360868,,0.035,0.036,16.5816,2.808293647,,0.192,0.193,44.4479,3.794317717,,0.089,0.09,41.454,3.724584379,,0.25,0.251,57.8053,4.057080467,,0.067,0.068,31.3208,3.444282414,
275,-0.001,0.071,0.072,16.5816,2.808293647,,0.035,0.036,16.5816,2.808293647,,0.167,0.168,38.6904,3.655591507,,0.087,0.088,40.5328,3.702111523,,0.043,0.044,10.1332,2.315817162,,0.075,0.076,17.5028,2.862360868,,0.035,0.036,16.5816,2.808293647,,0.191,0.192,44.2176,3.7891229,,0.088,0.089,40.9934,3.713411078,,0.249,0.25,57.575,4.053088446,,0.067,0.068,31.3208,3.444282414,
276,-0.001,0.071,0.072,16.5816,2.808293647,,0.034,0.035,16.121,2.78012277,,0.166,0.167,38.4601,3.64962134,,0.087,0.088,40.5328,3.702111523,,0.043,0.044,10.1332,2.315817162,,0.074,0.075,17.2725,2.849115641,,0.035,0.036,16.5816,2.808293647,,0.189,0.19,43.757,3.7786516,,0.088,0.089,40.9934,3.713411078,,0.249,0.25,57.575,4.053088446,,0.067,0.068,31.3208,3.444282414,
277,-0.001,0.07,0.071,16.3513,2.794307405,,0.034,0.035,16.121,2.78012277,,0.165,0.166,38.2298,3.643615316,,0.086,0.087,40.0722,3.690682827,,0.042,0.043,9.9029,2.292827644,,0.073,0.074,17.0422,2.835692621,,0.034,0.035,16.121,2.78012277,,0.188,0.189,43.5267,3.773374543,,0.087,0.088,40.5328,3.702111523,,0.248,0.249,57.3447,4.049080424,,0.067,0.068,31.3208,3.444282414,
278,-0.001,0.069,0.07,16.121,2.78012277,,0.033,0.034,15.6604,2.751135233,,0.164,0.165,37.9995,3.637573002,,0.086,0.087,40.0722,3.690682827,,0.042,0.043,9.9029,2.292827644,,0.072,0.073,16.8119,2.822086969,,0.034,0.035,16.121,2.78012277,,0.187,0.188,43.2964,3.768069491,,0.086,0.087,40.0722,3.690682827,,0.247,0.248,57.1144,4.045056274,,0.066,0.067,30.8602,3.429467328,
279,-0.001,0.068,0.069,15.8907,2.765734032,,0.033,0.034,15.6604,2.751135233,,0.163,0.164,37.7692,3.631493956,,0.085,0.086,39.6116,3.679122005,,0.042,0.043,9.9029,2.292827644,,0.072,0.073,16.8119,2.822086969,,0.034,0.035,16.121,2.78012277,,0.185,0.186,42.8358,3.757374202,,0.086,0.087,40.0722,3.690682827,,0.246,0.247,56.8841,4.041015864,,0.066,0.067,30.8602,3.429467328,
280,-0.001,0.067,0.068,15.6604,2.751135233,,0.033,0.034,15.6604,2.751135233,,0.162,0.163,37.5389,3.625377729,,0.085,0.086,39.6116,3.679122005,,0.041,0.042,9.6726,2.269297146,,0.071,0.072,16.5816,2.808293647,,0.034,0.035,16.121,2.78012277,,0.184,0.185,42.6055,3.751983353,,0.085,0.086,39.6116,3.679122005,,0.245,0.246,56.6538,4.036959064,,0.066,0.067,30.8602,3.429467328,
281,-0.001,0.066,0.067,15.4301,2.736320147,,0.032,0.033,15.1998,2.72128227,,0.161,0.162,37.3086,3.619223863,,0.084,0.085,39.151,3.667425965,,0.041,0.042,9.6726,2.269297146,,0.07,0.071,16.3513,2.794307405,,0.033,0.034,15.6604,2.751135233,,0.183,0.184,42.3752,3.746563285,,0.085,0.086,39.6116,3.679122005,,0.244,0.245,56.4235,4.032885738,,0.066,0.067,30.8602,3.429467328,
282,-0.001,0.066,0.067,15.4301,2.736320147,,0.032,0.033,15.1998,2.72128227,,0.16,0.161,37.0783,3.613031893,,0.084,0.085,39.151,3.667425965,,0.041,0.042,9.6726,2.269297146,,0.069,0.07,16.121,2.78012277,,0.033,0.034,15.6604,2.751135233,,0.181,0.182,41.9146,3.735634215,,0.084,0.085,39.151,3.667425965,,0.243,0.244,56.1932,4.028795753,,0.065,0.066,30.3996,3.41442945,
283,-0.001,0.065,0.066,15.1998,2.72128227,,0.031,0.032,14.7392,2.690510611,,0.159,0.16,36.848,3.606801343,,0.083,0.084,38.6904,3.655591507,,0.04,0.041,9.4423,2.245199595,,0.068,0.069,15.8907,2.765734032,,0.032,0.033,15.1998,2.72128227,,0.18,0.181,41.6843,3.730124559,,0.083,0.084,38.6904,3.655591507,,0.242,0.243,55.9629,4.024688971,,0.065,0.066,30.3996,3.41442945,
284,-0.001,0.064,0.065,14.9695,2.706014798,,0.031,0.032,14.7392,2.690510611,,0.158,0.159,36.6177,3.60053173,,0.083,0.084,38.6904,3.655591507,,0.04,0.041,9.4423,2.245199595,,0.067,0.068,15.6604,2.751135233,,0.032,0.033,15.1998,2.72128227,,0.178,0.179,41.2237,3.719013334,,0.082,0.083,38.2298,3.643615316,,0.241,0.242,55.7326,4.020565254,,0.065,0.066,30.3996,3.41442945,
285,-0.001,0.063,0.064,14.7392,2.690510611,,0.03,0.031,14.2786,2.658761913,,0.157,0.158,36.3874,3.594222561,,0.082,0.083,38.2298,3.643615316,,0.04,0.041,9.4423,2.245199595,,0.066,0.067,15.4301,2.736320147,,0.032,0.033,15.1998,2.72128227,,0.177,0.178,40.9934,3.713411078,,0.082,0.083,38.2298,3.643615316,,0.24,0.241,55.5023,4.016424461,,0.064,0.065,29.939,3.399161978,
286,-0.001,0.062,0.063,14.5089,2.674762254,,0.03,0.031,14.2786,2.658761913,,0.156,0.157,36.1571,3.587873333,,0.082,0.083,38.2298,3.643615316,,0.04,0.041,9.4423,2.245199595,,0.066,0.067,15.4301,2.736320147,,0.031,0.032,14.7392,2.690510611,,0.175,0.176,40.5328,3.702111523,,0.081,0.082,37.7692,3.631493956,,0.238,0.239,55.0417,4.00809108,,0.064,0.065,29.939,3.399161978,
287,-0.001,0.061,0.062,14.2786,2.658761913,,0.029,0.03,13.818,2.62597209,,0.155,0.156,35.9268,3.581483535,,0.081,0.082,37.7692,3.631493956,,0.039,0.04,9.212,2.220506982,,0.065,0.066,15.1998,2.72128227,,0.031,0.032,14.7392,2.690510611,,0.173,0.174,40.0722,3.690682827,,0.08,0.081,37.3086,3.619223863,,0.237,0.238,54.8114,4.003898202,,0.064,0.065,29.939,3.399161978,
288,-0.001,0.06,0.061,14.0483,2.642501392,,0.029,0.03,13.818,2.62597209,,0.154,0.155,35.6965,3.575052645,,0.08,0.081,37.3086,3.619223863,,0.039,0.04,9.212,2.220506982,,0.064,0.065,14.9695,2.706014798,,0.03,0.031,14.2786,2.658761913,,0.172,0.173,39.8419,3.684919122,,0.079,0.08,36.848,3.606801343,,0.236,0.237,54.5811,3.999687669,,0.064,0.065,29.939,3.399161978,
289,-0.001,0.059,0.06,13.818,2.62597209,,0.029,0.03,13.818,2.62597209,,0.152,0.153,35.2359,3.562065449,,0.079,0.08,36.848,3.606801343,,0.038,0.039,8.9817,2.195189174,,0.063,0.064,14.7392,2.690510611,,0.03,0.031,14.2786,2.658761913,,0.17,0.171,39.3813,3.673291084,,0.079,0.08,36.848,3.606801343,,0.235,0.236,54.3508,3.995459333,,0.063,0.064,29.4784,3.383657792,
290,-0.001,0.058,0.059,13.5877,2.609164972,,0.028,0.029,13.3574,2.592070538,,0.151,0.152,35.0056,3.555508049,,0.079,0.08,36.848,3.606801343,,0.038,0.039,8.9817,2.195189174,,0.062,0.063,14.5089,2.674762254,,0.029,0.03,13.818,2.62597209,,0.168,0.169,38.9207,3.661526243,,0.078,0.079,36.3874,3.594222561,,0.234,0.235,54.1205,3.991213042,,0.063,0.064,29.4784,3.383657792,
291,-0.001,0.057,0.058,13.3574,2.592070538,,0.028,0.029,13.3574,2.592070538,,0.15,0.151,34.7753,3.548907365,,0.078,0.079,36.3874,3.594222561,,0.038,0.039,8.9817,2.195189174,,0.061,0.062,14.2786,2.658761913,,0.029,0.03,13.818,2.62597209,,0.167,0.168,38.6904,3.655591507,,0.077,0.078,35.9268,3.581483535,,0.233,0.234,53.8902,3.986948643,,0.063,0.064,29.4784,3.383657792,
292,-0.001,0.056,0.057,13.1271,2.574678796,,0.027,0.028,12.8968,2.556979219,,0.149,0.15,34.545,3.542262822,,0.078,0.079,36.3874,3.594222561,,0.037,0.038,8.7514,2.169213688,,0.06,0.061,14.0483,2.642501392,,0.029,0.03,13.818,2.62597209,,0.165,0.166,38.2298,3.643615316,,0.076,0.077,35.4662,3.56858013,,0.232,0.233,53.6599,3.982665981,,0.063,0.064,29.4784,3.383657792,
293,-0.001,0.055,0.056,12.8968,2.556979219,,0.027,0.028,12.8968,2.556979219,,0.148,0.149,34.3147,3.535573834,,0.077,0.078,35.9268,3.581483535,,0.037,0.038,8.7514,2.169213688,,0.059,0.06,13.818,2.62597209,,0.028,0.029,13.3574,2.592070538,,0.163,0.164,37.7692,3.631493956,,0.076,0.077,35.4662,3.56858013,,0.23,0.231,53.1993,3.974045238,,0.062,0.063,29.0178,3.367909435,
294,-0.001,0.054,0.055,12.6665,2.538960713,,0.026,0.027,12.4362,2.520611574,,0.147,0.148,34.0844,3.528839802,,0.076,0.077,35.4662,3.56858013,,0.037,0.038,8.7514,2.169213688,,0.058,0.059,13.5877,2.609164972,,0.028,0.029,13.3574,2.592070538,,0.162,0.163,37.5389,3.625377729,,0.075,0.076,35.0056,3.555508049,,0.229,0.23,52.969,3.969706837,,0.062,0.063,29.0178,3.367909435,
295,-0.001,0.054,0.055,12.6665,2.538960713,,0.026,0.027,12.4362,2.520611574,,0.145,0.146,33.6238,3.51523415,,0.076,0.077,35.4662,3.56858013,,0.036,0.037,8.5211,2.14254544,,0.057,0.058,13.3574,2.592070538,,0.027,0.028,12.8968,2.556979219,,0.16,0.161,37.0783,3.613031893,,0.074,0.075,34.545,3.542262822,,0.228,0.229,52.7387,3.965349531,,0.061,0.062,28.5572,3.351909093,
296,-0.001,0.053,0.054,12.4362,2.520611574,,0.025,0.026,11.9756,2.482871246,,0.144,0.145,33.3935,3.50836127,,0.075,0.076,35.0056,3.555508049,,0.036,0.037,8.5211,2.14254544,,0.057,0.058,13.3574,2.592070538,,0.027,0.028,12.8968,2.556979219,,0.159,0.16,36.848,3.606801343,,0.074,0.075,34.545,3.542262822,,0.227,0.228,52.5084,3.960973157,,0.061,0.062,28.5572,3.351909093,
297,-0.001,0.052,0.053,12.2059,2.501919441,,0.025,0.026,11.9756,2.482871246,,0.143,0.144,33.1632,3.501440827,,0.074,0.075,34.545,3.542262822,,0.036,0.037,8.5211,2.14254544,,0.056,0.057,13.1271,2.574678796,,0.027,0.028,12.8968,2.556979219,,0.157,0.158,36.3874,3.594222561,,0.073,0.074,34.0844,3.528839802,,0.226,0.227,52.2781,3.956577545,,0.061,0.062,28.5572,3.351909093,
298,-0.001,0.051,0.052,11.9756,2.482871246,,0.025,0.026,11.9756,2.482871246,,0.142,0.143,32.9329,3.494472158,,0.074,0.075,34.545,3.542262822,,0.036,0.037,8.5211,2.14254544,,0.055,0.056,12.8968,2.556979219,,0.026,0.027,12.4362,2.520611574,,0.156,0.157,36.1571,3.587873333,,0.072,0.073,33.6238,3.51523415,,0.225,0.226,52.0478,3.952162527,,0.061,0.062,28.5572,3.351909093,
299,-0.001,0.05,0.051,11.7453,2.463453161,,0.024,0.025,11.515,2.443650533,,0.141,0.142,32.7026,3.487454585,,0.073,0.074,34.0844,3.528839802,,0.036,0.037,8.5211,2.14254544,,0.054,0.055,12.6665,2.538960713,,0.026,0.027,12.4362,2.520611574,,0.155,0.156,35.9268,3.581483535,,0.071,0.072,33.1632,3.501440827,,0.224,0.225,51.8175,3.94772793,,0.06,0.061,28.0966,3.335648573,
300,-0.001,0.05,0.051,11.7453,2.463453161,,0.024,0.025,11.515,2.443650533,,0.14,0.141,32.4723,3.480387418,,0.073,0.074,34.0844,3.528839802,,0.035,0.036,8.2908,2.115146466,,0.053,0.054,12.4362,2.520611574,,0.026,0.027,12.4362,2.520611574,,0.153,0.154,35.4662,3.56858013,,0.071,0.072,33.1632,3.501440827,,0.223,0.224,51.5872,3.94327358,,0.06,0.061,28.0966,3.335648573,
