,Blank,F27Sep19_SurfR1,A(CDOM),a(CDOM),ln(a),Sr,F27Sep19_SurfR1_Dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F27Sep19_5R1,A(CDOM),a(CDOM),ln(a),Sr,F27Sep19_5R1_Dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F27Sep19_9R2,A(CDOM),a(CDOM),ln(a),Sr,F27Sep19_SurfR2,A(CDOM),a(CDOM),ln(a),Sr,F27Sep19_SurfR2_Dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F27Sep19_5R2,A(CDOM),a(CDOM),ln(a),Sr,F27Sep19_5R2_Dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F2Sep19_9R1,A(CDOM),a(CDOM),ln(a),Sr,F2Sep19_9R1_Dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr
721,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.029,0.029,6.6787,1.898923358,,0.014,0.014,6.4484,1.863832038,,0.008,0.008,1.8424,0.61106907,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.028,0.028,6.4484,1.863832038,,0.013,0.013,5.9878,1.789724066,,0.087,0.087,20.0361,2.997535646,,0.024,0.024,11.0544,2.402828539,
722,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.029,0.029,6.6787,1.898923358,,0.014,0.014,6.4484,1.863832038,,0.007,0.007,1.6121,0.477537677,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,1.8424,0.61106907,,0.028,0.028,6.4484,1.863832038,,0.013,0.013,5.9878,1.789724066,,0.087,0.087,20.0361,2.997535646,,0.024,0.024,11.0544,2.402828539,
723,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.029,0.029,6.6787,1.898923358,,0.014,0.014,6.4484,1.863832038,,0.007,0.007,1.6121,0.477537677,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.027,0.027,6.2181,1.827464394,,0.013,0.013,5.9878,1.789724066,,0.087,0.087,20.0361,2.997535646,,0.024,0.024,11.0544,2.402828539,
724,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.029,0.029,6.6787,1.898923358,,0.014,0.014,6.4484,1.863832038,,0.007,0.007,1.6121,0.477537677,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.027,0.027,6.2181,1.827464394,,0.013,0.013,5.9878,1.789724066,,0.087,0.087,20.0361,2.997535646,,0.024,0.024,11.0544,2.402828539,
725,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.029,0.029,6.6787,1.898923358,,0.014,0.014,6.4484,1.863832038,,0.007,0.007,1.6121,0.477537677,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.027,0.027,6.2181,1.827464394,,0.013,0.013,5.9878,1.789724066,,0.087,0.087,20.0361,2.997535646,,0.024,0.024,11.0544,2.402828539,
726,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.029,0.029,6.6787,1.898923358,,0.014,0.014,6.4484,1.863832038,,0.007,0.007,1.6121,0.477537677,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.027,0.027,6.2181,1.827464394,,0.013,0.013,5.9878,1.789724066,,0.087,0.087,20.0361,2.997535646,,0.024,0.024,11.0544,2.402828539,
727,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.029,0.029,6.6787,1.898923358,,0.014,0.014,6.4484,1.863832038,,0.007,0.007,1.6121,0.477537677,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.027,0.027,6.2181,1.827464394,,0.013,0.013,5.9878,1.789724066,,0.087,0.087,20.0361,2.997535646,,0.024,0.024,11.0544,2.402828539,
728,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.029,0.029,6.6787,1.898923358,,0.014,0.014,6.4484,1.863832038,,0.007,0.007,1.6121,0.477537677,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.027,0.027,6.2181,1.827464394,,0.013,0.013,5.9878,1.789724066,,0.087,0.087,20.0361,2.997535646,,0.024,0.024,11.0544,2.402828539,
729,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.029,0.029,6.6787,1.898923358,,0.014,0.014,6.4484,1.863832038,,0.007,0.007,1.6121,0.477537677,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.027,0.027,6.2181,1.827464394,,0.013,0.013,5.9878,1.789724066,,0.087,0.087,20.0361,2.997535646,,0.023,0.023,10.5938,2.360268924,
730,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.028,0.028,6.4484,1.863832038,,0.014,0.014,6.4484,1.863832038,,0.007,0.007,1.6121,0.477537677,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.027,0.027,6.2181,1.827464394,,0.012,0.012,5.5272,1.709681358,,0.087,0.087,20.0361,2.997535646,,0.023,0.023,10.5938,2.360268924,
731,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.029,0.029,6.6787,1.898923358,,0.014,0.014,6.4484,1.863832038,,0.007,0.007,1.6121,0.477537677,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.027,0.027,6.2181,1.827464394,,0.013,0.013,5.9878,1.789724066,,0.087,0.087,20.0361,2.997535646,,0.023,0.023,10.5938,2.360268924,
732,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.029,0.029,6.6787,1.898923358,,0.014,0.014,6.4484,1.863832038,,0.007,0.007,1.6121,0.477537677,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.027,0.027,6.2181,1.827464394,,0.013,0.013,5.9878,1.789724066,,0.087,0.087,20.0361,2.997535646,,0.023,0.023,10.5938,2.360268924,
733,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.029,0.029,6.6787,1.898923358,,0.014,0.014,6.4484,1.863832038,,0.007,0.007,1.6121,0.477537677,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.027,0.027,6.2181,1.827464394,,0.013,0.013,5.9878,1.789724066,,0.087,0.087,20.0361,2.997535646,,0.023,0.023,10.5938,2.360268924,
734,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.028,0.028,6.4484,1.863832038,,0.014,0.014,6.4484,1.863832038,,0.007,0.007,1.6121,0.477537677,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.027,0.027,6.2181,1.827464394,,0.013,0.013,5.9878,1.789724066,,0.086,0.086,19.8058,2.985974824,,0.023,0.023,10.5938,2.360268924,
735,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.028,0.028,6.4484,1.863832038,,0.013,0.013,5.9878,1.789724066,,0.007,0.007,1.6121,0.477537677,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,,0.027,0.027,6.2181,1.827464394,,0.012,0.012,5.5272,1.709681358,,0.086,0.086,19.8058,2.985974824,,0.023,0.023,10.5938,2.360268924,
736,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.028,0.028,6.4484,1.863832038,,0.014,0.014,6.4484,1.863832038,,0.007,0.007,1.6121,0.477537677,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.027,0.027,6.2181,1.827464394,,0.013,0.013,5.9878,1.789724066,,0.086,0.086,19.8058,2.985974824,,0.023,0.023,10.5938,2.360268924,
737,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.028,0.028,6.4484,1.863832038,,0.014,0.014,6.4484,1.863832038,,0.007,0.007,1.6121,0.477537677,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.027,0.027,6.2181,1.827464394,,0.013,0.013,5.9878,1.789724066,,0.086,0.086,19.8058,2.985974824,,0.023,0.023,10.5938,2.360268924,
738,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.028,0.028,6.4484,1.863832038,,0.014,0.014,6.4484,1.863832038,,0.007,0.007,1.6121,0.477537677,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.027,0.027,6.2181,1.827464394,,0.013,0.013,5.9878,1.789724066,,0.086,0.086,19.8058,2.985974824,,0.023,0.023,10.5938,2.360268924,
739,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.028,0.028,6.4484,1.863832038,,0.013,0.013,5.9878,1.789724066,,0.007,0.007,1.6121,0.477537677,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,,0.027,0.027,6.2181,1.827464394,,0.012,0.012,5.5272,1.709681358,,0.086,0.086,19.8058,2.985974824,,0.023,0.023,10.5938,2.360268924,
740,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.028,0.028,6.4484,1.863832038,,0.013,0.013,5.9878,1.789724066,,0.007,0.007,1.6121,0.477537677,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.027,0.027,6.2181,1.827464394,,0.012,0.012,5.5272,1.709681358,,0.086,0.086,19.8058,2.985974824,,0.023,0.023,10.5938,2.360268924,
741,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.028,0.028,6.4484,1.863832038,,0.013,0.013,5.9878,1.789724066,,0.007,0.007,1.6121,0.477537677,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.027,0.027,6.2181,1.827464394,,0.012,0.012,5.5272,1.709681358,,0.086,0.086,19.8058,2.985974824,,0.023,0.023,10.5938,2.360268924,
742,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.028,0.028,6.4484,1.863832038,,0.013,0.013,5.9878,1.789724066,,0.007,0.007,1.6121,0.477537677,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.027,0.027,6.2181,1.827464394,,0.012,0.012,5.5272,1.709681358,,0.086,0.086,19.8058,2.985974824,,0.023,0.023,10.5938,2.360268924,
743,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.028,0.028,6.4484,1.863832038,,0.013,0.013,5.9878,1.789724066,,0.007,0.007,1.6121,0.477537677,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.027,0.027,6.2181,1.827464394,,0.013,0.013,5.9878,1.789724066,,0.086,0.086,19.8058,2.985974824,,0.023,0.023,10.5938,2.360268924,
744,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.028,0.028,6.4484,1.863832038,,0.013,0.013,5.9878,1.789724066,,0.007,0.007,1.6121,0.477537677,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.027,0.027,6.2181,1.827464394,,0.012,0.012,5.5272,1.709681358,,0.086,0.086,19.8058,2.985974824,,0.023,0.023,10.5938,2.360268924,
745,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.028,0.028,6.4484,1.863832038,,0.013,0.013,5.9878,1.789724066,,0.007,0.007,1.6121,0.477537677,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.027,0.027,6.2181,1.827464394,,0.012,0.012,5.5272,1.709681358,,0.086,0.086,19.8058,2.985974824,,0.023,0.023,10.5938,2.360268924,
746,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.028,0.028,6.4484,1.863832038,,0.013,0.013,5.9878,1.789724066,,0.007,0.007,1.6121,0.477537677,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.026,0.026,5.9878,1.789724066,,0.012,0.012,5.5272,1.709681358,,0.085,0.085,19.5755,2.974278784,,0.023,0.023,10.5938,2.360268924,
747,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.028,0.028,6.4484,1.863832038,,0.013,0.013,5.9878,1.789724066,,0.007,0.007,1.6121,0.477537677,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.026,0.026,5.9878,1.789724066,,0.012,0.012,5.5272,1.709681358,,0.085,0.085,19.5755,2.974278784,,0.023,0.023,10.5938,2.360268924,
748,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.028,0.028,6.4484,1.863832038,,0.013,0.013,5.9878,1.789724066,,0.007,0.007,1.6121,0.477537677,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.026,0.026,5.9878,1.789724066,,0.013,0.013,5.9878,1.789724066,,0.085,0.085,19.5755,2.974278784,,0.023,0.023,10.5938,2.360268924,
749,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.028,0.028,6.4484,1.863832038,,0.013,0.013,5.9878,1.789724066,,0.007,0.007,1.6121,0.477537677,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.026,0.026,5.9878,1.789724066,,0.013,0.013,5.9878,1.789724066,,0.085,0.085,19.5755,2.974278784,,0.023,0.023,10.5938,2.360268924,
750,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.028,0.028,6.4484,1.863832038,,0.013,0.013,5.9878,1.789724066,,0.007,0.007,1.6121,0.477537677,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,,0.026,0.026,5.9878,1.789724066,,0.012,0.012,5.5272,1.709681358,,0.085,0.085,19.5755,2.974278784,,0.023,0.023,10.5938,2.360268924,
751,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.028,0.028,6.4484,1.863832038,,0.013,0.013,5.9878,1.789724066,,0.007,0.007,1.6121,0.477537677,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,,0.026,0.026,5.9878,1.789724066,,0.012,0.012,5.5272,1.709681358,,0.085,0.085,19.5755,2.974278784,,0.023,0.023,10.5938,2.360268924,
752,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.027,0.027,6.2181,1.827464394,,0.013,0.013,5.9878,1.789724066,,0.007,0.007,1.6121,0.477537677,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,,0.026,0.026,5.9878,1.789724066,,0.012,0.012,5.5272,1.709681358,,0.085,0.085,19.5755,2.974278784,,0.023,0.023,10.5938,2.360268924,
753,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.028,0.028,6.4484,1.863832038,,0.013,0.013,5.9878,1.789724066,,0.007,0.007,1.6121,0.477537677,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.026,0.026,5.9878,1.789724066,,0.012,0.012,5.5272,1.709681358,,0.085,0.085,19.5755,2.974278784,,0.023,0.023,10.5938,2.360268924,
754,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.028,0.028,6.4484,1.863832038,,0.013,0.013,5.9878,1.789724066,,0.007,0.007,1.6121,0.477537677,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.026,0.026,5.9878,1.789724066,,0.013,0.013,5.9878,1.789724066,,0.085,0.085,19.5755,2.974278784,,0.023,0.023,10.5938,2.360268924,
755,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.028,0.028,6.4484,1.863832038,,0.013,0.013,5.9878,1.789724066,,0.007,0.007,1.6121,0.477537677,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.026,0.026,5.9878,1.789724066,,0.013,0.013,5.9878,1.789724066,,0.085,0.085,19.5755,2.974278784,,0.023,0.023,10.5938,2.360268924,
756,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.027,0.027,6.2181,1.827464394,,0.013,0.013,5.9878,1.789724066,,0.007,0.007,1.6121,0.477537677,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.026,0.026,5.9878,1.789724066,,0.012,0.012,5.5272,1.709681358,,0.085,0.085,19.5755,2.974278784,,0.023,0.023,10.5938,2.360268924,
757,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.027,0.027,6.2181,1.827464394,,0.013,0.013,5.9878,1.789724066,,0.007,0.007,1.6121,0.477537677,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,,0.026,0.026,5.9878,1.789724066,,0.012,0.012,5.5272,1.709681358,,0.085,0.085,19.5755,2.974278784,,0.023,0.023,10.5938,2.360268924,
758,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.027,0.027,6.2181,1.827464394,,0.013,0.013,5.9878,1.789724066,,0.007,0.007,1.6121,0.477537677,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,,0.026,0.026,5.9878,1.789724066,,0.012,0.012,5.5272,1.709681358,,0.085,0.085,19.5755,2.974278784,,0.023,0.023,10.5938,2.360268924,
759,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.027,0.027,6.2181,1.827464394,,0.013,0.013,5.9878,1.789724066,,0.007,0.007,1.6121,0.477537677,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,1.8424,0.61106907,,0.026,0.026,5.9878,1.789724066,,0.013,0.013,5.9878,1.789724066,,0.085,0.085,19.5755,2.974278784,,0.023,0.023,10.5938,2.360268924,
760,0.001,0.003,0.002,0.4606,-0.775225292,,0.002,0.001,0.4606,-0.775225292,,0.029,0.028,6.4484,1.863832038,,0.015,0.014,6.4484,1.863832038,,0.008,0.007,1.6121,0.477537677,,0.007,0.006,1.3818,0.323386997,,0.005,0.004,1.8424,0.61106907,,0.027,0.026,5.9878,1.789724066,,0.014,0.013,5.9878,1.789724066,,0.086,0.085,19.5755,2.974278784,,0.024,0.023,10.5938,2.360268924,
761,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.028,0.028,6.4484,1.863832038,,0.014,0.014,6.4484,1.863832038,,0.008,0.008,1.8424,0.61106907,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,1.8424,0.61106907,,0.026,0.026,5.9878,1.789724066,,0.013,0.013,5.9878,1.789724066,,0.085,0.085,19.5755,2.974278784,,0.023,0.023,10.5938,2.360268924,
762,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.027,0.027,6.2181,1.827464394,,0.013,0.013,5.9878,1.789724066,,0.007,0.007,1.6121,0.477537677,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.026,0.026,5.9878,1.789724066,,0.013,0.013,5.9878,1.789724066,,0.085,0.085,19.5755,2.974278784,,0.023,0.023,10.5938,2.360268924,
763,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.027,0.027,6.2181,1.827464394,,0.013,0.013,5.9878,1.789724066,,0.007,0.007,1.6121,0.477537677,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.026,0.026,5.9878,1.789724066,,0.013,0.013,5.9878,1.789724066,,0.085,0.085,19.5755,2.974278784,,0.023,0.023,10.5938,2.360268924,
764,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.027,0.027,6.2181,1.827464394,,0.013,0.013,5.9878,1.789724066,,0.007,0.007,1.6121,0.477537677,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.026,0.026,5.9878,1.789724066,,0.013,0.013,5.9878,1.789724066,,0.085,0.085,19.5755,2.974278784,,0.023,0.023,10.5938,2.360268924,
765,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.027,0.027,6.2181,1.827464394,,0.013,0.013,5.9878,1.789724066,,0.007,0.007,1.6121,0.477537677,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.026,0.026,5.9878,1.789724066,,0.012,0.012,5.5272,1.709681358,,0.085,0.085,19.5755,2.974278784,,0.023,0.023,10.5938,2.360268924,
766,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.027,0.027,6.2181,1.827464394,,0.013,0.013,5.9878,1.789724066,,0.007,0.007,1.6121,0.477537677,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.026,0.026,5.9878,1.789724066,,0.012,0.012,5.5272,1.709681358,,0.085,0.085,19.5755,2.974278784,,0.023,0.023,10.5938,2.360268924,
767,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.027,0.027,6.2181,1.827464394,,0.013,0.013,5.9878,1.789724066,,0.007,0.007,1.6121,0.477537677,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.026,0.026,5.9878,1.789724066,,0.013,0.013,5.9878,1.789724066,,0.085,0.085,19.5755,2.974278784,,0.023,0.023,10.5938,2.360268924,
768,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.027,0.027,6.2181,1.827464394,,0.013,0.013,5.9878,1.789724066,,0.007,0.007,1.6121,0.477537677,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.026,0.026,5.9878,1.789724066,,0.013,0.013,5.9878,1.789724066,,0.084,0.084,19.3452,2.962444327,,0.023,0.023,10.5938,2.360268924,
769,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.027,0.027,6.2181,1.827464394,,0.013,0.013,5.9878,1.789724066,,0.007,0.007,1.6121,0.477537677,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.026,0.026,5.9878,1.789724066,,0.012,0.012,5.5272,1.709681358,,0.084,0.084,19.3452,2.962444327,,0.023,0.023,10.5938,2.360268924,
770,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.027,0.027,6.2181,1.827464394,,0.013,0.013,5.9878,1.789724066,,0.007,0.007,1.6121,0.477537677,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.026,0.026,5.9878,1.789724066,,0.012,0.012,5.5272,1.709681358,,0.084,0.084,19.3452,2.962444327,,0.023,0.023,10.5938,2.360268924,
771,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.027,0.027,6.2181,1.827464394,,0.013,0.013,5.9878,1.789724066,,0.007,0.007,1.6121,0.477537677,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.026,0.026,5.9878,1.789724066,,0.012,0.012,5.5272,1.709681358,,0.084,0.084,19.3452,2.962444327,,0.023,0.023,10.5938,2.360268924,
772,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.027,0.027,6.2181,1.827464394,,0.013,0.013,5.9878,1.789724066,,0.007,0.007,1.6121,0.477537677,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.026,0.026,5.9878,1.789724066,,0.013,0.013,5.9878,1.789724066,,0.084,0.084,19.3452,2.962444327,,0.023,0.023,10.5938,2.360268924,
773,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.027,0.027,6.2181,1.827464394,,0.013,0.013,5.9878,1.789724066,,0.007,0.007,1.6121,0.477537677,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.026,0.026,5.9878,1.789724066,,0.013,0.013,5.9878,1.789724066,,0.084,0.084,19.3452,2.962444327,,0.023,0.023,10.5938,2.360268924,
774,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.027,0.027,6.2181,1.827464394,,0.013,0.013,5.9878,1.789724066,,0.007,0.007,1.6121,0.477537677,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.025,0.025,5.7575,1.750503353,,0.012,0.012,5.5272,1.709681358,,0.084,0.084,19.3452,2.962444327,,0.023,0.023,10.5938,2.360268924,
775,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.027,0.027,6.2181,1.827464394,,0.013,0.013,5.9878,1.789724066,,0.007,0.007,1.6121,0.477537677,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.025,0.025,5.7575,1.750503353,,0.012,0.012,5.5272,1.709681358,,0.084,0.084,19.3452,2.962444327,,0.023,0.023,10.5938,2.360268924,
776,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.027,0.027,6.2181,1.827464394,,0.013,0.013,5.9878,1.789724066,,0.007,0.007,1.6121,0.477537677,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.025,0.025,5.7575,1.750503353,,0.012,0.012,5.5272,1.709681358,,0.084,0.084,19.3452,2.962444327,,0.023,0.023,10.5938,2.360268924,
777,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.027,0.027,6.2181,1.827464394,,0.013,0.013,5.9878,1.789724066,,0.007,0.007,1.6121,0.477537677,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.025,0.025,5.7575,1.750503353,,0.012,0.012,5.5272,1.709681358,,0.084,0.084,19.3452,2.962444327,,0.023,0.023,10.5938,2.360268924,
778,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.027,0.027,6.2181,1.827464394,,0.013,0.013,5.9878,1.789724066,,0.007,0.007,1.6121,0.477537677,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.025,0.025,5.7575,1.750503353,,0.012,0.012,5.5272,1.709681358,,0.084,0.084,19.3452,2.962444327,,0.023,0.023,10.5938,2.360268924,
779,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.027,0.027,6.2181,1.827464394,,0.013,0.013,5.9878,1.789724066,,0.007,0.007,1.6121,0.477537677,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.025,0.025,5.7575,1.750503353,,0.012,0.012,5.5272,1.709681358,,0.084,0.084,19.3452,2.962444327,,0.023,0.023,10.5938,2.360268924,
