,Blank,F17Jun19_WET_R2,A(CDOM),a(CDOM),ln(a),Sr,F17Jun19_WET_R2_Dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F17Jun19_INF_R2,A(CDOM),a(CDOM),ln(a),Sr,F8Jul19_INF_R2,A(CDOM),a(CDOM),ln(a),Sr,F8Jul19_INF_R2_DIL,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F8Jul19_WET_R1,A(CDOM),a(CDOM),ln(a),Sr,F8Jul19_WET_R1_DIL,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr
708,0,0.012,0.012,2.7636,1.016534178,,-0.004,-0.004,-1.8424,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.009,-0.009,-4.1454,#NUM!,,-0.006,-0.006,-1.3818,#NUM!,,-0.007,-0.007,-3.2242,#NUM!,
709,0,0.012,0.012,2.7636,1.016534178,,-0.004,-0.004,-1.8424,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.009,-0.009,-4.1454,#NUM!,,-0.006,-0.006,-1.3818,#NUM!,,-0.007,-0.007,-3.2242,#NUM!,
710,0,0.012,0.012,2.7636,1.016534178,,-0.005,-0.005,-2.303,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.009,-0.009,-4.1454,#NUM!,,-0.006,-0.006,-1.3818,#NUM!,,-0.007,-0.007,-3.2242,#NUM!,
711,0,0.012,0.012,2.7636,1.016534178,,-0.005,-0.005,-2.303,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.009,-0.009,-4.1454,#NUM!,,-0.006,-0.006,-1.3818,#NUM!,,-0.007,-0.007,-3.2242,#NUM!,
712,0,0.012,0.012,2.7636,1.016534178,,-0.004,-0.004,-1.8424,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.009,-0.009,-4.1454,#NUM!,,-0.006,-0.006,-1.3818,#NUM!,,-0.007,-0.007,-3.2242,#NUM!,
713,0,0.012,0.012,2.7636,1.016534178,,-0.004,-0.004,-1.8424,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.009,-0.009,-4.1454,#NUM!,,-0.006,-0.006,-1.3818,#NUM!,,-0.007,-0.007,-3.2242,#NUM!,
714,0,0.012,0.012,2.7636,1.016534178,,-0.004,-0.004,-1.8424,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.009,-0.009,-4.1454,#NUM!,,-0.006,-0.006,-1.3818,#NUM!,,-0.007,-0.007,-3.2242,#NUM!,
715,0,0.012,0.012,2.7636,1.016534178,,-0.004,-0.004,-1.8424,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.009,-0.009,-4.1454,#NUM!,,-0.006,-0.006,-1.3818,#NUM!,,-0.007,-0.007,-3.2242,#NUM!,
716,0,0.012,0.012,2.7636,1.016534178,,-0.004,-0.004,-1.8424,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.009,-0.009,-4.1454,#NUM!,,-0.006,-0.006,-1.3818,#NUM!,,-0.007,-0.007,-3.2242,#NUM!,
717,0,0.012,0.012,2.7636,1.016534178,,-0.004,-0.004,-1.8424,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.009,-0.009,-4.1454,#NUM!,,-0.006,-0.006,-1.3818,#NUM!,,-0.007,-0.007,-3.2242,#NUM!,
718,0,0.012,0.012,2.7636,1.016534178,,-0.005,-0.005,-2.303,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.009,-0.009,-4.1454,#NUM!,,-0.006,-0.006,-1.3818,#NUM!,,-0.007,-0.007,-3.2242,#NUM!,
719,0,0.012,0.012,2.7636,1.016534178,,-0.005,-0.005,-2.303,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.009,-0.009,-4.1454,#NUM!,,-0.006,-0.006,-1.3818,#NUM!,,-0.007,-0.007,-3.2242,#NUM!,
720,0,0.012,0.012,2.7636,1.016534178,,-0.004,-0.004,-1.8424,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.009,-0.009,-4.1454,#NUM!,,-0.006,-0.006,-1.3818,#NUM!,,-0.007,-0.007,-3.2242,#NUM!,
721,0,0.012,0.012,2.7636,1.016534178,,-0.004,-0.004,-1.8424,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.009,-0.009,-4.1454,#NUM!,,-0.006,-0.006,-1.3818,#NUM!,,-0.007,-0.007,-3.2242,#NUM!,
722,0,0.012,0.012,2.7636,1.016534178,,-0.004,-0.004,-1.8424,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.009,-0.009,-4.1454,#NUM!,,-0.006,-0.006,-1.3818,#NUM!,,-0.007,-0.007,-3.2242,#NUM!,
723,0,0.012,0.012,2.7636,1.016534178,,-0.004,-0.004,-1.8424,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.009,-0.009,-4.1454,#NUM!,,-0.006,-0.006,-1.3818,#NUM!,,-0.007,-0.007,-3.2242,#NUM!,
724,0,0.012,0.012,2.7636,1.016534178,,-0.004,-0.004,-1.8424,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.009,-0.009,-4.1454,#NUM!,,-0.006,-0.006,-1.3818,#NUM!,,-0.007,-0.007,-3.2242,#NUM!,
725,0,0.012,0.012,2.7636,1.016534178,,-0.005,-0.005,-2.303,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.009,-0.009,-4.1454,#NUM!,,-0.006,-0.006,-1.3818,#NUM!,,-0.007,-0.007,-3.2242,#NUM!,
726,0,0.012,0.012,2.7636,1.016534178,,-0.005,-0.005,-2.303,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.009,-0.009,-4.1454,#NUM!,,-0.006,-0.006,-1.3818,#NUM!,,-0.007,-0.007,-3.2242,#NUM!,
727,0,0.012,0.012,2.7636,1.016534178,,-0.005,-0.005,-2.303,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.009,-0.009,-4.1454,#NUM!,,-0.006,-0.006,-1.3818,#NUM!,,-0.007,-0.007,-3.2242,#NUM!,
728,0,0.012,0.012,2.7636,1.016534178,,-0.005,-0.005,-2.303,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.009,-0.009,-4.1454,#NUM!,,-0.006,-0.006,-1.3818,#NUM!,,-0.007,-0.007,-3.2242,#NUM!,
729,0,0.012,0.012,2.7636,1.016534178,,-0.005,-0.005,-2.303,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.009,-0.009,-4.1454,#NUM!,,-0.006,-0.006,-1.3818,#NUM!,,-0.007,-0.007,-3.2242,#NUM!,
730,0,0.012,0.012,2.7636,1.016534178,,-0.005,-0.005,-2.303,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.009,-0.009,-4.1454,#NUM!,,-0.006,-0.006,-1.3818,#NUM!,,-0.007,-0.007,-3.2242,#NUM!,
731,0,0.012,0.012,2.7636,1.016534178,,-0.004,-0.004,-1.8424,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.009,-0.009,-4.1454,#NUM!,,-0.006,-0.006,-1.3818,#NUM!,,-0.007,-0.007,-3.2242,#NUM!,
732,0,0.012,0.012,2.7636,1.016534178,,-0.005,-0.005,-2.303,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.009,-0.009,-4.1454,#NUM!,,-0.006,-0.006,-1.3818,#NUM!,,-0.007,-0.007,-3.2242,#NUM!,
733,0,0.012,0.012,2.7636,1.016534178,,-0.005,-0.005,-2.303,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.009,-0.009,-4.1454,#NUM!,,-0.006,-0.006,-1.3818,#NUM!,,-0.007,-0.007,-3.2242,#NUM!,
734,0,0.012,0.012,2.7636,1.016534178,,-0.005,-0.005,-2.303,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.009,-0.009,-4.1454,#NUM!,,-0.006,-0.006,-1.3818,#NUM!,,-0.007,-0.007,-3.2242,#NUM!,
735,0,0.012,0.012,2.7636,1.016534178,,-0.005,-0.005,-2.303,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.009,-0.009,-4.1454,#NUM!,,-0.006,-0.006,-1.3818,#NUM!,,-0.007,-0.007,-3.2242,#NUM!,
736,0,0.012,0.012,2.7636,1.016534178,,-0.005,-0.005,-2.303,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.009,-0.009,-4.1454,#NUM!,,-0.006,-0.006,-1.3818,#NUM!,,-0.007,-0.007,-3.2242,#NUM!,
737,0,0.012,0.012,2.7636,1.016534178,,-0.005,-0.005,-2.303,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.009,-0.009,-4.1454,#NUM!,,-0.006,-0.006,-1.3818,#NUM!,,-0.007,-0.007,-3.2242,#NUM!,
738,0,0.012,0.012,2.7636,1.016534178,,-0.005,-0.005,-2.303,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.009,-0.009,-4.1454,#NUM!,,-0.006,-0.006,-1.3818,#NUM!,,-0.007,-0.007,-3.2242,#NUM!,
739,0,0.012,0.012,2.7636,1.016534178,,-0.005,-0.005,-2.303,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.009,-0.009,-4.1454,#NUM!,,-0.006,-0.006,-1.3818,#NUM!,,-0.007,-0.007,-3.2242,#NUM!,
740,0,0.012,0.012,2.7636,1.016534178,,-0.005,-0.005,-2.303,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.009,-0.009,-4.1454,#NUM!,,-0.006,-0.006,-1.3818,#NUM!,,-0.007,-0.007,-3.2242,#NUM!,
741,0,0.012,0.012,2.7636,1.016534178,,-0.005,-0.005,-2.303,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.009,-0.009,-4.1454,#NUM!,,-0.006,-0.006,-1.3818,#NUM!,,-0.007,-0.007,-3.2242,#NUM!,
742,0,0.012,0.012,2.7636,1.016534178,,-0.005,-0.005,-2.303,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.009,-0.009,-4.1454,#NUM!,,-0.006,-0.006,-1.3818,#NUM!,,-0.007,-0.007,-3.2242,#NUM!,
743,0,0.012,0.012,2.7636,1.016534178,,-0.005,-0.005,-2.303,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.009,-0.009,-4.1454,#NUM!,,-0.006,-0.006,-1.3818,#NUM!,,-0.007,-0.007,-3.2242,#NUM!,
744,0,0.012,0.012,2.7636,1.016534178,,-0.005,-0.005,-2.303,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.009,-0.009,-4.1454,#NUM!,,-0.006,-0.006,-1.3818,#NUM!,,-0.007,-0.007,-3.2242,#NUM!,
745,0,0.012,0.012,2.7636,1.016534178,,-0.005,-0.005,-2.303,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.009,-0.009,-4.1454,#NUM!,,-0.006,-0.006,-1.3818,#NUM!,,-0.007,-0.007,-3.2242,#NUM!,
746,0,0.012,0.012,2.7636,1.016534178,,-0.005,-0.005,-2.303,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.009,-0.009,-4.1454,#NUM!,,-0.006,-0.006,-1.3818,#NUM!,,-0.007,-0.007,-3.2242,#NUM!,
747,0,0.012,0.012,2.7636,1.016534178,,-0.005,-0.005,-2.303,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.009,-0.009,-4.1454,#NUM!,,-0.006,-0.006,-1.3818,#NUM!,,-0.007,-0.007,-3.2242,#NUM!,
748,0,0.012,0.012,2.7636,1.016534178,,-0.005,-0.005,-2.303,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.009,-0.009,-4.1454,#NUM!,,-0.006,-0.006,-1.3818,#NUM!,,-0.007,-0.007,-3.2242,#NUM!,
749,0,0.012,0.012,2.7636,1.016534178,,-0.005,-0.005,-2.303,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.009,-0.009,-4.1454,#NUM!,,-0.006,-0.006,-1.3818,#NUM!,,-0.007,-0.007,-3.2242,#NUM!,
750,0,0.012,0.012,2.7636,1.016534178,,-0.005,-0.005,-2.303,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.009,-0.009,-4.1454,#NUM!,,-0.006,-0.006,-1.3818,#NUM!,,-0.007,-0.007,-3.2242,#NUM!,
751,0,0.012,0.012,2.7636,1.016534178,,-0.005,-0.005,-2.303,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.009,-0.009,-4.1454,#NUM!,,-0.006,-0.006,-1.3818,#NUM!,,-0.007,-0.007,-3.2242,#NUM!,
752,0,0.012,0.012,2.7636,1.016534178,,-0.005,-0.005,-2.303,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.009,-0.009,-4.1454,#NUM!,,-0.006,-0.006,-1.3818,#NUM!,,-0.007,-0.007,-3.2242,#NUM!,
753,0,0.012,0.012,2.7636,1.016534178,,-0.005,-0.005,-2.303,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.009,-0.009,-4.1454,#NUM!,,-0.006,-0.006,-1.3818,#NUM!,,-0.007,-0.007,-3.2242,#NUM!,
754,0,0.012,0.012,2.7636,1.016534178,,-0.005,-0.005,-2.303,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.009,-0.009,-4.1454,#NUM!,,-0.006,-0.006,-1.3818,#NUM!,,-0.007,-0.007,-3.2242,#NUM!,
755,0,0.012,0.012,2.7636,1.016534178,,-0.005,-0.005,-2.303,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.009,-0.009,-4.1454,#NUM!,,-0.006,-0.006,-1.3818,#NUM!,,-0.007,-0.007,-3.2242,#NUM!,
756,0,0.012,0.012,2.7636,1.016534178,,-0.005,-0.005,-2.303,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.009,-0.009,-4.1454,#NUM!,,-0.006,-0.006,-1.3818,#NUM!,,-0.007,-0.007,-3.2242,#NUM!,
757,0,0.012,0.012,2.7636,1.016534178,,-0.005,-0.005,-2.303,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.009,-0.009,-4.1454,#NUM!,,-0.006,-0.006,-1.3818,#NUM!,,-0.007,-0.007,-3.2242,#NUM!,
758,0,0.012,0.012,2.7636,1.016534178,,-0.005,-0.005,-2.303,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.009,-0.009,-4.1454,#NUM!,,-0.006,-0.006,-1.3818,#NUM!,,-0.007,-0.007,-3.2242,#NUM!,
759,0,0.012,0.012,2.7636,1.016534178,,-0.005,-0.005,-2.303,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.009,-0.009,-4.1454,#NUM!,,-0.006,-0.006,-1.3818,#NUM!,,-0.007,-0.007,-3.2242,#NUM!,
760,0.001,0.013,0.012,2.7636,1.016534178,,-0.004,-0.005,-2.303,#NUM!,,-0.006,-0.007,-1.6121,#NUM!,,-0.006,-0.007,-1.6121,#NUM!,,-0.008,-0.009,-4.1454,#NUM!,,-0.005,-0.006,-1.3818,#NUM!,,-0.006,-0.007,-3.2242,#NUM!,
761,0,0.012,0.012,2.7636,1.016534178,,-0.005,-0.005,-2.303,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.009,-0.009,-4.1454,#NUM!,,-0.006,-0.006,-1.3818,#NUM!,,-0.007,-0.007,-3.2242,#NUM!,
762,0,0.012,0.012,2.7636,1.016534178,,-0.005,-0.005,-2.303,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.009,-0.009,-4.1454,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.007,-0.007,-3.2242,#NUM!,
763,0,0.012,0.012,2.7636,1.016534178,,-0.005,-0.005,-2.303,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.009,-0.009,-4.1454,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.007,-0.007,-3.2242,#NUM!,
764,0,0.012,0.012,2.7636,1.016534178,,-0.005,-0.005,-2.303,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.009,-0.009,-4.1454,#NUM!,,-0.006,-0.006,-1.3818,#NUM!,,-0.007,-0.007,-3.2242,#NUM!,
765,0,0.012,0.012,2.7636,1.016534178,,-0.005,-0.005,-2.303,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.009,-0.009,-4.1454,#NUM!,,-0.006,-0.006,-1.3818,#NUM!,,-0.007,-0.007,-3.2242,#NUM!,
766,0,0.012,0.012,2.7636,1.016534178,,-0.005,-0.005,-2.303,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.009,-0.009,-4.1454,#NUM!,,-0.006,-0.006,-1.3818,#NUM!,,-0.007,-0.007,-3.2242,#NUM!,
767,0,0.012,0.012,2.7636,1.016534178,,-0.005,-0.005,-2.303,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.009,-0.009,-4.1454,#NUM!,,-0.006,-0.006,-1.3818,#NUM!,,-0.007,-0.007,-3.2242,#NUM!,
768,0,0.012,0.012,2.7636,1.016534178,,-0.005,-0.005,-2.303,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.009,-0.009,-4.1454,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.007,-0.007,-3.2242,#NUM!,
769,0,0.012,0.012,2.7636,1.016534178,,-0.005,-0.005,-2.303,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.009,-0.009,-4.1454,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.007,-0.007,-3.2242,#NUM!,
770,0,0.012,0.012,2.7636,1.016534178,,-0.005,-0.005,-2.303,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.009,-0.009,-4.1454,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.007,-0.007,-3.2242,#NUM!,
771,0,0.012,0.012,2.7636,1.016534178,,-0.005,-0.005,-2.303,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.009,-0.009,-4.1454,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.007,-0.007,-3.2242,#NUM!,
772,0,0.012,0.012,2.7636,1.016534178,,-0.005,-0.005,-2.303,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.009,-0.009,-4.1454,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.007,-0.007,-3.2242,#NUM!,
773,0,0.012,0.012,2.7636,1.016534178,,-0.005,-0.005,-2.303,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.009,-0.009,-4.1454,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.007,-0.007,-3.2242,#NUM!,
774,0,0.012,0.012,2.7636,1.016534178,,-0.005,-0.005,-2.303,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.009,-0.009,-4.1454,#NUM!,,-0.006,-0.006,-1.3818,#NUM!,,-0.007,-0.007,-3.2242,#NUM!,
775,0,0.012,0.012,2.7636,1.016534178,,-0.005,-0.005,-2.303,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.009,-0.009,-4.1454,#NUM!,,-0.006,-0.006,-1.3818,#NUM!,,-0.007,-0.007,-3.2242,#NUM!,
776,0,0.012,0.012,2.7636,1.016534178,,-0.005,-0.005,-2.303,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.009,-0.009,-4.1454,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.007,-0.007,-3.2242,#NUM!,
777,0,0.012,0.012,2.7636,1.016534178,,-0.005,-0.005,-2.303,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.009,-0.009,-4.1454,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.007,-0.007,-3.2242,#NUM!,
778,0,0.012,0.012,2.7636,1.016534178,,-0.005,-0.005,-2.303,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.009,-0.009,-4.1454,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.007,-0.007,-3.2242,#NUM!,
779,0,0.012,0.012,2.7636,1.016534178,,-0.005,-0.005,-2.303,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.009,-0.009,-4.1454,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.007,-0.007,-3.2242,#NUM!,
780,0,0.012,0.012,2.7636,1.016534178,,-0.005,-0.005,-2.303,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.009,-0.009,-4.1454,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.007,-0.007,-3.2242,#NUM!,
781,0,0.012,0.012,2.7636,1.016534178,,-0.005,-0.005,-2.303,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.009,-0.009,-4.1454,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.007,-0.007,-3.2242,#NUM!,
782,0,0.012,0.012,2.7636,1.016534178,,-0.005,-0.005,-2.303,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.009,-0.009,-4.1454,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.007,-0.007,-3.2242,#NUM!,
783,0,0.012,0.012,2.7636,1.016534178,,-0.005,-0.005,-2.303,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.009,-0.009,-4.1454,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.007,-0.007,-3.2242,#NUM!,
784,0,0.012,0.012,2.7636,1.016534178,,-0.005,-0.005,-2.303,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.009,-0.009,-4.1454,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.007,-0.007,-3.2242,#NUM!,
785,0,0.012,0.012,2.7636,1.016534178,,-0.005,-0.005,-2.303,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.009,-0.009,-4.1454,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.007,-0.007,-3.2242,#NUM!,
786,0,0.012,0.012,2.7636,1.016534178,,-0.005,-0.005,-2.303,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.009,-0.009,-4.1454,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.007,-0.007,-3.2242,#NUM!,
787,0,0.012,0.012,2.7636,1.016534178,,-0.005,-0.005,-2.303,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.009,-0.009,-4.1454,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.007,-0.007,-3.2242,#NUM!,
788,0,0.012,0.012,2.7636,1.016534178,,-0.005,-0.005,-2.303,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.009,-0.009,-4.1454,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.007,-0.007,-3.2242,#NUM!,
789,0,0.012,0.012,2.7636,1.016534178,,-0.004,-0.004,-1.8424,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.009,-0.009,-4.1454,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.007,-0.007,-3.2242,#NUM!,
790,0,0.012,0.012,2.7636,1.016534178,,-0.004,-0.004,-1.8424,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.009,-0.009,-4.1454,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.007,-0.007,-3.2242,#NUM!,
791,0,0.012,0.012,2.7636,1.016534178,,-0.004,-0.004,-1.8424,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.008,-0.008,-3.6848,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.007,-0.007,-3.2242,#NUM!,
