,Blank,F17Jun19_WET_R2,A(CDOM),a(CDOM),ln(a),Sr,F17Jun19_WET_R2_Dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F17Jun19_INF_R2,A(CDOM),a(CDOM),ln(a),Sr,F8Jul19_INF_R2,A(CDOM),a(CDOM),ln(a),Sr,F8Jul19_INF_R2_DIL,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F8Jul19_WET_R1,A(CDOM),a(CDOM),ln(a),Sr,F8Jul19_WET_R1_DIL,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr
455,-0.001,0.019,0.02,4.606,1.527359801,,-0.001,0,0,#NUM!,,-0.004,-0.003,-0.6909,#NUM!,,-0.005,-0.004,-0.9212,#NUM!,,-0.008,-0.007,-3.2242,#NUM!,,0,0.001,0.2303,-1.468372472,,-0.004,-0.003,-1.3818,#NUM!,
456,-0.001,0.019,0.02,4.606,1.527359801,,-0.001,0,0,#NUM!,,-0.004,-0.003,-0.6909,#NUM!,,-0.005,-0.004,-0.9212,#NUM!,,-0.008,-0.007,-3.2242,#NUM!,,0,0.001,0.2303,-1.468372472,,-0.004,-0.003,-1.3818,#NUM!,
457,-0.001,0.019,0.02,4.606,1.527359801,,-0.001,0,0,#NUM!,,-0.004,-0.003,-0.6909,#NUM!,,-0.004,-0.003,-0.6909,#NUM!,,-0.008,-0.007,-3.2242,#NUM!,,0,0.001,0.2303,-1.468372472,,-0.004,-0.003,-1.3818,#NUM!,
458,-0.001,0.019,0.02,4.606,1.527359801,,-0.001,0,0,#NUM!,,-0.004,-0.003,-0.6909,#NUM!,,-0.005,-0.004,-0.9212,#NUM!,,-0.008,-0.007,-3.2242,#NUM!,,0,0.001,0.2303,-1.468372472,,-0.004,-0.003,-1.3818,#NUM!,
459,-0.001,0.019,0.02,4.606,1.527359801,,-0.001,0,0,#NUM!,,-0.004,-0.003,-0.6909,#NUM!,,-0.005,-0.004,-0.9212,#NUM!,,-0.008,-0.007,-3.2242,#NUM!,,0,0.001,0.2303,-1.468372472,,-0.004,-0.003,-1.3818,#NUM!,
460,-0.001,0.019,0.02,4.606,1.527359801,,-0.001,0,0,#NUM!,,-0.004,-0.003,-0.6909,#NUM!,,-0.005,-0.004,-0.9212,#NUM!,,-0.008,-0.007,-3.2242,#NUM!,,-0.001,0,0,#NUM!,,-0.004,-0.003,-1.3818,#NUM!,
461,-0.001,0.019,0.02,4.606,1.527359801,,-0.001,0,0,#NUM!,,-0.004,-0.003,-0.6909,#NUM!,,-0.005,-0.004,-0.9212,#NUM!,,-0.008,-0.007,-3.2242,#NUM!,,-0.001,0,0,#NUM!,,-0.004,-0.003,-1.3818,#NUM!,
462,-0.001,0.019,0.02,4.606,1.527359801,,-0.001,0,0,#NUM!,,-0.004,-0.003,-0.6909,#NUM!,,-0.005,-0.004,-0.9212,#NUM!,,-0.008,-0.007,-3.2242,#NUM!,,-0.001,0,0,#NUM!,,-0.004,-0.003,-1.3818,#NUM!,
463,-0.001,0.019,0.02,4.606,1.527359801,,-0.001,0,0,#NUM!,,-0.004,-0.003,-0.6909,#NUM!,,-0.005,-0.004,-0.9212,#NUM!,,-0.008,-0.007,-3.2242,#NUM!,,-0.001,0,0,#NUM!,,-0.004,-0.003,-1.3818,#NUM!,
464,-0.001,0.018,0.019,4.3757,1.476066507,,-0.001,0,0,#NUM!,,-0.004,-0.003,-0.6909,#NUM!,,-0.005,-0.004,-0.9212,#NUM!,,-0.008,-0.007,-3.2242,#NUM!,,-0.001,0,0,#NUM!,,-0.004,-0.003,-1.3818,#NUM!,
465,-0.001,0.018,0.019,4.3757,1.476066507,,-0.001,0,0,#NUM!,,-0.004,-0.003,-0.6909,#NUM!,,-0.005,-0.004,-0.9212,#NUM!,,-0.008,-0.007,-3.2242,#NUM!,,-0.001,0,0,#NUM!,,-0.004,-0.003,-1.3818,#NUM!,
466,-0.001,0.018,0.019,4.3757,1.476066507,,-0.001,0,0,#NUM!,,-0.004,-0.003,-0.6909,#NUM!,,-0.005,-0.004,-0.9212,#NUM!,,-0.008,-0.007,-3.2242,#NUM!,,-0.001,0,0,#NUM!,,-0.004,-0.003,-1.3818,#NUM!,
467,-0.001,0.018,0.019,4.3757,1.476066507,,-0.001,0,0,#NUM!,,-0.004,-0.003,-0.6909,#NUM!,,-0.005,-0.004,-0.9212,#NUM!,,-0.008,-0.007,-3.2242,#NUM!,,-0.001,0,0,#NUM!,,-0.004,-0.003,-1.3818,#NUM!,
468,-0.001,0.018,0.019,4.3757,1.476066507,,-0.001,0,0,#NUM!,,-0.004,-0.003,-0.6909,#NUM!,,-0.005,-0.004,-0.9212,#NUM!,,-0.008,-0.007,-3.2242,#NUM!,,-0.001,0,0,#NUM!,,-0.004,-0.003,-1.3818,#NUM!,
469,-0.001,0.018,0.019,4.3757,1.476066507,,-0.001,0,0,#NUM!,,-0.004,-0.003,-0.6909,#NUM!,,-0.005,-0.004,-0.9212,#NUM!,,-0.008,-0.007,-3.2242,#NUM!,,-0.001,0,0,#NUM!,,-0.004,-0.003,-1.3818,#NUM!,
470,-0.001,0.018,0.019,4.3757,1.476066507,,-0.001,0,0,#NUM!,,-0.004,-0.003,-0.6909,#NUM!,,-0.005,-0.004,-0.9212,#NUM!,,-0.008,-0.007,-3.2242,#NUM!,,-0.001,0,0,#NUM!,,-0.004,-0.003,-1.3818,#NUM!,
471,-0.001,0.018,0.019,4.3757,1.476066507,,-0.001,0,0,#NUM!,,-0.004,-0.003,-0.6909,#NUM!,,-0.005,-0.004,-0.9212,#NUM!,,-0.008,-0.007,-3.2242,#NUM!,,-0.001,0,0,#NUM!,,-0.004,-0.003,-1.3818,#NUM!,
472,-0.001,0.018,0.019,4.3757,1.476066507,,-0.001,0,0,#NUM!,,-0.004,-0.003,-0.6909,#NUM!,,-0.005,-0.004,-0.9212,#NUM!,,-0.008,-0.007,-3.2242,#NUM!,,-0.001,0,0,#NUM!,,-0.004,-0.003,-1.3818,#NUM!,
473,-0.001,0.018,0.019,4.3757,1.476066507,,-0.001,0,0,#NUM!,,-0.004,-0.003,-0.6909,#NUM!,,-0.005,-0.004,-0.9212,#NUM!,,-0.008,-0.007,-3.2242,#NUM!,,-0.001,0,0,#NUM!,,-0.004,-0.003,-1.3818,#NUM!,
474,-0.001,0.018,0.019,4.3757,1.476066507,,-0.001,0,0,#NUM!,,-0.005,-0.004,-0.9212,#NUM!,,-0.005,-0.004,-0.9212,#NUM!,,-0.008,-0.007,-3.2242,#NUM!,,-0.001,0,0,#NUM!,,-0.004,-0.003,-1.3818,#NUM!,
475,-0.001,0.018,0.019,4.3757,1.476066507,,-0.001,0,0,#NUM!,,-0.005,-0.004,-0.9212,#NUM!,,-0.005,-0.004,-0.9212,#NUM!,,-0.008,-0.007,-3.2242,#NUM!,,-0.001,0,0,#NUM!,,-0.004,-0.003,-1.3818,#NUM!,
476,-0.001,0.018,0.019,4.3757,1.476066507,,-0.001,0,0,#NUM!,,-0.004,-0.003,-0.6909,#NUM!,,-0.005,-0.004,-0.9212,#NUM!,,-0.008,-0.007,-3.2242,#NUM!,,-0.001,0,0,#NUM!,,-0.004,-0.003,-1.3818,#NUM!,
477,-0.001,0.018,0.019,4.3757,1.476066507,,-0.001,0,0,#NUM!,,-0.005,-0.004,-0.9212,#NUM!,,-0.005,-0.004,-0.9212,#NUM!,,-0.008,-0.007,-3.2242,#NUM!,,-0.001,0,0,#NUM!,,-0.004,-0.003,-1.3818,#NUM!,
478,-0.001,0.018,0.019,4.3757,1.476066507,,-0.002,-0.001,-0.4606,#NUM!,,-0.005,-0.004,-0.9212,#NUM!,,-0.005,-0.004,-0.9212,#NUM!,,-0.008,-0.007,-3.2242,#NUM!,,-0.002,-0.001,-0.2303,#NUM!,,-0.004,-0.003,-1.3818,#NUM!,
479,-0.001,0.018,0.019,4.3757,1.476066507,,-0.001,0,0,#NUM!,,-0.005,-0.004,-0.9212,#NUM!,,-0.005,-0.004,-0.9212,#NUM!,,-0.008,-0.007,-3.2242,#NUM!,,-0.001,0,0,#NUM!,,-0.004,-0.003,-1.3818,#NUM!,
480,-0.001,0.018,0.019,4.3757,1.476066507,,-0.001,0,0,#NUM!,,-0.005,-0.004,-0.9212,#NUM!,,-0.005,-0.004,-0.9212,#NUM!,,-0.008,-0.007,-3.2242,#NUM!,,-0.002,-0.001,-0.2303,#NUM!,,-0.004,-0.003,-1.3818,#NUM!,
481,-0.001,0.017,0.018,4.1454,1.421999286,,-0.002,-0.001,-0.4606,#NUM!,,-0.005,-0.004,-0.9212,#NUM!,,-0.005,-0.004,-0.9212,#NUM!,,-0.008,-0.007,-3.2242,#NUM!,,-0.002,-0.001,-0.2303,#NUM!,,-0.004,-0.003,-1.3818,#NUM!,
482,-0.001,0.017,0.018,4.1454,1.421999286,,-0.002,-0.001,-0.4606,#NUM!,,-0.005,-0.004,-0.9212,#NUM!,,-0.005,-0.004,-0.9212,#NUM!,,-0.008,-0.007,-3.2242,#NUM!,,-0.002,-0.001,-0.2303,#NUM!,,-0.004,-0.003,-1.3818,#NUM!,
483,-0.001,0.017,0.018,4.1454,1.421999286,,-0.002,-0.001,-0.4606,#NUM!,,-0.005,-0.004,-0.9212,#NUM!,,-0.005,-0.004,-0.9212,#NUM!,,-0.008,-0.007,-3.2242,#NUM!,,-0.002,-0.001,-0.2303,#NUM!,,-0.004,-0.003,-1.3818,#NUM!,
484,-0.001,0.017,0.018,4.1454,1.421999286,,-0.002,-0.001,-0.4606,#NUM!,,-0.005,-0.004,-0.9212,#NUM!,,-0.005,-0.004,-0.9212,#NUM!,,-0.008,-0.007,-3.2242,#NUM!,,-0.002,-0.001,-0.2303,#NUM!,,-0.004,-0.003,-1.3818,#NUM!,
485,-0.001,0.017,0.018,4.1454,1.421999286,,-0.002,-0.001,-0.4606,#NUM!,,-0.005,-0.004,-0.9212,#NUM!,,-0.005,-0.004,-0.9212,#NUM!,,-0.008,-0.007,-3.2242,#NUM!,,-0.002,-0.001,-0.2303,#NUM!,,-0.005,-0.004,-1.8424,#NUM!,
486,-0.001,0.017,0.018,4.1454,1.421999286,,-0.002,-0.001,-0.4606,#NUM!,,-0.005,-0.004,-0.9212,#NUM!,,-0.005,-0.004,-0.9212,#NUM!,,-0.008,-0.007,-3.2242,#NUM!,,-0.002,-0.001,-0.2303,#NUM!,,-0.004,-0.003,-1.3818,#NUM!,
487,-0.001,0.017,0.018,4.1454,1.421999286,,-0.002,-0.001,-0.4606,#NUM!,,-0.005,-0.004,-0.9212,#NUM!,,-0.005,-0.004,-0.9212,#NUM!,,-0.008,-0.007,-3.2242,#NUM!,,-0.002,-0.001,-0.2303,#NUM!,,-0.004,-0.003,-1.3818,#NUM!,
488,-0.001,0.017,0.018,4.1454,1.421999286,,-0.002,-0.001,-0.4606,#NUM!,,-0.005,-0.004,-0.9212,#NUM!,,-0.005,-0.004,-0.9212,#NUM!,,-0.008,-0.007,-3.2242,#NUM!,,-0.002,-0.001,-0.2303,#NUM!,,-0.005,-0.004,-1.8424,#NUM!,
489,-0.001,0.017,0.018,4.1454,1.421999286,,-0.002,-0.001,-0.4606,#NUM!,,-0.005,-0.004,-0.9212,#NUM!,,-0.005,-0.004,-0.9212,#NUM!,,-0.008,-0.007,-3.2242,#NUM!,,-0.002,-0.001,-0.2303,#NUM!,,-0.005,-0.004,-1.8424,#NUM!,
490,-0.001,0.017,0.018,4.1454,1.421999286,,-0.002,-0.001,-0.4606,#NUM!,,-0.005,-0.004,-0.9212,#NUM!,,-0.005,-0.004,-0.9212,#NUM!,,-0.008,-0.007,-3.2242,#NUM!,,-0.002,-0.001,-0.2303,#NUM!,,-0.005,-0.004,-1.8424,#NUM!,
491,-0.001,0.017,0.018,4.1454,1.421999286,,-0.002,-0.001,-0.4606,#NUM!,,-0.005,-0.004,-0.9212,#NUM!,,-0.005,-0.004,-0.9212,#NUM!,,-0.008,-0.007,-3.2242,#NUM!,,-0.002,-0.001,-0.2303,#NUM!,,-0.005,-0.004,-1.8424,#NUM!,
492,-0.001,0.017,0.018,4.1454,1.421999286,,-0.002,-0.001,-0.4606,#NUM!,,-0.005,-0.004,-0.9212,#NUM!,,-0.005,-0.004,-0.9212,#NUM!,,-0.008,-0.007,-3.2242,#NUM!,,-0.002,-0.001,-0.2303,#NUM!,,-0.005,-0.004,-1.8424,#NUM!,
493,-0.001,0.017,0.018,4.1454,1.421999286,,-0.002,-0.001,-0.4606,#NUM!,,-0.005,-0.004,-0.9212,#NUM!,,-0.005,-0.004,-0.9212,#NUM!,,-0.008,-0.007,-3.2242,#NUM!,,-0.002,-0.001,-0.2303,#NUM!,,-0.005,-0.004,-1.8424,#NUM!,
494,-0.001,0.017,0.018,4.1454,1.421999286,,-0.002,-0.001,-0.4606,#NUM!,,-0.005,-0.004,-0.9212,#NUM!,,-0.005,-0.004,-0.9212,#NUM!,,-0.008,-0.007,-3.2242,#NUM!,,-0.002,-0.001,-0.2303,#NUM!,,-0.005,-0.004,-1.8424,#NUM!,
495,-0.001,0.017,0.018,4.1454,1.421999286,,-0.002,-0.001,-0.4606,#NUM!,,-0.005,-0.004,-0.9212,#NUM!,,-0.006,-0.005,-1.1515,#NUM!,,-0.008,-0.007,-3.2242,#NUM!,,-0.002,-0.001,-0.2303,#NUM!,,-0.005,-0.004,-1.8424,#NUM!,
496,-0.001,0.017,0.018,4.1454,1.421999286,,-0.002,-0.001,-0.4606,#NUM!,,-0.005,-0.004,-0.9212,#NUM!,,-0.006,-0.005,-1.1515,#NUM!,,-0.008,-0.007,-3.2242,#NUM!,,-0.002,-0.001,-0.2303,#NUM!,,-0.005,-0.004,-1.8424,#NUM!,
497,-0.001,0.017,0.018,4.1454,1.421999286,,-0.002,-0.001,-0.4606,#NUM!,,-0.005,-0.004,-0.9212,#NUM!,,-0.005,-0.004,-0.9212,#NUM!,,-0.008,-0.007,-3.2242,#NUM!,,-0.002,-0.001,-0.2303,#NUM!,,-0.005,-0.004,-1.8424,#NUM!,
498,-0.001,0.017,0.018,4.1454,1.421999286,,-0.002,-0.001,-0.4606,#NUM!,,-0.005,-0.004,-0.9212,#NUM!,,-0.006,-0.005,-1.1515,#NUM!,,-0.008,-0.007,-3.2242,#NUM!,,-0.002,-0.001,-0.2303,#NUM!,,-0.005,-0.004,-1.8424,#NUM!,
499,-0.001,0.017,0.018,4.1454,1.421999286,,-0.002,-0.001,-0.4606,#NUM!,,-0.005,-0.004,-0.9212,#NUM!,,-0.006,-0.005,-1.1515,#NUM!,,-0.008,-0.007,-3.2242,#NUM!,,-0.002,-0.001,-0.2303,#NUM!,,-0.005,-0.004,-1.8424,#NUM!,
500,-0.001,0.017,0.018,4.1454,1.421999286,,-0.002,-0.001,-0.4606,#NUM!,,-0.005,-0.004,-0.9212,#NUM!,,-0.006,-0.005,-1.1515,#NUM!,,-0.008,-0.007,-3.2242,#NUM!,,-0.002,-0.001,-0.2303,#NUM!,,-0.005,-0.004,-1.8424,#NUM!,
501,-0.001,0.017,0.018,4.1454,1.421999286,,-0.002,-0.001,-0.4606,#NUM!,,-0.005,-0.004,-0.9212,#NUM!,,-0.005,-0.004,-0.9212,#NUM!,,-0.008,-0.007,-3.2242,#NUM!,,-0.002,-0.001,-0.2303,#NUM!,,-0.005,-0.004,-1.8424,#NUM!,
502,-0.001,0.017,0.018,4.1454,1.421999286,,-0.002,-0.001,-0.4606,#NUM!,,-0.005,-0.004,-0.9212,#NUM!,,-0.006,-0.005,-1.1515,#NUM!,,-0.008,-0.007,-3.2242,#NUM!,,-0.003,-0.002,-0.4606,#NUM!,,-0.005,-0.004,-1.8424,#NUM!,
503,-0.001,0.017,0.018,4.1454,1.421999286,,-0.002,-0.001,-0.4606,#NUM!,,-0.005,-0.004,-0.9212,#NUM!,,-0.006,-0.005,-1.1515,#NUM!,,-0.008,-0.007,-3.2242,#NUM!,,-0.003,-0.002,-0.4606,#NUM!,,-0.005,-0.004,-1.8424,#NUM!,
504,-0.001,0.017,0.018,4.1454,1.421999286,,-0.002,-0.001,-0.4606,#NUM!,,-0.005,-0.004,-0.9212,#NUM!,,-0.005,-0.004,-0.9212,#NUM!,,-0.008,-0.007,-3.2242,#NUM!,,-0.002,-0.001,-0.2303,#NUM!,,-0.005,-0.004,-1.8424,#NUM!,
505,-0.001,0.016,0.017,3.9151,1.364840872,,-0.002,-0.001,-0.4606,#NUM!,,-0.005,-0.004,-0.9212,#NUM!,,-0.006,-0.005,-1.1515,#NUM!,,-0.008,-0.007,-3.2242,#NUM!,,-0.003,-0.002,-0.4606,#NUM!,,-0.005,-0.004,-1.8424,#NUM!,
506,-0.001,0.016,0.017,3.9151,1.364840872,,-0.002,-0.001,-0.4606,#NUM!,,-0.005,-0.004,-0.9212,#NUM!,,-0.006,-0.005,-1.1515,#NUM!,,-0.008,-0.007,-3.2242,#NUM!,,-0.003,-0.002,-0.4606,#NUM!,,-0.005,-0.004,-1.8424,#NUM!,
507,-0.001,0.016,0.017,3.9151,1.364840872,,-0.002,-0.001,-0.4606,#NUM!,,-0.005,-0.004,-0.9212,#NUM!,,-0.006,-0.005,-1.1515,#NUM!,,-0.008,-0.007,-3.2242,#NUM!,,-0.003,-0.002,-0.4606,#NUM!,,-0.005,-0.004,-1.8424,#NUM!,
508,-0.001,0.016,0.017,3.9151,1.364840872,,-0.002,-0.001,-0.4606,#NUM!,,-0.005,-0.004,-0.9212,#NUM!,,-0.006,-0.005,-1.1515,#NUM!,,-0.008,-0.007,-3.2242,#NUM!,,-0.003,-0.002,-0.4606,#NUM!,,-0.005,-0.004,-1.8424,#NUM!,
509,-0.001,0.016,0.017,3.9151,1.364840872,,-0.002,-0.001,-0.4606,#NUM!,,-0.005,-0.004,-0.9212,#NUM!,,-0.006,-0.005,-1.1515,#NUM!,,-0.008,-0.007,-3.2242,#NUM!,,-0.003,-0.002,-0.4606,#NUM!,,-0.005,-0.004,-1.8424,#NUM!,
510,-0.001,0.016,0.017,3.9151,1.364840872,,-0.002,-0.001,-0.4606,#NUM!,,-0.005,-0.004,-0.9212,#NUM!,,-0.006,-0.005,-1.1515,#NUM!,,-0.008,-0.007,-3.2242,#NUM!,,-0.003,-0.002,-0.4606,#NUM!,,-0.005,-0.004,-1.8424,#NUM!,
511,-0.001,0.016,0.017,3.9151,1.364840872,,-0.002,-0.001,-0.4606,#NUM!,,-0.005,-0.004,-0.9212,#NUM!,,-0.006,-0.005,-1.1515,#NUM!,,-0.008,-0.007,-3.2242,#NUM!,,-0.003,-0.002,-0.4606,#NUM!,,-0.005,-0.004,-1.8424,#NUM!,
512,-0.001,0.016,0.017,3.9151,1.364840872,,-0.002,-0.001,-0.4606,#NUM!,,-0.005,-0.004,-0.9212,#NUM!,,-0.006,-0.005,-1.1515,#NUM!,,-0.008,-0.007,-3.2242,#NUM!,,-0.003,-0.002,-0.4606,#NUM!,,-0.005,-0.004,-1.8424,#NUM!,
513,-0.001,0.016,0.017,3.9151,1.364840872,,-0.002,-0.001,-0.4606,#NUM!,,-0.005,-0.004,-0.9212,#NUM!,,-0.006,-0.005,-1.1515,#NUM!,,-0.008,-0.007,-3.2242,#NUM!,,-0.003,-0.002,-0.4606,#NUM!,,-0.005,-0.004,-1.8424,#NUM!,
514,-0.001,0.016,0.017,3.9151,1.364840872,,-0.002,-0.001,-0.4606,#NUM!,,-0.005,-0.004,-0.9212,#NUM!,,-0.006,-0.005,-1.1515,#NUM!,,-0.008,-0.007,-3.2242,#NUM!,,-0.003,-0.002,-0.4606,#NUM!,,-0.005,-0.004,-1.8424,#NUM!,
515,-0.001,0.016,0.017,3.9151,1.364840872,,-0.002,-0.001,-0.4606,#NUM!,,-0.005,-0.004,-0.9212,#NUM!,,-0.006,-0.005,-1.1515,#NUM!,,-0.008,-0.007,-3.2242,#NUM!,,-0.003,-0.002,-0.4606,#NUM!,,-0.005,-0.004,-1.8424,#NUM!,
516,-0.001,0.016,0.017,3.9151,1.364840872,,-0.002,-0.001,-0.4606,#NUM!,,-0.005,-0.004,-0.9212,#NUM!,,-0.006,-0.005,-1.1515,#NUM!,,-0.008,-0.007,-3.2242,#NUM!,,-0.003,-0.002,-0.4606,#NUM!,,-0.005,-0.004,-1.8424,#NUM!,
517,-0.001,0.016,0.017,3.9151,1.364840872,,-0.003,-0.002,-0.9212,#NUM!,,-0.005,-0.004,-0.9212,#NUM!,,-0.006,-0.005,-1.1515,#NUM!,,-0.008,-0.007,-3.2242,#NUM!,,-0.003,-0.002,-0.4606,#NUM!,,-0.005,-0.004,-1.8424,#NUM!,
518,-0.001,0.016,0.017,3.9151,1.364840872,,-0.003,-0.002,-0.9212,#NUM!,,-0.006,-0.005,-1.1515,#NUM!,,-0.006,-0.005,-1.1515,#NUM!,,-0.008,-0.007,-3.2242,#NUM!,,-0.003,-0.002,-0.4606,#NUM!,,-0.005,-0.004,-1.8424,#NUM!,
519,-0.001,0.016,0.017,3.9151,1.364840872,,-0.003,-0.002,-0.9212,#NUM!,,-0.005,-0.004,-0.9212,#NUM!,,-0.006,-0.005,-1.1515,#NUM!,,-0.008,-0.007,-3.2242,#NUM!,,-0.003,-0.002,-0.4606,#NUM!,,-0.005,-0.004,-1.8424,#NUM!,
520,-0.001,0.016,0.017,3.9151,1.364840872,,-0.002,-0.001,-0.4606,#NUM!,,-0.005,-0.004,-0.9212,#NUM!,,-0.006,-0.005,-1.1515,#NUM!,,-0.008,-0.007,-3.2242,#NUM!,,-0.003,-0.002,-0.4606,#NUM!,,-0.005,-0.004,-1.8424,#NUM!,
521,-0.001,0.016,0.017,3.9151,1.364840872,,-0.002,-0.001,-0.4606,#NUM!,,-0.005,-0.004,-0.9212,#NUM!,,-0.006,-0.005,-1.1515,#NUM!,,-0.008,-0.007,-3.2242,#NUM!,,-0.003,-0.002,-0.4606,#NUM!,,-0.005,-0.004,-1.8424,#NUM!,
522,-0.001,0.016,0.017,3.9151,1.364840872,,-0.003,-0.002,-0.9212,#NUM!,,-0.006,-0.005,-1.1515,#NUM!,,-0.006,-0.005,-1.1515,#NUM!,,-0.008,-0.007,-3.2242,#NUM!,,-0.003,-0.002,-0.4606,#NUM!,,-0.005,-0.004,-1.8424,#NUM!,
523,-0.001,0.016,0.017,3.9151,1.364840872,,-0.003,-0.002,-0.9212,#NUM!,,-0.006,-0.005,-1.1515,#NUM!,,-0.006,-0.005,-1.1515,#NUM!,,-0.008,-0.007,-3.2242,#NUM!,,-0.003,-0.002,-0.4606,#NUM!,,-0.005,-0.004,-1.8424,#NUM!,
524,-0.001,0.016,0.017,3.9151,1.364840872,,-0.003,-0.002,-0.9212,#NUM!,,-0.006,-0.005,-1.1515,#NUM!,,-0.006,-0.005,-1.1515,#NUM!,,-0.008,-0.007,-3.2242,#NUM!,,-0.003,-0.002,-0.4606,#NUM!,,-0.005,-0.004,-1.8424,#NUM!,
525,-0.001,0.016,0.017,3.9151,1.364840872,,-0.003,-0.002,-0.9212,#NUM!,,-0.006,-0.005,-1.1515,#NUM!,,-0.006,-0.005,-1.1515,#NUM!,,-0.008,-0.007,-3.2242,#NUM!,,-0.003,-0.002,-0.4606,#NUM!,,-0.005,-0.004,-1.8424,#NUM!,
526,-0.001,0.016,0.017,3.9151,1.364840872,,-0.003,-0.002,-0.9212,#NUM!,,-0.006,-0.005,-1.1515,#NUM!,,-0.006,-0.005,-1.1515,#NUM!,,-0.008,-0.007,-3.2242,#NUM!,,-0.003,-0.002,-0.4606,#NUM!,,-0.005,-0.004,-1.8424,#NUM!,
527,-0.001,0.016,0.017,3.9151,1.364840872,,-0.003,-0.002,-0.9212,#NUM!,,-0.006,-0.005,-1.1515,#NUM!,,-0.006,-0.005,-1.1515,#NUM!,,-0.008,-0.007,-3.2242,#NUM!,,-0.003,-0.002,-0.4606,#NUM!,,-0.005,-0.004,-1.8424,#NUM!,
528,-0.001,0.016,0.017,3.9151,1.364840872,,-0.003,-0.002,-0.9212,#NUM!,,-0.006,-0.005,-1.1515,#NUM!,,-0.006,-0.005,-1.1515,#NUM!,,-0.008,-0.007,-3.2242,#NUM!,,-0.003,-0.002,-0.4606,#NUM!,,-0.005,-0.004,-1.8424,#NUM!,
529,-0.001,0.015,0.016,3.6848,1.30421625,,-0.003,-0.002,-0.9212,#NUM!,,-0.006,-0.005,-1.1515,#NUM!,,-0.006,-0.005,-1.1515,#NUM!,,-0.008,-0.007,-3.2242,#NUM!,,-0.004,-0.003,-0.6909,#NUM!,,-0.005,-0.004,-1.8424,#NUM!,
530,-0.001,0.015,0.016,3.6848,1.30421625,,-0.003,-0.002,-0.9212,#NUM!,,-0.006,-0.005,-1.1515,#NUM!,,-0.006,-0.005,-1.1515,#NUM!,,-0.008,-0.007,-3.2242,#NUM!,,-0.004,-0.003,-0.6909,#NUM!,,-0.005,-0.004,-1.8424,#NUM!,
531,-0.001,0.015,0.016,3.6848,1.30421625,,-0.003,-0.002,-0.9212,#NUM!,,-0.006,-0.005,-1.1515,#NUM!,,-0.006,-0.005,-1.1515,#NUM!,,-0.008,-0.007,-3.2242,#NUM!,,-0.004,-0.003,-0.6909,#NUM!,,-0.005,-0.004,-1.8424,#NUM!,
532,-0.001,0.015,0.016,3.6848,1.30421625,,-0.003,-0.002,-0.9212,#NUM!,,-0.006,-0.005,-1.1515,#NUM!,,-0.006,-0.005,-1.1515,#NUM!,,-0.008,-0.007,-3.2242,#NUM!,,-0.004,-0.003,-0.6909,#NUM!,,-0.005,-0.004,-1.8424,#NUM!,
533,-0.001,0.015,0.016,3.6848,1.30421625,,-0.003,-0.002,-0.9212,#NUM!,,-0.006,-0.005,-1.1515,#NUM!,,-0.006,-0.005,-1.1515,#NUM!,,-0.008,-0.007,-3.2242,#NUM!,,-0.004,-0.003,-0.6909,#NUM!,,-0.005,-0.004,-1.8424,#NUM!,
534,-0.001,0.015,0.016,3.6848,1.30421625,,-0.003,-0.002,-0.9212,#NUM!,,-0.006,-0.005,-1.1515,#NUM!,,-0.006,-0.005,-1.1515,#NUM!,,-0.008,-0.007,-3.2242,#NUM!,,-0.004,-0.003,-0.6909,#NUM!,,-0.006,-0.005,-2.303,#NUM!,
535,0,0.015,0.015,3.4545,1.239677729,,-0.003,-0.003,-1.3818,#NUM!,,-0.005,-0.005,-1.1515,#NUM!,,-0.006,-0.006,-1.3818,#NUM!,,-0.008,-0.008,-3.6848,#NUM!,,-0.003,-0.003,-0.6909,#NUM!,,-0.005,-0.005,-2.303,#NUM!,
536,0,0.016,0.016,3.6848,1.30421625,,-0.002,-0.002,-0.9212,#NUM!,,-0.005,-0.005,-1.1515,#NUM!,,-0.005,-0.005,-1.1515,#NUM!,,-0.007,-0.007,-3.2242,#NUM!,,-0.003,-0.003,-0.6909,#NUM!,,-0.004,-0.004,-1.8424,#NUM!,
537,0,0.015,0.015,3.4545,1.239677729,,-0.003,-0.003,-1.3818,#NUM!,,-0.006,-0.006,-1.3818,#NUM!,,-0.006,-0.006,-1.3818,#NUM!,,-0.008,-0.008,-3.6848,#NUM!,,-0.004,-0.004,-0.9212,#NUM!,,-0.005,-0.005,-2.303,#NUM!,
538,-0.001,0.015,0.016,3.6848,1.30421625,,-0.003,-0.002,-0.9212,#NUM!,,-0.006,-0.005,-1.1515,#NUM!,,-0.006,-0.005,-1.1515,#NUM!,,-0.008,-0.007,-3.2242,#NUM!,,-0.004,-0.003,-0.6909,#NUM!,,-0.006,-0.005,-2.303,#NUM!,
539,-0.001,0.015,0.016,3.6848,1.30421625,,-0.003,-0.002,-0.9212,#NUM!,,-0.006,-0.005,-1.1515,#NUM!,,-0.006,-0.005,-1.1515,#NUM!,,-0.008,-0.007,-3.2242,#NUM!,,-0.004,-0.003,-0.6909,#NUM!,,-0.006,-0.005,-2.303,#NUM!,
