,Blank,Blank,Blank,Blank,F3Jun19_9R2,A(CDOM),a(CDOM),ln(a),Sr,F20May19_SurfR2,A(CDOM),a(CDOM),ln(a),Sr,F3Jun19_5R1,A(CDOM),a(CDOM),ln(a),Sr,F20May19_5R2,A(CDOM),a(CDOM),ln(a),Sr,F20May19_9R2,A(CDOM),a(CDOM),ln(a),Sr,F3Jun19_SurfR2,A(CDOM),a(CDOM),ln(a),Sr,F3Jun19_SurfR2_Dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr
436,-0.001,0.655,0.005,0.002,0.009,0.007,1.6121,0.477537677,,0.008,0.006,1.3818,0.323386997,,0.008,0.006,1.3818,0.323386997,,0.011,0.009,2.0727,0.728852105,,0.007,0.005,1.1515,0.14106544,,0.004,0.002,0.4606,-0.775225292,,0,-0.002,-0.9212,#NUM!,
437,0,0.655,0.005,0.002,0.009,0.007,1.6121,0.477537677,,0.008,0.006,1.3818,0.323386997,,0.008,0.006,1.3818,0.323386997,,0.011,0.009,2.0727,0.728852105,,0.007,0.005,1.1515,0.14106544,,0.004,0.002,0.4606,-0.775225292,,0,-0.002,-0.9212,#NUM!,
438,-0.001,0.641,0.005,0.002,0.009,0.007,1.6121,0.477537677,,0.008,0.006,1.3818,0.323386997,,0.008,0.006,1.3818,0.323386997,,0.011,0.009,2.0727,0.728852105,,0.007,0.005,1.1515,0.14106544,,0.004,0.002,0.4606,-0.775225292,,0,-0.002,-0.9212,#NUM!,
439,-0.001,0.623,0.005,0.002,0.009,0.007,1.6121,0.477537677,,0.008,0.006,1.3818,0.323386997,,0.008,0.006,1.3818,0.323386997,,0.011,0.009,2.0727,0.728852105,,0.007,0.005,1.1515,0.14106544,,0.003,0.001,0.2303,-1.468372472,,0,-0.002,-0.9212,#NUM!,
440,-0.001,0.605,0.005,0.002,0.009,0.007,1.6121,0.477537677,,0.007,0.005,1.1515,0.14106544,,0.008,0.006,1.3818,0.323386997,,0.011,0.009,2.0727,0.728852105,,0.006,0.004,0.9212,-0.082078111,,0.003,0.001,0.2303,-1.468372472,,0,-0.002,-0.9212,#NUM!,
441,-0.001,0.597,0.005,0.002,0.008,0.006,1.3818,0.323386997,,0.007,0.005,1.1515,0.14106544,,0.007,0.005,1.1515,0.14106544,,0.011,0.009,2.0727,0.728852105,,0.006,0.004,0.9212,-0.082078111,,0.003,0.001,0.2303,-1.468372472,,0,-0.002,-0.9212,#NUM!,
442,-0.001,0.592,0.005,0.002,0.008,0.006,1.3818,0.323386997,,0.007,0.005,1.1515,0.14106544,,0.008,0.006,1.3818,0.323386997,,0.011,0.009,2.0727,0.728852105,,0.006,0.004,0.9212,-0.082078111,,0.003,0.001,0.2303,-1.468372472,,0,-0.002,-0.9212,#NUM!,
443,-0.001,0.586,0.005,0.002,0.008,0.006,1.3818,0.323386997,,0.007,0.005,1.1515,0.14106544,,0.008,0.006,1.3818,0.323386997,,0.011,0.009,2.0727,0.728852105,,0.006,0.004,0.9212,-0.082078111,,0.003,0.001,0.2303,-1.468372472,,0,-0.002,-0.9212,#NUM!,
444,-0.001,0.58,0.005,0.002,0.008,0.006,1.3818,0.323386997,,0.007,0.005,1.1515,0.14106544,,0.008,0.006,1.3818,0.323386997,,0.011,0.009,2.0727,0.728852105,,0.006,0.004,0.9212,-0.082078111,,0.003,0.001,0.2303,-1.468372472,,0,-0.002,-0.9212,#NUM!,
445,-0.001,0.576,0.005,0.002,0.008,0.006,1.3818,0.323386997,,0.007,0.005,1.1515,0.14106544,,0.007,0.005,1.1515,0.14106544,,0.011,0.009,2.0727,0.728852105,,0.006,0.004,0.9212,-0.082078111,,0.003,0.001,0.2303,-1.468372472,,0,-0.002,-0.9212,#NUM!,
446,-0.001,0.572,0.005,0.002,0.008,0.006,1.3818,0.323386997,,0.007,0.005,1.1515,0.14106544,,0.007,0.005,1.1515,0.14106544,,0.011,0.009,2.0727,0.728852105,,0.006,0.004,0.9212,-0.082078111,,0.003,0.001,0.2303,-1.468372472,,0,-0.002,-0.9212,#NUM!,
447,-0.001,0.568,0.005,0.002,0.008,0.006,1.3818,0.323386997,,0.007,0.005,1.1515,0.14106544,,0.007,0.005,1.1515,0.14106544,,0.011,0.009,2.0727,0.728852105,,0.006,0.004,0.9212,-0.082078111,,0.003,0.001,0.2303,-1.468372472,,0,-0.002,-0.9212,#NUM!,
448,-0.001,0.566,0.005,0.002,0.008,0.006,1.3818,0.323386997,,0.007,0.005,1.1515,0.14106544,,0.007,0.005,1.1515,0.14106544,,0.011,0.009,2.0727,0.728852105,,0.006,0.004,0.9212,-0.082078111,,0.003,0.001,0.2303,-1.468372472,,0,-0.002,-0.9212,#NUM!,
449,-0.001,0.566,0.005,0.002,0.008,0.006,1.3818,0.323386997,,0.007,0.005,1.1515,0.14106544,,0.007,0.005,1.1515,0.14106544,,0.011,0.009,2.0727,0.728852105,,0.006,0.004,0.9212,-0.082078111,,0.003,0.001,0.2303,-1.468372472,,0,-0.002,-0.9212,#NUM!,
450,0,0.569,0.005,0.002,0.008,0.006,1.3818,0.323386997,,0.007,0.005,1.1515,0.14106544,,0.007,0.005,1.1515,0.14106544,,0.011,0.009,2.0727,0.728852105,,0.006,0.004,0.9212,-0.082078111,,0.003,0.001,0.2303,-1.468372472,,0,-0.002,-0.9212,#NUM!,
451,-0.001,0.575,0.005,0.002,0.008,0.006,1.3818,0.323386997,,0.007,0.005,1.1515,0.14106544,,0.007,0.005,1.1515,0.14106544,,0.011,0.009,2.0727,0.728852105,,0.006,0.004,0.9212,-0.082078111,,0.003,0.001,0.2303,-1.468372472,,0,-0.002,-0.9212,#NUM!,
452,0,0.577,0.005,0.002,0.008,0.006,1.3818,0.323386997,,0.007,0.005,1.1515,0.14106544,,0.007,0.005,1.1515,0.14106544,,0.011,0.009,2.0727,0.728852105,,0.006,0.004,0.9212,-0.082078111,,0.003,0.001,0.2303,-1.468372472,,0,-0.002,-0.9212,#NUM!,
453,-0.001,0.578,0.005,0.002,0.008,0.006,1.3818,0.323386997,,0.007,0.005,1.1515,0.14106544,,0.007,0.005,1.1515,0.14106544,,0.011,0.009,2.0727,0.728852105,,0.006,0.004,0.9212,-0.082078111,,0.003,0.001,0.2303,-1.468372472,,0,-0.002,-0.9212,#NUM!,
454,-0.001,0.575,0.005,0.002,0.008,0.006,1.3818,0.323386997,,0.007,0.005,1.1515,0.14106544,,0.007,0.005,1.1515,0.14106544,,0.011,0.009,2.0727,0.728852105,,0.006,0.004,0.9212,-0.082078111,,0.003,0.001,0.2303,-1.468372472,,0,-0.002,-0.9212,#NUM!,
455,-0.001,0.573,0.005,0.002,0.008,0.006,1.3818,0.323386997,,0.007,0.005,1.1515,0.14106544,,0.007,0.005,1.1515,0.14106544,,0.011,0.009,2.0727,0.728852105,,0.006,0.004,0.9212,-0.082078111,,0.003,0.001,0.2303,-1.468372472,,0,-0.002,-0.9212,#NUM!,
456,-0.001,0.57,0.005,0.002,0.008,0.006,1.3818,0.323386997,,0.007,0.005,1.1515,0.14106544,,0.007,0.005,1.1515,0.14106544,,0.011,0.009,2.0727,0.728852105,,0.006,0.004,0.9212,-0.082078111,,0.003,0.001,0.2303,-1.468372472,,0,-0.002,-0.9212,#NUM!,
457,-0.001,0.563,0.005,0.002,0.008,0.006,1.3818,0.323386997,,0.007,0.005,1.1515,0.14106544,,0.007,0.005,1.1515,0.14106544,,0.011,0.009,2.0727,0.728852105,,0.006,0.004,0.9212,-0.082078111,,0.003,0.001,0.2303,-1.468372472,,0,-0.002,-0.9212,#NUM!,
458,-0.001,0.556,0.005,0.002,0.008,0.006,1.3818,0.323386997,,0.007,0.005,1.1515,0.14106544,,0.007,0.005,1.1515,0.14106544,,0.011,0.009,2.0727,0.728852105,,0.006,0.004,0.9212,-0.082078111,,0.003,0.001,0.2303,-1.468372472,,0,-0.002,-0.9212,#NUM!,
459,0,0.55,0.005,0.002,0.008,0.006,1.3818,0.323386997,,0.007,0.005,1.1515,0.14106544,,0.007,0.005,1.1515,0.14106544,,0.011,0.009,2.0727,0.728852105,,0.006,0.004,0.9212,-0.082078111,,0.002,0,0,#NUM!,,0,-0.002,-0.9212,#NUM!,
460,0,0.545,0.005,0.002,0.008,0.006,1.3818,0.323386997,,0.007,0.005,1.1515,0.14106544,,0.007,0.005,1.1515,0.14106544,,0.011,0.009,2.0727,0.728852105,,0.006,0.004,0.9212,-0.082078111,,0.003,0.001,0.2303,-1.468372472,,0,-0.002,-0.9212,#NUM!,
461,0,0.542,0.005,0.002,0.008,0.006,1.3818,0.323386997,,0.007,0.005,1.1515,0.14106544,,0.007,0.005,1.1515,0.14106544,,0.011,0.009,2.0727,0.728852105,,0.006,0.004,0.9212,-0.082078111,,0.002,0,0,#NUM!,,0,-0.002,-0.9212,#NUM!,
462,-0.001,0.54,0.005,0.002,0.008,0.006,1.3818,0.323386997,,0.006,0.004,0.9212,-0.082078111,,0.007,0.005,1.1515,0.14106544,,0.01,0.008,1.8424,0.61106907,,0.006,0.004,0.9212,-0.082078111,,0.002,0,0,#NUM!,,0,-0.002,-0.9212,#NUM!,
463,-0.001,0.537,0.005,0.001,0.007,0.006,1.3818,0.323386997,,0.006,0.005,1.1515,0.14106544,,0.007,0.006,1.3818,0.323386997,,0.01,0.009,2.0727,0.728852105,,0.006,0.005,1.1515,0.14106544,,0.002,0.001,0.2303,-1.468372472,,0,-0.001,-0.4606,#NUM!,
464,-0.001,0.533,0.005,0.002,0.007,0.005,1.1515,0.14106544,,0.006,0.004,0.9212,-0.082078111,,0.007,0.005,1.1515,0.14106544,,0.01,0.008,1.8424,0.61106907,,0.006,0.004,0.9212,-0.082078111,,0.002,0,0,#NUM!,,0,-0.002,-0.9212,#NUM!,
465,0,0.531,0.005,0.001,0.007,0.006,1.3818,0.323386997,,0.006,0.005,1.1515,0.14106544,,0.007,0.006,1.3818,0.323386997,,0.01,0.009,2.0727,0.728852105,,0.006,0.005,1.1515,0.14106544,,0.002,0.001,0.2303,-1.468372472,,0,-0.001,-0.4606,#NUM!,
466,0,0.528,0.005,0.001,0.007,0.006,1.3818,0.323386997,,0.006,0.005,1.1515,0.14106544,,0.007,0.006,1.3818,0.323386997,,0.01,0.009,2.0727,0.728852105,,0.006,0.005,1.1515,0.14106544,,0.002,0.001,0.2303,-1.468372472,,0,-0.001,-0.4606,#NUM!,
467,0,0.526,0.005,0.002,0.007,0.005,1.1515,0.14106544,,0.006,0.004,0.9212,-0.082078111,,0.007,0.005,1.1515,0.14106544,,0.01,0.008,1.8424,0.61106907,,0.006,0.004,0.9212,-0.082078111,,0.002,0,0,#NUM!,,0,-0.002,-0.9212,#NUM!,
468,-0.001,0.524,0.005,0.001,0.007,0.006,1.3818,0.323386997,,0.006,0.005,1.1515,0.14106544,,0.007,0.006,1.3818,0.323386997,,0.01,0.009,2.0727,0.728852105,,0.006,0.005,1.1515,0.14106544,,0.002,0.001,0.2303,-1.468372472,,0,-0.001,-0.4606,#NUM!,
469,-0.001,0.522,0.005,0.002,0.007,0.005,1.1515,0.14106544,,0.006,0.004,0.9212,-0.082078111,,0.006,0.004,0.9212,-0.082078111,,0.01,0.008,1.8424,0.61106907,,0.006,0.004,0.9212,-0.082078111,,0.002,0,0,#NUM!,,0,-0.002,-0.9212,#NUM!,
470,-0.001,0.52,0.005,0.002,0.007,0.005,1.1515,0.14106544,,0.006,0.004,0.9212,-0.082078111,,0.006,0.004,0.9212,-0.082078111,,0.01,0.008,1.8424,0.61106907,,0.006,0.004,0.9212,-0.082078111,,0.002,0,0,#NUM!,,0,-0.002,-0.9212,#NUM!,
471,-0.001,0.518,0.005,0.002,0.007,0.005,1.1515,0.14106544,,0.006,0.004,0.9212,-0.082078111,,0.006,0.004,0.9212,-0.082078111,,0.01,0.008,1.8424,0.61106907,,0.005,0.003,0.6909,-0.369760183,,0.002,0,0,#NUM!,,0,-0.002,-0.9212,#NUM!,
472,-0.001,0.517,0.005,0.001,0.007,0.006,1.3818,0.323386997,,0.006,0.005,1.1515,0.14106544,,0.006,0.005,1.1515,0.14106544,,0.01,0.009,2.0727,0.728852105,,0.005,0.004,0.9212,-0.082078111,,0.002,0.001,0.2303,-1.468372472,,0,-0.001,-0.4606,#NUM!,
473,-0.001,0.516,0.005,0.001,0.007,0.006,1.3818,0.323386997,,0.006,0.005,1.1515,0.14106544,,0.006,0.005,1.1515,0.14106544,,0.01,0.009,2.0727,0.728852105,,0.005,0.004,0.9212,-0.082078111,,0.002,0.001,0.2303,-1.468372472,,0,-0.001,-0.4606,#NUM!,
474,-0.001,0.511,0.005,0.002,0.007,0.005,1.1515,0.14106544,,0.006,0.004,0.9212,-0.082078111,,0.006,0.004,0.9212,-0.082078111,,0.01,0.008,1.8424,0.61106907,,0.005,0.003,0.6909,-0.369760183,,0.002,0,0,#NUM!,,0,-0.002,-0.9212,#NUM!,
475,-0.001,0.504,0.005,0.001,0.007,0.006,1.3818,0.323386997,,0.006,0.005,1.1515,0.14106544,,0.006,0.005,1.1515,0.14106544,,0.01,0.009,2.0727,0.728852105,,0.005,0.004,0.9212,-0.082078111,,0.002,0.001,0.2303,-1.468372472,,0,-0.001,-0.4606,#NUM!,
476,-0.001,0.497,0.005,0.001,0.007,0.006,1.3818,0.323386997,,0.006,0.005,1.1515,0.14106544,,0.006,0.005,1.1515,0.14106544,,0.01,0.009,2.0727,0.728852105,,0.005,0.004,0.9212,-0.082078111,,0.002,0.001,0.2303,-1.468372472,,0,-0.001,-0.4606,#NUM!,
477,-0.001,0.489,0.005,0.001,0.007,0.006,1.3818,0.323386997,,0.006,0.005,1.1515,0.14106544,,0.006,0.005,1.1515,0.14106544,,0.01,0.009,2.0727,0.728852105,,0.005,0.004,0.9212,-0.082078111,,0.002,0.001,0.2303,-1.468372472,,0,-0.001,-0.4606,#NUM!,
478,-0.001,0.472,0.005,0.001,0.007,0.006,1.3818,0.323386997,,0.006,0.005,1.1515,0.14106544,,0.006,0.005,1.1515,0.14106544,,0.01,0.009,2.0727,0.728852105,,0.005,0.004,0.9212,-0.082078111,,0.002,0.001,0.2303,-1.468372472,,0,-0.001,-0.4606,#NUM!,
479,-0.001,0.459,0.005,0.001,0.007,0.006,1.3818,0.323386997,,0.006,0.005,1.1515,0.14106544,,0.006,0.005,1.1515,0.14106544,,0.01,0.009,2.0727,0.728852105,,0.005,0.004,0.9212,-0.082078111,,0.002,0.001,0.2303,-1.468372472,,0,-0.001,-0.4606,#NUM!,
480,-0.001,0.447,0.005,0.001,0.007,0.006,1.3818,0.323386997,,0.006,0.005,1.1515,0.14106544,,0.006,0.005,1.1515,0.14106544,,0.01,0.009,2.0727,0.728852105,,0.005,0.004,0.9212,-0.082078111,,0.002,0.001,0.2303,-1.468372472,,0,-0.001,-0.4606,#NUM!,
481,-0.001,0.436,0.005,0.001,0.007,0.006,1.3818,0.323386997,,0.006,0.005,1.1515,0.14106544,,0.006,0.005,1.1515,0.14106544,,0.01,0.009,2.0727,0.728852105,,0.005,0.004,0.9212,-0.082078111,,0.002,0.001,0.2303,-1.468372472,,0,-0.001,-0.4606,#NUM!,
482,-0.001,0.427,0.005,0.001,0.007,0.006,1.3818,0.323386997,,0.006,0.005,1.1515,0.14106544,,0.006,0.005,1.1515,0.14106544,,0.01,0.009,2.0727,0.728852105,,0.005,0.004,0.9212,-0.082078111,,0.002,0.001,0.2303,-1.468372472,,-0.001,-0.002,-0.9212,#NUM!,
483,-0.001,0.415,0.005,0.001,0.007,0.006,1.3818,0.323386997,,0.006,0.005,1.1515,0.14106544,,0.006,0.005,1.1515,0.14106544,,0.01,0.009,2.0727,0.728852105,,0.005,0.004,0.9212,-0.082078111,,0.002,0.001,0.2303,-1.468372472,,-0.001,-0.002,-0.9212,#NUM!,
484,-0.001,0.396,0.005,0.001,0.007,0.006,1.3818,0.323386997,,0.006,0.005,1.1515,0.14106544,,0.006,0.005,1.1515,0.14106544,,0.01,0.009,2.0727,0.728852105,,0.005,0.004,0.9212,-0.082078111,,0.002,0.001,0.2303,-1.468372472,,-0.001,-0.002,-0.9212,#NUM!,
485,0,0.364,0.005,0.001,0.007,0.006,1.3818,0.323386997,,0.006,0.005,1.1515,0.14106544,,0.006,0.005,1.1515,0.14106544,,0.01,0.009,2.0727,0.728852105,,0.005,0.004,0.9212,-0.082078111,,0.002,0.001,0.2303,-1.468372472,,0,-0.001,-0.4606,#NUM!,
486,-0.001,0.352,0.005,0.001,0.007,0.006,1.3818,0.323386997,,0.005,0.004,0.9212,-0.082078111,,0.006,0.005,1.1515,0.14106544,,0.01,0.009,2.0727,0.728852105,,0.005,0.004,0.9212,-0.082078111,,0.002,0.001,0.2303,-1.468372472,,-0.001,-0.002,-0.9212,#NUM!,
487,-0.001,0.346,0.005,0.001,0.007,0.006,1.3818,0.323386997,,0.005,0.004,0.9212,-0.082078111,,0.006,0.005,1.1515,0.14106544,,0.01,0.009,2.0727,0.728852105,,0.005,0.004,0.9212,-0.082078111,,0.002,0.001,0.2303,-1.468372472,,0,-0.001,-0.4606,#NUM!,
488,-0.001,0.34,0.005,0.001,0.007,0.006,1.3818,0.323386997,,0.005,0.004,0.9212,-0.082078111,,0.006,0.005,1.1515,0.14106544,,0.01,0.009,2.0727,0.728852105,,0.005,0.004,0.9212,-0.082078111,,0.001,0,0,#NUM!,,-0.001,-0.002,-0.9212,#NUM!,
489,-0.001,0.334,0.005,0.001,0.007,0.006,1.3818,0.323386997,,0.005,0.004,0.9212,-0.082078111,,0.006,0.005,1.1515,0.14106544,,0.01,0.009,2.0727,0.728852105,,0.005,0.004,0.9212,-0.082078111,,0.001,0,0,#NUM!,,-0.001,-0.002,-0.9212,#NUM!,
490,-0.001,0.332,0.005,0.001,0.007,0.006,1.3818,0.323386997,,0.005,0.004,0.9212,-0.082078111,,0.006,0.005,1.1515,0.14106544,,0.01,0.009,2.0727,0.728852105,,0.005,0.004,0.9212,-0.082078111,,0.001,0,0,#NUM!,,-0.001,-0.002,-0.9212,#NUM!,
491,-0.001,0.327,0.005,0.001,0.007,0.006,1.3818,0.323386997,,0.005,0.004,0.9212,-0.082078111,,0.006,0.005,1.1515,0.14106544,,0.01,0.009,2.0727,0.728852105,,0.005,0.004,0.9212,-0.082078111,,0.001,0,0,#NUM!,,-0.001,-0.002,-0.9212,#NUM!,
492,-0.001,0.314,0.005,0.001,0.007,0.006,1.3818,0.323386997,,0.005,0.004,0.9212,-0.082078111,,0.006,0.005,1.1515,0.14106544,,0.01,0.009,2.0727,0.728852105,,0.005,0.004,0.9212,-0.082078111,,0.001,0,0,#NUM!,,-0.001,-0.002,-0.9212,#NUM!,
493,-0.001,0.3,0.005,0.001,0.007,0.006,1.3818,0.323386997,,0.005,0.004,0.9212,-0.082078111,,0.006,0.005,1.1515,0.14106544,,0.01,0.009,2.0727,0.728852105,,0.005,0.004,0.9212,-0.082078111,,0.001,0,0,#NUM!,,-0.001,-0.002,-0.9212,#NUM!,
494,-0.001,0.288,0.005,0.001,0.007,0.006,1.3818,0.323386997,,0.005,0.004,0.9212,-0.082078111,,0.006,0.005,1.1515,0.14106544,,0.009,0.008,1.8424,0.61106907,,0.005,0.004,0.9212,-0.082078111,,0.001,0,0,#NUM!,,-0.001,-0.002,-0.9212,#NUM!,
495,-0.001,0.278,0.005,0.001,0.007,0.006,1.3818,0.323386997,,0.005,0.004,0.9212,-0.082078111,,0.006,0.005,1.1515,0.14106544,,0.009,0.008,1.8424,0.61106907,,0.005,0.004,0.9212,-0.082078111,,0.001,0,0,#NUM!,,-0.001,-0.002,-0.9212,#NUM!,
496,-0.001,0.269,0.005,0.001,0.007,0.006,1.3818,0.323386997,,0.005,0.004,0.9212,-0.082078111,,0.006,0.005,1.1515,0.14106544,,0.009,0.008,1.8424,0.61106907,,0.005,0.004,0.9212,-0.082078111,,0.001,0,0,#NUM!,,-0.001,-0.002,-0.9212,#NUM!,
497,-0.001,0.264,0.005,0.001,0.007,0.006,1.3818,0.323386997,,0.005,0.004,0.9212,-0.082078111,,0.006,0.005,1.1515,0.14106544,,0.009,0.008,1.8424,0.61106907,,0.005,0.004,0.9212,-0.082078111,,0.001,0,0,#NUM!,,-0.001,-0.002,-0.9212,#NUM!,
498,-0.001,0.279,0.005,0.001,0.007,0.006,1.3818,0.323386997,,0.005,0.004,0.9212,-0.082078111,,0.006,0.005,1.1515,0.14106544,,0.009,0.008,1.8424,0.61106907,,0.005,0.004,0.9212,-0.082078111,,0.001,0,0,#NUM!,,-0.001,-0.002,-0.9212,#NUM!,
499,-0.001,0.31,0.005,0.001,0.006,0.005,1.1515,0.14106544,,0.005,0.004,0.9212,-0.082078111,,0.006,0.005,1.1515,0.14106544,,0.009,0.008,1.8424,0.61106907,,0.005,0.004,0.9212,-0.082078111,,0.001,0,0,#NUM!,,-0.001,-0.002,-0.9212,#NUM!,
500,-0.001,0.33,0.005,0.001,0.006,0.005,1.1515,0.14106544,,0.005,0.004,0.9212,-0.082078111,,0.006,0.005,1.1515,0.14106544,,0.009,0.008,1.8424,0.61106907,,0.005,0.004,0.9212,-0.082078111,,0.001,0,0,#NUM!,,-0.001,-0.002,-0.9212,#NUM!,
501,-0.001,0.336,0.005,0.001,0.006,0.005,1.1515,0.14106544,,0.005,0.004,0.9212,-0.082078111,,0.006,0.005,1.1515,0.14106544,,0.009,0.008,1.8424,0.61106907,,0.005,0.004,0.9212,-0.082078111,,0.001,0,0,#NUM!,,-0.001,-0.002,-0.9212,#NUM!,
502,-0.001,0.337,0.005,0.001,0.006,0.005,1.1515,0.14106544,,0.005,0.004,0.9212,-0.082078111,,0.005,0.004,0.9212,-0.082078111,,0.009,0.008,1.8424,0.61106907,,0.005,0.004,0.9212,-0.082078111,,0.001,0,0,#NUM!,,-0.001,-0.002,-0.9212,#NUM!,
503,-0.001,0.339,0.005,0.001,0.006,0.005,1.1515,0.14106544,,0.005,0.004,0.9212,-0.082078111,,0.005,0.004,0.9212,-0.082078111,,0.009,0.008,1.8424,0.61106907,,0.004,0.003,0.6909,-0.369760183,,0.001,0,0,#NUM!,,-0.001,-0.002,-0.9212,#NUM!,
504,0,0.341,0.005,0.001,0.006,0.005,1.1515,0.14106544,,0.005,0.004,0.9212,-0.082078111,,0.005,0.004,0.9212,-0.082078111,,0.009,0.008,1.8424,0.61106907,,0.004,0.003,0.6909,-0.369760183,,0.001,0,0,#NUM!,,-0.001,-0.002,-0.9212,#NUM!,
505,-0.001,0.342,0.005,0.001,0.006,0.005,1.1515,0.14106544,,0.005,0.004,0.9212,-0.082078111,,0.005,0.004,0.9212,-0.082078111,,0.009,0.008,1.8424,0.61106907,,0.004,0.003,0.6909,-0.369760183,,0.001,0,0,#NUM!,,-0.001,-0.002,-0.9212,#NUM!,
506,0,0.344,0.005,0.001,0.006,0.005,1.1515,0.14106544,,0.005,0.004,0.9212,-0.082078111,,0.005,0.004,0.9212,-0.082078111,,0.009,0.008,1.8424,0.61106907,,0.005,0.004,0.9212,-0.082078111,,0.001,0,0,#NUM!,,-0.001,-0.002,-0.9212,#NUM!,
507,0,0.345,0.005,0.001,0.006,0.005,1.1515,0.14106544,,0.005,0.004,0.9212,-0.082078111,,0.005,0.004,0.9212,-0.082078111,,0.009,0.008,1.8424,0.61106907,,0.005,0.004,0.9212,-0.082078111,,0.001,0,0,#NUM!,,-0.001,-0.002,-0.9212,#NUM!,
508,0,0.347,0.005,0.001,0.006,0.005,1.1515,0.14106544,,0.005,0.004,0.9212,-0.082078111,,0.005,0.004,0.9212,-0.082078111,,0.009,0.008,1.8424,0.61106907,,0.004,0.003,0.6909,-0.369760183,,0.001,0,0,#NUM!,,-0.001,-0.002,-0.9212,#NUM!,
509,0,0.348,0.005,0.001,0.006,0.005,1.1515,0.14106544,,0.005,0.004,0.9212,-0.082078111,,0.005,0.004,0.9212,-0.082078111,,0.009,0.008,1.8424,0.61106907,,0.004,0.003,0.6909,-0.369760183,,0.001,0,0,#NUM!,,-0.001,-0.002,-0.9212,#NUM!,
510,0,0.349,0.005,0.001,0.006,0.005,1.1515,0.14106544,,0.005,0.004,0.9212,-0.082078111,,0.005,0.004,0.9212,-0.082078111,,0.009,0.008,1.8424,0.61106907,,0.004,0.003,0.6909,-0.369760183,,0.001,0,0,#NUM!,,-0.001,-0.002,-0.9212,#NUM!,
511,0,0.35,0.005,0.001,0.006,0.005,1.1515,0.14106544,,0.005,0.004,0.9212,-0.082078111,,0.005,0.004,0.9212,-0.082078111,,0.009,0.008,1.8424,0.61106907,,0.004,0.003,0.6909,-0.369760183,,0.001,0,0,#NUM!,,-0.001,-0.002,-0.9212,#NUM!,
512,0,0.351,0.005,0.001,0.006,0.005,1.1515,0.14106544,,0.005,0.004,0.9212,-0.082078111,,0.005,0.004,0.9212,-0.082078111,,0.009,0.008,1.8424,0.61106907,,0.004,0.003,0.6909,-0.369760183,,0.001,0,0,#NUM!,,-0.001,-0.002,-0.9212,#NUM!,
513,0,0.352,0.005,0.001,0.006,0.005,1.1515,0.14106544,,0.005,0.004,0.9212,-0.082078111,,0.005,0.004,0.9212,-0.082078111,,0.009,0.008,1.8424,0.61106907,,0.004,0.003,0.6909,-0.369760183,,0.001,0,0,#NUM!,,-0.001,-0.002,-0.9212,#NUM!,
514,-0.001,0.353,0.005,0.001,0.006,0.005,1.1515,0.14106544,,0.005,0.004,0.9212,-0.082078111,,0.005,0.004,0.9212,-0.082078111,,0.009,0.008,1.8424,0.61106907,,0.004,0.003,0.6909,-0.369760183,,0.001,0,0,#NUM!,,-0.001,-0.002,-0.9212,#NUM!,
515,-0.001,0.354,0.005,0.001,0.006,0.005,1.1515,0.14106544,,0.005,0.004,0.9212,-0.082078111,,0.005,0.004,0.9212,-0.082078111,,0.009,0.008,1.8424,0.61106907,,0.004,0.003,0.6909,-0.369760183,,0.001,0,0,#NUM!,,-0.001,-0.002,-0.9212,#NUM!,
516,-0.001,0.355,0.004,0.001,0.006,0.005,1.1515,0.14106544,,0.005,0.004,0.9212,-0.082078111,,0.005,0.004,0.9212,-0.082078111,,0.009,0.008,1.8424,0.61106907,,0.004,0.003,0.6909,-0.369760183,,0.001,0,0,#NUM!,,-0.001,-0.002,-0.9212,#NUM!,
517,-0.001,0.355,0.004,0.001,0.006,0.005,1.1515,0.14106544,,0.005,0.004,0.9212,-0.082078111,,0.005,0.004,0.9212,-0.082078111,,0.009,0.008,1.8424,0.61106907,,0.004,0.003,0.6909,-0.369760183,,0.001,0,0,#NUM!,,-0.001,-0.002,-0.9212,#NUM!,
518,-0.001,0.356,0.004,0.001,0.006,0.005,1.1515,0.14106544,,0.005,0.004,0.9212,-0.082078111,,0.005,0.004,0.9212,-0.082078111,,0.009,0.008,1.8424,0.61106907,,0.004,0.003,0.6909,-0.369760183,,0.001,0,0,#NUM!,,-0.001,-0.002,-0.9212,#NUM!,
519,-0.001,0.357,0.005,0.001,0.006,0.005,1.1515,0.14106544,,0.005,0.004,0.9212,-0.082078111,,0.005,0.004,0.9212,-0.082078111,,0.009,0.008,1.8424,0.61106907,,0.004,0.003,0.6909,-0.369760183,,0.001,0,0,#NUM!,,-0.001,-0.002,-0.9212,#NUM!,
520,-0.001,0.357,0.005,0.001,0.006,0.005,1.1515,0.14106544,,0.005,0.004,0.9212,-0.082078111,,0.005,0.004,0.9212,-0.082078111,,0.009,0.008,1.8424,0.61106907,,0.004,0.003,0.6909,-0.369760183,,0.001,0,0,#NUM!,,-0.001,-0.002,-0.9212,#NUM!,
521,-0.001,0.358,0.005,0.001,0.006,0.005,1.1515,0.14106544,,0.005,0.004,0.9212,-0.082078111,,0.005,0.004,0.9212,-0.082078111,,0.009,0.008,1.8424,0.61106907,,0.004,0.003,0.6909,-0.369760183,,0.001,0,0,#NUM!,,-0.001,-0.002,-0.9212,#NUM!,
