,MilliQ,F04Oct19_45_R2,A(CDOM),a(CDOM),ln(a),Sr,F19Mar20_200_R1,A(CDOM),a(CDOM),ln(a),Sr,F04Oct19_200_R2,A(CDOM),a(CDOM),ln(a),Sr,B04Oct19_100_R1,A(CDOM),a(CDOM),ln(a),Sr,F19Mar20_45_R1,A(CDOM),a(CDOM),ln(a),Sr,F04Oct19_20_R2,A(CDOM),a(CDOM),ln(a),Sr,F04Oct19_01_R2,A(CDOM),a(CDOM),ln(a),Sr,F04OCt19_100_R2,A(CDOM),a(CDOM),ln(a),Sr,B04Oct19_30_R2,A(CDOM),a(CDOM),ln(a),Sr,F19Mar20_30_R2,A(CDOM),a(CDOM),ln(a),Sr,B04Oct19_20_R2,A(CDOM),a(CDOM),ln(a),Sr,B30Mar20_01_R2,A(CDOM),a(CDOM),ln(a),Sr,B30Mar20_20_R1,A(CDOM),a(CDOM),ln(a),Sr
778,0,0.012,0.012,2.7636,1.016534178,,0.01,0.01,2.303,0.834212621,,0.014,0.014,3.2242,1.170684857,,0.011,0.011,2.5333,0.929522801,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,0.9212,-0.082078111,,0.007,0.007,1.6121,0.477537677,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,
779,0,0.012,0.012,2.7636,1.016534178,,0.011,0.011,2.5333,0.929522801,,0.014,0.014,3.2242,1.170684857,,0.011,0.011,2.5333,0.929522801,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,0.9212,-0.082078111,,0.007,0.007,1.6121,0.477537677,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,
780,0,0.012,0.012,2.7636,1.016534178,,0.01,0.01,2.303,0.834212621,,0.014,0.014,3.2242,1.170684857,,0.011,0.011,2.5333,0.929522801,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,0.9212,-0.082078111,,0.007,0.007,1.6121,0.477537677,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,
781,0,0.011,0.011,2.5333,0.929522801,,0.01,0.01,2.303,0.834212621,,0.014,0.014,3.2242,1.170684857,,0.011,0.011,2.5333,0.929522801,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,0.9212,-0.082078111,,0.007,0.007,1.6121,0.477537677,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,
782,0,0.011,0.011,2.5333,0.929522801,,0.01,0.01,2.303,0.834212621,,0.014,0.014,3.2242,1.170684857,,0.011,0.011,2.5333,0.929522801,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,0.9212,-0.082078111,,0.007,0.007,1.6121,0.477537677,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,
783,0,0.012,0.012,2.7636,1.016534178,,0.01,0.01,2.303,0.834212621,,0.014,0.014,3.2242,1.170684857,,0.011,0.011,2.5333,0.929522801,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,0.9212,-0.082078111,,0.007,0.007,1.6121,0.477537677,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,
784,0,0.011,0.011,2.5333,0.929522801,,0.01,0.01,2.303,0.834212621,,0.014,0.014,3.2242,1.170684857,,0.012,0.012,2.7636,1.016534178,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,0.9212,-0.082078111,,0.007,0.007,1.6121,0.477537677,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,
785,0,0.011,0.011,2.5333,0.929522801,,0.01,0.01,2.303,0.834212621,,0.014,0.014,3.2242,1.170684857,,0.012,0.012,2.7636,1.016534178,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,0.9212,-0.082078111,,0.007,0.007,1.6121,0.477537677,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,
786,0,0.012,0.012,2.7636,1.016534178,,0.01,0.01,2.303,0.834212621,,0.014,0.014,3.2242,1.170684857,,0.012,0.012,2.7636,1.016534178,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,0.9212,-0.082078111,,0.007,0.007,1.6121,0.477537677,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,
787,0,0.012,0.012,2.7636,1.016534178,,0.01,0.01,2.303,0.834212621,,0.014,0.014,3.2242,1.170684857,,0.012,0.012,2.7636,1.016534178,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,0.9212,-0.082078111,,0.007,0.007,1.6121,0.477537677,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,
788,0,0.012,0.012,2.7636,1.016534178,,0.011,0.011,2.5333,0.929522801,,0.014,0.014,3.2242,1.170684857,,0.012,0.012,2.7636,1.016534178,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,0.9212,-0.082078111,,0.007,0.007,1.6121,0.477537677,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,
789,0,0.012,0.012,2.7636,1.016534178,,0.011,0.011,2.5333,0.929522801,,0.014,0.014,3.2242,1.170684857,,0.012,0.012,2.7636,1.016534178,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,0.9212,-0.082078111,,0.007,0.007,1.6121,0.477537677,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,
790,0,0.012,0.012,2.7636,1.016534178,,0.01,0.01,2.303,0.834212621,,0.014,0.014,3.2242,1.170684857,,0.012,0.012,2.7636,1.016534178,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,0.9212,-0.082078111,,0.007,0.007,1.6121,0.477537677,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,
791,0,0.012,0.012,2.7636,1.016534178,,0.01,0.01,2.303,0.834212621,,0.014,0.014,3.2242,1.170684857,,0.012,0.012,2.7636,1.016534178,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,0.9212,-0.082078111,,0.007,0.007,1.6121,0.477537677,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,
792,0,0.011,0.011,2.5333,0.929522801,,0.01,0.01,2.303,0.834212621,,0.014,0.014,3.2242,1.170684857,,0.012,0.012,2.7636,1.016534178,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,0.9212,-0.082078111,,0.007,0.007,1.6121,0.477537677,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,
793,0,0.011,0.011,2.5333,0.929522801,,0.01,0.01,2.303,0.834212621,,0.014,0.014,3.2242,1.170684857,,0.012,0.012,2.7636,1.016534178,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,0.9212,-0.082078111,,0.007,0.007,1.6121,0.477537677,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,
794,0,0.011,0.011,2.5333,0.929522801,,0.01,0.01,2.303,0.834212621,,0.014,0.014,3.2242,1.170684857,,0.012,0.012,2.7636,1.016534178,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,0.9212,-0.082078111,,0.007,0.007,1.6121,0.477537677,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,
795,0,0.011,0.011,2.5333,0.929522801,,0.01,0.01,2.303,0.834212621,,0.014,0.014,3.2242,1.170684857,,0.012,0.012,2.7636,1.016534178,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,0.9212,-0.082078111,,0.007,0.007,1.6121,0.477537677,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,
796,0,0.011,0.011,2.5333,0.929522801,,0.01,0.01,2.303,0.834212621,,0.014,0.014,3.2242,1.170684857,,0.012,0.012,2.7636,1.016534178,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,0.9212,-0.082078111,,0.007,0.007,1.6121,0.477537677,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,
797,0,0.011,0.011,2.5333,0.929522801,,0.01,0.01,2.303,0.834212621,,0.014,0.014,3.2242,1.170684857,,0.012,0.012,2.7636,1.016534178,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,0.9212,-0.082078111,,0.007,0.007,1.6121,0.477537677,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,
798,0,0.011,0.011,2.5333,0.929522801,,0.01,0.01,2.303,0.834212621,,0.014,0.014,3.2242,1.170684857,,0.012,0.012,2.7636,1.016534178,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,0.9212,-0.082078111,,0.007,0.007,1.6121,0.477537677,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,
799,0,0.011,0.011,2.5333,0.929522801,,0.01,0.01,2.303,0.834212621,,0.014,0.014,3.2242,1.170684857,,0.012,0.012,2.7636,1.016534178,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,0.9212,-0.082078111,,0.007,0.007,1.6121,0.477537677,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,
800,0,0.011,0.011,2.5333,0.929522801,,0.01,0.01,2.303,0.834212621,,0.014,0.014,3.2242,1.170684857,,0.012,0.012,2.7636,1.016534178,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,
801,0,0.011,0.011,2.5333,0.929522801,,0.01,0.01,2.303,0.834212621,,0.014,0.014,3.2242,1.170684857,,0.012,0.012,2.7636,1.016534178,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,
802,0,0.011,0.011,2.5333,0.929522801,,0.01,0.01,2.303,0.834212621,,0.014,0.014,3.2242,1.170684857,,0.012,0.012,2.7636,1.016534178,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,
803,0,0.011,0.011,2.5333,0.929522801,,0.01,0.01,2.303,0.834212621,,0.014,0.014,3.2242,1.170684857,,0.011,0.011,2.5333,0.929522801,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,
804,0,0.011,0.011,2.5333,0.929522801,,0.01,0.01,2.303,0.834212621,,0.014,0.014,3.2242,1.170684857,,0.011,0.011,2.5333,0.929522801,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,
805,0,0.011,0.011,2.5333,0.929522801,,0.01,0.01,2.303,0.834212621,,0.014,0.014,3.2242,1.170684857,,0.011,0.011,2.5333,0.929522801,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,
806,0,0.011,0.011,2.5333,0.929522801,,0.01,0.01,2.303,0.834212621,,0.014,0.014,3.2242,1.170684857,,0.011,0.011,2.5333,0.929522801,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,
807,0,0.011,0.011,2.5333,0.929522801,,0.01,0.01,2.303,0.834212621,,0.014,0.014,3.2242,1.170684857,,0.012,0.012,2.7636,1.016534178,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,
808,0,0.011,0.011,2.5333,0.929522801,,0.01,0.01,2.303,0.834212621,,0.014,0.014,3.2242,1.170684857,,0.012,0.012,2.7636,1.016534178,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,
809,0,0.011,0.011,2.5333,0.929522801,,0.01,0.01,2.303,0.834212621,,0.014,0.014,3.2242,1.170684857,,0.011,0.011,2.5333,0.929522801,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,
810,0,0.011,0.011,2.5333,0.929522801,,0.01,0.01,2.303,0.834212621,,0.014,0.014,3.2242,1.170684857,,0.011,0.011,2.5333,0.929522801,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,0.9212,-0.082078111,,0.007,0.007,1.6121,0.477537677,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,
811,0,0.011,0.011,2.5333,0.929522801,,0.01,0.01,2.303,0.834212621,,0.014,0.014,3.2242,1.170684857,,0.011,0.011,2.5333,0.929522801,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,
812,0,0.011,0.011,2.5333,0.929522801,,0.01,0.01,2.303,0.834212621,,0.014,0.014,3.2242,1.170684857,,0.011,0.011,2.5333,0.929522801,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,
813,0,0.011,0.011,2.5333,0.929522801,,0.01,0.01,2.303,0.834212621,,0.014,0.014,3.2242,1.170684857,,0.011,0.011,2.5333,0.929522801,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,
814,0,0.011,0.011,2.5333,0.929522801,,0.01,0.01,2.303,0.834212621,,0.014,0.014,3.2242,1.170684857,,0.011,0.011,2.5333,0.929522801,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,
815,0,0.011,0.011,2.5333,0.929522801,,0.01,0.01,2.303,0.834212621,,0.014,0.014,3.2242,1.170684857,,0.011,0.011,2.5333,0.929522801,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,
816,0,0.011,0.011,2.5333,0.929522801,,0.01,0.01,2.303,0.834212621,,0.014,0.014,3.2242,1.170684857,,0.011,0.011,2.5333,0.929522801,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,
817,0,0.011,0.011,2.5333,0.929522801,,0.01,0.01,2.303,0.834212621,,0.014,0.014,3.2242,1.170684857,,0.011,0.011,2.5333,0.929522801,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,
818,0,0.011,0.011,2.5333,0.929522801,,0.01,0.01,2.303,0.834212621,,0.014,0.014,3.2242,1.170684857,,0.011,0.011,2.5333,0.929522801,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,
819,0,0.011,0.011,2.5333,0.929522801,,0.01,0.01,2.303,0.834212621,,0.014,0.014,3.2242,1.170684857,,0.011,0.011,2.5333,0.929522801,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,
820,0,0.011,0.011,2.5333,0.929522801,,0.01,0.01,2.303,0.834212621,,0.014,0.014,3.2242,1.170684857,,0.011,0.011,2.5333,0.929522801,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,
821,0,0.011,0.011,2.5333,0.929522801,,0.01,0.01,2.303,0.834212621,,0.014,0.014,3.2242,1.170684857,,0.011,0.011,2.5333,0.929522801,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,
822,0,0.011,0.011,2.5333,0.929522801,,0.01,0.01,2.303,0.834212621,,0.014,0.014,3.2242,1.170684857,,0.011,0.011,2.5333,0.929522801,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,
823,0,0.011,0.011,2.5333,0.929522801,,0.01,0.01,2.303,0.834212621,,0.014,0.014,3.2242,1.170684857,,0.011,0.011,2.5333,0.929522801,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,
824,0,0.011,0.011,2.5333,0.929522801,,0.01,0.01,2.303,0.834212621,,0.014,0.014,3.2242,1.170684857,,0.011,0.011,2.5333,0.929522801,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,
825,0,0.011,0.011,2.5333,0.929522801,,0.01,0.01,2.303,0.834212621,,0.014,0.014,3.2242,1.170684857,,0.011,0.011,2.5333,0.929522801,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,
826,0,0.011,0.011,2.5333,0.929522801,,0.01,0.01,2.303,0.834212621,,0.014,0.014,3.2242,1.170684857,,0.011,0.011,2.5333,0.929522801,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,
827,0,0.011,0.011,2.5333,0.929522801,,0.01,0.01,2.303,0.834212621,,0.014,0.014,3.2242,1.170684857,,0.011,0.011,2.5333,0.929522801,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,
