,MilliQ,F04Oct19_45_R2,A(CDOM),a(CDOM),ln(a),Sr,F19Mar20_200_R1,A(CDOM),a(CDOM),ln(a),Sr,F04Oct19_200_R2,A(CDOM),a(CDOM),ln(a),Sr,B04Oct19_100_R1,A(CDOM),a(CDOM),ln(a),Sr,F19Mar20_45_R1,A(CDOM),a(CDOM),ln(a),Sr,F04Oct19_20_R2,A(CDOM),a(CDOM),ln(a),Sr,F04Oct19_01_R2,A(CDOM),a(CDOM),ln(a),Sr,F04OCt19_100_R2,A(CDOM),a(CDOM),ln(a),Sr,B04Oct19_30_R2,A(CDOM),a(CDOM),ln(a),Sr,F19Mar20_30_R2,A(CDOM),a(CDOM),ln(a),Sr,B04Oct19_20_R2,A(CDOM),a(CDOM),ln(a),Sr,B30Mar20_01_R2,A(CDOM),a(CDOM),ln(a),Sr,B30Mar20_20_R1,A(CDOM),a(CDOM),ln(a),Sr
228,-0.004,0.14,0.144,33.1632,3.501440827,,0.111,0.115,26.4845,3.276559656,,0.125,0.129,29.7087,3.391439932,,0.089,0.093,21.4179,3.064227021,,0.085,0.089,20.4967,3.020263898,,0.133,0.137,31.5511,3.451608454,,0.069,0.073,16.8119,2.822086969,,0.092,0.096,22.1088,3.095975719,,0.095,0.099,22.7997,3.126747378,,0.084,0.088,20.2664,3.008964342,,0.093,0.097,22.3391,3.106338506,,0.071,0.075,17.2725,2.849115641,,0.068,0.072,16.5816,2.808293647,
229,-0.003,0.138,0.141,32.4723,3.480387418,,0.109,0.112,25.7936,3.250126399,,0.124,0.127,29.2481,3.375814614,,0.088,0.091,20.9573,3.042487034,,0.085,0.088,20.2664,3.008964342,,0.131,0.134,30.8602,3.429467328,,0.065,0.068,15.6604,2.751135233,,0.09,0.093,21.4179,3.064227021,,0.094,0.097,22.3391,3.106338506,,0.083,0.086,19.8058,2.985974824,,0.092,0.095,21.8785,3.085504419,,0.071,0.074,17.0422,2.835692621,,0.068,0.071,16.3513,2.794307405,
230,-0.003,0.137,0.14,32.242,3.47326995,,0.108,0.111,25.5633,3.241157729,,0.122,0.125,28.7875,3.359941265,,0.088,0.091,20.9573,3.042487034,,0.084,0.087,20.0361,2.997535646,,0.129,0.132,30.3996,3.41442945,,0.061,0.064,14.7392,2.690510611,,0.088,0.091,20.9573,3.042487034,,0.093,0.096,22.1088,3.095975719,,0.082,0.085,19.5755,2.974278784,,0.091,0.094,21.6482,3.07492231,,0.07,0.073,16.8119,2.822086969,,0.067,0.07,16.121,2.78012277,
231,-0.002,0.135,0.137,31.5511,3.451608454,,0.107,0.109,25.1027,3.22297541,,0.121,0.123,28.3269,3.343811883,,0.087,0.089,20.4967,3.020263898,,0.084,0.086,19.8058,2.985974824,,0.127,0.129,29.7087,3.391439932,,0.058,0.06,13.818,2.62597209,,0.086,0.088,20.2664,3.008964342,,0.092,0.094,21.6482,3.07492231,,0.082,0.084,19.3452,2.962444327,,0.09,0.092,21.1876,3.053416105,,0.07,0.072,16.5816,2.808293647,,0.067,0.069,15.8907,2.765734032,
232,-0.002,0.133,0.135,31.0905,3.436902306,,0.105,0.107,24.6421,3.204456362,,0.12,0.122,28.0966,3.335648573,,0.086,0.088,20.2664,3.008964342,,0.083,0.085,19.5755,2.974278784,,0.125,0.127,29.2481,3.375814614,,0.055,0.057,13.1271,2.574678796,,0.085,0.087,20.0361,2.997535646,,0.091,0.093,21.4179,3.064227021,,0.08,0.082,18.8846,2.938346775,,0.089,0.091,20.9573,3.042487034,,0.069,0.071,16.3513,2.794307405,,0.066,0.068,15.6604,2.751135233,
233,-0.001,0.131,0.132,30.3996,3.41442945,,0.104,0.105,24.1815,3.185587878,,0.119,0.12,27.636,3.319119271,,0.086,0.087,20.0361,2.997535646,,0.082,0.083,19.1149,2.950468136,,0.124,0.125,28.7875,3.359941265,,0.053,0.054,12.4362,2.520611574,,0.083,0.084,19.3452,2.962444327,,0.09,0.091,20.9573,3.042487034,,0.079,0.08,18.424,2.913654163,,0.088,0.089,20.4967,3.020263898,,0.068,0.069,15.8907,2.765734032,,0.065,0.066,15.1998,2.72128227,
234,-0.001,0.129,0.13,29.939,3.399161978,,0.103,0.104,23.9512,3.176018427,,0.118,0.119,27.4057,3.310751021,,0.085,0.086,19.8058,2.985974824,,0.081,0.082,18.8846,2.938346775,,0.122,0.123,28.3269,3.343811883,,0.051,0.052,11.9756,2.482871246,,0.082,0.083,19.1149,2.950468136,,0.089,0.09,20.727,3.031437198,,0.079,0.08,18.424,2.913654163,,0.087,0.088,20.2664,3.008964342,,0.068,0.069,15.8907,2.765734032,,0.065,0.066,15.1998,2.72128227,
235,-0.001,0.127,0.128,29.4784,3.383657792,,0.101,0.102,23.4906,3.156600341,,0.117,0.118,27.1754,3.302312152,,0.084,0.085,19.5755,2.974278784,,0.081,0.082,18.8846,2.938346775,,0.12,0.121,27.8663,3.327418073,,0.049,0.05,11.515,2.443650533,,0.08,0.081,18.6543,2.926076683,,0.088,0.089,20.4967,3.020263898,,0.078,0.079,18.1937,2.90107538,,0.086,0.087,20.0361,2.997535646,,0.067,0.068,15.6604,2.751135233,,0.064,0.065,14.9695,2.706014798,
236,-0.001,0.125,0.126,29.0178,3.367909435,,0.1,0.101,23.2603,3.146748045,,0.116,0.117,26.9451,3.293801463,,0.083,0.084,19.3452,2.962444327,,0.08,0.081,18.6543,2.926076683,,0.119,0.12,27.636,3.319119271,,0.047,0.048,11.0544,2.402828539,,0.079,0.08,18.424,2.913654163,,0.087,0.088,20.2664,3.008964342,,0.077,0.078,17.9634,2.888336355,,0.085,0.086,19.8058,2.985974824,,0.066,0.067,15.4301,2.736320147,,0.063,0.064,14.7392,2.690510611,
237,0,0.124,0.124,28.5572,3.351909093,,0.099,0.099,22.7997,3.126747378,,0.115,0.115,26.4845,3.276559656,,0.083,0.083,19.1149,2.950468136,,0.079,0.079,18.1937,2.90107538,,0.117,0.117,26.9451,3.293801463,,0.046,0.046,10.5938,2.360268924,,0.078,0.078,17.9634,2.888336355,,0.086,0.086,19.8058,2.985974824,,0.076,0.076,17.5028,2.862360868,,0.084,0.084,19.3452,2.962444327,,0.065,0.065,14.9695,2.706014798,,0.063,0.063,14.5089,2.674762254,
238,0,0.122,0.122,28.0966,3.335648573,,0.098,0.098,22.5694,3.116595007,,0.114,0.114,26.2542,3.267825976,,0.082,0.082,18.8846,2.938346775,,0.079,0.079,18.1937,2.90107538,,0.116,0.116,26.7148,3.285217719,,0.045,0.045,10.3635,2.338290018,,0.077,0.077,17.7331,2.87543295,,0.085,0.085,19.5755,2.974278784,,0.075,0.075,17.2725,2.849115641,,0.083,0.083,19.1149,2.950468136,,0.065,0.065,14.9695,2.706014798,,0.062,0.062,14.2786,2.658761913,
239,0,0.121,0.121,27.8663,3.327418073,,0.097,0.097,22.3391,3.106338506,,0.113,0.113,26.0239,3.259015347,,0.081,0.081,18.6543,2.926076683,,0.078,0.078,17.9634,2.888336355,,0.114,0.114,26.2542,3.267825976,,0.044,0.044,10.1332,2.315817162,,0.076,0.076,17.5028,2.862360868,,0.084,0.084,19.3452,2.962444327,,0.074,0.074,17.0422,2.835692621,,0.082,0.082,18.8846,2.938346775,,0.064,0.064,14.7392,2.690510611,,0.062,0.062,14.2786,2.658761913,
240,0,0.12,0.12,27.636,3.319119271,,0.096,0.096,22.1088,3.095975719,,0.112,0.112,25.7936,3.250126399,,0.08,0.08,18.424,2.913654163,,0.077,0.077,17.7331,2.87543295,,0.113,0.113,26.0239,3.259015347,,0.043,0.043,9.9029,2.292827644,,0.075,0.075,17.2725,2.849115641,,0.083,0.083,19.1149,2.950468136,,0.073,0.073,16.8119,2.822086969,,0.081,0.081,18.6543,2.926076683,,0.064,0.064,14.7392,2.690510611,,0.061,0.061,14.0483,2.642501392,
241,0,0.118,0.118,27.1754,3.302312152,,0.095,0.095,21.8785,3.085504419,,0.111,0.111,25.5633,3.241157729,,0.08,0.08,18.424,2.913654163,,0.076,0.076,17.5028,2.862360868,,0.112,0.112,25.7936,3.250126399,,0.042,0.042,9.6726,2.269297146,,0.074,0.074,17.0422,2.835692621,,0.082,0.082,18.8846,2.938346775,,0.073,0.073,16.8119,2.822086969,,0.08,0.08,18.424,2.913654163,,0.063,0.063,14.5089,2.674762254,,0.061,0.061,14.0483,2.642501392,
242,0,0.117,0.117,26.9451,3.293801463,,0.095,0.095,21.8785,3.085504419,,0.11,0.11,25.333,3.232107894,,0.079,0.079,18.1937,2.90107538,,0.076,0.076,17.5028,2.862360868,,0.111,0.111,25.5633,3.241157729,,0.041,0.041,9.4423,2.245199595,,0.073,0.073,16.8119,2.822086969,,0.082,0.082,18.8846,2.938346775,,0.072,0.072,16.5816,2.808293647,,0.08,0.08,18.424,2.913654163,,0.063,0.063,14.5089,2.674762254,,0.06,0.06,13.818,2.62597209,
243,0,0.116,0.116,26.7148,3.285217719,,0.094,0.094,21.6482,3.07492231,,0.109,0.109,25.1027,3.22297541,,0.078,0.078,17.9634,2.888336355,,0.075,0.075,17.2725,2.849115641,,0.11,0.11,25.333,3.232107894,,0.04,0.04,9.212,2.220506982,,0.072,0.072,16.5816,2.808293647,,0.081,0.081,18.6543,2.926076683,,0.071,0.071,16.3513,2.794307405,,0.079,0.079,18.1937,2.90107538,,0.062,0.062,14.2786,2.658761913,,0.059,0.059,13.5877,2.609164972,
244,0,0.115,0.115,26.4845,3.276559656,,0.093,0.093,21.4179,3.064227021,,0.109,0.109,25.1027,3.22297541,,0.078,0.078,17.9634,2.888336355,,0.074,0.074,17.0422,2.835692621,,0.109,0.109,25.1027,3.22297541,,0.04,0.04,9.212,2.220506982,,0.072,0.072,16.5816,2.808293647,,0.08,0.08,18.424,2.913654163,,0.071,0.071,16.3513,2.794307405,,0.078,0.078,17.9634,2.888336355,,0.062,0.062,14.2786,2.658761913,,0.059,0.059,13.5877,2.609164972,
245,0.001,0.114,0.113,26.0239,3.259015347,,0.092,0.091,20.9573,3.042487034,,0.108,0.107,24.6421,3.204456362,,0.077,0.076,17.5028,2.862360868,,0.074,0.073,16.8119,2.822086969,,0.108,0.107,24.6421,3.204456362,,0.039,0.038,8.7514,2.169213688,,0.071,0.07,16.121,2.78012277,,0.08,0.079,18.1937,2.90107538,,0.07,0.069,15.8907,2.765734032,,0.078,0.077,17.7331,2.87543295,,0.061,0.06,13.818,2.62597209,,0.059,0.058,13.3574,2.592070538,
246,0.001,0.113,0.112,25.7936,3.250126399,,0.091,0.09,20.727,3.031437198,,0.107,0.106,24.4118,3.195066622,,0.076,0.075,17.2725,2.849115641,,0.073,0.072,16.5816,2.808293647,,0.107,0.106,24.4118,3.195066622,,0.039,0.038,8.7514,2.169213688,,0.07,0.069,15.8907,2.765734032,,0.079,0.078,17.9634,2.888336355,,0.069,0.068,15.6604,2.751135233,,0.077,0.076,17.5028,2.862360868,,0.061,0.06,13.818,2.62597209,,0.058,0.057,13.1271,2.574678796,
247,0.001,0.112,0.111,25.5633,3.241157729,,0.091,0.09,20.727,3.031437198,,0.107,0.106,24.4118,3.195066622,,0.075,0.074,17.0422,2.835692621,,0.072,0.071,16.3513,2.794307405,,0.106,0.105,24.1815,3.185587878,,0.038,0.037,8.5211,2.14254544,,0.069,0.068,15.6604,2.751135233,,0.079,0.078,17.9634,2.888336355,,0.068,0.067,15.4301,2.736320147,,0.077,0.076,17.5028,2.862360868,,0.06,0.059,13.5877,2.609164972,,0.058,0.057,13.1271,2.574678796,
248,0.001,0.112,0.111,25.5633,3.241157729,,0.09,0.089,20.4967,3.020263898,,0.106,0.105,24.1815,3.185587878,,0.075,0.074,17.0422,2.835692621,,0.072,0.071,16.3513,2.794307405,,0.105,0.104,23.9512,3.176018427,,0.038,0.037,8.5211,2.14254544,,0.069,0.068,15.6604,2.751135233,,0.078,0.077,17.7331,2.87543295,,0.068,0.067,15.4301,2.736320147,,0.076,0.075,17.2725,2.849115641,,0.06,0.059,13.5877,2.609164972,,0.057,0.056,12.8968,2.556979219,
249,0.001,0.111,0.11,25.333,3.232107894,,0.09,0.089,20.4967,3.020263898,,0.105,0.104,23.9512,3.176018427,,0.074,0.073,16.8119,2.822086969,,0.072,0.071,16.3513,2.794307405,,0.105,0.104,23.9512,3.176018427,,0.037,0.036,8.2908,2.115146466,,0.068,0.067,15.4301,2.736320147,,0.078,0.077,17.7331,2.87543295,,0.068,0.067,15.4301,2.736320147,,0.076,0.075,17.2725,2.849115641,,0.059,0.058,13.3574,2.592070538,,0.057,0.056,12.8968,2.556979219,
250,0.001,0.11,0.109,25.1027,3.22297541,,0.089,0.088,20.2664,3.008964342,,0.105,0.104,23.9512,3.176018427,,0.074,0.073,16.8119,2.822086969,,0.071,0.07,16.121,2.78012277,,0.104,0.103,23.7209,3.166356516,,0.037,0.036,8.2908,2.115146466,,0.068,0.067,15.4301,2.736320147,,0.077,0.076,17.5028,2.862360868,,0.067,0.066,15.1998,2.72128227,,0.075,0.074,17.0422,2.835692621,,0.059,0.058,13.3574,2.592070538,,0.056,0.055,12.6665,2.538960713,
251,0.001,0.11,0.109,25.1027,3.22297541,,0.089,0.088,20.2664,3.008964342,,0.104,0.103,23.7209,3.166356516,,0.073,0.072,16.5816,2.808293647,,0.071,0.07,16.121,2.78012277,,0.103,0.102,23.4906,3.156600341,,0.037,0.036,8.2908,2.115146466,,0.067,0.066,15.1998,2.72128227,,0.077,0.076,17.5028,2.862360868,,0.067,0.066,15.1998,2.72128227,,0.075,0.074,17.0422,2.835692621,,0.059,0.058,13.3574,2.592070538,,0.056,0.055,12.6665,2.538960713,
252,0.001,0.109,0.108,24.8724,3.213758755,,0.088,0.087,20.0361,2.997535646,,0.104,0.103,23.7209,3.166356516,,0.073,0.072,16.5816,2.808293647,,0.07,0.069,15.8907,2.765734032,,0.102,0.101,23.2603,3.146748045,,0.037,0.036,8.2908,2.115146466,,0.067,0.066,15.1998,2.72128227,,0.076,0.075,17.2725,2.849115641,,0.066,0.065,14.9695,2.706014798,,0.074,0.073,16.8119,2.822086969,,0.058,0.057,13.1271,2.574678796,,0.056,0.055,12.6665,2.538960713,
253,0.001,0.108,0.107,24.6421,3.204456362,,0.087,0.086,19.8058,2.985974824,,0.103,0.102,23.4906,3.156600341,,0.072,0.071,16.3513,2.794307405,,0.07,0.069,15.8907,2.765734032,,0.101,0.1,23.03,3.136797714,,0.036,0.035,8.0605,2.086975589,,0.066,0.065,14.9695,2.706014798,,0.076,0.075,17.2725,2.849115641,,0.066,0.065,14.9695,2.706014798,,0.074,0.073,16.8119,2.822086969,,0.058,0.057,13.1271,2.574678796,,0.055,0.054,12.4362,2.520611574,
254,0.001,0.108,0.107,24.6421,3.204456362,,0.087,0.086,19.8058,2.985974824,,0.103,0.102,23.4906,3.156600341,,0.072,0.071,16.3513,2.794307405,,0.069,0.068,15.6604,2.751135233,,0.101,0.1,23.03,3.136797714,,0.036,0.035,8.0605,2.086975589,,0.066,0.065,14.9695,2.706014798,,0.075,0.074,17.0422,2.835692621,,0.065,0.064,14.7392,2.690510611,,0.074,0.073,16.8119,2.822086969,,0.057,0.056,12.8968,2.556979219,,0.055,0.054,12.4362,2.520611574,
255,0.001,0.107,0.106,24.4118,3.195066622,,0.087,0.086,19.8058,2.985974824,,0.102,0.101,23.2603,3.146748045,,0.072,0.071,16.3513,2.794307405,,0.069,0.068,15.6604,2.751135233,,0.1,0.099,22.7997,3.126747378,,0.036,0.035,8.0605,2.086975589,,0.066,0.065,14.9695,2.706014798,,0.075,0.074,17.0422,2.835692621,,0.065,0.064,14.7392,2.690510611,,0.073,0.072,16.5816,2.808293647,,0.057,0.056,12.8968,2.556979219,,0.055,0.054,12.4362,2.520611574,
256,0.001,0.106,0.105,24.1815,3.185587878,,0.086,0.085,19.5755,2.974278784,,0.102,0.101,23.2603,3.146748045,,0.071,0.07,16.121,2.78012277,,0.069,0.068,15.6604,2.751135233,,0.099,0.098,22.5694,3.116595007,,0.036,0.035,8.0605,2.086975589,,0.065,0.064,14.7392,2.690510611,,0.075,0.074,17.0422,2.835692621,,0.064,0.063,14.5089,2.674762254,,0.073,0.072,16.5816,2.808293647,,0.057,0.056,12.8968,2.556979219,,0.054,0.053,12.2059,2.501919441,
257,0.001,0.106,0.105,24.1815,3.185587878,,0.085,0.084,19.3452,2.962444327,,0.101,0.1,23.03,3.136797714,,0.071,0.07,16.121,2.78012277,,0.068,0.067,15.4301,2.736320147,,0.099,0.098,22.5694,3.116595007,,0.035,0.034,7.8302,2.057988052,,0.065,0.064,14.7392,2.690510611,,0.074,0.073,16.8119,2.822086969,,0.064,0.063,14.5089,2.674762254,,0.072,0.071,16.3513,2.794307405,,0.056,0.055,12.6665,2.538960713,,0.054,0.053,12.2059,2.501919441,
258,0.001,0.105,0.104,23.9512,3.176018427,,0.085,0.084,19.3452,2.962444327,,0.101,0.1,23.03,3.136797714,,0.07,0.069,15.8907,2.765734032,,0.068,0.067,15.4301,2.736320147,,0.098,0.097,22.3391,3.106338506,,0.035,0.034,7.8302,2.057988052,,0.064,0.063,14.5089,2.674762254,,0.074,0.073,16.8119,2.822086969,,0.064,0.063,14.5089,2.674762254,,0.072,0.071,16.3513,2.794307405,,0.056,0.055,12.6665,2.538960713,,0.054,0.053,12.2059,2.501919441,
259,0.001,0.105,0.104,23.9512,3.176018427,,0.084,0.083,19.1149,2.950468136,,0.1,0.099,22.7997,3.126747378,,0.07,0.069,15.8907,2.765734032,,0.068,0.067,15.4301,2.736320147,,0.098,0.097,22.3391,3.106338506,,0.035,0.034,7.8302,2.057988052,,0.064,0.063,14.5089,2.674762254,,0.074,0.073,16.8119,2.822086969,,0.063,0.062,14.2786,2.658761913,,0.072,0.071,16.3513,2.794307405,,0.056,0.055,12.6665,2.538960713,,0.053,0.052,11.9756,2.482871246,
260,0.001,0.104,0.103,23.7209,3.166356516,,0.084,0.083,19.1149,2.950468136,,0.1,0.099,22.7997,3.126747378,,0.07,0.069,15.8907,2.765734032,,0.067,0.066,15.1998,2.72128227,,0.097,0.096,22.1088,3.095975719,,0.035,0.034,7.8302,2.057988052,,0.064,0.063,14.5089,2.674762254,,0.073,0.072,16.5816,2.808293647,,0.063,0.062,14.2786,2.658761913,,0.071,0.07,16.121,2.78012277,,0.055,0.054,12.4362,2.520611574,,0.053,0.052,11.9756,2.482871246,
261,0.001,0.103,0.102,23.4906,3.156600341,,0.084,0.083,19.1149,2.950468136,,0.099,0.098,22.5694,3.116595007,,0.069,0.068,15.6604,2.751135233,,0.067,0.066,15.1998,2.72128227,,0.096,0.095,21.8785,3.085504419,,0.034,0.033,7.5999,2.028135089,,0.063,0.062,14.2786,2.658761913,,0.073,0.072,16.5816,2.808293647,,0.062,0.061,14.0483,2.642501392,,0.071,0.07,16.121,2.78012277,,0.055,0.054,12.4362,2.520611574,,0.053,0.052,11.9756,2.482871246,
262,0.001,0.103,0.102,23.4906,3.156600341,,0.083,0.082,18.8846,2.938346775,,0.099,0.098,22.5694,3.116595007,,0.069,0.068,15.6604,2.751135233,,0.067,0.066,15.1998,2.72128227,,0.096,0.095,21.8785,3.085504419,,0.034,0.033,7.5999,2.028135089,,0.063,0.062,14.2786,2.658761913,,0.072,0.071,16.3513,2.794307405,,0.062,0.061,14.0483,2.642501392,,0.07,0.069,15.8907,2.765734032,,0.055,0.054,12.4362,2.520611574,,0.052,0.051,11.7453,2.463453161,
263,0.001,0.102,0.101,23.2603,3.146748045,,0.083,0.082,18.8846,2.938346775,,0.098,0.097,22.3391,3.106338506,,0.068,0.067,15.4301,2.736320147,,0.066,0.065,14.9695,2.706014798,,0.095,0.094,21.6482,3.07492231,,0.034,0.033,7.5999,2.028135089,,0.062,0.061,14.0483,2.642501392,,0.072,0.071,16.3513,2.794307405,,0.062,0.061,14.0483,2.642501392,,0.07,0.069,15.8907,2.765734032,,0.054,0.053,12.2059,2.501919441,,0.052,0.051,11.7453,2.463453161,
264,0.001,0.101,0.1,23.03,3.136797714,,0.082,0.081,18.6543,2.926076683,,0.098,0.097,22.3391,3.106338506,,0.068,0.067,15.4301,2.736320147,,0.066,0.065,14.9695,2.706014798,,0.094,0.093,21.4179,3.064227021,,0.033,0.032,7.3696,1.997363431,,0.062,0.061,14.0483,2.642501392,,0.071,0.07,16.121,2.78012277,,0.061,0.06,13.818,2.62597209,,0.069,0.068,15.6604,2.751135233,,0.054,0.053,12.2059,2.501919441,,0.051,0.05,11.515,2.443650533,
265,0.001,0.101,0.1,23.03,3.136797714,,0.081,0.08,18.424,2.913654163,,0.097,0.096,22.1088,3.095975719,,0.068,0.067,15.4301,2.736320147,,0.065,0.064,14.7392,2.690510611,,0.094,0.093,21.4179,3.064227021,,0.033,0.032,7.3696,1.997363431,,0.062,0.061,14.0483,2.642501392,,0.071,0.07,16.121,2.78012277,,0.061,0.06,13.818,2.62597209,,0.069,0.068,15.6604,2.751135233,,0.053,0.052,11.9756,2.482871246,,0.051,0.05,11.515,2.443650533,
266,0.001,0.1,0.099,22.7997,3.126747378,,0.081,0.08,18.424,2.913654163,,0.096,0.095,21.8785,3.085504419,,0.067,0.066,15.1998,2.72128227,,0.065,0.064,14.7392,2.690510611,,0.093,0.092,21.1876,3.053416105,,0.033,0.032,7.3696,1.997363431,,0.061,0.06,13.818,2.62597209,,0.07,0.069,15.8907,2.765734032,,0.06,0.059,13.5877,2.609164972,,0.068,0.067,15.4301,2.736320147,,0.053,0.052,11.9756,2.482871246,,0.051,0.05,11.515,2.443650533,
267,0.001,0.099,0.098,22.5694,3.116595007,,0.08,0.079,18.1937,2.90107538,,0.096,0.095,21.8785,3.085504419,,0.067,0.066,15.1998,2.72128227,,0.064,0.063,14.5089,2.674762254,,0.092,0.091,20.9573,3.042487034,,0.033,0.032,7.3696,1.997363431,,0.061,0.06,13.818,2.62597209,,0.07,0.069,15.8907,2.765734032,,0.06,0.059,13.5877,2.609164972,,0.068,0.067,15.4301,2.736320147,,0.052,0.051,11.7453,2.463453161,,0.05,0.049,11.2847,2.423447826,
268,0.001,0.098,0.097,22.3391,3.106338506,,0.08,0.079,18.1937,2.90107538,,0.095,0.094,21.6482,3.07492231,,0.066,0.065,14.9695,2.706014798,,0.064,0.063,14.5089,2.674762254,,0.091,0.09,20.727,3.031437198,,0.032,0.031,7.1393,1.965614732,,0.06,0.059,13.5877,2.609164972,,0.069,0.068,15.6604,2.751135233,,0.059,0.058,13.3574,2.592070538,,0.067,0.066,15.1998,2.72128227,,0.052,0.051,11.7453,2.463453161,,0.05,0.049,11.2847,2.423447826,
269,0.001,0.097,0.096,22.1088,3.095975719,,0.079,0.078,17.9634,2.888336355,,0.094,0.093,21.4179,3.064227021,,0.066,0.065,14.9695,2.706014798,,0.063,0.062,14.2786,2.658761913,,0.091,0.09,20.727,3.031437198,,0.032,0.031,7.1393,1.965614732,,0.06,0.059,13.5877,2.609164972,,0.068,0.067,15.4301,2.736320147,,0.058,0.057,13.1271,2.574678796,,0.067,0.066,15.1998,2.72128227,,0.051,0.05,11.515,2.443650533,,0.049,0.048,11.0544,2.402828539,
270,0.001,0.097,0.096,22.1088,3.095975719,,0.079,0.078,17.9634,2.888336355,,0.094,0.093,21.4179,3.064227021,,0.065,0.064,14.7392,2.690510611,,0.062,0.061,14.0483,2.642501392,,0.09,0.089,20.4967,3.020263898,,0.032,0.031,7.1393,1.965614732,,0.06,0.059,13.5877,2.609164972,,0.068,0.067,15.4301,2.736320147,,0.058,0.057,13.1271,2.574678796,,0.066,0.065,14.9695,2.706014798,,0.051,0.05,11.515,2.443650533,,0.049,0.048,11.0544,2.402828539,
271,0.001,0.096,0.095,21.8785,3.085504419,,0.078,0.077,17.7331,2.87543295,,0.093,0.092,21.1876,3.053416105,,0.065,0.064,14.7392,2.690510611,,0.062,0.061,14.0483,2.642501392,,0.089,0.088,20.2664,3.008964342,,0.032,0.031,7.1393,1.965614732,,0.059,0.058,13.3574,2.592070538,,0.067,0.066,15.1998,2.72128227,,0.057,0.056,12.8968,2.556979219,,0.065,0.064,14.7392,2.690510611,,0.051,0.05,11.515,2.443650533,,0.048,0.047,10.8241,2.38177513,
272,0.001,0.095,0.094,21.6482,3.07492231,,0.077,0.076,17.5028,2.862360868,,0.092,0.091,20.9573,3.042487034,,0.064,0.063,14.5089,2.674762254,,0.061,0.06,13.818,2.62597209,,0.088,0.087,20.0361,2.997535646,,0.031,0.03,6.909,1.93282491,,0.059,0.058,13.3574,2.592070538,,0.066,0.065,14.9695,2.706014798,,0.057,0.056,12.8968,2.556979219,,0.065,0.064,14.7392,2.690510611,,0.05,0.049,11.2847,2.423447826,,0.048,0.047,10.8241,2.38177513,
273,0.001,0.094,0.093,21.4179,3.064227021,,0.077,0.076,17.5028,2.862360868,,0.092,0.091,20.9573,3.042487034,,0.064,0.063,14.5089,2.674762254,,0.06,0.059,13.5877,2.609164972,,0.087,0.086,19.8058,2.985974824,,0.031,0.03,6.909,1.93282491,,0.058,0.057,13.1271,2.574678796,,0.066,0.065,14.9695,2.706014798,,0.056,0.055,12.6665,2.538960713,,0.064,0.063,14.5089,2.674762254,,0.049,0.048,11.0544,2.402828539,,0.047,0.046,10.5938,2.360268924,
274,0.001,0.093,0.092,21.1876,3.053416105,,0.076,0.075,17.2725,2.849115641,,0.091,0.09,20.727,3.031437198,,0.063,0.062,14.2786,2.658761913,,0.06,0.059,13.5877,2.609164972,,0.086,0.085,19.5755,2.974278784,,0.031,0.03,6.909,1.93282491,,0.058,0.057,13.1271,2.574678796,,0.065,0.064,14.7392,2.690510611,,0.055,0.054,12.4362,2.520611574,,0.063,0.062,14.2786,2.658761913,,0.049,0.048,11.0544,2.402828539,,0.047,0.046,10.5938,2.360268924,
275,0.001,0.092,0.091,20.9573,3.042487034,,0.076,0.075,17.2725,2.849115641,,0.09,0.089,20.4967,3.020263898,,0.063,0.062,14.2786,2.658761913,,0.059,0.058,13.3574,2.592070538,,0.085,0.084,19.3452,2.962444327,,0.03,0.029,6.6787,1.898923358,,0.057,0.056,12.8968,2.556979219,,0.064,0.063,14.5089,2.674762254,,0.054,0.053,12.2059,2.501919441,,0.062,0.061,14.0483,2.642501392,,0.048,0.047,10.8241,2.38177513,,0.046,0.045,10.3635,2.338290018,
276,0.001,0.091,0.09,20.727,3.031437198,,0.075,0.074,17.0422,2.835692621,,0.09,0.089,20.4967,3.020263898,,0.063,0.062,14.2786,2.658761913,,0.059,0.058,13.3574,2.592070538,,0.085,0.084,19.3452,2.962444327,,0.03,0.029,6.6787,1.898923358,,0.057,0.056,12.8968,2.556979219,,0.064,0.063,14.5089,2.674762254,,0.054,0.053,12.2059,2.501919441,,0.062,0.061,14.0483,2.642501392,,0.048,0.047,10.8241,2.38177513,,0.046,0.045,10.3635,2.338290018,
277,0.001,0.09,0.089,20.4967,3.020263898,,0.074,0.073,16.8119,2.822086969,,0.089,0.088,20.2664,3.008964342,,0.062,0.061,14.0483,2.642501392,,0.058,0.057,13.1271,2.574678796,,0.083,0.082,18.8846,2.938346775,,0.03,0.029,6.6787,1.898923358,,0.056,0.055,12.6665,2.538960713,,0.063,0.062,14.2786,2.658761913,,0.053,0.052,11.9756,2.482871246,,0.061,0.06,13.818,2.62597209,,0.047,0.046,10.5938,2.360268924,,0.045,0.044,10.1332,2.315817162,
278,0.001,0.089,0.088,20.2664,3.008964342,,0.074,0.073,16.8119,2.822086969,,0.088,0.087,20.0361,2.997535646,,0.061,0.06,13.818,2.62597209,,0.057,0.056,12.8968,2.556979219,,0.083,0.082,18.8846,2.938346775,,0.029,0.028,6.4484,1.863832038,,0.056,0.055,12.6665,2.538960713,,0.062,0.061,14.0483,2.642501392,,0.052,0.051,11.7453,2.463453161,,0.06,0.059,13.5877,2.609164972,,0.047,0.046,10.5938,2.360268924,,0.045,0.044,10.1332,2.315817162,
