,Blank,F19Aug19_Surf_R1,A(CDOM),a(CDOM),ln(a),Sr,F27Jun19_100_R2,A(CDOM),a(CDOM),ln(a),Sr,F19Aug19_9m_R1,A(CDOM),a(CDOM),ln(a),Sr,F19Aug19_5m_R2,A(CDOM),a(CDOM),ln(a),Sr,F27Jun19_30_R1,A(CDOM),a(CDOM),ln(a),Sr,F27Jun19_200_R2,A(CDOM),a(CDOM),ln(a),Sr,F27Jun19_20_R1,A(CDOM),a(CDOM),ln(a),Sr,F27Jun19_45_R2,A(CDOM),a(CDOM),ln(a),Sr
507,-0.001,0.014,0.015,3.4545,1.239677729,,0.007,0.008,1.8424,0.61106907,,0.011,0.012,2.7636,1.016534178,,0.022,0.023,5.2969,1.667121744,,0.004,0.005,1.1515,0.14106544,,0.008,0.009,2.0727,0.728852105,,0.003,0.004,0.9212,-0.082078111,,0.002,0.003,0.6909,-0.369760183,
508,-0.001,0.014,0.015,3.4545,1.239677729,,0.007,0.008,1.8424,0.61106907,,0.011,0.012,2.7636,1.016534178,,0.022,0.023,5.2969,1.667121744,,0.004,0.005,1.1515,0.14106544,,0.008,0.009,2.0727,0.728852105,,0.003,0.004,0.9212,-0.082078111,,0.002,0.003,0.6909,-0.369760183,
509,-0.001,0.014,0.015,3.4545,1.239677729,,0.007,0.008,1.8424,0.61106907,,0.011,0.012,2.7636,1.016534178,,0.022,0.023,5.2969,1.667121744,,0.004,0.005,1.1515,0.14106544,,0.008,0.009,2.0727,0.728852105,,0.003,0.004,0.9212,-0.082078111,,0.002,0.003,0.6909,-0.369760183,
510,-0.001,0.014,0.015,3.4545,1.239677729,,0.007,0.008,1.8424,0.61106907,,0.011,0.012,2.7636,1.016534178,,0.022,0.023,5.2969,1.667121744,,0.004,0.005,1.1515,0.14106544,,0.008,0.009,2.0727,0.728852105,,0.003,0.004,0.9212,-0.082078111,,0.002,0.003,0.6909,-0.369760183,
511,-0.001,0.013,0.014,3.2242,1.170684857,,0.007,0.008,1.8424,0.61106907,,0.011,0.012,2.7636,1.016534178,,0.022,0.023,5.2969,1.667121744,,0.004,0.005,1.1515,0.14106544,,0.007,0.008,1.8424,0.61106907,,0.003,0.004,0.9212,-0.082078111,,0.002,0.003,0.6909,-0.369760183,
512,-0.001,0.013,0.014,3.2242,1.170684857,,0.007,0.008,1.8424,0.61106907,,0.011,0.012,2.7636,1.016534178,,0.022,0.023,5.2969,1.667121744,,0.004,0.005,1.1515,0.14106544,,0.007,0.008,1.8424,0.61106907,,0.003,0.004,0.9212,-0.082078111,,0.002,0.003,0.6909,-0.369760183,
513,-0.001,0.013,0.014,3.2242,1.170684857,,0.007,0.008,1.8424,0.61106907,,0.01,0.011,2.5333,0.929522801,,0.022,0.023,5.2969,1.667121744,,0.004,0.005,1.1515,0.14106544,,0.007,0.008,1.8424,0.61106907,,0.003,0.004,0.9212,-0.082078111,,0.002,0.003,0.6909,-0.369760183,
514,-0.001,0.013,0.014,3.2242,1.170684857,,0.007,0.008,1.8424,0.61106907,,0.011,0.012,2.7636,1.016534178,,0.022,0.023,5.2969,1.667121744,,0.004,0.005,1.1515,0.14106544,,0.007,0.008,1.8424,0.61106907,,0.003,0.004,0.9212,-0.082078111,,0.002,0.003,0.6909,-0.369760183,
515,-0.001,0.013,0.014,3.2242,1.170684857,,0.007,0.008,1.8424,0.61106907,,0.01,0.011,2.5333,0.929522801,,0.022,0.023,5.2969,1.667121744,,0.004,0.005,1.1515,0.14106544,,0.007,0.008,1.8424,0.61106907,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,
516,-0.001,0.013,0.014,3.2242,1.170684857,,0.006,0.007,1.6121,0.477537677,,0.01,0.011,2.5333,0.929522801,,0.021,0.022,5.0666,1.622669981,,0.004,0.005,1.1515,0.14106544,,0.007,0.008,1.8424,0.61106907,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,
517,-0.001,0.013,0.014,3.2242,1.170684857,,0.006,0.007,1.6121,0.477537677,,0.01,0.011,2.5333,0.929522801,,0.021,0.022,5.0666,1.622669981,,0.004,0.005,1.1515,0.14106544,,0.007,0.008,1.8424,0.61106907,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,
518,-0.001,0.013,0.014,3.2242,1.170684857,,0.007,0.008,1.8424,0.61106907,,0.01,0.011,2.5333,0.929522801,,0.021,0.022,5.0666,1.622669981,,0.004,0.005,1.1515,0.14106544,,0.007,0.008,1.8424,0.61106907,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,
519,-0.001,0.013,0.014,3.2242,1.170684857,,0.006,0.007,1.6121,0.477537677,,0.01,0.011,2.5333,0.929522801,,0.021,0.022,5.0666,1.622669981,,0.004,0.005,1.1515,0.14106544,,0.007,0.008,1.8424,0.61106907,,0.002,0.003,0.6909,-0.369760183,,0.001,0.002,0.4606,-0.775225292,
520,-0.001,0.013,0.014,3.2242,1.170684857,,0.006,0.007,1.6121,0.477537677,,0.01,0.011,2.5333,0.929522801,,0.021,0.022,5.0666,1.622669981,,0.004,0.005,1.1515,0.14106544,,0.007,0.008,1.8424,0.61106907,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,
521,0,0.013,0.013,2.9939,1.096576885,,0.006,0.006,1.3818,0.323386997,,0.01,0.01,2.303,0.834212621,,0.021,0.021,4.8363,1.576149966,,0.004,0.004,0.9212,-0.082078111,,0.007,0.007,1.6121,0.477537677,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,
522,-0.001,0.013,0.014,3.2242,1.170684857,,0.006,0.007,1.6121,0.477537677,,0.01,0.011,2.5333,0.929522801,,0.021,0.022,5.0666,1.622669981,,0.004,0.005,1.1515,0.14106544,,0.007,0.008,1.8424,0.61106907,,0.002,0.003,0.6909,-0.369760183,,0.001,0.002,0.4606,-0.775225292,
523,-0.001,0.013,0.014,3.2242,1.170684857,,0.006,0.007,1.6121,0.477537677,,0.01,0.011,2.5333,0.929522801,,0.021,0.022,5.0666,1.622669981,,0.004,0.005,1.1515,0.14106544,,0.007,0.008,1.8424,0.61106907,,0.002,0.003,0.6909,-0.369760183,,0.001,0.002,0.4606,-0.775225292,
524,-0.001,0.013,0.014,3.2242,1.170684857,,0.006,0.007,1.6121,0.477537677,,0.01,0.011,2.5333,0.929522801,,0.021,0.022,5.0666,1.622669981,,0.004,0.005,1.1515,0.14106544,,0.007,0.008,1.8424,0.61106907,,0.002,0.003,0.6909,-0.369760183,,0.001,0.002,0.4606,-0.775225292,
525,-0.001,0.013,0.014,3.2242,1.170684857,,0.006,0.007,1.6121,0.477537677,,0.01,0.011,2.5333,0.929522801,,0.021,0.022,5.0666,1.622669981,,0.004,0.005,1.1515,0.14106544,,0.007,0.008,1.8424,0.61106907,,0.002,0.003,0.6909,-0.369760183,,0.001,0.002,0.4606,-0.775225292,
526,-0.001,0.013,0.014,3.2242,1.170684857,,0.006,0.007,1.6121,0.477537677,,0.01,0.011,2.5333,0.929522801,,0.021,0.022,5.0666,1.622669981,,0.004,0.005,1.1515,0.14106544,,0.007,0.008,1.8424,0.61106907,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,
527,-0.001,0.013,0.014,3.2242,1.170684857,,0.006,0.007,1.6121,0.477537677,,0.01,0.011,2.5333,0.929522801,,0.021,0.022,5.0666,1.622669981,,0.004,0.005,1.1515,0.14106544,,0.007,0.008,1.8424,0.61106907,,0.002,0.003,0.6909,-0.369760183,,0.001,0.002,0.4606,-0.775225292,
528,-0.001,0.012,0.013,2.9939,1.096576885,,0.006,0.007,1.6121,0.477537677,,0.01,0.011,2.5333,0.929522801,,0.02,0.021,4.8363,1.576149966,,0.004,0.005,1.1515,0.14106544,,0.007,0.008,1.8424,0.61106907,,0.002,0.003,0.6909,-0.369760183,,0.001,0.002,0.4606,-0.775225292,
529,-0.001,0.012,0.013,2.9939,1.096576885,,0.006,0.007,1.6121,0.477537677,,0.01,0.011,2.5333,0.929522801,,0.02,0.021,4.8363,1.576149966,,0.004,0.005,1.1515,0.14106544,,0.007,0.008,1.8424,0.61106907,,0.002,0.003,0.6909,-0.369760183,,0.001,0.002,0.4606,-0.775225292,
530,0,0.013,0.013,2.9939,1.096576885,,0.006,0.006,1.3818,0.323386997,,0.01,0.01,2.303,0.834212621,,0.02,0.02,4.606,1.527359801,,0.004,0.004,0.9212,-0.082078111,,0.007,0.007,1.6121,0.477537677,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,
531,-0.001,0.012,0.013,2.9939,1.096576885,,0.006,0.007,1.6121,0.477537677,,0.01,0.011,2.5333,0.929522801,,0.02,0.021,4.8363,1.576149966,,0.004,0.005,1.1515,0.14106544,,0.007,0.008,1.8424,0.61106907,,0.002,0.003,0.6909,-0.369760183,,0.001,0.002,0.4606,-0.775225292,
532,-0.001,0.012,0.013,2.9939,1.096576885,,0.006,0.007,1.6121,0.477537677,,0.01,0.011,2.5333,0.929522801,,0.02,0.021,4.8363,1.576149966,,0.004,0.005,1.1515,0.14106544,,0.007,0.008,1.8424,0.61106907,,0.002,0.003,0.6909,-0.369760183,,0.001,0.002,0.4606,-0.775225292,
533,-0.001,0.012,0.013,2.9939,1.096576885,,0.006,0.007,1.6121,0.477537677,,0.01,0.011,2.5333,0.929522801,,0.02,0.021,4.8363,1.576149966,,0.004,0.005,1.1515,0.14106544,,0.007,0.008,1.8424,0.61106907,,0.002,0.003,0.6909,-0.369760183,,0.001,0.002,0.4606,-0.775225292,
534,-0.001,0.012,0.013,2.9939,1.096576885,,0.006,0.007,1.6121,0.477537677,,0.01,0.011,2.5333,0.929522801,,0.02,0.021,4.8363,1.576149966,,0.004,0.005,1.1515,0.14106544,,0.007,0.008,1.8424,0.61106907,,0.002,0.003,0.6909,-0.369760183,,0.001,0.002,0.4606,-0.775225292,
535,0,0.013,0.013,2.9939,1.096576885,,0.006,0.006,1.3818,0.323386997,,0.01,0.01,2.303,0.834212621,,0.02,0.02,4.606,1.527359801,,0.004,0.004,0.9212,-0.082078111,,0.007,0.007,1.6121,0.477537677,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,
536,0,0.013,0.013,2.9939,1.096576885,,0.007,0.007,1.6121,0.477537677,,0.011,0.011,2.5333,0.929522801,,0.021,0.021,4.8363,1.576149966,,0.005,0.005,1.1515,0.14106544,,0.008,0.008,1.8424,0.61106907,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,
537,0,0.012,0.012,2.7636,1.016534178,,0.006,0.006,1.3818,0.323386997,,0.01,0.01,2.303,0.834212621,,0.02,0.02,4.606,1.527359801,,0.004,0.004,0.9212,-0.082078111,,0.007,0.007,1.6121,0.477537677,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,
538,-0.001,0.012,0.013,2.9939,1.096576885,,0.006,0.007,1.6121,0.477537677,,0.01,0.011,2.5333,0.929522801,,0.02,0.021,4.8363,1.576149966,,0.004,0.005,1.1515,0.14106544,,0.007,0.008,1.8424,0.61106907,,0.002,0.003,0.6909,-0.369760183,,0.001,0.002,0.4606,-0.775225292,
539,-0.001,0.012,0.013,2.9939,1.096576885,,0.006,0.007,1.6121,0.477537677,,0.01,0.011,2.5333,0.929522801,,0.02,0.021,4.8363,1.576149966,,0.004,0.005,1.1515,0.14106544,,0.007,0.008,1.8424,0.61106907,,0.002,0.003,0.6909,-0.369760183,,0.001,0.002,0.4606,-0.775225292,
540,-0.001,0.012,0.013,2.9939,1.096576885,,0.006,0.007,1.6121,0.477537677,,0.01,0.011,2.5333,0.929522801,,0.019,0.02,4.606,1.527359801,,0.004,0.005,1.1515,0.14106544,,0.007,0.008,1.8424,0.61106907,,0.002,0.003,0.6909,-0.369760183,,0.001,0.002,0.4606,-0.775225292,
541,-0.001,0.012,0.013,2.9939,1.096576885,,0.006,0.007,1.6121,0.477537677,,0.01,0.011,2.5333,0.929522801,,0.019,0.02,4.606,1.527359801,,0.004,0.005,1.1515,0.14106544,,0.007,0.008,1.8424,0.61106907,,0.002,0.003,0.6909,-0.369760183,,0.001,0.002,0.4606,-0.775225292,
542,-0.001,0.012,0.013,2.9939,1.096576885,,0.006,0.007,1.6121,0.477537677,,0.01,0.011,2.5333,0.929522801,,0.019,0.02,4.606,1.527359801,,0.004,0.005,1.1515,0.14106544,,0.007,0.008,1.8424,0.61106907,,0.002,0.003,0.6909,-0.369760183,,0.001,0.002,0.4606,-0.775225292,
543,-0.001,0.012,0.013,2.9939,1.096576885,,0.006,0.007,1.6121,0.477537677,,0.01,0.011,2.5333,0.929522801,,0.019,0.02,4.606,1.527359801,,0.004,0.005,1.1515,0.14106544,,0.007,0.008,1.8424,0.61106907,,0.002,0.003,0.6909,-0.369760183,,0.001,0.002,0.4606,-0.775225292,
544,0,0.012,0.012,2.7636,1.016534178,,0.006,0.006,1.3818,0.323386997,,0.01,0.01,2.303,0.834212621,,0.019,0.019,4.3757,1.476066507,,0.004,0.004,0.9212,-0.082078111,,0.007,0.007,1.6121,0.477537677,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,
545,0,0.012,0.012,2.7636,1.016534178,,0.006,0.006,1.3818,0.323386997,,0.01,0.01,2.303,0.834212621,,0.019,0.019,4.3757,1.476066507,,0.004,0.004,0.9212,-0.082078111,,0.007,0.007,1.6121,0.477537677,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,
546,-0.001,0.012,0.013,2.9939,1.096576885,,0.006,0.007,1.6121,0.477537677,,0.01,0.011,2.5333,0.929522801,,0.019,0.02,4.606,1.527359801,,0.004,0.005,1.1515,0.14106544,,0.007,0.008,1.8424,0.61106907,,0.002,0.003,0.6909,-0.369760183,,0.001,0.002,0.4606,-0.775225292,
547,-0.001,0.012,0.013,2.9939,1.096576885,,0.006,0.007,1.6121,0.477537677,,0.01,0.011,2.5333,0.929522801,,0.019,0.02,4.606,1.527359801,,0.004,0.005,1.1515,0.14106544,,0.006,0.007,1.6121,0.477537677,,0.002,0.003,0.6909,-0.369760183,,0.001,0.002,0.4606,-0.775225292,
548,0,0.012,0.012,2.7636,1.016534178,,0.006,0.006,1.3818,0.323386997,,0.01,0.01,2.303,0.834212621,,0.019,0.019,4.3757,1.476066507,,0.004,0.004,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,
549,-0.001,0.012,0.013,2.9939,1.096576885,,0.006,0.007,1.6121,0.477537677,,0.01,0.011,2.5333,0.929522801,,0.019,0.02,4.606,1.527359801,,0.004,0.005,1.1515,0.14106544,,0.006,0.007,1.6121,0.477537677,,0.002,0.003,0.6909,-0.369760183,,0.001,0.002,0.4606,-0.775225292,
550,-0.001,0.012,0.013,2.9939,1.096576885,,0.006,0.007,1.6121,0.477537677,,0.01,0.011,2.5333,0.929522801,,0.019,0.02,4.606,1.527359801,,0.004,0.005,1.1515,0.14106544,,0.006,0.007,1.6121,0.477537677,,0.002,0.003,0.6909,-0.369760183,,0.001,0.002,0.4606,-0.775225292,
551,-0.001,0.012,0.013,2.9939,1.096576885,,0.006,0.007,1.6121,0.477537677,,0.01,0.011,2.5333,0.929522801,,0.019,0.02,4.606,1.527359801,,0.004,0.005,1.1515,0.14106544,,0.006,0.007,1.6121,0.477537677,,0.002,0.003,0.6909,-0.369760183,,0.001,0.002,0.4606,-0.775225292,
552,0,0.012,0.012,2.7636,1.016534178,,0.006,0.006,1.3818,0.323386997,,0.01,0.01,2.303,0.834212621,,0.019,0.019,4.3757,1.476066507,,0.004,0.004,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,
553,0,0.012,0.012,2.7636,1.016534178,,0.006,0.006,1.3818,0.323386997,,0.01,0.01,2.303,0.834212621,,0.019,0.019,4.3757,1.476066507,,0.004,0.004,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,
554,-0.001,0.011,0.012,2.7636,1.016534178,,0.006,0.007,1.6121,0.477537677,,0.01,0.011,2.5333,0.929522801,,0.019,0.02,4.606,1.527359801,,0.004,0.005,1.1515,0.14106544,,0.006,0.007,1.6121,0.477537677,,0.002,0.003,0.6909,-0.369760183,,0.001,0.002,0.4606,-0.775225292,
555,-0.001,0.011,0.012,2.7636,1.016534178,,0.006,0.007,1.6121,0.477537677,,0.01,0.011,2.5333,0.929522801,,0.019,0.02,4.606,1.527359801,,0.004,0.005,1.1515,0.14106544,,0.006,0.007,1.6121,0.477537677,,0.002,0.003,0.6909,-0.369760183,,0.001,0.002,0.4606,-0.775225292,
556,-0.001,0.011,0.012,2.7636,1.016534178,,0.006,0.007,1.6121,0.477537677,,0.01,0.011,2.5333,0.929522801,,0.018,0.019,4.3757,1.476066507,,0.004,0.005,1.1515,0.14106544,,0.006,0.007,1.6121,0.477537677,,0.002,0.003,0.6909,-0.369760183,,0.001,0.002,0.4606,-0.775225292,
557,-0.001,0.011,0.012,2.7636,1.016534178,,0.006,0.007,1.6121,0.477537677,,0.01,0.011,2.5333,0.929522801,,0.018,0.019,4.3757,1.476066507,,0.004,0.005,1.1515,0.14106544,,0.006,0.007,1.6121,0.477537677,,0.002,0.003,0.6909,-0.369760183,,0.001,0.002,0.4606,-0.775225292,
558,-0.001,0.011,0.012,2.7636,1.016534178,,0.006,0.007,1.6121,0.477537677,,0.01,0.011,2.5333,0.929522801,,0.018,0.019,4.3757,1.476066507,,0.004,0.005,1.1515,0.14106544,,0.006,0.007,1.6121,0.477537677,,0.002,0.003,0.6909,-0.369760183,,0.001,0.002,0.4606,-0.775225292,
559,-0.001,0.011,0.012,2.7636,1.016534178,,0.006,0.007,1.6121,0.477537677,,0.009,0.01,2.303,0.834212621,,0.018,0.019,4.3757,1.476066507,,0.003,0.004,0.9212,-0.082078111,,0.006,0.007,1.6121,0.477537677,,0.002,0.003,0.6909,-0.369760183,,0.001,0.002,0.4606,-0.775225292,
560,-0.001,0.011,0.012,2.7636,1.016534178,,0.005,0.006,1.3818,0.323386997,,0.009,0.01,2.303,0.834212621,,0.018,0.019,4.3757,1.476066507,,0.003,0.004,0.9212,-0.082078111,,0.006,0.007,1.6121,0.477537677,,0.002,0.003,0.6909,-0.369760183,,0.001,0.002,0.4606,-0.775225292,
561,0,0.011,0.011,2.5333,0.929522801,,0.005,0.005,1.1515,0.14106544,,0.009,0.009,2.0727,0.728852105,,0.018,0.018,4.1454,1.421999286,,0.004,0.004,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,
562,-0.001,0.011,0.012,2.7636,1.016534178,,0.005,0.006,1.3818,0.323386997,,0.009,0.01,2.303,0.834212621,,0.018,0.019,4.3757,1.476066507,,0.003,0.004,0.9212,-0.082078111,,0.006,0.007,1.6121,0.477537677,,0.002,0.003,0.6909,-0.369760183,,0.001,0.002,0.4606,-0.775225292,
563,-0.001,0.011,0.012,2.7636,1.016534178,,0.005,0.006,1.3818,0.323386997,,0.009,0.01,2.303,0.834212621,,0.018,0.019,4.3757,1.476066507,,0.003,0.004,0.9212,-0.082078111,,0.006,0.007,1.6121,0.477537677,,0.002,0.003,0.6909,-0.369760183,,0.001,0.002,0.4606,-0.775225292,
564,-0.001,0.011,0.012,2.7636,1.016534178,,0.005,0.006,1.3818,0.323386997,,0.009,0.01,2.303,0.834212621,,0.018,0.019,4.3757,1.476066507,,0.003,0.004,0.9212,-0.082078111,,0.006,0.007,1.6121,0.477537677,,0.002,0.003,0.6909,-0.369760183,,0.001,0.002,0.4606,-0.775225292,
565,0,0.011,0.011,2.5333,0.929522801,,0.006,0.006,1.3818,0.323386997,,0.009,0.009,2.0727,0.728852105,,0.018,0.018,4.1454,1.421999286,,0.004,0.004,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,
566,0,0.011,0.011,2.5333,0.929522801,,0.005,0.005,1.1515,0.14106544,,0.009,0.009,2.0727,0.728852105,,0.018,0.018,4.1454,1.421999286,,0.004,0.004,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,
567,0,0.011,0.011,2.5333,0.929522801,,0.005,0.005,1.1515,0.14106544,,0.009,0.009,2.0727,0.728852105,,0.018,0.018,4.1454,1.421999286,,0.004,0.004,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,
568,-0.001,0.011,0.012,2.7636,1.016534178,,0.005,0.006,1.3818,0.323386997,,0.009,0.01,2.303,0.834212621,,0.018,0.019,4.3757,1.476066507,,0.003,0.004,0.9212,-0.082078111,,0.006,0.007,1.6121,0.477537677,,0.001,0.002,0.4606,-0.775225292,,0.001,0.002,0.4606,-0.775225292,
569,-0.001,0.011,0.012,2.7636,1.016534178,,0.005,0.006,1.3818,0.323386997,,0.009,0.01,2.303,0.834212621,,0.018,0.019,4.3757,1.476066507,,0.003,0.004,0.9212,-0.082078111,,0.006,0.007,1.6121,0.477537677,,0.001,0.002,0.4606,-0.775225292,,0.001,0.002,0.4606,-0.775225292,
570,0,0.011,0.011,2.5333,0.929522801,,0.005,0.005,1.1515,0.14106544,,0.009,0.009,2.0727,0.728852105,,0.018,0.018,4.1454,1.421999286,,0.003,0.003,0.6909,-0.369760183,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,
571,0,0.011,0.011,2.5333,0.929522801,,0.005,0.005,1.1515,0.14106544,,0.009,0.009,2.0727,0.728852105,,0.018,0.018,4.1454,1.421999286,,0.004,0.004,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,
572,0,0.011,0.011,2.5333,0.929522801,,0.005,0.005,1.1515,0.14106544,,0.009,0.009,2.0727,0.728852105,,0.018,0.018,4.1454,1.421999286,,0.003,0.003,0.6909,-0.369760183,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,
573,0,0.011,0.011,2.5333,0.929522801,,0.005,0.005,1.1515,0.14106544,,0.009,0.009,2.0727,0.728852105,,0.018,0.018,4.1454,1.421999286,,0.003,0.003,0.6909,-0.369760183,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,
574,-0.001,0.011,0.012,2.7636,1.016534178,,0.005,0.006,1.3818,0.323386997,,0.009,0.01,2.303,0.834212621,,0.018,0.019,4.3757,1.476066507,,0.003,0.004,0.9212,-0.082078111,,0.006,0.007,1.6121,0.477537677,,0.001,0.002,0.4606,-0.775225292,,0.001,0.002,0.4606,-0.775225292,
575,0,0.011,0.011,2.5333,0.929522801,,0.005,0.005,1.1515,0.14106544,,0.009,0.009,2.0727,0.728852105,,0.018,0.018,4.1454,1.421999286,,0.003,0.003,0.6909,-0.369760183,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,
576,0,0.011,0.011,2.5333,0.929522801,,0.005,0.005,1.1515,0.14106544,,0.009,0.009,2.0727,0.728852105,,0.018,0.018,4.1454,1.421999286,,0.003,0.003,0.6909,-0.369760183,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,
577,0,0.011,0.011,2.5333,0.929522801,,0.005,0.005,1.1515,0.14106544,,0.009,0.009,2.0727,0.728852105,,0.018,0.018,4.1454,1.421999286,,0.003,0.003,0.6909,-0.369760183,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,
578,0,0.011,0.011,2.5333,0.929522801,,0.005,0.005,1.1515,0.14106544,,0.009,0.009,2.0727,0.728852105,,0.017,0.017,3.9151,1.364840872,,0.003,0.003,0.6909,-0.369760183,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,
579,-0.001,0.011,0.012,2.7636,1.016534178,,0.005,0.006,1.3818,0.323386997,,0.009,0.01,2.303,0.834212621,,0.018,0.019,4.3757,1.476066507,,0.003,0.004,0.9212,-0.082078111,,0.006,0.007,1.6121,0.477537677,,0.001,0.002,0.4606,-0.775225292,,0.001,0.002,0.4606,-0.775225292,
580,0,0.011,0.011,2.5333,0.929522801,,0.005,0.005,1.1515,0.14106544,,0.009,0.009,2.0727,0.728852105,,0.017,0.017,3.9151,1.364840872,,0.003,0.003,0.6909,-0.369760183,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,
581,0,0.011,0.011,2.5333,0.929522801,,0.005,0.005,1.1515,0.14106544,,0.009,0.009,2.0727,0.728852105,,0.017,0.017,3.9151,1.364840872,,0.003,0.003,0.6909,-0.369760183,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,
582,0,0.011,0.011,2.5333,0.929522801,,0.005,0.005,1.1515,0.14106544,,0.009,0.009,2.0727,0.728852105,,0.017,0.017,3.9151,1.364840872,,0.003,0.003,0.6909,-0.369760183,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,
583,0,0.01,0.01,2.303,0.834212621,,0.005,0.005,1.1515,0.14106544,,0.009,0.009,2.0727,0.728852105,,0.017,0.017,3.9151,1.364840872,,0.003,0.003,0.6909,-0.369760183,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,
584,-0.001,0.01,0.011,2.5333,0.929522801,,0.005,0.006,1.3818,0.323386997,,0.009,0.01,2.303,0.834212621,,0.017,0.018,4.1454,1.421999286,,0.003,0.004,0.9212,-0.082078111,,0.006,0.007,1.6121,0.477537677,,0.001,0.002,0.4606,-0.775225292,,0.001,0.002,0.4606,-0.775225292,
585,0,0.01,0.01,2.303,0.834212621,,0.005,0.005,1.1515,0.14106544,,0.009,0.009,2.0727,0.728852105,,0.017,0.017,3.9151,1.364840872,,0.003,0.003,0.6909,-0.369760183,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,
586,0,0.01,0.01,2.303,0.834212621,,0.005,0.005,1.1515,0.14106544,,0.009,0.009,2.0727,0.728852105,,0.017,0.017,3.9151,1.364840872,,0.003,0.003,0.6909,-0.369760183,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,
587,0,0.01,0.01,2.303,0.834212621,,0.005,0.005,1.1515,0.14106544,,0.009,0.009,2.0727,0.728852105,,0.017,0.017,3.9151,1.364840872,,0.003,0.003,0.6909,-0.369760183,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,
