,Blank,F19Aug19_Surf_R1,A(CDOM),a(CDOM),ln(a),Sr,F27Jun19_100_R2,A(CDOM),a(CDOM),ln(a),Sr,F19Aug19_9m_R1,A(CDOM),a(CDOM),ln(a),Sr,F19Aug19_5m_R2,A(CDOM),a(CDOM),ln(a),Sr,F27Jun19_30_R1,A(CDOM),a(CDOM),ln(a),Sr,F27Jun19_200_R2,A(CDOM),a(CDOM),ln(a),Sr,F27Jun19_20_R1,A(CDOM),a(CDOM),ln(a),Sr,F27Jun19_45_R2,A(CDOM),a(CDOM),ln(a),Sr
757,0,0.007,0.007,1.6121,0.477537677,,0.005,0.005,1.1515,0.14106544,,0.008,0.008,1.8424,0.61106907,,0.013,0.013,2.9939,1.096576885,,0.002,0.002,0.4606,-0.775225292,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
758,0,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.008,0.008,1.8424,0.61106907,,0.013,0.013,2.9939,1.096576885,,0.002,0.002,0.4606,-0.775225292,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
759,0,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.008,0.008,1.8424,0.61106907,,0.013,0.013,2.9939,1.096576885,,0.002,0.002,0.4606,-0.775225292,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,
760,0.001,0.009,0.008,1.8424,0.61106907,,0.006,0.005,1.1515,0.14106544,,0.009,0.008,1.8424,0.61106907,,0.014,0.013,2.9939,1.096576885,,0.003,0.002,0.4606,-0.775225292,,0.006,0.005,1.1515,0.14106544,,0.002,0.001,0.2303,-1.468372472,,0.001,0,0,#NUM!,
761,0,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.008,0.008,1.8424,0.61106907,,0.013,0.013,2.9939,1.096576885,,0.002,0.002,0.4606,-0.775225292,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
762,0,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.008,0.008,1.8424,0.61106907,,0.013,0.013,2.9939,1.096576885,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
763,0,0.007,0.007,1.6121,0.477537677,,0.005,0.005,1.1515,0.14106544,,0.008,0.008,1.8424,0.61106907,,0.013,0.013,2.9939,1.096576885,,0.002,0.002,0.4606,-0.775225292,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
764,0,0.007,0.007,1.6121,0.477537677,,0.005,0.005,1.1515,0.14106544,,0.008,0.008,1.8424,0.61106907,,0.013,0.013,2.9939,1.096576885,,0.002,0.002,0.4606,-0.775225292,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
765,0,0.007,0.007,1.6121,0.477537677,,0.005,0.005,1.1515,0.14106544,,0.008,0.008,1.8424,0.61106907,,0.013,0.013,2.9939,1.096576885,,0.002,0.002,0.4606,-0.775225292,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
766,0,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.008,0.008,1.8424,0.61106907,,0.013,0.013,2.9939,1.096576885,,0.002,0.002,0.4606,-0.775225292,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
767,0,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.008,0.008,1.8424,0.61106907,,0.013,0.013,2.9939,1.096576885,,0.002,0.002,0.4606,-0.775225292,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
768,0,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.008,0.008,1.8424,0.61106907,,0.013,0.013,2.9939,1.096576885,,0.002,0.002,0.4606,-0.775225292,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
769,0,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.008,0.008,1.8424,0.61106907,,0.013,0.013,2.9939,1.096576885,,0.002,0.002,0.4606,-0.775225292,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
770,0,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.008,0.008,1.8424,0.61106907,,0.013,0.013,2.9939,1.096576885,,0.002,0.002,0.4606,-0.775225292,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
771,0,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.008,0.008,1.8424,0.61106907,,0.013,0.013,2.9939,1.096576885,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
772,0,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.008,0.008,1.8424,0.61106907,,0.013,0.013,2.9939,1.096576885,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
773,0,0.007,0.007,1.6121,0.477537677,,0.005,0.005,1.1515,0.14106544,,0.008,0.008,1.8424,0.61106907,,0.013,0.013,2.9939,1.096576885,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
774,0,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.008,0.008,1.8424,0.61106907,,0.013,0.013,2.9939,1.096576885,,0.002,0.002,0.4606,-0.775225292,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
775,0,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.008,0.008,1.8424,0.61106907,,0.013,0.013,2.9939,1.096576885,,0.002,0.002,0.4606,-0.775225292,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
776,0,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.008,0.008,1.8424,0.61106907,,0.013,0.013,2.9939,1.096576885,,0.002,0.002,0.4606,-0.775225292,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
777,0,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.008,0.008,1.8424,0.61106907,,0.013,0.013,2.9939,1.096576885,,0.002,0.002,0.4606,-0.775225292,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
778,0,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.008,0.008,1.8424,0.61106907,,0.013,0.013,2.9939,1.096576885,,0.002,0.002,0.4606,-0.775225292,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
779,0,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.008,0.008,1.8424,0.61106907,,0.013,0.013,2.9939,1.096576885,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
780,0,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.008,0.008,1.8424,0.61106907,,0.013,0.013,2.9939,1.096576885,,0.002,0.002,0.4606,-0.775225292,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
781,0,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.008,0.008,1.8424,0.61106907,,0.013,0.013,2.9939,1.096576885,,0.002,0.002,0.4606,-0.775225292,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
782,0,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.008,0.008,1.8424,0.61106907,,0.013,0.013,2.9939,1.096576885,,0.002,0.002,0.4606,-0.775225292,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
783,0,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.008,0.008,1.8424,0.61106907,,0.013,0.013,2.9939,1.096576885,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
784,0,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.008,0.008,1.8424,0.61106907,,0.013,0.013,2.9939,1.096576885,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
785,0,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.008,0.008,1.8424,0.61106907,,0.012,0.012,2.7636,1.016534178,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
786,0,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.008,0.008,1.8424,0.61106907,,0.012,0.012,2.7636,1.016534178,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
787,0,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.008,0.008,1.8424,0.61106907,,0.013,0.013,2.9939,1.096576885,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
788,0,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.008,0.008,1.8424,0.61106907,,0.013,0.013,2.9939,1.096576885,,0.002,0.002,0.4606,-0.775225292,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
789,0,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.008,0.008,1.8424,0.61106907,,0.013,0.013,2.9939,1.096576885,,0.002,0.002,0.4606,-0.775225292,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
790,0,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.008,0.008,1.8424,0.61106907,,0.013,0.013,2.9939,1.096576885,,0.002,0.002,0.4606,-0.775225292,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
791,0,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.008,0.008,1.8424,0.61106907,,0.013,0.013,2.9939,1.096576885,,0.002,0.002,0.4606,-0.775225292,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
792,0,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.008,0.008,1.8424,0.61106907,,0.013,0.013,2.9939,1.096576885,,0.002,0.002,0.4606,-0.775225292,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
793,0,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.008,0.008,1.8424,0.61106907,,0.013,0.013,2.9939,1.096576885,,0.002,0.002,0.4606,-0.775225292,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
794,0,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.008,0.008,1.8424,0.61106907,,0.013,0.013,2.9939,1.096576885,,0.002,0.002,0.4606,-0.775225292,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
795,0,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.008,0.008,1.8424,0.61106907,,0.013,0.013,2.9939,1.096576885,,0.002,0.002,0.4606,-0.775225292,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
796,0,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.008,0.008,1.8424,0.61106907,,0.013,0.013,2.9939,1.096576885,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
797,0,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.008,0.008,1.8424,0.61106907,,0.012,0.012,2.7636,1.016534178,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
798,0,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.008,0.008,1.8424,0.61106907,,0.012,0.012,2.7636,1.016534178,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
799,0,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.008,0.008,1.8424,0.61106907,,0.013,0.013,2.9939,1.096576885,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
800,0,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.008,0.008,1.8424,0.61106907,,0.012,0.012,2.7636,1.016534178,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
801,0,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.008,0.008,1.8424,0.61106907,,0.013,0.013,2.9939,1.096576885,,0.002,0.002,0.4606,-0.775225292,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
802,0,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.008,0.008,1.8424,0.61106907,,0.013,0.013,2.9939,1.096576885,,0.002,0.002,0.4606,-0.775225292,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
803,0,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.008,0.008,1.8424,0.61106907,,0.012,0.012,2.7636,1.016534178,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
804,0,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.008,0.008,1.8424,0.61106907,,0.012,0.012,2.7636,1.016534178,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
805,0,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.008,0.008,1.8424,0.61106907,,0.012,0.012,2.7636,1.016534178,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
806,0,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.008,0.008,1.8424,0.61106907,,0.012,0.012,2.7636,1.016534178,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
807,0,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.008,0.008,1.8424,0.61106907,,0.012,0.012,2.7636,1.016534178,,0.002,0.002,0.4606,-0.775225292,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
808,0,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.008,0.008,1.8424,0.61106907,,0.012,0.012,2.7636,1.016534178,,0.002,0.002,0.4606,-0.775225292,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
809,0,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.008,0.008,1.8424,0.61106907,,0.012,0.012,2.7636,1.016534178,,0.002,0.002,0.4606,-0.775225292,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
810,0,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.008,0.008,1.8424,0.61106907,,0.012,0.012,2.7636,1.016534178,,0.002,0.002,0.4606,-0.775225292,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
811,0,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.008,0.008,1.8424,0.61106907,,0.012,0.012,2.7636,1.016534178,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
812,0,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.008,0.008,1.8424,0.61106907,,0.012,0.012,2.7636,1.016534178,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
813,0,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.008,0.008,1.8424,0.61106907,,0.012,0.012,2.7636,1.016534178,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
814,0,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.008,0.008,1.8424,0.61106907,,0.012,0.012,2.7636,1.016534178,,0.002,0.002,0.4606,-0.775225292,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
815,0,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.008,0.008,1.8424,0.61106907,,0.012,0.012,2.7636,1.016534178,,0.002,0.002,0.4606,-0.775225292,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
816,0,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.008,0.008,1.8424,0.61106907,,0.012,0.012,2.7636,1.016534178,,0.002,0.002,0.4606,-0.775225292,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
817,0,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.008,0.008,1.8424,0.61106907,,0.012,0.012,2.7636,1.016534178,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
818,0,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.008,0.008,1.8424,0.61106907,,0.012,0.012,2.7636,1.016534178,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
819,0,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.008,0.008,1.8424,0.61106907,,0.012,0.012,2.7636,1.016534178,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
820,0,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.008,0.008,1.8424,0.61106907,,0.012,0.012,2.7636,1.016534178,,0.002,0.002,0.4606,-0.775225292,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
821,0,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.008,0.008,1.8424,0.61106907,,0.012,0.012,2.7636,1.016534178,,0.002,0.002,0.4606,-0.775225292,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
822,0,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.008,0.008,1.8424,0.61106907,,0.012,0.012,2.7636,1.016534178,,0.002,0.002,0.4606,-0.775225292,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
823,0,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.008,0.008,1.8424,0.61106907,,0.012,0.012,2.7636,1.016534178,,0.002,0.002,0.4606,-0.775225292,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
824,0,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.008,0.008,1.8424,0.61106907,,0.012,0.012,2.7636,1.016534178,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
825,0,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.008,0.008,1.8424,0.61106907,,0.012,0.012,2.7636,1.016534178,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
826,0,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.008,0.008,1.8424,0.61106907,,0.012,0.012,2.7636,1.016534178,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
827,0,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.008,0.008,1.8424,0.61106907,,0.012,0.012,2.7636,1.016534178,,0.002,0.002,0.4606,-0.775225292,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
828,0,0.007,0.007,1.6121,0.477537677,,0.005,0.005,1.1515,0.14106544,,0.008,0.008,1.8424,0.61106907,,0.012,0.012,2.7636,1.016534178,,0.002,0.002,0.4606,-0.775225292,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
829,0,0.007,0.007,1.6121,0.477537677,,0.005,0.005,1.1515,0.14106544,,0.008,0.008,1.8424,0.61106907,,0.012,0.012,2.7636,1.016534178,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
830,0,0.007,0.007,1.6121,0.477537677,,0.005,0.005,1.1515,0.14106544,,0.008,0.008,1.8424,0.61106907,,0.012,0.012,2.7636,1.016534178,,0.002,0.002,0.4606,-0.775225292,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
831,0,0.007,0.007,1.6121,0.477537677,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.012,0.012,2.7636,1.016534178,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
832,0,0.007,0.007,1.6121,0.477537677,,0.004,0.004,0.9212,-0.082078111,,0.007,0.007,1.6121,0.477537677,,0.012,0.012,2.7636,1.016534178,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
833,0,0.007,0.007,1.6121,0.477537677,,0.004,0.004,0.9212,-0.082078111,,0.007,0.007,1.6121,0.477537677,,0.012,0.012,2.7636,1.016534178,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
834,0,0.007,0.007,1.6121,0.477537677,,0.004,0.004,0.9212,-0.082078111,,0.008,0.008,1.8424,0.61106907,,0.012,0.012,2.7636,1.016534178,,0.002,0.002,0.4606,-0.775225292,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
835,0,0.007,0.007,1.6121,0.477537677,,0.004,0.004,0.9212,-0.082078111,,0.008,0.008,1.8424,0.61106907,,0.012,0.012,2.7636,1.016534178,,0.002,0.002,0.4606,-0.775225292,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
836,0,0.007,0.007,1.6121,0.477537677,,0.004,0.004,0.9212,-0.082078111,,0.008,0.008,1.8424,0.61106907,,0.012,0.012,2.7636,1.016534178,,0.002,0.002,0.4606,-0.775225292,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
837,0,0.007,0.007,1.6121,0.477537677,,0.004,0.004,0.9212,-0.082078111,,0.008,0.008,1.8424,0.61106907,,0.012,0.012,2.7636,1.016534178,,0.002,0.002,0.4606,-0.775225292,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
838,0,0.007,0.007,1.6121,0.477537677,,0.004,0.004,0.9212,-0.082078111,,0.008,0.008,1.8424,0.61106907,,0.012,0.012,2.7636,1.016534178,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
839,0,0.007,0.007,1.6121,0.477537677,,0.004,0.004,0.9212,-0.082078111,,0.008,0.008,1.8424,0.61106907,,0.012,0.012,2.7636,1.016534178,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
840,0,0.007,0.007,1.6121,0.477537677,,0.004,0.004,0.9212,-0.082078111,,0.008,0.008,1.8424,0.61106907,,0.012,0.012,2.7636,1.016534178,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
841,0,0.007,0.007,1.6121,0.477537677,,0.004,0.004,0.9212,-0.082078111,,0.007,0.007,1.6121,0.477537677,,0.012,0.012,2.7636,1.016534178,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
