,MilliQ,F22Aug19_101_R2,A(CDOM),a(CDOM),ln(a),Sr,F22Aug19_9m_R1,A(CDOM),a(CDOM),ln(a),Sr,B22Aug19_200_R1,A(CDOM),a(CDOM),ln(a),Sr,F22Aug19_50_R2,A(CDOM),a(CDOM),ln(a),Sr,F22Aug19_01_R2,A(CDOM),a(CDOM),ln(a),Sr,B22Aug19_100_R2,A(CDOM),a(CDOM),ln(a),Sr,F22Aug19_99_R1,A(CDOM),a(CDOM),ln(a),Sr,B22Aug19_20_r1,A(CDOM),a(CDOM),ln(a),Sr,F22Aug19_102_R1,A(CDOM),a(CDOM),ln(a),Sr,B22Aug19_01_R1,A(CDOM),a(CDOM),ln(a),Sr,B22Aug19_30_R2,A(CDOM),a(CDOM),ln(a),Sr,B22Aug19_45_r1,A(CDOM),a(CDOM),ln(a),Sr
692,0,0.004,0.004,0.9212,-0.082078111,,0.022,0.022,5.0666,1.622669981,,0.012,0.012,2.7636,1.016534178,,0.001,0.001,0.2303,-1.468372472,,0.004,0.004,0.9212,-0.082078111,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.007,0.007,1.6121,0.477537677,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,
693,0,0.004,0.004,0.9212,-0.082078111,,0.022,0.022,5.0666,1.622669981,,0.012,0.012,2.7636,1.016534178,,0.001,0.001,0.2303,-1.468372472,,0.004,0.004,0.9212,-0.082078111,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.007,0.007,1.6121,0.477537677,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,
694,0,0.004,0.004,0.9212,-0.082078111,,0.022,0.022,5.0666,1.622669981,,0.012,0.012,2.7636,1.016534178,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.2303,-1.468372472,,0.007,0.007,1.6121,0.477537677,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,
695,0,0.004,0.004,0.9212,-0.082078111,,0.022,0.022,5.0666,1.622669981,,0.012,0.012,2.7636,1.016534178,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.007,0.007,1.6121,0.477537677,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,
696,0,0.004,0.004,0.9212,-0.082078111,,0.022,0.022,5.0666,1.622669981,,0.012,0.012,2.7636,1.016534178,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.007,0.007,1.6121,0.477537677,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,
697,0,0.004,0.004,0.9212,-0.082078111,,0.022,0.022,5.0666,1.622669981,,0.012,0.012,2.7636,1.016534178,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.007,0.007,1.6121,0.477537677,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,
698,0,0.004,0.004,0.9212,-0.082078111,,0.022,0.022,5.0666,1.622669981,,0.012,0.012,2.7636,1.016534178,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.2303,-1.468372472,,0.007,0.007,1.6121,0.477537677,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,
699,0,0.004,0.004,0.9212,-0.082078111,,0.022,0.022,5.0666,1.622669981,,0.012,0.012,2.7636,1.016534178,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.2303,-1.468372472,,0.007,0.007,1.6121,0.477537677,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,
700,0,0.004,0.004,0.9212,-0.082078111,,0.022,0.022,5.0666,1.622669981,,0.012,0.012,2.7636,1.016534178,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.2303,-1.468372472,,0.007,0.007,1.6121,0.477537677,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,
701,0,0.004,0.004,0.9212,-0.082078111,,0.022,0.022,5.0666,1.622669981,,0.012,0.012,2.7636,1.016534178,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.007,0.007,1.6121,0.477537677,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,
702,0,0.004,0.004,0.9212,-0.082078111,,0.022,0.022,5.0666,1.622669981,,0.012,0.012,2.7636,1.016534178,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.007,0.007,1.6121,0.477537677,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,
703,0,0.004,0.004,0.9212,-0.082078111,,0.022,0.022,5.0666,1.622669981,,0.012,0.012,2.7636,1.016534178,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.007,0.007,1.6121,0.477537677,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,
704,0,0.004,0.004,0.9212,-0.082078111,,0.022,0.022,5.0666,1.622669981,,0.011,0.011,2.5333,0.929522801,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.2303,-1.468372472,,0.007,0.007,1.6121,0.477537677,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,
705,0,0.004,0.004,0.9212,-0.082078111,,0.022,0.022,5.0666,1.622669981,,0.012,0.012,2.7636,1.016534178,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.007,0.007,1.6121,0.477537677,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,
706,0,0.004,0.004,0.9212,-0.082078111,,0.022,0.022,5.0666,1.622669981,,0.012,0.012,2.7636,1.016534178,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.007,0.007,1.6121,0.477537677,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,
707,0,0.004,0.004,0.9212,-0.082078111,,0.021,0.021,4.8363,1.576149966,,0.011,0.011,2.5333,0.929522801,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.2303,-1.468372472,,0.007,0.007,1.6121,0.477537677,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,
708,0,0.004,0.004,0.9212,-0.082078111,,0.021,0.021,4.8363,1.576149966,,0.011,0.011,2.5333,0.929522801,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.2303,-1.468372472,,0.007,0.007,1.6121,0.477537677,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,
709,0,0.004,0.004,0.9212,-0.082078111,,0.021,0.021,4.8363,1.576149966,,0.011,0.011,2.5333,0.929522801,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.2303,-1.468372472,,0.007,0.007,1.6121,0.477537677,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,
710,0,0.004,0.004,0.9212,-0.082078111,,0.022,0.022,5.0666,1.622669981,,0.011,0.011,2.5333,0.929522801,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.2303,-1.468372472,,0.007,0.007,1.6121,0.477537677,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,
711,0,0.004,0.004,0.9212,-0.082078111,,0.022,0.022,5.0666,1.622669981,,0.011,0.011,2.5333,0.929522801,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.2303,-1.468372472,,0.007,0.007,1.6121,0.477537677,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,
712,0,0.004,0.004,0.9212,-0.082078111,,0.021,0.021,4.8363,1.576149966,,0.011,0.011,2.5333,0.929522801,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.2303,-1.468372472,,0.007,0.007,1.6121,0.477537677,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,
713,0,0.004,0.004,0.9212,-0.082078111,,0.021,0.021,4.8363,1.576149966,,0.011,0.011,2.5333,0.929522801,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.2303,-1.468372472,,0.007,0.007,1.6121,0.477537677,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,
714,0,0.004,0.004,0.9212,-0.082078111,,0.021,0.021,4.8363,1.576149966,,0.011,0.011,2.5333,0.929522801,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.2303,-1.468372472,,0.007,0.007,1.6121,0.477537677,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,
715,0,0.004,0.004,0.9212,-0.082078111,,0.021,0.021,4.8363,1.576149966,,0.011,0.011,2.5333,0.929522801,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.2303,-1.468372472,,0.007,0.007,1.6121,0.477537677,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,
716,0,0.004,0.004,0.9212,-0.082078111,,0.021,0.021,4.8363,1.576149966,,0.011,0.011,2.5333,0.929522801,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.2303,-1.468372472,,0.007,0.007,1.6121,0.477537677,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,
717,0,0.004,0.004,0.9212,-0.082078111,,0.021,0.021,4.8363,1.576149966,,0.011,0.011,2.5333,0.929522801,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.2303,-1.468372472,,0.007,0.007,1.6121,0.477537677,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,
718,0,0.004,0.004,0.9212,-0.082078111,,0.021,0.021,4.8363,1.576149966,,0.011,0.011,2.5333,0.929522801,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.2303,-1.468372472,,0.007,0.007,1.6121,0.477537677,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,
719,0,0.004,0.004,0.9212,-0.082078111,,0.021,0.021,4.8363,1.576149966,,0.011,0.011,2.5333,0.929522801,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.007,0.007,1.6121,0.477537677,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,
720,0,0.004,0.004,0.9212,-0.082078111,,0.021,0.021,4.8363,1.576149966,,0.011,0.011,2.5333,0.929522801,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.007,0.007,1.6121,0.477537677,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,
721,0,0.004,0.004,0.9212,-0.082078111,,0.021,0.021,4.8363,1.576149966,,0.011,0.011,2.5333,0.929522801,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.007,0.007,1.6121,0.477537677,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,
722,0,0.004,0.004,0.9212,-0.082078111,,0.021,0.021,4.8363,1.576149966,,0.011,0.011,2.5333,0.929522801,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.2303,-1.468372472,,0.007,0.007,1.6121,0.477537677,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,
723,0,0.004,0.004,0.9212,-0.082078111,,0.021,0.021,4.8363,1.576149966,,0.011,0.011,2.5333,0.929522801,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.007,0.007,1.6121,0.477537677,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,
724,0,0.004,0.004,0.9212,-0.082078111,,0.021,0.021,4.8363,1.576149966,,0.011,0.011,2.5333,0.929522801,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.2303,-1.468372472,,0.007,0.007,1.6121,0.477537677,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,
725,0,0.004,0.004,0.9212,-0.082078111,,0.021,0.021,4.8363,1.576149966,,0.011,0.011,2.5333,0.929522801,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.2303,-1.468372472,,0.007,0.007,1.6121,0.477537677,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,
726,0,0.004,0.004,0.9212,-0.082078111,,0.021,0.021,4.8363,1.576149966,,0.011,0.011,2.5333,0.929522801,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.2303,-1.468372472,,0.007,0.007,1.6121,0.477537677,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,
727,0,0.004,0.004,0.9212,-0.082078111,,0.021,0.021,4.8363,1.576149966,,0.011,0.011,2.5333,0.929522801,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.2303,-1.468372472,,0.007,0.007,1.6121,0.477537677,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,
728,0,0.004,0.004,0.9212,-0.082078111,,0.021,0.021,4.8363,1.576149966,,0.01,0.01,2.303,0.834212621,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.2303,-1.468372472,,0.007,0.007,1.6121,0.477537677,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,
729,0,0.004,0.004,0.9212,-0.082078111,,0.021,0.021,4.8363,1.576149966,,0.01,0.01,2.303,0.834212621,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.2303,-1.468372472,,0.007,0.007,1.6121,0.477537677,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,
730,0,0.004,0.004,0.9212,-0.082078111,,0.021,0.021,4.8363,1.576149966,,0.01,0.01,2.303,0.834212621,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.2303,-1.468372472,,0.007,0.007,1.6121,0.477537677,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,
731,0,0.004,0.004,0.9212,-0.082078111,,0.021,0.021,4.8363,1.576149966,,0.01,0.01,2.303,0.834212621,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.2303,-1.468372472,,0.007,0.007,1.6121,0.477537677,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,
732,0,0.004,0.004,0.9212,-0.082078111,,0.021,0.021,4.8363,1.576149966,,0.01,0.01,2.303,0.834212621,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.2303,-1.468372472,,0.007,0.007,1.6121,0.477537677,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,
733,0,0.004,0.004,0.9212,-0.082078111,,0.021,0.021,4.8363,1.576149966,,0.01,0.01,2.303,0.834212621,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.2303,-1.468372472,,0.007,0.007,1.6121,0.477537677,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,
734,0,0.004,0.004,0.9212,-0.082078111,,0.02,0.02,4.606,1.527359801,,0.01,0.01,2.303,0.834212621,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.2303,-1.468372472,,0.007,0.007,1.6121,0.477537677,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,
735,0,0.004,0.004,0.9212,-0.082078111,,0.02,0.02,4.606,1.527359801,,0.01,0.01,2.303,0.834212621,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.2303,-1.468372472,,0.007,0.007,1.6121,0.477537677,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,
736,0,0.004,0.004,0.9212,-0.082078111,,0.02,0.02,4.606,1.527359801,,0.01,0.01,2.303,0.834212621,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.2303,-1.468372472,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,
737,0,0.004,0.004,0.9212,-0.082078111,,0.02,0.02,4.606,1.527359801,,0.01,0.01,2.303,0.834212621,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.2303,-1.468372472,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,
738,0,0.004,0.004,0.9212,-0.082078111,,0.02,0.02,4.606,1.527359801,,0.01,0.01,2.303,0.834212621,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.2303,-1.468372472,,0.007,0.007,1.6121,0.477537677,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,
739,0,0.004,0.004,0.9212,-0.082078111,,0.02,0.02,4.606,1.527359801,,0.01,0.01,2.303,0.834212621,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.2303,-1.468372472,,0.007,0.007,1.6121,0.477537677,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,
740,0,0.004,0.004,0.9212,-0.082078111,,0.02,0.02,4.606,1.527359801,,0.01,0.01,2.303,0.834212621,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.2303,-1.468372472,,0.007,0.007,1.6121,0.477537677,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,
741,0,0.004,0.004,0.9212,-0.082078111,,0.02,0.02,4.606,1.527359801,,0.01,0.01,2.303,0.834212621,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.2303,-1.468372472,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,
742,0,0.004,0.004,0.9212,-0.082078111,,0.02,0.02,4.606,1.527359801,,0.01,0.01,2.303,0.834212621,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.2303,-1.468372472,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,
743,0,0.004,0.004,0.9212,-0.082078111,,0.02,0.02,4.606,1.527359801,,0.01,0.01,2.303,0.834212621,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.2303,-1.468372472,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,
744,0,0.004,0.004,0.9212,-0.082078111,,0.02,0.02,4.606,1.527359801,,0.01,0.01,2.303,0.834212621,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.2303,-1.468372472,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,
