,MilliQ,MilliQ2,F15Jul19_9mR2,A(CDOM),a(CDOM),ln(a),Sr,F27May19_5mR1,A(CDOM),a(CDOM),ln(a),Sr,F27May19_0.1mR1,A(CDOM),a(CDOM),ln(a),Sr,F03Jul19_9mR2,A(CDOM),a(CDOM),ln(a),Sr,F3Jul19_0.1mR1,A(CDOM),a(CDOM),ln(a),Sr,F3Jul19_0.1mR1_1:2,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F27May19_9mR2,A(CDOM),a(CDOM),ln(a),Sr,F27May19_9mR2_1:2,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F03Jul19_0.1mR1_Flt,A(CDOM),a(CDOM),ln(a),Sr,F27May19_9mR2_1:2a,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F15Jul19_0.1mR1,A(CDOM),a(CDOM),ln(a),Sr,F15Jul19_0.1mR1_1:2,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F3Jul19_5mR1,A(CDOM),a(CDOM),ln(a),Sr,F3Jul19_5mR1_1:2,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F13Jun19_5mR1,A(CDOM),a(CDOM),ln(a),Sr,F15Jul19_5mR2,A(CDOM),a(CDOM),ln(a),Sr,F15Jul19_5mR2_1:2,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,MilliQ_Final
220,0.003,0.003,0.064,0.061,14.0483,2.642501392,,0.061,0.058,13.3574,2.592070538,,0.077,0.074,17.0422,2.835692621,,0.069,0.066,15.1998,2.72128227,,0.108,0.105,24.1815,3.185587878,,0.052,0.049,22.5694,3.116595007,,0.079,0.076,17.5028,2.862360868,,0.04,0.037,17.0422,2.835692621,,0.136,0.133,30.6299,3.421976656,,0.041,0.038,17.5028,2.862360868,,0.125,0.122,28.0966,3.335648573,,0.062,0.059,27.1754,3.302312152,,0.085,0.082,18.8846,2.938346775,,0.043,0.04,18.424,2.913654163,,0.057,0.054,12.4362,2.520611574,,0.086,0.083,19.1149,2.950468136,,0.045,0.042,19.3452,2.962444327,,0
221,0.003,0.003,0.064,0.061,14.0483,2.642501392,,0.06,0.057,13.1271,2.574678796,,0.075,0.072,16.5816,2.808293647,,0.068,0.065,14.9695,2.706014798,,0.105,0.102,23.4906,3.156600341,,0.051,0.048,22.1088,3.095975719,,0.077,0.074,17.0422,2.835692621,,0.039,0.036,16.5816,2.808293647,,0.133,0.13,29.939,3.399161978,,0.04,0.037,17.0422,2.835692621,,0.123,0.12,27.636,3.319119271,,0.061,0.058,26.7148,3.285217719,,0.083,0.08,18.424,2.913654163,,0.042,0.039,17.9634,2.888336355,,0.056,0.053,12.2059,2.501919441,,0.084,0.081,18.6543,2.926076683,,0.044,0.041,18.8846,2.938346775,,0
222,0.003,0.003,0.062,0.059,13.5877,2.609164972,,0.059,0.056,12.8968,2.556979219,,0.074,0.071,16.3513,2.794307405,,0.067,0.064,14.7392,2.690510611,,0.103,0.1,23.03,3.136797714,,0.05,0.047,21.6482,3.07492231,,0.075,0.072,16.5816,2.808293647,,0.038,0.035,16.121,2.78012277,,0.131,0.128,29.4784,3.383657792,,0.038,0.035,16.121,2.78012277,,0.12,0.117,26.9451,3.293801463,,0.06,0.057,26.2542,3.267825976,,0.082,0.079,18.1937,2.90107538,,0.041,0.038,17.5028,2.862360868,,0.055,0.052,11.9756,2.482871246,,0.082,0.079,18.1937,2.90107538,,0.042,0.039,17.9634,2.888336355,,0
223,0.003,0.002,0.062,0.06,13.818,2.62597209,,0.058,0.056,12.8968,2.556979219,,0.073,0.071,16.3513,2.794307405,,0.066,0.064,14.7392,2.690510611,,0.102,0.1,23.03,3.136797714,,0.049,0.047,21.6482,3.07492231,,0.073,0.071,16.3513,2.794307405,,0.037,0.035,16.121,2.78012277,,0.129,0.127,29.2481,3.375814614,,0.037,0.035,16.121,2.78012277,,0.118,0.116,26.7148,3.285217719,,0.059,0.057,26.2542,3.267825976,,0.081,0.079,18.1937,2.90107538,,0.041,0.039,17.9634,2.888336355,,0.054,0.052,11.9756,2.482871246,,0.081,0.079,18.1937,2.90107538,,0.042,0.04,18.424,2.913654163,,0
224,0.002,0.002,0.061,0.059,13.5877,2.609164972,,0.057,0.055,12.6665,2.538960713,,0.072,0.07,16.121,2.78012277,,0.066,0.064,14.7392,2.690510611,,0.1,0.098,22.5694,3.116595007,,0.049,0.047,21.6482,3.07492231,,0.071,0.069,15.8907,2.765734032,,0.036,0.034,15.6604,2.751135233,,0.127,0.125,28.7875,3.359941265,,0.036,0.034,15.6604,2.751135233,,0.116,0.114,26.2542,3.267825976,,0.058,0.056,25.7936,3.250126399,,0.079,0.077,17.7331,2.87543295,,0.04,0.038,17.5028,2.862360868,,0.053,0.051,11.7453,2.463453161,,0.079,0.077,17.7331,2.87543295,,0.041,0.039,17.9634,2.888336355,,0
225,0.002,0.002,0.06,0.058,13.3574,2.592070538,,0.056,0.054,12.4362,2.520611574,,0.071,0.069,15.8907,2.765734032,,0.065,0.063,14.5089,2.674762254,,0.098,0.096,22.1088,3.095975719,,0.048,0.046,21.1876,3.053416105,,0.069,0.067,15.4301,2.736320147,,0.035,0.033,15.1998,2.72128227,,0.125,0.123,28.3269,3.343811883,,0.035,0.033,15.1998,2.72128227,,0.114,0.112,25.7936,3.250126399,,0.056,0.054,24.8724,3.213758755,,0.078,0.076,17.5028,2.862360868,,0.039,0.037,17.0422,2.835692621,,0.052,0.05,11.515,2.443650533,,0.077,0.075,17.2725,2.849115641,,0.04,0.038,17.5028,2.862360868,,0
226,0.002,0.002,0.059,0.057,13.1271,2.574678796,,0.056,0.054,12.4362,2.520611574,,0.07,0.068,15.6604,2.751135233,,0.064,0.062,14.2786,2.658761913,,0.097,0.095,21.8785,3.085504419,,0.047,0.045,20.727,3.031437198,,0.067,0.065,14.9695,2.706014798,,0.034,0.032,14.7392,2.690510611,,0.122,0.12,27.636,3.319119271,,0.034,0.032,14.7392,2.690510611,,0.112,0.11,25.333,3.232107894,,0.056,0.054,24.8724,3.213758755,,0.077,0.075,17.2725,2.849115641,,0.039,0.037,17.0422,2.835692621,,0.052,0.05,11.515,2.443650533,,0.076,0.074,17.0422,2.835692621,,0.039,0.037,17.0422,2.835692621,,0
227,0.002,0.002,0.059,0.057,13.1271,2.574678796,,0.055,0.053,12.2059,2.501919441,,0.069,0.067,15.4301,2.736320147,,0.063,0.061,14.0483,2.642501392,,0.095,0.093,21.4179,3.064227021,,0.046,0.044,20.2664,3.008964342,,0.065,0.063,14.5089,2.674762254,,0.033,0.031,14.2786,2.658761913,,0.12,0.118,27.1754,3.302312152,,0.033,0.031,14.2786,2.658761913,,0.11,0.108,24.8724,3.213758755,,0.055,0.053,24.4118,3.195066622,,0.075,0.073,16.8119,2.822086969,,0.038,0.036,16.5816,2.808293647,,0.051,0.049,11.2847,2.423447826,,0.075,0.073,16.8119,2.822086969,,0.039,0.037,17.0422,2.835692621,,0
228,0.001,0.001,0.058,0.057,13.1271,2.574678796,,0.054,0.053,12.2059,2.501919441,,0.068,0.067,15.4301,2.736320147,,0.062,0.061,14.0483,2.642501392,,0.093,0.092,21.1876,3.053416105,,0.045,0.044,20.2664,3.008964342,,0.063,0.062,14.2786,2.658761913,,0.032,0.031,14.2786,2.658761913,,0.119,0.118,27.1754,3.302312152,,0.032,0.031,14.2786,2.658761913,,0.108,0.107,24.6421,3.204456362,,0.053,0.052,23.9512,3.176018427,,0.074,0.073,16.8119,2.822086969,,0.037,0.036,16.5816,2.808293647,,0.05,0.049,11.2847,2.423447826,,0.073,0.072,16.5816,2.808293647,,0.038,0.037,17.0422,2.835692621,,-0.001
229,0.001,0.001,0.057,0.056,12.8968,2.556979219,,0.053,0.052,11.9756,2.482871246,,0.067,0.066,15.1998,2.72128227,,0.062,0.061,14.0483,2.642501392,,0.092,0.091,20.9573,3.042487034,,0.044,0.043,19.8058,2.985974824,,0.062,0.061,14.0483,2.642501392,,0.031,0.03,13.818,2.62597209,,0.117,0.116,26.7148,3.285217719,,0.031,0.03,13.818,2.62597209,,0.106,0.105,24.1815,3.185587878,,0.053,0.052,23.9512,3.176018427,,0.073,0.072,16.5816,2.808293647,,0.037,0.036,16.5816,2.808293647,,0.049,0.048,11.0544,2.402828539,,0.072,0.071,16.3513,2.794307405,,0.037,0.036,16.5816,2.808293647,,-0.001
230,0.001,0.001,0.057,0.056,12.8968,2.556979219,,0.052,0.051,11.7453,2.463453161,,0.066,0.065,14.9695,2.706014798,,0.061,0.06,13.818,2.62597209,,0.09,0.089,20.4967,3.020263898,,0.044,0.043,19.8058,2.985974824,,0.06,0.059,13.5877,2.609164972,,0.03,0.029,13.3574,2.592070538,,0.115,0.114,26.2542,3.267825976,,0.031,0.03,13.818,2.62597209,,0.105,0.104,23.9512,3.176018427,,0.052,0.051,23.4906,3.156600341,,0.072,0.071,16.3513,2.794307405,,0.036,0.035,16.121,2.78012277,,0.048,0.047,10.8241,2.38177513,,0.071,0.07,16.121,2.78012277,,0.037,0.036,16.5816,2.808293647,,0
231,0.001,0.001,0.056,0.055,12.6665,2.538960713,,0.052,0.051,11.7453,2.463453161,,0.065,0.064,14.7392,2.690510611,,0.06,0.059,13.5877,2.609164972,,0.089,0.088,20.2664,3.008964342,,0.043,0.042,19.3452,2.962444327,,0.059,0.058,13.3574,2.592070538,,0.03,0.029,13.3574,2.592070538,,0.113,0.112,25.7936,3.250126399,,0.03,0.029,13.3574,2.592070538,,0.103,0.102,23.4906,3.156600341,,0.051,0.05,23.03,3.136797714,,0.071,0.07,16.121,2.78012277,,0.036,0.035,16.121,2.78012277,,0.048,0.047,10.8241,2.38177513,,0.07,0.069,15.8907,2.765734032,,0.036,0.035,16.121,2.78012277,,0
232,0.001,0.001,0.055,0.054,12.4362,2.520611574,,0.051,0.05,11.515,2.443650533,,0.064,0.063,14.5089,2.674762254,,0.059,0.058,13.3574,2.592070538,,0.087,0.086,19.8058,2.985974824,,0.042,0.041,18.8846,2.938346775,,0.058,0.057,13.1271,2.574678796,,0.029,0.028,12.8968,2.556979219,,0.111,0.11,25.333,3.232107894,,0.029,0.028,12.8968,2.556979219,,0.101,0.1,23.03,3.136797714,,0.05,0.049,22.5694,3.116595007,,0.07,0.069,15.8907,2.765734032,,0.035,0.034,15.6604,2.751135233,,0.047,0.046,10.5938,2.360268924,,0.068,0.067,15.4301,2.736320147,,0.035,0.034,15.6604,2.751135233,,-0.001
233,0.001,0.001,0.055,0.054,12.4362,2.520611574,,0.05,0.049,11.2847,2.423447826,,0.063,0.062,14.2786,2.658761913,,0.059,0.058,13.3574,2.592070538,,0.086,0.085,19.5755,2.974278784,,0.042,0.041,18.8846,2.938346775,,0.056,0.055,12.6665,2.538960713,,0.028,0.027,12.4362,2.520611574,,0.109,0.108,24.8724,3.213758755,,0.029,0.028,12.8968,2.556979219,,0.099,0.098,22.5694,3.116595007,,0.049,0.048,22.1088,3.095975719,,0.068,0.067,15.4301,2.736320147,,0.034,0.033,15.1998,2.72128227,,0.046,0.045,10.3635,2.338290018,,0.067,0.066,15.1998,2.72128227,,0.035,0.034,15.6604,2.751135233,,-0.001
234,0.001,0.001,0.054,0.053,12.2059,2.501919441,,0.05,0.049,11.2847,2.423447826,,0.062,0.061,14.0483,2.642501392,,0.058,0.057,13.1271,2.574678796,,0.085,0.084,19.3452,2.962444327,,0.041,0.04,18.424,2.913654163,,0.055,0.054,12.4362,2.520611574,,0.028,0.027,12.4362,2.520611574,,0.108,0.107,24.6421,3.204456362,,0.028,0.027,12.4362,2.520611574,,0.098,0.097,22.3391,3.106338506,,0.048,0.047,21.6482,3.07492231,,0.067,0.066,15.1998,2.72128227,,0.034,0.033,15.1998,2.72128227,,0.046,0.045,10.3635,2.338290018,,0.066,0.065,14.9695,2.706014798,,0.034,0.033,15.1998,2.72128227,,-0.001
235,0.001,0,0.053,0.053,12.2059,2.501919441,,0.049,0.049,11.2847,2.423447826,,0.061,0.061,14.0483,2.642501392,,0.057,0.057,13.1271,2.574678796,,0.083,0.083,19.1149,2.950468136,,0.04,0.04,18.424,2.913654163,,0.054,0.054,12.4362,2.520611574,,0.027,0.027,12.4362,2.520611574,,0.106,0.106,24.4118,3.195066622,,0.027,0.027,12.4362,2.520611574,,0.096,0.096,22.1088,3.095975719,,0.048,0.048,22.1088,3.095975719,,0.066,0.066,15.1998,2.72128227,,0.033,0.033,15.1998,2.72128227,,0.045,0.045,10.3635,2.338290018,,0.065,0.065,14.9695,2.706014798,,0.033,0.033,15.1998,2.72128227,,-0.001
236,0,0,0.053,0.053,12.2059,2.501919441,,0.048,0.048,11.0544,2.402828539,,0.06,0.06,13.818,2.62597209,,0.057,0.057,13.1271,2.574678796,,0.082,0.082,18.8846,2.938346775,,0.04,0.04,18.424,2.913654163,,0.053,0.053,12.2059,2.501919441,,0.027,0.027,12.4362,2.520611574,,0.104,0.104,23.9512,3.176018427,,0.027,0.027,12.4362,2.520611574,,0.094,0.094,21.6482,3.07492231,,0.047,0.047,21.6482,3.07492231,,0.065,0.065,14.9695,2.706014798,,0.033,0.033,15.1998,2.72128227,,0.044,0.044,10.1332,2.315817162,,0.064,0.064,14.7392,2.690510611,,0.033,0.033,15.1998,2.72128227,,-0.001
237,0,0,0.052,0.052,11.9756,2.482871246,,0.048,0.048,11.0544,2.402828539,,0.06,0.06,13.818,2.62597209,,0.056,0.056,12.8968,2.556979219,,0.081,0.081,18.6543,2.926076683,,0.039,0.039,17.9634,2.888336355,,0.053,0.053,12.2059,2.501919441,,0.026,0.026,11.9756,2.482871246,,0.102,0.102,23.4906,3.156600341,,0.027,0.027,12.4362,2.520611574,,0.093,0.093,21.4179,3.064227021,,0.046,0.046,21.1876,3.053416105,,0.065,0.065,14.9695,2.706014798,,0.033,0.033,15.1998,2.72128227,,0.044,0.044,10.1332,2.315817162,,0.063,0.063,14.5089,2.674762254,,0.033,0.033,15.1998,2.72128227,,-0.001
238,0,0,0.052,0.052,11.9756,2.482871246,,0.047,0.047,10.8241,2.38177513,,0.059,0.059,13.5877,2.609164972,,0.056,0.056,12.8968,2.556979219,,0.08,0.08,18.424,2.913654163,,0.039,0.039,17.9634,2.888336355,,0.052,0.052,11.9756,2.482871246,,0.026,0.026,11.9756,2.482871246,,0.101,0.101,23.2603,3.146748045,,0.026,0.026,11.9756,2.482871246,,0.092,0.092,21.1876,3.053416105,,0.045,0.045,20.727,3.031437198,,0.064,0.064,14.7392,2.690510611,,0.032,0.032,14.7392,2.690510611,,0.043,0.043,9.9029,2.292827644,,0.062,0.062,14.2786,2.658761913,,0.032,0.032,14.7392,2.690510611,,-0.001
239,0,0,0.052,0.052,11.9756,2.482871246,,0.047,0.047,10.8241,2.38177513,,0.058,0.058,13.3574,2.592070538,,0.055,0.055,12.6665,2.538960713,,0.079,0.079,18.1937,2.90107538,,0.038,0.038,17.5028,2.862360868,,0.051,0.051,11.7453,2.463453161,,0.025,0.025,11.515,2.443650533,,0.099,0.099,22.7997,3.126747378,,0.026,0.026,11.9756,2.482871246,,0.091,0.091,20.9573,3.042487034,,0.045,0.045,20.727,3.031437198,,0.063,0.063,14.5089,2.674762254,,0.032,0.032,14.7392,2.690510611,,0.043,0.043,9.9029,2.292827644,,0.061,0.061,14.0483,2.642501392,,0.032,0.032,14.7392,2.690510611,,-0.001
240,0,0,0.051,0.051,11.7453,2.463453161,,0.046,0.046,10.5938,2.360268924,,0.057,0.057,13.1271,2.574678796,,0.055,0.055,12.6665,2.538960713,,0.078,0.078,17.9634,2.888336355,,0.038,0.038,17.5028,2.862360868,,0.051,0.051,11.7453,2.463453161,,0.025,0.025,11.515,2.443650533,,0.098,0.098,22.5694,3.116595007,,0.026,0.026,11.9756,2.482871246,,0.089,0.089,20.4967,3.020263898,,0.044,0.044,20.2664,3.008964342,,0.062,0.062,14.2786,2.658761913,,0.031,0.031,14.2786,2.658761913,,0.042,0.042,9.6726,2.269297146,,0.061,0.061,14.0483,2.642501392,,0.031,0.031,14.2786,2.658761913,,-0.001
241,0,0,0.051,0.051,11.7453,2.463453161,,0.045,0.045,10.3635,2.338290018,,0.057,0.057,13.1271,2.574678796,,0.054,0.054,12.4362,2.520611574,,0.077,0.077,17.7331,2.87543295,,0.037,0.037,17.0422,2.835692621,,0.05,0.05,11.515,2.443650533,,0.025,0.025,11.515,2.443650533,,0.096,0.096,22.1088,3.095975719,,0.025,0.025,11.515,2.443650533,,0.088,0.088,20.2664,3.008964342,,0.044,0.044,20.2664,3.008964342,,0.062,0.062,14.2786,2.658761913,,0.031,0.031,14.2786,2.658761913,,0.042,0.042,9.6726,2.269297146,,0.06,0.06,13.818,2.62597209,,0.031,0.031,14.2786,2.658761913,,-0.001
242,0,0,0.05,0.05,11.515,2.443650533,,0.045,0.045,10.3635,2.338290018,,0.056,0.056,12.8968,2.556979219,,0.054,0.054,12.4362,2.520611574,,0.076,0.076,17.5028,2.862360868,,0.037,0.037,17.0422,2.835692621,,0.05,0.05,11.515,2.443650533,,0.025,0.025,11.515,2.443650533,,0.095,0.095,21.8785,3.085504419,,0.025,0.025,11.515,2.443650533,,0.087,0.087,20.0361,2.997535646,,0.043,0.043,19.8058,2.985974824,,0.061,0.061,14.0483,2.642501392,,0.031,0.031,14.2786,2.658761913,,0.041,0.041,9.4423,2.245199595,,0.059,0.059,13.5877,2.609164972,,0.031,0.031,14.2786,2.658761913,,-0.001
243,0,0,0.05,0.05,11.515,2.443650533,,0.044,0.044,10.1332,2.315817162,,0.055,0.055,12.6665,2.538960713,,0.053,0.053,12.2059,2.501919441,,0.075,0.075,17.2725,2.849115641,,0.036,0.036,16.5816,2.808293647,,0.049,0.049,11.2847,2.423447826,,0.024,0.024,11.0544,2.402828539,,0.094,0.094,21.6482,3.07492231,,0.025,0.025,11.515,2.443650533,,0.086,0.086,19.8058,2.985974824,,0.043,0.043,19.8058,2.985974824,,0.06,0.06,13.818,2.62597209,,0.03,0.03,13.818,2.62597209,,0.041,0.041,9.4423,2.245199595,,0.058,0.058,13.3574,2.592070538,,0.03,0.03,13.818,2.62597209,,-0.001
244,0,0,0.049,0.049,11.2847,2.423447826,,0.044,0.044,10.1332,2.315817162,,0.055,0.055,12.6665,2.538960713,,0.053,0.053,12.2059,2.501919441,,0.074,0.074,17.0422,2.835692621,,0.036,0.036,16.5816,2.808293647,,0.049,0.049,11.2847,2.423447826,,0.024,0.024,11.0544,2.402828539,,0.092,0.092,21.1876,3.053416105,,0.025,0.025,11.515,2.443650533,,0.085,0.085,19.5755,2.974278784,,0.042,0.042,19.3452,2.962444327,,0.06,0.06,13.818,2.62597209,,0.03,0.03,13.818,2.62597209,,0.04,0.04,9.212,2.220506982,,0.058,0.058,13.3574,2.592070538,,0.03,0.03,13.818,2.62597209,,-0.001
245,0,0,0.049,0.049,11.2847,2.423447826,,0.044,0.044,10.1332,2.315817162,,0.054,0.054,12.4362,2.520611574,,0.053,0.053,12.2059,2.501919441,,0.074,0.074,17.0422,2.835692621,,0.036,0.036,16.5816,2.808293647,,0.048,0.048,11.0544,2.402828539,,0.024,0.024,11.0544,2.402828539,,0.091,0.091,20.9573,3.042487034,,0.024,0.024,11.0544,2.402828539,,0.084,0.084,19.3452,2.962444327,,0.042,0.042,19.3452,2.962444327,,0.059,0.059,13.5877,2.609164972,,0.03,0.03,13.818,2.62597209,,0.04,0.04,9.212,2.220506982,,0.057,0.057,13.1271,2.574678796,,0.03,0.03,13.818,2.62597209,,0
246,0,0,0.048,0.048,11.0544,2.402828539,,0.043,0.043,9.9029,2.292827644,,0.054,0.054,12.4362,2.520611574,,0.052,0.052,11.9756,2.482871246,,0.073,0.073,16.8119,2.822086969,,0.035,0.035,16.121,2.78012277,,0.048,0.048,11.0544,2.402828539,,0.024,0.024,11.0544,2.402828539,,0.09,0.09,20.727,3.031437198,,0.024,0.024,11.0544,2.402828539,,0.084,0.084,19.3452,2.962444327,,0.042,0.042,19.3452,2.962444327,,0.059,0.059,13.5877,2.609164972,,0.03,0.03,13.818,2.62597209,,0.039,0.039,8.9817,2.195189174,,0.057,0.057,13.1271,2.574678796,,0.03,0.03,13.818,2.62597209,,-0.001
247,0,0,0.048,0.048,11.0544,2.402828539,,0.043,0.043,9.9029,2.292827644,,0.053,0.053,12.2059,2.501919441,,0.052,0.052,11.9756,2.482871246,,0.072,0.072,16.5816,2.808293647,,0.035,0.035,16.121,2.78012277,,0.047,0.047,10.8241,2.38177513,,0.023,0.023,10.5938,2.360268924,,0.089,0.089,20.4967,3.020263898,,0.024,0.024,11.0544,2.402828539,,0.083,0.083,19.1149,2.950468136,,0.041,0.041,18.8846,2.938346775,,0.058,0.058,13.3574,2.592070538,,0.029,0.029,13.3574,2.592070538,,0.039,0.039,8.9817,2.195189174,,0.056,0.056,12.8968,2.556979219,,0.029,0.029,13.3574,2.592070538,,-0.001
248,0,0,0.048,0.048,11.0544,2.402828539,,0.042,0.042,9.6726,2.269297146,,0.053,0.053,12.2059,2.501919441,,0.051,0.051,11.7453,2.463453161,,0.071,0.071,16.3513,2.794307405,,0.035,0.035,16.121,2.78012277,,0.047,0.047,10.8241,2.38177513,,0.023,0.023,10.5938,2.360268924,,0.088,0.088,20.2664,3.008964342,,0.024,0.024,11.0544,2.402828539,,0.082,0.082,18.8846,2.938346775,,0.041,0.041,18.8846,2.938346775,,0.058,0.058,13.3574,2.592070538,,0.029,0.029,13.3574,2.592070538,,0.039,0.039,8.9817,2.195189174,,0.056,0.056,12.8968,2.556979219,,0.029,0.029,13.3574,2.592070538,,-0.001
249,0,0,0.047,0.047,10.8241,2.38177513,,0.042,0.042,9.6726,2.269297146,,0.052,0.052,11.9756,2.482871246,,0.051,0.051,11.7453,2.463453161,,0.071,0.071,16.3513,2.794307405,,0.034,0.034,15.6604,2.751135233,,0.047,0.047,10.8241,2.38177513,,0.023,0.023,10.5938,2.360268924,,0.087,0.087,20.0361,2.997535646,,0.024,0.024,11.0544,2.402828539,,0.081,0.081,18.6543,2.926076683,,0.04,0.04,18.424,2.913654163,,0.057,0.057,13.1271,2.574678796,,0.029,0.029,13.3574,2.592070538,,0.038,0.038,8.7514,2.169213688,,0.055,0.055,12.6665,2.538960713,,0.029,0.029,13.3574,2.592070538,,-0.001
250,0,0,0.047,0.047,10.8241,2.38177513,,0.042,0.042,9.6726,2.269297146,,0.052,0.052,11.9756,2.482871246,,0.051,0.051,11.7453,2.463453161,,0.07,0.07,16.121,2.78012277,,0.034,0.034,15.6604,2.751135233,,0.047,0.047,10.8241,2.38177513,,0.023,0.023,10.5938,2.360268924,,0.086,0.086,19.8058,2.985974824,,0.023,0.023,10.5938,2.360268924,,0.081,0.081,18.6543,2.926076683,,0.04,0.04,18.424,2.913654163,,0.057,0.057,13.1271,2.574678796,,0.029,0.029,13.3574,2.592070538,,0.038,0.038,8.7514,2.169213688,,0.055,0.055,12.6665,2.538960713,,0.029,0.029,13.3574,2.592070538,,-0.001
251,0,0,0.047,0.047,10.8241,2.38177513,,0.041,0.041,9.4423,2.245199595,,0.052,0.052,11.9756,2.482871246,,0.051,0.051,11.7453,2.463453161,,0.069,0.069,15.8907,2.765734032,,0.034,0.034,15.6604,2.751135233,,0.046,0.046,10.5938,2.360268924,,0.023,0.023,10.5938,2.360268924,,0.085,0.085,19.5755,2.974278784,,0.023,0.023,10.5938,2.360268924,,0.08,0.08,18.424,2.913654163,,0.04,0.04,18.424,2.913654163,,0.057,0.057,13.1271,2.574678796,,0.029,0.029,13.3574,2.592070538,,0.038,0.038,8.7514,2.169213688,,0.055,0.055,12.6665,2.538960713,,0.029,0.029,13.3574,2.592070538,,0
252,0,0,0.047,0.047,10.8241,2.38177513,,0.041,0.041,9.4423,2.245199595,,0.051,0.051,11.7453,2.463453161,,0.05,0.05,11.515,2.443650533,,0.069,0.069,15.8907,2.765734032,,0.033,0.033,15.1998,2.72128227,,0.046,0.046,10.5938,2.360268924,,0.023,0.023,10.5938,2.360268924,,0.084,0.084,19.3452,2.962444327,,0.023,0.023,10.5938,2.360268924,,0.08,0.08,18.424,2.913654163,,0.04,0.04,18.424,2.913654163,,0.056,0.056,12.8968,2.556979219,,0.028,0.028,12.8968,2.556979219,,0.038,0.038,8.7514,2.169213688,,0.054,0.054,12.4362,2.520611574,,0.028,0.028,12.8968,2.556979219,,0
253,0,0,0.046,0.046,10.5938,2.360268924,,0.041,0.041,9.4423,2.245199595,,0.051,0.051,11.7453,2.463453161,,0.05,0.05,11.515,2.443650533,,0.068,0.068,15.6604,2.751135233,,0.033,0.033,15.1998,2.72128227,,0.046,0.046,10.5938,2.360268924,,0.023,0.023,10.5938,2.360268924,,0.083,0.083,19.1149,2.950468136,,0.023,0.023,10.5938,2.360268924,,0.079,0.079,18.1937,2.90107538,,0.039,0.039,17.9634,2.888336355,,0.056,0.056,12.8968,2.556979219,,0.028,0.028,12.8968,2.556979219,,0.037,0.037,8.5211,2.14254544,,0.054,0.054,12.4362,2.520611574,,0.028,0.028,12.8968,2.556979219,,0
254,0,0,0.046,0.046,10.5938,2.360268924,,0.041,0.041,9.4423,2.245199595,,0.05,0.05,11.515,2.443650533,,0.049,0.049,11.2847,2.423447826,,0.068,0.068,15.6604,2.751135233,,0.033,0.033,15.1998,2.72128227,,0.046,0.046,10.5938,2.360268924,,0.023,0.023,10.5938,2.360268924,,0.083,0.083,19.1149,2.950468136,,0.023,0.023,10.5938,2.360268924,,0.078,0.078,17.9634,2.888336355,,0.039,0.039,17.9634,2.888336355,,0.055,0.055,12.6665,2.538960713,,0.028,0.028,12.8968,2.556979219,,0.037,0.037,8.5211,2.14254544,,0.054,0.054,12.4362,2.520611574,,0.028,0.028,12.8968,2.556979219,,0
255,0,0,0.046,0.046,10.5938,2.360268924,,0.04,0.04,9.212,2.220506982,,0.05,0.05,11.515,2.443650533,,0.049,0.049,11.2847,2.423447826,,0.067,0.067,15.4301,2.736320147,,0.033,0.033,15.1998,2.72128227,,0.046,0.046,10.5938,2.360268924,,0.023,0.023,10.5938,2.360268924,,0.082,0.082,18.8846,2.938346775,,0.023,0.023,10.5938,2.360268924,,0.078,0.078,17.9634,2.888336355,,0.039,0.039,17.9634,2.888336355,,0.055,0.055,12.6665,2.538960713,,0.028,0.028,12.8968,2.556979219,,0.037,0.037,8.5211,2.14254544,,0.053,0.053,12.2059,2.501919441,,0.028,0.028,12.8968,2.556979219,,0
256,0,0,0.046,0.046,10.5938,2.360268924,,0.04,0.04,9.212,2.220506982,,0.05,0.05,11.515,2.443650533,,0.049,0.049,11.2847,2.423447826,,0.067,0.067,15.4301,2.736320147,,0.033,0.033,15.1998,2.72128227,,0.045,0.045,10.3635,2.338290018,,0.022,0.022,10.1332,2.315817162,,0.081,0.081,18.6543,2.926076683,,0.023,0.023,10.5938,2.360268924,,0.077,0.077,17.7331,2.87543295,,0.038,0.038,17.5028,2.862360868,,0.055,0.055,12.6665,2.538960713,,0.028,0.028,12.8968,2.556979219,,0.036,0.036,8.2908,2.115146466,,0.053,0.053,12.2059,2.501919441,,0.028,0.028,12.8968,2.556979219,,0
