,MilliQ,MilliQ2,F15Jul19_9mR2,A(CDOM),a(CDOM),ln(a),Sr,F27May19_5mR1,A(CDOM),a(CDOM),ln(a),Sr,F27May19_0.1mR1,A(CDOM),a(CDOM),ln(a),Sr,F03Jul19_9mR2,A(CDOM),a(CDOM),ln(a),Sr,F3Jul19_0.1mR1,A(CDOM),a(CDOM),ln(a),Sr,F3Jul19_0.1mR1_1:2,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F27May19_9mR2,A(CDOM),a(CDOM),ln(a),Sr,F27May19_9mR2_1:2,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F03Jul19_0.1mR1_Flt,A(CDOM),a(CDOM),ln(a),Sr,F27May19_9mR2_1:2a,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F15Jul19_0.1mR1,A(CDOM),a(CDOM),ln(a),Sr,F15Jul19_0.1mR1_1:2,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F3Jul19_5mR1,A(CDOM),a(CDOM),ln(a),Sr,F3Jul19_5mR1_1:2,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F13Jun19_5mR1,A(CDOM),a(CDOM),ln(a),Sr,F15Jul19_5mR2,A(CDOM),a(CDOM),ln(a),Sr,F15Jul19_5mR2_1:2,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,MilliQ_Final
788,0,0,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.008,0.008,1.8424,0.61106907,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.9212,-0.082078111,,0.007,0.007,1.6121,0.477537677,,0.002,0.002,0.9212,-0.082078111,,0.01,0.01,2.303,0.834212621,,0.003,0.003,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0
789,0,0,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.008,0.008,1.8424,0.61106907,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.01,0.01,2.303,0.834212621,,0.003,0.003,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0
790,0,0,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.01,0.01,2.303,0.834212621,,0.003,0.003,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0
791,0,0,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.008,0.008,1.8424,0.61106907,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.01,0.01,2.303,0.834212621,,0.003,0.003,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0
792,0,0,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.01,0.01,2.303,0.834212621,,0.003,0.003,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0
793,0,0,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.01,0.01,2.303,0.834212621,,0.004,0.004,1.8424,0.61106907,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0
794,0,0,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.01,0.01,2.303,0.834212621,,0.004,0.004,1.8424,0.61106907,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0
795,0,0,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.01,0.01,2.303,0.834212621,,0.003,0.003,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0
796,0,0,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.01,0.01,2.303,0.834212621,,0.003,0.003,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0
797,0,0,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.01,0.01,2.303,0.834212621,,0.004,0.004,1.8424,0.61106907,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0
798,0,0,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.01,0.01,2.303,0.834212621,,0.004,0.004,1.8424,0.61106907,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0
799,0,0,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.01,0.01,2.303,0.834212621,,0.004,0.004,1.8424,0.61106907,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0
800,0,0,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.01,0.01,2.303,0.834212621,,0.004,0.004,1.8424,0.61106907,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0
801,0,0,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.01,0.01,2.303,0.834212621,,0.004,0.004,1.8424,0.61106907,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0
802,0,0,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.01,0.01,2.303,0.834212621,,0.004,0.004,1.8424,0.61106907,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0
803,0,0,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.007,0.007,1.6121,0.477537677,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.01,0.01,2.303,0.834212621,,0.004,0.004,1.8424,0.61106907,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0
804,0,0,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.007,0.007,1.6121,0.477537677,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.01,0.01,2.303,0.834212621,,0.004,0.004,1.8424,0.61106907,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0
805,0,0,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.007,0.007,1.6121,0.477537677,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.01,0.01,2.303,0.834212621,,0.004,0.004,1.8424,0.61106907,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0
806,0,0,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.007,0.007,1.6121,0.477537677,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.01,0.01,2.303,0.834212621,,0.004,0.004,1.8424,0.61106907,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0
807,0,0,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.007,0.007,1.6121,0.477537677,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.01,0.01,2.303,0.834212621,,0.003,0.003,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0
808,0,0,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.007,0.007,1.6121,0.477537677,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.01,0.01,2.303,0.834212621,,0.003,0.003,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0
809,0,0,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.007,0.007,1.6121,0.477537677,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.01,0.01,2.303,0.834212621,,0.003,0.003,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0
810,0,0,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.007,0.007,1.6121,0.477537677,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.01,0.01,2.303,0.834212621,,0.004,0.004,1.8424,0.61106907,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0
811,0,0,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.007,0.007,1.6121,0.477537677,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.01,0.01,2.303,0.834212621,,0.003,0.003,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0
812,0,0,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.007,0.007,1.6121,0.477537677,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.01,0.01,2.303,0.834212621,,0.003,0.003,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0
813,0,0,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.007,0.007,1.6121,0.477537677,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.01,0.01,2.303,0.834212621,,0.004,0.004,1.8424,0.61106907,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0
814,0,0,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.01,0.01,2.303,0.834212621,,0.004,0.004,1.8424,0.61106907,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0
815,0,0,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.01,0.01,2.303,0.834212621,,0.004,0.004,1.8424,0.61106907,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0
816,0,0,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.01,0.01,2.303,0.834212621,,0.004,0.004,1.8424,0.61106907,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0
817,0,0,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.007,0.007,1.6121,0.477537677,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.01,0.01,2.303,0.834212621,,0.003,0.003,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0
818,0,0,0.006,0.006,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0.007,0.007,1.6121,0.477537677,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.9212,-0.082078111,,0.01,0.01,2.303,0.834212621,,0.003,0.003,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0
819,0,0,0.006,0.006,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.01,0.01,2.303,0.834212621,,0.004,0.004,1.8424,0.61106907,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0
820,0,0,0.006,0.006,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.01,0.01,2.303,0.834212621,,0.004,0.004,1.8424,0.61106907,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0
821,0,0,0.006,0.006,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.01,0.01,2.303,0.834212621,,0.004,0.004,1.8424,0.61106907,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0
822,0,0,0.006,0.006,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.01,0.01,2.303,0.834212621,,0.004,0.004,1.8424,0.61106907,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0
823,0,0,0.006,0.006,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.01,0.01,2.303,0.834212621,,0.004,0.004,1.8424,0.61106907,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0
824,0,0,0.006,0.006,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.9212,-0.082078111,,0.01,0.01,2.303,0.834212621,,0.004,0.004,1.8424,0.61106907,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0
