,Blank,F29Jul19_5mR1,A(CDOM),a(CDOM),ln(a),Sr,F29Jul19_5mR1_Dup,A(CDOM),a(CDOM),ln(a),Sr,F29Jul19_5mR1_Dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F5Aug19_5mR1,A(CDOM),a(CDOM),ln(a),Sr,F29Jul19_9mR2,A(CDOM),a(CDOM),ln(a),Sr,F29Jul19_9mR2_Dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F29Jul19_SurfR2,A(CDOM),a(CDOM),ln(a),Sr,F29Jul19_SurfR2_Dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F5Aug19_SurfR1,A(CDOM),a(CDOM),ln(a),Sr,F5Aug19_SurfR1_Dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F5Aug19_9mR1,A(CDOM),a(CDOM),ln(a),Sr,F5Aug19_9mR1_Dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr
230,0.011,0.087,0.076,17.5028,2.862360868,,0.074,0.063,14.5089,2.674762254,,0.041,0.03,13.818,2.62597209,,0.06,0.049,11.2847,2.423447826,,0.282,0.271,62.4113,4.133746349,,0.076,0.065,29.939,3.399161978,,0.106,0.095,21.8785,3.085504419,,0.054,0.043,19.8058,2.985974824,,0.112,0.101,23.2603,3.146748045,,0.052,0.041,18.8846,2.938346775,,0.263,0.252,58.0356,4.061056615,,0.066,0.055,25.333,3.232107894,
231,0.011,0.086,0.075,17.2725,2.849115641,,0.072,0.061,14.0483,2.642501392,,0.04,0.029,13.3574,2.592070538,,0.06,0.049,11.2847,2.423447826,,0.279,0.268,61.7204,4.122614508,,0.075,0.064,29.4784,3.383657792,,0.105,0.094,21.6482,3.07492231,,0.053,0.042,19.3452,2.962444327,,0.11,0.099,22.7997,3.126747378,,0.051,0.04,18.424,2.913654163,,0.262,0.251,57.8053,4.057080467,,0.066,0.055,25.333,3.232107894,
232,0.01,0.084,0.074,17.0422,2.835692621,,0.071,0.061,14.0483,2.642501392,,0.04,0.03,13.818,2.62597209,,0.059,0.049,11.2847,2.423447826,,0.277,0.267,61.4901,4.118876186,,0.074,0.064,29.4784,3.383657792,,0.103,0.093,21.4179,3.064227021,,0.052,0.042,19.3452,2.962444327,,0.109,0.099,22.7997,3.126747378,,0.05,0.04,18.424,2.913654163,,0.26,0.25,57.575,4.053088446,,0.065,0.055,25.333,3.232107894,
233,0.01,0.083,0.073,16.8119,2.822086969,,0.07,0.06,13.818,2.62597209,,0.039,0.029,13.3574,2.592070538,,0.058,0.048,11.0544,2.402828539,,0.275,0.265,61.0295,4.111357354,,0.073,0.063,29.0178,3.367909435,,0.101,0.091,20.9573,3.042487034,,0.051,0.041,18.8846,2.938346775,,0.107,0.097,22.3391,3.106338506,,0.049,0.039,17.9634,2.888336355,,0.258,0.248,57.1144,4.045056274,,0.064,0.054,24.8724,3.213758755,
234,0.01,0.082,0.072,16.5816,2.808293647,,0.07,0.06,13.818,2.62597209,,0.039,0.029,13.3574,2.592070538,,0.057,0.047,10.8241,2.38177513,,0.273,0.263,60.5689,4.10378156,,0.072,0.062,28.5572,3.351909093,,0.1,0.09,20.727,3.031437198,,0.05,0.04,18.424,2.913654163,,0.105,0.095,21.8785,3.085504419,,0.049,0.039,17.9634,2.888336355,,0.257,0.247,56.8841,4.041015864,,0.064,0.054,24.8724,3.213758755,
235,0.01,0.081,0.071,16.3513,2.794307405,,0.069,0.059,13.5877,2.609164972,,0.038,0.028,12.8968,2.556979219,,0.056,0.046,10.5938,2.360268924,,0.271,0.261,60.1083,4.096147935,,0.072,0.062,28.5572,3.351909093,,0.098,0.088,20.2664,3.008964342,,0.05,0.04,18.424,2.913654163,,0.104,0.094,21.6482,3.07492231,,0.048,0.038,17.5028,2.862360868,,0.255,0.245,56.4235,4.032885738,,0.064,0.054,24.8724,3.213758755,
236,0.009,0.079,0.07,16.121,2.78012277,,0.068,0.059,13.5877,2.609164972,,0.038,0.029,13.3574,2.592070538,,0.055,0.046,10.5938,2.360268924,,0.269,0.26,59.878,4.092309159,,0.071,0.062,28.5572,3.351909093,,0.097,0.088,20.2664,3.008964342,,0.049,0.04,18.424,2.913654163,,0.102,0.093,21.4179,3.064227021,,0.047,0.038,17.5028,2.862360868,,0.253,0.244,56.1932,4.028795753,,0.063,0.054,24.8724,3.213758755,
237,0.009,0.078,0.069,15.8907,2.765734032,,0.067,0.058,13.3574,2.592070538,,0.037,0.028,12.8968,2.556979219,,0.055,0.046,10.5938,2.360268924,,0.267,0.258,59.4174,4.084587113,,0.071,0.062,28.5572,3.351909093,,0.096,0.087,20.0361,2.997535646,,0.048,0.039,17.9634,2.888336355,,0.101,0.092,21.1876,3.053416105,,0.046,0.037,17.0422,2.835692621,,0.252,0.243,55.9629,4.024688971,,0.063,0.054,24.8724,3.213758755,
238,0.009,0.077,0.068,15.6604,2.751135233,,0.066,0.057,13.1271,2.574678796,,0.037,0.028,12.8968,2.556979219,,0.054,0.045,10.3635,2.338290018,,0.266,0.257,59.1871,4.080703613,,0.07,0.061,28.0966,3.335648573,,0.094,0.085,19.5755,2.974278784,,0.047,0.038,17.5028,2.862360868,,0.1,0.091,20.9573,3.042487034,,0.046,0.037,17.0422,2.835692621,,0.25,0.241,55.5023,4.016424461,,0.062,0.053,24.4118,3.195066622,
239,0.009,0.077,0.068,15.6604,2.751135233,,0.065,0.056,12.8968,2.556979219,,0.036,0.027,12.4362,2.520611574,,0.053,0.044,10.1332,2.315817162,,0.264,0.255,58.7265,4.072891073,,0.07,0.061,28.0966,3.335648573,,0.093,0.084,19.3452,2.962444327,,0.047,0.038,17.5028,2.862360868,,0.098,0.089,20.4967,3.020263898,,0.045,0.036,16.5816,2.808293647,,0.249,0.24,55.272,4.012266451,,0.062,0.053,24.4118,3.195066622,
240,0.008,0.076,0.068,15.6604,2.751135233,,0.065,0.057,13.1271,2.574678796,,0.036,0.028,12.8968,2.556979219,,0.053,0.045,10.3635,2.338290018,,0.263,0.255,58.7265,4.072891073,,0.069,0.061,28.0966,3.335648573,,0.092,0.084,19.3452,2.962444327,,0.046,0.038,17.5028,2.862360868,,0.097,0.089,20.4967,3.020263898,,0.044,0.036,16.5816,2.808293647,,0.248,0.24,55.272,4.012266451,,0.062,0.054,24.8724,3.213758755,
241,0.008,0.075,0.067,15.4301,2.736320147,,0.064,0.056,12.8968,2.556979219,,0.035,0.027,12.4362,2.520611574,,0.052,0.044,10.1332,2.315817162,,0.262,0.254,58.4962,4.068961795,,0.069,0.061,28.0966,3.335648573,,0.091,0.083,19.1149,2.950468136,,0.046,0.038,17.5028,2.862360868,,0.096,0.088,20.2664,3.008964342,,0.044,0.036,16.5816,2.808293647,,0.247,0.239,55.0417,4.00809108,,0.061,0.053,24.4118,3.195066622,
242,0.008,0.074,0.066,15.1998,2.72128227,,0.063,0.055,12.6665,2.538960713,,0.035,0.027,12.4362,2.520611574,,0.051,0.043,9.9029,2.292827644,,0.261,0.253,58.2659,4.065017017,,0.068,0.06,27.636,3.319119271,,0.09,0.082,18.8846,2.938346775,,0.045,0.037,17.0422,2.835692621,,0.095,0.087,20.0361,2.997535646,,0.043,0.035,16.121,2.78012277,,0.245,0.237,54.5811,3.999687669,,0.061,0.053,24.4118,3.195066622,
243,0.008,0.074,0.066,15.1998,2.72128227,,0.063,0.055,12.6665,2.538960713,,0.035,0.027,12.4362,2.520611574,,0.051,0.043,9.9029,2.292827644,,0.26,0.252,58.0356,4.061056615,,0.068,0.06,27.636,3.319119271,,0.089,0.081,18.6543,2.926076683,,0.045,0.037,17.0422,2.835692621,,0.094,0.086,19.8058,2.985974824,,0.043,0.035,16.121,2.78012277,,0.244,0.236,54.3508,3.995459333,,0.061,0.053,24.4118,3.195066622,
244,0.008,0.073,0.065,14.9695,2.706014798,,0.062,0.054,12.4362,2.520611574,,0.034,0.026,11.9756,2.482871246,,0.05,0.042,9.6726,2.269297146,,0.259,0.251,57.8053,4.057080467,,0.068,0.06,27.636,3.319119271,,0.088,0.08,18.424,2.913654163,,0.044,0.036,16.5816,2.808293647,,0.093,0.085,19.5755,2.974278784,,0.042,0.034,15.6604,2.751135233,,0.244,0.236,54.3508,3.995459333,,0.06,0.052,23.9512,3.176018427,
245,0.008,0.072,0.064,14.7392,2.690510611,,0.062,0.054,12.4362,2.520611574,,0.034,0.026,11.9756,2.482871246,,0.05,0.042,9.6726,2.269297146,,0.258,0.25,57.575,4.053088446,,0.067,0.059,27.1754,3.302312152,,0.088,0.08,18.424,2.913654163,,0.044,0.036,16.5816,2.808293647,,0.092,0.084,19.3452,2.962444327,,0.042,0.034,15.6604,2.751135233,,0.243,0.235,54.1205,3.991213042,,0.06,0.052,23.9512,3.176018427,
246,0.007,0.072,0.065,14.9695,2.706014798,,0.061,0.054,12.4362,2.520611574,,0.034,0.027,12.4362,2.520611574,,0.049,0.042,9.6726,2.269297146,,0.257,0.25,57.575,4.053088446,,0.067,0.06,27.636,3.319119271,,0.087,0.08,18.424,2.913654163,,0.043,0.036,16.5816,2.808293647,,0.091,0.084,19.3452,2.962444327,,0.041,0.034,15.6604,2.751135233,,0.242,0.235,54.1205,3.991213042,,0.06,0.053,24.4118,3.195066622,
247,0.007,0.071,0.064,14.7392,2.690510611,,0.06,0.053,12.2059,2.501919441,,0.033,0.026,11.9756,2.482871246,,0.049,0.042,9.6726,2.269297146,,0.257,0.25,57.575,4.053088446,,0.067,0.06,27.636,3.319119271,,0.086,0.079,18.1937,2.90107538,,0.043,0.036,16.5816,2.808293647,,0.091,0.084,19.3452,2.962444327,,0.041,0.034,15.6604,2.751135233,,0.241,0.234,53.8902,3.986948643,,0.059,0.052,23.9512,3.176018427,
248,0.007,0.071,0.064,14.7392,2.690510611,,0.06,0.053,12.2059,2.501919441,,0.033,0.026,11.9756,2.482871246,,0.048,0.041,9.4423,2.245199595,,0.256,0.249,57.3447,4.049080424,,0.066,0.059,27.1754,3.302312152,,0.085,0.078,17.9634,2.888336355,,0.043,0.036,16.5816,2.808293647,,0.09,0.083,19.1149,2.950468136,,0.04,0.033,15.1998,2.72128227,,0.24,0.233,53.6599,3.982665981,,0.059,0.052,23.9512,3.176018427,
249,0.007,0.07,0.063,14.5089,2.674762254,,0.06,0.053,12.2059,2.501919441,,0.033,0.026,11.9756,2.482871246,,0.048,0.041,9.4423,2.245199595,,0.255,0.248,57.1144,4.045056274,,0.066,0.059,27.1754,3.302312152,,0.085,0.078,17.9634,2.888336355,,0.042,0.035,16.121,2.78012277,,0.089,0.082,18.8846,2.938346775,,0.04,0.033,15.1998,2.72128227,,0.24,0.233,53.6599,3.982665981,,0.059,0.052,23.9512,3.176018427,
250,0.007,0.07,0.063,14.5089,2.674762254,,0.059,0.052,11.9756,2.482871246,,0.033,0.026,11.9756,2.482871246,,0.048,0.041,9.4423,2.245199595,,0.255,0.248,57.1144,4.045056274,,0.066,0.059,27.1754,3.302312152,,0.084,0.077,17.7331,2.87543295,,0.042,0.035,16.121,2.78012277,,0.089,0.082,18.8846,2.938346775,,0.04,0.033,15.1998,2.72128227,,0.239,0.232,53.4296,3.9783649,,0.059,0.052,23.9512,3.176018427,
251,0.007,0.069,0.062,14.2786,2.658761913,,0.059,0.052,11.9756,2.482871246,,0.033,0.026,11.9756,2.482871246,,0.047,0.04,9.212,2.220506982,,0.254,0.247,56.8841,4.041015864,,0.066,0.059,27.1754,3.302312152,,0.084,0.077,17.7331,2.87543295,,0.042,0.035,16.121,2.78012277,,0.088,0.081,18.6543,2.926076683,,0.04,0.033,15.1998,2.72128227,,0.239,0.232,53.4296,3.9783649,,0.059,0.052,23.9512,3.176018427,
252,0.007,0.069,0.062,14.2786,2.658761913,,0.059,0.052,11.9756,2.482871246,,0.032,0.025,11.515,2.443650533,,0.047,0.04,9.212,2.220506982,,0.254,0.247,56.8841,4.041015864,,0.066,0.059,27.1754,3.302312152,,0.083,0.076,17.5028,2.862360868,,0.042,0.035,16.121,2.78012277,,0.087,0.08,18.424,2.913654163,,0.039,0.032,14.7392,2.690510611,,0.238,0.231,53.1993,3.974045238,,0.058,0.051,23.4906,3.156600341,
253,0.007,0.068,0.061,14.0483,2.642501392,,0.058,0.051,11.7453,2.463453161,,0.032,0.025,11.515,2.443650533,,0.046,0.039,8.9817,2.195189174,,0.253,0.246,56.6538,4.036959064,,0.066,0.059,27.1754,3.302312152,,0.082,0.075,17.2725,2.849115641,,0.041,0.034,15.6604,2.751135233,,0.087,0.08,18.424,2.913654163,,0.039,0.032,14.7392,2.690510611,,0.237,0.23,52.969,3.969706837,,0.058,0.051,23.4906,3.156600341,
254,0.006,0.068,0.062,14.2786,2.658761913,,0.058,0.052,11.9756,2.482871246,,0.032,0.026,11.9756,2.482871246,,0.046,0.04,9.212,2.220506982,,0.252,0.246,56.6538,4.036959064,,0.065,0.059,27.1754,3.302312152,,0.082,0.076,17.5028,2.862360868,,0.041,0.035,16.121,2.78012277,,0.086,0.08,18.424,2.913654163,,0.038,0.032,14.7392,2.690510611,,0.236,0.23,52.969,3.969706837,,0.058,0.052,23.9512,3.176018427,
255,0.006,0.068,0.062,14.2786,2.658761913,,0.057,0.051,11.7453,2.463453161,,0.031,0.025,11.515,2.443650533,,0.046,0.04,9.212,2.220506982,,0.252,0.246,56.6538,4.036959064,,0.065,0.059,27.1754,3.302312152,,0.081,0.075,17.2725,2.849115641,,0.041,0.035,16.121,2.78012277,,0.085,0.079,18.1937,2.90107538,,0.038,0.032,14.7392,2.690510611,,0.236,0.23,52.969,3.969706837,,0.058,0.052,23.9512,3.176018427,
256,0.006,0.067,0.061,14.0483,2.642501392,,0.057,0.051,11.7453,2.463453161,,0.031,0.025,11.515,2.443650533,,0.046,0.04,9.212,2.220506982,,0.252,0.246,56.6538,4.036959064,,0.065,0.059,27.1754,3.302312152,,0.081,0.075,17.2725,2.849115641,,0.04,0.034,15.6604,2.751135233,,0.085,0.079,18.1937,2.90107538,,0.038,0.032,14.7392,2.690510611,,0.236,0.23,52.969,3.969706837,,0.058,0.052,23.9512,3.176018427,
257,0.006,0.067,0.061,14.0483,2.642501392,,0.057,0.051,11.7453,2.463453161,,0.031,0.025,11.515,2.443650533,,0.045,0.039,8.9817,2.195189174,,0.251,0.245,56.4235,4.032885738,,0.065,0.059,27.1754,3.302312152,,0.081,0.075,17.2725,2.849115641,,0.04,0.034,15.6604,2.751135233,,0.084,0.078,17.9634,2.888336355,,0.038,0.032,14.7392,2.690510611,,0.235,0.229,52.7387,3.965349531,,0.058,0.052,23.9512,3.176018427,
258,0.006,0.066,0.06,13.818,2.62597209,,0.056,0.05,11.515,2.443650533,,0.031,0.025,11.515,2.443650533,,0.045,0.039,8.9817,2.195189174,,0.251,0.245,56.4235,4.032885738,,0.065,0.059,27.1754,3.302312152,,0.08,0.074,17.0422,2.835692621,,0.04,0.034,15.6604,2.751135233,,0.084,0.078,17.9634,2.888336355,,0.037,0.031,14.2786,2.658761913,,0.234,0.228,52.5084,3.960973157,,0.057,0.051,23.4906,3.156600341,
259,0.006,0.066,0.06,13.818,2.62597209,,0.056,0.05,11.515,2.443650533,,0.031,0.025,11.515,2.443650533,,0.045,0.039,8.9817,2.195189174,,0.25,0.244,56.1932,4.028795753,,0.065,0.059,27.1754,3.302312152,,0.079,0.073,16.8119,2.822086969,,0.04,0.034,15.6604,2.751135233,,0.083,0.077,17.7331,2.87543295,,0.037,0.031,14.2786,2.658761913,,0.234,0.228,52.5084,3.960973157,,0.057,0.051,23.4906,3.156600341,
260,0.006,0.066,0.06,13.818,2.62597209,,0.056,0.05,11.515,2.443650533,,0.03,0.024,11.0544,2.402828539,,0.044,0.038,8.7514,2.169213688,,0.25,0.244,56.1932,4.028795753,,0.064,0.058,26.7148,3.285217719,,0.079,0.073,16.8119,2.822086969,,0.039,0.033,15.1998,2.72128227,,0.083,0.077,17.7331,2.87543295,,0.037,0.031,14.2786,2.658761913,,0.233,0.227,52.2781,3.956577545,,0.057,0.051,23.4906,3.156600341,
261,0.006,0.065,0.059,13.5877,2.609164972,,0.056,0.05,11.515,2.443650533,,0.03,0.024,11.0544,2.402828539,,0.044,0.038,8.7514,2.169213688,,0.249,0.243,55.9629,4.024688971,,0.064,0.058,26.7148,3.285217719,,0.079,0.073,16.8119,2.822086969,,0.039,0.033,15.1998,2.72128227,,0.082,0.076,17.5028,2.862360868,,0.037,0.031,14.2786,2.658761913,,0.233,0.227,52.2781,3.956577545,,0.057,0.051,23.4906,3.156600341,
262,0.006,0.065,0.059,13.5877,2.609164972,,0.055,0.049,11.2847,2.423447826,,0.03,0.024,11.0544,2.402828539,,0.044,0.038,8.7514,2.169213688,,0.249,0.243,55.9629,4.024688971,,0.064,0.058,26.7148,3.285217719,,0.078,0.072,16.5816,2.808293647,,0.039,0.033,15.1998,2.72128227,,0.081,0.075,17.2725,2.849115641,,0.036,0.03,13.818,2.62597209,,0.232,0.226,52.0478,3.952162527,,0.057,0.051,23.4906,3.156600341,
263,0.006,0.065,0.059,13.5877,2.609164972,,0.055,0.049,11.2847,2.423447826,,0.03,0.024,11.0544,2.402828539,,0.043,0.037,8.5211,2.14254544,,0.248,0.242,55.7326,4.020565254,,0.064,0.058,26.7148,3.285217719,,0.077,0.071,16.3513,2.794307405,,0.038,0.032,14.7392,2.690510611,,0.081,0.075,17.2725,2.849115641,,0.036,0.03,13.818,2.62597209,,0.232,0.226,52.0478,3.952162527,,0.057,0.051,23.4906,3.156600341,
264,0.006,0.064,0.058,13.3574,2.592070538,,0.054,0.048,11.0544,2.402828539,,0.029,0.023,10.5938,2.360268924,,0.043,0.037,8.5211,2.14254544,,0.247,0.241,55.5023,4.016424461,,0.063,0.057,26.2542,3.267825976,,0.077,0.071,16.3513,2.794307405,,0.038,0.032,14.7392,2.690510611,,0.08,0.074,17.0422,2.835692621,,0.036,0.03,13.818,2.62597209,,0.231,0.225,51.8175,3.94772793,,0.057,0.051,23.4906,3.156600341,
265,0.006,0.064,0.058,13.3574,2.592070538,,0.054,0.048,11.0544,2.402828539,,0.029,0.023,10.5938,2.360268924,,0.043,0.037,8.5211,2.14254544,,0.246,0.24,55.272,4.012266451,,0.063,0.057,26.2542,3.267825976,,0.076,0.07,16.121,2.78012277,,0.038,0.032,14.7392,2.690510611,,0.08,0.074,17.0422,2.835692621,,0.035,0.029,13.3574,2.592070538,,0.231,0.225,51.8175,3.94772793,,0.056,0.05,23.03,3.136797714,
266,0.006,0.063,0.057,13.1271,2.574678796,,0.054,0.048,11.0544,2.402828539,,0.029,0.023,10.5938,2.360268924,,0.043,0.037,8.5211,2.14254544,,0.245,0.239,55.0417,4.00809108,,0.063,0.057,26.2542,3.267825976,,0.075,0.069,15.8907,2.765734032,,0.038,0.032,14.7392,2.690510611,,0.079,0.073,16.8119,2.822086969,,0.035,0.029,13.3574,2.592070538,,0.23,0.224,51.5872,3.94327358,,0.056,0.05,23.03,3.136797714,
267,0.006,0.063,0.057,13.1271,2.574678796,,0.053,0.047,10.8241,2.38177513,,0.029,0.023,10.5938,2.360268924,,0.042,0.036,8.2908,2.115146466,,0.244,0.238,54.8114,4.003898202,,0.063,0.057,26.2542,3.267825976,,0.075,0.069,15.8907,2.765734032,,0.037,0.031,14.2786,2.658761913,,0.078,0.072,16.5816,2.808293647,,0.035,0.029,13.3574,2.592070538,,0.229,0.223,51.3569,3.938799299,,0.056,0.05,23.03,3.136797714,
268,0.005,0.062,0.057,13.1271,2.574678796,,0.053,0.048,11.0544,2.402828539,,0.028,0.023,10.5938,2.360268924,,0.042,0.037,8.5211,2.14254544,,0.243,0.238,54.8114,4.003898202,,0.063,0.058,26.7148,3.285217719,,0.074,0.069,15.8907,2.765734032,,0.037,0.032,14.7392,2.690510611,,0.077,0.072,16.5816,2.808293647,,0.034,0.029,13.3574,2.592070538,,0.228,0.223,51.3569,3.938799299,,0.056,0.051,23.4906,3.156600341,
269,0.006,0.062,0.056,12.8968,2.556979219,,0.052,0.046,10.5938,2.360268924,,0.028,0.022,10.1332,2.315817162,,0.042,0.036,8.2908,2.115146466,,0.242,0.236,54.3508,3.995459333,,0.062,0.056,25.7936,3.250126399,,0.073,0.067,15.4301,2.736320147,,0.037,0.031,14.2786,2.658761913,,0.077,0.071,16.3513,2.794307405,,0.034,0.028,12.8968,2.556979219,,0.228,0.222,51.1266,3.93430491,,0.056,0.05,23.03,3.136797714,
270,0.005,0.062,0.057,13.1271,2.574678796,,0.052,0.047,10.8241,2.38177513,,0.028,0.023,10.5938,2.360268924,,0.041,0.036,8.2908,2.115146466,,0.241,0.236,54.3508,3.995459333,,0.062,0.057,26.2542,3.267825976,,0.073,0.068,15.6604,2.751135233,,0.036,0.031,14.2786,2.658761913,,0.076,0.071,16.3513,2.794307405,,0.033,0.028,12.8968,2.556979219,,0.227,0.222,51.1266,3.93430491,,0.055,0.05,23.03,3.136797714,
271,0.005,0.061,0.056,12.8968,2.556979219,,0.051,0.046,10.5938,2.360268924,,0.028,0.023,10.5938,2.360268924,,0.041,0.036,8.2908,2.115146466,,0.24,0.235,54.1205,3.991213042,,0.062,0.057,26.2542,3.267825976,,0.072,0.067,15.4301,2.736320147,,0.036,0.031,14.2786,2.658761913,,0.075,0.07,16.121,2.78012277,,0.033,0.028,12.8968,2.556979219,,0.226,0.221,50.8963,3.929790229,,0.055,0.05,23.03,3.136797714,
272,0.005,0.061,0.056,12.8968,2.556979219,,0.051,0.046,10.5938,2.360268924,,0.027,0.022,10.1332,2.315817162,,0.041,0.036,8.2908,2.115146466,,0.239,0.234,53.8902,3.986948643,,0.061,0.056,25.7936,3.250126399,,0.071,0.066,15.1998,2.72128227,,0.035,0.03,13.818,2.62597209,,0.074,0.069,15.8907,2.765734032,,0.033,0.028,12.8968,2.556979219,,0.225,0.22,50.666,3.925255074,,0.055,0.05,23.03,3.136797714,
273,0.005,0.06,0.055,12.6665,2.538960713,,0.051,0.046,10.5938,2.360268924,,0.027,0.022,10.1332,2.315817162,,0.04,0.035,8.0605,2.086975589,,0.238,0.233,53.6599,3.982665981,,0.061,0.056,25.7936,3.250126399,,0.071,0.066,15.1998,2.72128227,,0.035,0.03,13.818,2.62597209,,0.074,0.069,15.8907,2.765734032,,0.032,0.027,12.4362,2.520611574,,0.224,0.219,50.4357,3.920699258,,0.055,0.05,23.03,3.136797714,
274,0.005,0.06,0.055,12.6665,2.538960713,,0.05,0.045,10.3635,2.338290018,,0.027,0.022,10.1332,2.315817162,,0.04,0.035,8.0605,2.086975589,,0.237,0.232,53.4296,3.9783649,,0.061,0.056,25.7936,3.250126399,,0.07,0.065,14.9695,2.706014798,,0.035,0.03,13.818,2.62597209,,0.073,0.068,15.6604,2.751135233,,0.032,0.027,12.4362,2.520611574,,0.224,0.219,50.4357,3.920699258,,0.055,0.05,23.03,3.136797714,
275,0.005,0.059,0.054,12.4362,2.520611574,,0.05,0.045,10.3635,2.338290018,,0.027,0.022,10.1332,2.315817162,,0.04,0.035,8.0605,2.086975589,,0.236,0.231,53.1993,3.974045238,,0.061,0.056,25.7936,3.250126399,,0.069,0.064,14.7392,2.690510611,,0.034,0.029,13.3574,2.592070538,,0.072,0.067,15.4301,2.736320147,,0.031,0.026,11.9756,2.482871246,,0.222,0.217,49.9751,3.911524881,,0.054,0.049,22.5694,3.116595007,
276,0.005,0.058,0.053,12.2059,2.501919441,,0.049,0.044,10.1332,2.315817162,,0.026,0.021,9.6726,2.269297146,,0.039,0.034,7.8302,2.057988052,,0.235,0.23,52.969,3.969706837,,0.06,0.055,25.333,3.232107894,,0.068,0.063,14.5089,2.674762254,,0.034,0.029,13.3574,2.592070538,,0.071,0.066,15.1998,2.72128227,,0.031,0.026,11.9756,2.482871246,,0.221,0.216,49.7448,3.906905936,,0.054,0.049,22.5694,3.116595007,
277,0.005,0.058,0.053,12.2059,2.501919441,,0.049,0.044,10.1332,2.315817162,,0.026,0.021,9.6726,2.269297146,,0.039,0.034,7.8302,2.057988052,,0.233,0.228,52.5084,3.960973157,,0.06,0.055,25.333,3.232107894,,0.067,0.062,14.2786,2.658761913,,0.033,0.028,12.8968,2.556979219,,0.07,0.065,14.9695,2.706014798,,0.031,0.026,11.9756,2.482871246,,0.22,0.215,49.5145,3.902265556,,0.054,0.049,22.5694,3.116595007,
278,0.005,0.057,0.052,11.9756,2.482871246,,0.048,0.043,9.9029,2.292827644,,0.026,0.021,9.6726,2.269297146,,0.038,0.033,7.5999,2.028135089,,0.232,0.227,52.2781,3.956577545,,0.06,0.055,25.333,3.232107894,,0.067,0.062,14.2786,2.658761913,,0.033,0.028,12.8968,2.556979219,,0.069,0.064,14.7392,2.690510611,,0.03,0.025,11.515,2.443650533,,0.22,0.215,49.5145,3.902265556,,0.054,0.049,22.5694,3.116595007,
279,0.005,0.057,0.052,11.9756,2.482871246,,0.048,0.043,9.9029,2.292827644,,0.026,0.021,9.6726,2.269297146,,0.038,0.033,7.5999,2.028135089,,0.231,0.226,52.0478,3.952162527,,0.059,0.054,24.8724,3.213758755,,0.066,0.061,14.0483,2.642501392,,0.033,0.028,12.8968,2.556979219,,0.069,0.064,14.7392,2.690510611,,0.03,0.025,11.515,2.443650533,,0.219,0.214,49.2842,3.897603543,,0.053,0.048,22.1088,3.095975719,
280,0.005,0.056,0.051,11.7453,2.463453161,,0.047,0.042,9.6726,2.269297146,,0.025,0.02,9.212,2.220506982,,0.038,0.033,7.5999,2.028135089,,0.23,0.225,51.8175,3.94772793,,0.059,0.054,24.8724,3.213758755,,0.065,0.06,13.818,2.62597209,,0.032,0.027,12.4362,2.520611574,,0.068,0.063,14.5089,2.674762254,,0.029,0.024,11.0544,2.402828539,,0.218,0.213,49.0539,3.892919694,,0.053,0.048,22.1088,3.095975719,
281,0.005,0.056,0.051,11.7453,2.463453161,,0.047,0.042,9.6726,2.269297146,,0.025,0.02,9.212,2.220506982,,0.037,0.032,7.3696,1.997363431,,0.229,0.224,51.5872,3.94327358,,0.059,0.054,24.8724,3.213758755,,0.064,0.059,13.5877,2.609164972,,0.032,0.027,12.4362,2.520611574,,0.067,0.062,14.2786,2.658761913,,0.029,0.024,11.0544,2.402828539,,0.217,0.212,48.8236,3.888213803,,0.053,0.048,22.1088,3.095975719,
282,0.005,0.055,0.05,11.515,2.443650533,,0.046,0.041,9.4423,2.245199595,,0.025,0.02,9.212,2.220506982,,0.037,0.032,7.3696,1.997363431,,0.227,0.222,51.1266,3.93430491,,0.058,0.053,24.4118,3.195066622,,0.064,0.059,13.5877,2.609164972,,0.031,0.026,11.9756,2.482871246,,0.066,0.061,14.0483,2.642501392,,0.028,0.023,10.5938,2.360268924,,0.216,0.211,48.5933,3.883485661,,0.053,0.048,22.1088,3.095975719,
283,0.005,0.055,0.05,11.515,2.443650533,,0.046,0.041,9.4423,2.245199595,,0.024,0.019,8.7514,2.169213688,,0.037,0.032,7.3696,1.997363431,,0.226,0.221,50.8963,3.929790229,,0.058,0.053,24.4118,3.195066622,,0.063,0.058,13.3574,2.592070538,,0.031,0.026,11.9756,2.482871246,,0.065,0.06,13.818,2.62597209,,0.028,0.023,10.5938,2.360268924,,0.214,0.209,48.1327,3.87396178,,0.052,0.047,21.6482,3.07492231,
284,0.005,0.054,0.049,11.2847,2.423447826,,0.045,0.04,9.212,2.220506982,,0.024,0.019,8.7514,2.169213688,,0.037,0.032,7.3696,1.997363431,,0.225,0.22,50.666,3.925255074,,0.058,0.053,24.4118,3.195066622,,0.062,0.057,13.1271,2.574678796,,0.031,0.026,11.9756,2.482871246,,0.064,0.059,13.5877,2.609164972,,0.028,0.023,10.5938,2.360268924,,0.213,0.208,47.9024,3.869165608,,0.052,0.047,21.6482,3.07492231,
