,Blank,F2Sep19_5mR1,A(CDOM),a(CDOM),ln(a),Sr,F2Sep19_5mR1_dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F2Sep19_SurfR1,A(CDOM),a(CDOM),ln(a),Sr,F2Sep19_SurfR2_dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F20Sep19_SurfR2,A(CDOM),a(CDOM),ln(a),Sr,F20Sep19_SurfR2_Dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F20Sep19_5R2,A(CDOM),a(CDOM),ln(a),Sr,F20Sep19_5R2_Dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F20Sep19_9R2,A(CDOM),a(CDOM),ln(a),Sr,F20Sep19_9R2_Dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F27Sep19_9R1,A(CDOM),a(CDOM),ln(a),Sr,F27Sep19_9R1_Dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr
714,0,0.012,0.012,2.7636,1.016534178,,0.007,0.007,3.2242,1.170684857,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,,0.01,0.01,2.303,0.834212621,,0.005,0.005,2.303,0.834212621,,0.031,0.031,7.1393,1.965614732,,0.008,0.008,3.6848,1.30421625,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.4606,-0.775225292,,0.012,0.012,2.7636,1.016534178,,0.005,0.005,2.303,0.834212621,
715,0,0.012,0.012,2.7636,1.016534178,,0.007,0.007,3.2242,1.170684857,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,,0.01,0.01,2.303,0.834212621,,0.004,0.004,1.8424,0.61106907,,0.031,0.031,7.1393,1.965614732,,0.008,0.008,3.6848,1.30421625,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.4606,-0.775225292,,0.012,0.012,2.7636,1.016534178,,0.005,0.005,2.303,0.834212621,
716,0,0.012,0.012,2.7636,1.016534178,,0.007,0.007,3.2242,1.170684857,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,,0.01,0.01,2.303,0.834212621,,0.004,0.004,1.8424,0.61106907,,0.031,0.031,7.1393,1.965614732,,0.008,0.008,3.6848,1.30421625,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,,0.012,0.012,2.7636,1.016534178,,0.005,0.005,2.303,0.834212621,
717,0,0.012,0.012,2.7636,1.016534178,,0.007,0.007,3.2242,1.170684857,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,,0.01,0.01,2.303,0.834212621,,0.005,0.005,2.303,0.834212621,,0.031,0.031,7.1393,1.965614732,,0.008,0.008,3.6848,1.30421625,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.4606,-0.775225292,,0.012,0.012,2.7636,1.016534178,,0.005,0.005,2.303,0.834212621,
718,0,0.012,0.012,2.7636,1.016534178,,0.007,0.007,3.2242,1.170684857,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,,0.01,0.01,2.303,0.834212621,,0.005,0.005,2.303,0.834212621,,0.031,0.031,7.1393,1.965614732,,0.008,0.008,3.6848,1.30421625,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.4606,-0.775225292,,0.012,0.012,2.7636,1.016534178,,0.005,0.005,2.303,0.834212621,
719,0,0.012,0.012,2.7636,1.016534178,,0.007,0.007,3.2242,1.170684857,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,,0.01,0.01,2.303,0.834212621,,0.005,0.005,2.303,0.834212621,,0.031,0.031,7.1393,1.965614732,,0.008,0.008,3.6848,1.30421625,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.4606,-0.775225292,,0.012,0.012,2.7636,1.016534178,,0.005,0.005,2.303,0.834212621,
720,0,0.012,0.012,2.7636,1.016534178,,0.007,0.007,3.2242,1.170684857,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,,0.009,0.009,2.0727,0.728852105,,0.005,0.005,2.303,0.834212621,,0.031,0.031,7.1393,1.965614732,,0.008,0.008,3.6848,1.30421625,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,,0.012,0.012,2.7636,1.016534178,,0.005,0.005,2.303,0.834212621,
721,0,0.011,0.011,2.5333,0.929522801,,0.007,0.007,3.2242,1.170684857,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.009,0.009,2.0727,0.728852105,,0.005,0.005,2.303,0.834212621,,0.031,0.031,7.1393,1.965614732,,0.008,0.008,3.6848,1.30421625,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,,0.012,0.012,2.7636,1.016534178,,0.005,0.005,2.303,0.834212621,
722,0,0.011,0.011,2.5333,0.929522801,,0.007,0.007,3.2242,1.170684857,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.009,0.009,2.0727,0.728852105,,0.005,0.005,2.303,0.834212621,,0.031,0.031,7.1393,1.965614732,,0.008,0.008,3.6848,1.30421625,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,,0.012,0.012,2.7636,1.016534178,,0.005,0.005,2.303,0.834212621,
723,0,0.011,0.011,2.5333,0.929522801,,0.007,0.007,3.2242,1.170684857,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.009,0.009,2.0727,0.728852105,,0.004,0.004,1.8424,0.61106907,,0.031,0.031,7.1393,1.965614732,,0.008,0.008,3.6848,1.30421625,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,,0.012,0.012,2.7636,1.016534178,,0.005,0.005,2.303,0.834212621,
724,0,0.011,0.011,2.5333,0.929522801,,0.007,0.007,3.2242,1.170684857,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,,0.009,0.009,2.0727,0.728852105,,0.004,0.004,1.8424,0.61106907,,0.031,0.031,7.1393,1.965614732,,0.008,0.008,3.6848,1.30421625,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.4606,-0.775225292,,0.012,0.012,2.7636,1.016534178,,0.005,0.005,2.303,0.834212621,
725,0,0.011,0.011,2.5333,0.929522801,,0.007,0.007,3.2242,1.170684857,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,,0.009,0.009,2.0727,0.728852105,,0.004,0.004,1.8424,0.61106907,,0.031,0.031,7.1393,1.965614732,,0.008,0.008,3.6848,1.30421625,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.4606,-0.775225292,,0.012,0.012,2.7636,1.016534178,,0.005,0.005,2.303,0.834212621,
726,0,0.011,0.011,2.5333,0.929522801,,0.007,0.007,3.2242,1.170684857,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,,0.009,0.009,2.0727,0.728852105,,0.005,0.005,2.303,0.834212621,,0.031,0.031,7.1393,1.965614732,,0.008,0.008,3.6848,1.30421625,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,,0.012,0.012,2.7636,1.016534178,,0.005,0.005,2.303,0.834212621,
727,0,0.011,0.011,2.5333,0.929522801,,0.007,0.007,3.2242,1.170684857,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,,0.009,0.009,2.0727,0.728852105,,0.004,0.004,1.8424,0.61106907,,0.031,0.031,7.1393,1.965614732,,0.008,0.008,3.6848,1.30421625,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,,0.012,0.012,2.7636,1.016534178,,0.005,0.005,2.303,0.834212621,
728,0,0.011,0.011,2.5333,0.929522801,,0.007,0.007,3.2242,1.170684857,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,,0.009,0.009,2.0727,0.728852105,,0.004,0.004,1.8424,0.61106907,,0.031,0.031,7.1393,1.965614732,,0.008,0.008,3.6848,1.30421625,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,,0.012,0.012,2.7636,1.016534178,,0.005,0.005,2.303,0.834212621,
729,0,0.011,0.011,2.5333,0.929522801,,0.007,0.007,3.2242,1.170684857,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.009,0.009,2.0727,0.728852105,,0.004,0.004,1.8424,0.61106907,,0.031,0.031,7.1393,1.965614732,,0.008,0.008,3.6848,1.30421625,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.4606,-0.775225292,,0.012,0.012,2.7636,1.016534178,,0.005,0.005,2.303,0.834212621,
730,0,0.011,0.011,2.5333,0.929522801,,0.007,0.007,3.2242,1.170684857,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.009,0.009,2.0727,0.728852105,,0.004,0.004,1.8424,0.61106907,,0.03,0.03,6.909,1.93282491,,0.008,0.008,3.6848,1.30421625,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,,0.012,0.012,2.7636,1.016534178,,0.005,0.005,2.303,0.834212621,
731,0,0.011,0.011,2.5333,0.929522801,,0.007,0.007,3.2242,1.170684857,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.009,0.009,2.0727,0.728852105,,0.004,0.004,1.8424,0.61106907,,0.03,0.03,6.909,1.93282491,,0.008,0.008,3.6848,1.30421625,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,,0.012,0.012,2.7636,1.016534178,,0.005,0.005,2.303,0.834212621,
732,0,0.011,0.011,2.5333,0.929522801,,0.007,0.007,3.2242,1.170684857,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.009,0.009,2.0727,0.728852105,,0.004,0.004,1.8424,0.61106907,,0.03,0.03,6.909,1.93282491,,0.008,0.008,3.6848,1.30421625,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,,0.012,0.012,2.7636,1.016534178,,0.005,0.005,2.303,0.834212621,
733,0,0.011,0.011,2.5333,0.929522801,,0.007,0.007,3.2242,1.170684857,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.009,0.009,2.0727,0.728852105,,0.004,0.004,1.8424,0.61106907,,0.03,0.03,6.909,1.93282491,,0.008,0.008,3.6848,1.30421625,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,,0.012,0.012,2.7636,1.016534178,,0.005,0.005,2.303,0.834212621,
734,0,0.011,0.011,2.5333,0.929522801,,0.007,0.007,3.2242,1.170684857,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.009,0.009,2.0727,0.728852105,,0.004,0.004,1.8424,0.61106907,,0.03,0.03,6.909,1.93282491,,0.008,0.008,3.6848,1.30421625,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,,0.012,0.012,2.7636,1.016534178,,0.005,0.005,2.303,0.834212621,
735,0,0.011,0.011,2.5333,0.929522801,,0.007,0.007,3.2242,1.170684857,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.009,0.009,2.0727,0.728852105,,0.004,0.004,1.8424,0.61106907,,0.03,0.03,6.909,1.93282491,,0.008,0.008,3.6848,1.30421625,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.4606,-0.775225292,,0.012,0.012,2.7636,1.016534178,,0.005,0.005,2.303,0.834212621,
736,0,0.011,0.011,2.5333,0.929522801,,0.007,0.007,3.2242,1.170684857,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.009,0.009,2.0727,0.728852105,,0.004,0.004,1.8424,0.61106907,,0.03,0.03,6.909,1.93282491,,0.008,0.008,3.6848,1.30421625,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,,0.012,0.012,2.7636,1.016534178,,0.005,0.005,2.303,0.834212621,
737,0,0.011,0.011,2.5333,0.929522801,,0.007,0.007,3.2242,1.170684857,,0.001,0.001,0.2303,-1.468372472,,-0.001,-0.001,-0.4606,#NUM!,,0.009,0.009,2.0727,0.728852105,,0.004,0.004,1.8424,0.61106907,,0.03,0.03,6.909,1.93282491,,0.007,0.007,3.2242,1.170684857,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,,0.012,0.012,2.7636,1.016534178,,0.005,0.005,2.303,0.834212621,
738,0,0.011,0.011,2.5333,0.929522801,,0.007,0.007,3.2242,1.170684857,,0.001,0.001,0.2303,-1.468372472,,-0.001,-0.001,-0.4606,#NUM!,,0.009,0.009,2.0727,0.728852105,,0.004,0.004,1.8424,0.61106907,,0.03,0.03,6.909,1.93282491,,0.007,0.007,3.2242,1.170684857,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,,0.012,0.012,2.7636,1.016534178,,0.005,0.005,2.303,0.834212621,
739,0,0.011,0.011,2.5333,0.929522801,,0.007,0.007,3.2242,1.170684857,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.009,0.009,2.0727,0.728852105,,0.004,0.004,1.8424,0.61106907,,0.03,0.03,6.909,1.93282491,,0.007,0.007,3.2242,1.170684857,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,,0.012,0.012,2.7636,1.016534178,,0.005,0.005,2.303,0.834212621,
740,0,0.011,0.011,2.5333,0.929522801,,0.007,0.007,3.2242,1.170684857,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.009,0.009,2.0727,0.728852105,,0.004,0.004,1.8424,0.61106907,,0.03,0.03,6.909,1.93282491,,0.007,0.007,3.2242,1.170684857,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,,0.012,0.012,2.7636,1.016534178,,0.005,0.005,2.303,0.834212621,
741,0,0.011,0.011,2.5333,0.929522801,,0.007,0.007,3.2242,1.170684857,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.009,0.009,2.0727,0.728852105,,0.004,0.004,1.8424,0.61106907,,0.03,0.03,6.909,1.93282491,,0.008,0.008,3.6848,1.30421625,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.4606,-0.775225292,,0.012,0.012,2.7636,1.016534178,,0.005,0.005,2.303,0.834212621,
742,0,0.011,0.011,2.5333,0.929522801,,0.007,0.007,3.2242,1.170684857,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.009,0.009,2.0727,0.728852105,,0.004,0.004,1.8424,0.61106907,,0.03,0.03,6.909,1.93282491,,0.008,0.008,3.6848,1.30421625,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,,0.012,0.012,2.7636,1.016534178,,0.005,0.005,2.303,0.834212621,
743,0,0.011,0.011,2.5333,0.929522801,,0.007,0.007,3.2242,1.170684857,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.009,0.009,2.0727,0.728852105,,0.004,0.004,1.8424,0.61106907,,0.03,0.03,6.909,1.93282491,,0.007,0.007,3.2242,1.170684857,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,,0.012,0.012,2.7636,1.016534178,,0.005,0.005,2.303,0.834212621,
744,0,0.011,0.011,2.5333,0.929522801,,0.007,0.007,3.2242,1.170684857,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.009,0.009,2.0727,0.728852105,,0.004,0.004,1.8424,0.61106907,,0.03,0.03,6.909,1.93282491,,0.007,0.007,3.2242,1.170684857,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,,0.011,0.011,2.5333,0.929522801,,0.005,0.005,2.303,0.834212621,
745,0,0.011,0.011,2.5333,0.929522801,,0.007,0.007,3.2242,1.170684857,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.03,0.03,6.909,1.93282491,,0.007,0.007,3.2242,1.170684857,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,,0.012,0.012,2.7636,1.016534178,,0.005,0.005,2.303,0.834212621,
746,0,0.01,0.01,2.303,0.834212621,,0.007,0.007,3.2242,1.170684857,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.03,0.03,6.909,1.93282491,,0.007,0.007,3.2242,1.170684857,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,,0.012,0.012,2.7636,1.016534178,,0.005,0.005,2.303,0.834212621,
747,0,0.011,0.011,2.5333,0.929522801,,0.007,0.007,3.2242,1.170684857,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.03,0.03,6.909,1.93282491,,0.007,0.007,3.2242,1.170684857,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,,0.011,0.011,2.5333,0.929522801,,0.005,0.005,2.303,0.834212621,
748,0,0.011,0.011,2.5333,0.929522801,,0.007,0.007,3.2242,1.170684857,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.03,0.03,6.909,1.93282491,,0.007,0.007,3.2242,1.170684857,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,,0.011,0.011,2.5333,0.929522801,,0.004,0.004,1.8424,0.61106907,
749,0,0.011,0.011,2.5333,0.929522801,,0.007,0.007,3.2242,1.170684857,,0.001,0.001,0.2303,-1.468372472,,-0.001,-0.001,-0.4606,#NUM!,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.03,0.03,6.909,1.93282491,,0.007,0.007,3.2242,1.170684857,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,,0.011,0.011,2.5333,0.929522801,,0.004,0.004,1.8424,0.61106907,
750,0,0.011,0.011,2.5333,0.929522801,,0.007,0.007,3.2242,1.170684857,,0.001,0.001,0.2303,-1.468372472,,-0.001,-0.001,-0.4606,#NUM!,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.03,0.03,6.909,1.93282491,,0.007,0.007,3.2242,1.170684857,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,,0.011,0.011,2.5333,0.929522801,,0.004,0.004,1.8424,0.61106907,
751,0,0.011,0.011,2.5333,0.929522801,,0.007,0.007,3.2242,1.170684857,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.03,0.03,6.909,1.93282491,,0.007,0.007,3.2242,1.170684857,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,,0.011,0.011,2.5333,0.929522801,,0.005,0.005,2.303,0.834212621,
752,0,0.011,0.011,2.5333,0.929522801,,0.007,0.007,3.2242,1.170684857,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.03,0.03,6.909,1.93282491,,0.007,0.007,3.2242,1.170684857,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,,0.011,0.011,2.5333,0.929522801,,0.005,0.005,2.303,0.834212621,
753,0,0.011,0.011,2.5333,0.929522801,,0.007,0.007,3.2242,1.170684857,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.03,0.03,6.909,1.93282491,,0.007,0.007,3.2242,1.170684857,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,,0.011,0.011,2.5333,0.929522801,,0.005,0.005,2.303,0.834212621,
754,0,0.011,0.011,2.5333,0.929522801,,0.007,0.007,3.2242,1.170684857,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.03,0.03,6.909,1.93282491,,0.007,0.007,3.2242,1.170684857,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,,0.011,0.011,2.5333,0.929522801,,0.004,0.004,1.8424,0.61106907,
755,0,0.011,0.011,2.5333,0.929522801,,0.007,0.007,3.2242,1.170684857,,0.001,0.001,0.2303,-1.468372472,,-0.001,-0.001,-0.4606,#NUM!,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.03,0.03,6.909,1.93282491,,0.007,0.007,3.2242,1.170684857,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,,0.011,0.011,2.5333,0.929522801,,0.004,0.004,1.8424,0.61106907,
756,0,0.011,0.011,2.5333,0.929522801,,0.007,0.007,3.2242,1.170684857,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.03,0.03,6.909,1.93282491,,0.007,0.007,3.2242,1.170684857,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,,0.011,0.011,2.5333,0.929522801,,0.005,0.005,2.303,0.834212621,
757,0,0.011,0.011,2.5333,0.929522801,,0.007,0.007,3.2242,1.170684857,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.03,0.03,6.909,1.93282491,,0.007,0.007,3.2242,1.170684857,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,,0.011,0.011,2.5333,0.929522801,,0.005,0.005,2.303,0.834212621,
758,0,0.011,0.011,2.5333,0.929522801,,0.007,0.007,3.2242,1.170684857,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.03,0.03,6.909,1.93282491,,0.007,0.007,3.2242,1.170684857,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,,0.011,0.011,2.5333,0.929522801,,0.005,0.005,2.303,0.834212621,
759,0,0.011,0.011,2.5333,0.929522801,,0.007,0.007,3.2242,1.170684857,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,,0.009,0.009,2.0727,0.728852105,,0.005,0.005,2.303,0.834212621,,0.03,0.03,6.909,1.93282491,,0.007,0.007,3.2242,1.170684857,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.4606,-0.775225292,,0.012,0.012,2.7636,1.016534178,,0.005,0.005,2.303,0.834212621,
760,0.001,0.012,0.011,2.5333,0.929522801,,0.008,0.007,3.2242,1.170684857,,0.003,0.002,0.4606,-0.775225292,,0.001,0,0,#NUM!,,0.01,0.009,2.0727,0.728852105,,0.006,0.005,2.303,0.834212621,,0.031,0.03,6.909,1.93282491,,0.008,0.007,3.2242,1.170684857,,0.005,0.004,0.9212,-0.082078111,,0.002,0.001,0.4606,-0.775225292,,0.012,0.011,2.5333,0.929522801,,0.006,0.005,2.303,0.834212621,
761,0,0.011,0.011,2.5333,0.929522801,,0.007,0.007,3.2242,1.170684857,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.009,0.009,2.0727,0.728852105,,0.005,0.005,2.303,0.834212621,,0.03,0.03,6.909,1.93282491,,0.008,0.008,3.6848,1.30421625,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.4606,-0.775225292,,0.011,0.011,2.5333,0.929522801,,0.005,0.005,2.303,0.834212621,
762,0,0.011,0.011,2.5333,0.929522801,,0.007,0.007,3.2242,1.170684857,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.029,0.029,6.6787,1.898923358,,0.007,0.007,3.2242,1.170684857,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,,0.011,0.011,2.5333,0.929522801,,0.004,0.004,1.8424,0.61106907,
763,0,0.011,0.011,2.5333,0.929522801,,0.007,0.007,3.2242,1.170684857,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.029,0.029,6.6787,1.898923358,,0.007,0.007,3.2242,1.170684857,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,,0.011,0.011,2.5333,0.929522801,,0.005,0.005,2.303,0.834212621,
764,0,0.011,0.011,2.5333,0.929522801,,0.007,0.007,3.2242,1.170684857,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.029,0.029,6.6787,1.898923358,,0.007,0.007,3.2242,1.170684857,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.4606,-0.775225292,,0.011,0.011,2.5333,0.929522801,,0.005,0.005,2.303,0.834212621,
765,0,0.011,0.011,2.5333,0.929522801,,0.007,0.007,3.2242,1.170684857,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.029,0.029,6.6787,1.898923358,,0.007,0.007,3.2242,1.170684857,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,,0.011,0.011,2.5333,0.929522801,,0.004,0.004,1.8424,0.61106907,
766,0,0.011,0.011,2.5333,0.929522801,,0.007,0.007,3.2242,1.170684857,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.029,0.029,6.6787,1.898923358,,0.007,0.007,3.2242,1.170684857,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,,0.011,0.011,2.5333,0.929522801,,0.004,0.004,1.8424,0.61106907,
767,0,0.011,0.011,2.5333,0.929522801,,0.007,0.007,3.2242,1.170684857,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.029,0.029,6.6787,1.898923358,,0.007,0.007,3.2242,1.170684857,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,,0.011,0.011,2.5333,0.929522801,,0.004,0.004,1.8424,0.61106907,
768,0,0.011,0.011,2.5333,0.929522801,,0.007,0.007,3.2242,1.170684857,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.029,0.029,6.6787,1.898923358,,0.007,0.007,3.2242,1.170684857,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,,0.011,0.011,2.5333,0.929522801,,0.004,0.004,1.8424,0.61106907,
769,0,0.011,0.011,2.5333,0.929522801,,0.007,0.007,3.2242,1.170684857,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.029,0.029,6.6787,1.898923358,,0.007,0.007,3.2242,1.170684857,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,,0.011,0.011,2.5333,0.929522801,,0.004,0.004,1.8424,0.61106907,
