,MilliQ,F27Jun19_01_R2,A(CDOM),a(CDOM),ln(a),Sr,B27Jun19_30_R1,A(CDOM),a(CDOM),ln(a),Sr,B27Jun19_45_R1,A(CDOM),a(CDOM),ln(a),Sr,F27Jun19_99_R2,A(CDOM),a(CDOM),ln(a),Sr,F27Jun19_101_R2,A(CDOM),a(CDOM),ln(a),Sr,B27Jun19_20_R1,A(CDOM),a(CDOM),ln(a),Sr,B27Jun19_01_R1,A(CDOM),a(CDOM),ln(a),Sr,B27Jun19_100_R1,A(CDOM),a(CDOM),ln(a),Sr
420,-0.001,0.008,0.009,2.0727,0.728852105,,0.008,0.009,2.0727,0.728852105,,0.007,0.008,1.8424,0.61106907,,0.005,0.006,1.3818,0.323386997,,0.005,0.006,1.3818,0.323386997,,0.005,0.006,1.3818,0.323386997,,0.005,0.006,1.3818,0.323386997,,0.018,0.019,4.3757,1.476066507,
421,-0.001,0.008,0.009,2.0727,0.728852105,,0.008,0.009,2.0727,0.728852105,,0.007,0.008,1.8424,0.61106907,,0.005,0.006,1.3818,0.323386997,,0.005,0.006,1.3818,0.323386997,,0.005,0.006,1.3818,0.323386997,,0.005,0.006,1.3818,0.323386997,,0.018,0.019,4.3757,1.476066507,
422,-0.001,0.008,0.009,2.0727,0.728852105,,0.008,0.009,2.0727,0.728852105,,0.007,0.008,1.8424,0.61106907,,0.005,0.006,1.3818,0.323386997,,0.005,0.006,1.3818,0.323386997,,0.005,0.006,1.3818,0.323386997,,0.005,0.006,1.3818,0.323386997,,0.018,0.019,4.3757,1.476066507,
423,-0.001,0.007,0.008,1.8424,0.61106907,,0.008,0.009,2.0727,0.728852105,,0.007,0.008,1.8424,0.61106907,,0.005,0.006,1.3818,0.323386997,,0.004,0.005,1.1515,0.14106544,,0.005,0.006,1.3818,0.323386997,,0.005,0.006,1.3818,0.323386997,,0.018,0.019,4.3757,1.476066507,
424,-0.001,0.007,0.008,1.8424,0.61106907,,0.008,0.009,2.0727,0.728852105,,0.007,0.008,1.8424,0.61106907,,0.005,0.006,1.3818,0.323386997,,0.005,0.006,1.3818,0.323386997,,0.005,0.006,1.3818,0.323386997,,0.005,0.006,1.3818,0.323386997,,0.018,0.019,4.3757,1.476066507,
425,-0.001,0.007,0.008,1.8424,0.61106907,,0.008,0.009,2.0727,0.728852105,,0.007,0.008,1.8424,0.61106907,,0.005,0.006,1.3818,0.323386997,,0.004,0.005,1.1515,0.14106544,,0.005,0.006,1.3818,0.323386997,,0.004,0.005,1.1515,0.14106544,,0.018,0.019,4.3757,1.476066507,
426,-0.001,0.007,0.008,1.8424,0.61106907,,0.008,0.009,2.0727,0.728852105,,0.007,0.008,1.8424,0.61106907,,0.005,0.006,1.3818,0.323386997,,0.005,0.006,1.3818,0.323386997,,0.005,0.006,1.3818,0.323386997,,0.005,0.006,1.3818,0.323386997,,0.018,0.019,4.3757,1.476066507,
427,-0.001,0.007,0.008,1.8424,0.61106907,,0.007,0.008,1.8424,0.61106907,,0.007,0.008,1.8424,0.61106907,,0.005,0.006,1.3818,0.323386997,,0.004,0.005,1.1515,0.14106544,,0.005,0.006,1.3818,0.323386997,,0.004,0.005,1.1515,0.14106544,,0.018,0.019,4.3757,1.476066507,
428,-0.001,0.007,0.008,1.8424,0.61106907,,0.007,0.008,1.8424,0.61106907,,0.007,0.008,1.8424,0.61106907,,0.004,0.005,1.1515,0.14106544,,0.004,0.005,1.1515,0.14106544,,0.005,0.006,1.3818,0.323386997,,0.004,0.005,1.1515,0.14106544,,0.018,0.019,4.3757,1.476066507,
429,-0.001,0.007,0.008,1.8424,0.61106907,,0.007,0.008,1.8424,0.61106907,,0.007,0.008,1.8424,0.61106907,,0.005,0.006,1.3818,0.323386997,,0.004,0.005,1.1515,0.14106544,,0.004,0.005,1.1515,0.14106544,,0.004,0.005,1.1515,0.14106544,,0.018,0.019,4.3757,1.476066507,
430,-0.001,0.007,0.008,1.8424,0.61106907,,0.007,0.008,1.8424,0.61106907,,0.007,0.008,1.8424,0.61106907,,0.005,0.006,1.3818,0.323386997,,0.004,0.005,1.1515,0.14106544,,0.005,0.006,1.3818,0.323386997,,0.004,0.005,1.1515,0.14106544,,0.017,0.018,4.1454,1.421999286,
431,-0.001,0.007,0.008,1.8424,0.61106907,,0.007,0.008,1.8424,0.61106907,,0.007,0.008,1.8424,0.61106907,,0.005,0.006,1.3818,0.323386997,,0.004,0.005,1.1515,0.14106544,,0.005,0.006,1.3818,0.323386997,,0.004,0.005,1.1515,0.14106544,,0.017,0.018,4.1454,1.421999286,
432,-0.001,0.007,0.008,1.8424,0.61106907,,0.007,0.008,1.8424,0.61106907,,0.007,0.008,1.8424,0.61106907,,0.004,0.005,1.1515,0.14106544,,0.004,0.005,1.1515,0.14106544,,0.004,0.005,1.1515,0.14106544,,0.004,0.005,1.1515,0.14106544,,0.017,0.018,4.1454,1.421999286,
433,-0.001,0.007,0.008,1.8424,0.61106907,,0.007,0.008,1.8424,0.61106907,,0.006,0.007,1.6121,0.477537677,,0.004,0.005,1.1515,0.14106544,,0.004,0.005,1.1515,0.14106544,,0.004,0.005,1.1515,0.14106544,,0.004,0.005,1.1515,0.14106544,,0.017,0.018,4.1454,1.421999286,
434,-0.001,0.007,0.008,1.8424,0.61106907,,0.007,0.008,1.8424,0.61106907,,0.006,0.007,1.6121,0.477537677,,0.004,0.005,1.1515,0.14106544,,0.004,0.005,1.1515,0.14106544,,0.004,0.005,1.1515,0.14106544,,0.004,0.005,1.1515,0.14106544,,0.017,0.018,4.1454,1.421999286,
435,-0.001,0.007,0.008,1.8424,0.61106907,,0.007,0.008,1.8424,0.61106907,,0.006,0.007,1.6121,0.477537677,,0.004,0.005,1.1515,0.14106544,,0.004,0.005,1.1515,0.14106544,,0.004,0.005,1.1515,0.14106544,,0.004,0.005,1.1515,0.14106544,,0.017,0.018,4.1454,1.421999286,
436,-0.001,0.007,0.008,1.8424,0.61106907,,0.007,0.008,1.8424,0.61106907,,0.006,0.007,1.6121,0.477537677,,0.004,0.005,1.1515,0.14106544,,0.004,0.005,1.1515,0.14106544,,0.004,0.005,1.1515,0.14106544,,0.004,0.005,1.1515,0.14106544,,0.017,0.018,4.1454,1.421999286,
437,-0.001,0.007,0.008,1.8424,0.61106907,,0.007,0.008,1.8424,0.61106907,,0.006,0.007,1.6121,0.477537677,,0.004,0.005,1.1515,0.14106544,,0.004,0.005,1.1515,0.14106544,,0.004,0.005,1.1515,0.14106544,,0.004,0.005,1.1515,0.14106544,,0.017,0.018,4.1454,1.421999286,
438,-0.001,0.007,0.008,1.8424,0.61106907,,0.007,0.008,1.8424,0.61106907,,0.006,0.007,1.6121,0.477537677,,0.004,0.005,1.1515,0.14106544,,0.004,0.005,1.1515,0.14106544,,0.004,0.005,1.1515,0.14106544,,0.004,0.005,1.1515,0.14106544,,0.017,0.018,4.1454,1.421999286,
439,-0.001,0.007,0.008,1.8424,0.61106907,,0.007,0.008,1.8424,0.61106907,,0.006,0.007,1.6121,0.477537677,,0.004,0.005,1.1515,0.14106544,,0.004,0.005,1.1515,0.14106544,,0.004,0.005,1.1515,0.14106544,,0.004,0.005,1.1515,0.14106544,,0.017,0.018,4.1454,1.421999286,
440,-0.001,0.007,0.008,1.8424,0.61106907,,0.006,0.007,1.6121,0.477537677,,0.006,0.007,1.6121,0.477537677,,0.004,0.005,1.1515,0.14106544,,0.004,0.005,1.1515,0.14106544,,0.004,0.005,1.1515,0.14106544,,0.004,0.005,1.1515,0.14106544,,0.017,0.018,4.1454,1.421999286,
441,-0.001,0.007,0.008,1.8424,0.61106907,,0.006,0.007,1.6121,0.477537677,,0.006,0.007,1.6121,0.477537677,,0.004,0.005,1.1515,0.14106544,,0.004,0.005,1.1515,0.14106544,,0.004,0.005,1.1515,0.14106544,,0.004,0.005,1.1515,0.14106544,,0.017,0.018,4.1454,1.421999286,
442,-0.001,0.007,0.008,1.8424,0.61106907,,0.006,0.007,1.6121,0.477537677,,0.006,0.007,1.6121,0.477537677,,0.004,0.005,1.1515,0.14106544,,0.004,0.005,1.1515,0.14106544,,0.004,0.005,1.1515,0.14106544,,0.003,0.004,0.9212,-0.082078111,,0.017,0.018,4.1454,1.421999286,
443,-0.001,0.007,0.008,1.8424,0.61106907,,0.006,0.007,1.6121,0.477537677,,0.006,0.007,1.6121,0.477537677,,0.004,0.005,1.1515,0.14106544,,0.004,0.005,1.1515,0.14106544,,0.004,0.005,1.1515,0.14106544,,0.003,0.004,0.9212,-0.082078111,,0.017,0.018,4.1454,1.421999286,
444,-0.001,0.007,0.008,1.8424,0.61106907,,0.006,0.007,1.6121,0.477537677,,0.006,0.007,1.6121,0.477537677,,0.004,0.005,1.1515,0.14106544,,0.004,0.005,1.1515,0.14106544,,0.004,0.005,1.1515,0.14106544,,0.003,0.004,0.9212,-0.082078111,,0.017,0.018,4.1454,1.421999286,
445,-0.001,0.007,0.008,1.8424,0.61106907,,0.006,0.007,1.6121,0.477537677,,0.006,0.007,1.6121,0.477537677,,0.004,0.005,1.1515,0.14106544,,0.004,0.005,1.1515,0.14106544,,0.004,0.005,1.1515,0.14106544,,0.003,0.004,0.9212,-0.082078111,,0.017,0.018,4.1454,1.421999286,
446,-0.001,0.007,0.008,1.8424,0.61106907,,0.006,0.007,1.6121,0.477537677,,0.006,0.007,1.6121,0.477537677,,0.004,0.005,1.1515,0.14106544,,0.004,0.005,1.1515,0.14106544,,0.003,0.004,0.9212,-0.082078111,,0.003,0.004,0.9212,-0.082078111,,0.017,0.018,4.1454,1.421999286,
447,-0.001,0.006,0.007,1.6121,0.477537677,,0.006,0.007,1.6121,0.477537677,,0.006,0.007,1.6121,0.477537677,,0.004,0.005,1.1515,0.14106544,,0.003,0.004,0.9212,-0.082078111,,0.003,0.004,0.9212,-0.082078111,,0.003,0.004,0.9212,-0.082078111,,0.017,0.018,4.1454,1.421999286,
448,-0.001,0.006,0.007,1.6121,0.477537677,,0.006,0.007,1.6121,0.477537677,,0.006,0.007,1.6121,0.477537677,,0.004,0.005,1.1515,0.14106544,,0.003,0.004,0.9212,-0.082078111,,0.003,0.004,0.9212,-0.082078111,,0.003,0.004,0.9212,-0.082078111,,0.017,0.018,4.1454,1.421999286,
449,-0.001,0.006,0.007,1.6121,0.477537677,,0.006,0.007,1.6121,0.477537677,,0.006,0.007,1.6121,0.477537677,,0.004,0.005,1.1515,0.14106544,,0.003,0.004,0.9212,-0.082078111,,0.003,0.004,0.9212,-0.082078111,,0.003,0.004,0.9212,-0.082078111,,0.017,0.018,4.1454,1.421999286,
450,-0.001,0.006,0.007,1.6121,0.477537677,,0.006,0.007,1.6121,0.477537677,,0.005,0.006,1.3818,0.323386997,,0.004,0.005,1.1515,0.14106544,,0.003,0.004,0.9212,-0.082078111,,0.003,0.004,0.9212,-0.082078111,,0.003,0.004,0.9212,-0.082078111,,0.017,0.018,4.1454,1.421999286,
451,-0.001,0.006,0.007,1.6121,0.477537677,,0.006,0.007,1.6121,0.477537677,,0.006,0.007,1.6121,0.477537677,,0.004,0.005,1.1515,0.14106544,,0.003,0.004,0.9212,-0.082078111,,0.003,0.004,0.9212,-0.082078111,,0.003,0.004,0.9212,-0.082078111,,0.017,0.018,4.1454,1.421999286,
452,-0.001,0.006,0.007,1.6121,0.477537677,,0.006,0.007,1.6121,0.477537677,,0.005,0.006,1.3818,0.323386997,,0.004,0.005,1.1515,0.14106544,,0.003,0.004,0.9212,-0.082078111,,0.003,0.004,0.9212,-0.082078111,,0.003,0.004,0.9212,-0.082078111,,0.016,0.017,3.9151,1.364840872,
453,-0.001,0.006,0.007,1.6121,0.477537677,,0.006,0.007,1.6121,0.477537677,,0.005,0.006,1.3818,0.323386997,,0.004,0.005,1.1515,0.14106544,,0.003,0.004,0.9212,-0.082078111,,0.003,0.004,0.9212,-0.082078111,,0.003,0.004,0.9212,-0.082078111,,0.016,0.017,3.9151,1.364840872,
454,-0.001,0.006,0.007,1.6121,0.477537677,,0.006,0.007,1.6121,0.477537677,,0.005,0.006,1.3818,0.323386997,,0.004,0.005,1.1515,0.14106544,,0.003,0.004,0.9212,-0.082078111,,0.003,0.004,0.9212,-0.082078111,,0.003,0.004,0.9212,-0.082078111,,0.016,0.017,3.9151,1.364840872,
455,-0.001,0.006,0.007,1.6121,0.477537677,,0.006,0.007,1.6121,0.477537677,,0.005,0.006,1.3818,0.323386997,,0.003,0.004,0.9212,-0.082078111,,0.003,0.004,0.9212,-0.082078111,,0.003,0.004,0.9212,-0.082078111,,0.003,0.004,0.9212,-0.082078111,,0.016,0.017,3.9151,1.364840872,
456,-0.001,0.006,0.007,1.6121,0.477537677,,0.005,0.006,1.3818,0.323386997,,0.005,0.006,1.3818,0.323386997,,0.003,0.004,0.9212,-0.082078111,,0.003,0.004,0.9212,-0.082078111,,0.003,0.004,0.9212,-0.082078111,,0.003,0.004,0.9212,-0.082078111,,0.016,0.017,3.9151,1.364840872,
457,-0.001,0.006,0.007,1.6121,0.477537677,,0.005,0.006,1.3818,0.323386997,,0.005,0.006,1.3818,0.323386997,,0.003,0.004,0.9212,-0.082078111,,0.003,0.004,0.9212,-0.082078111,,0.003,0.004,0.9212,-0.082078111,,0.003,0.004,0.9212,-0.082078111,,0.016,0.017,3.9151,1.364840872,
458,-0.001,0.006,0.007,1.6121,0.477537677,,0.005,0.006,1.3818,0.323386997,,0.005,0.006,1.3818,0.323386997,,0.004,0.005,1.1515,0.14106544,,0.003,0.004,0.9212,-0.082078111,,0.003,0.004,0.9212,-0.082078111,,0.003,0.004,0.9212,-0.082078111,,0.016,0.017,3.9151,1.364840872,
459,-0.001,0.006,0.007,1.6121,0.477537677,,0.005,0.006,1.3818,0.323386997,,0.005,0.006,1.3818,0.323386997,,0.003,0.004,0.9212,-0.082078111,,0.003,0.004,0.9212,-0.082078111,,0.003,0.004,0.9212,-0.082078111,,0.002,0.003,0.6909,-0.369760183,,0.016,0.017,3.9151,1.364840872,
460,-0.001,0.006,0.007,1.6121,0.477537677,,0.005,0.006,1.3818,0.323386997,,0.005,0.006,1.3818,0.323386997,,0.003,0.004,0.9212,-0.082078111,,0.003,0.004,0.9212,-0.082078111,,0.003,0.004,0.9212,-0.082078111,,0.002,0.003,0.6909,-0.369760183,,0.016,0.017,3.9151,1.364840872,
461,-0.001,0.006,0.007,1.6121,0.477537677,,0.005,0.006,1.3818,0.323386997,,0.005,0.006,1.3818,0.323386997,,0.003,0.004,0.9212,-0.082078111,,0.003,0.004,0.9212,-0.082078111,,0.003,0.004,0.9212,-0.082078111,,0.002,0.003,0.6909,-0.369760183,,0.016,0.017,3.9151,1.364840872,
462,-0.001,0.006,0.007,1.6121,0.477537677,,0.005,0.006,1.3818,0.323386997,,0.005,0.006,1.3818,0.323386997,,0.003,0.004,0.9212,-0.082078111,,0.003,0.004,0.9212,-0.082078111,,0.003,0.004,0.9212,-0.082078111,,0.002,0.003,0.6909,-0.369760183,,0.016,0.017,3.9151,1.364840872,
463,-0.001,0.006,0.007,1.6121,0.477537677,,0.005,0.006,1.3818,0.323386997,,0.005,0.006,1.3818,0.323386997,,0.003,0.004,0.9212,-0.082078111,,0.003,0.004,0.9212,-0.082078111,,0.003,0.004,0.9212,-0.082078111,,0.002,0.003,0.6909,-0.369760183,,0.016,0.017,3.9151,1.364840872,
464,-0.001,0.006,0.007,1.6121,0.477537677,,0.005,0.006,1.3818,0.323386997,,0.005,0.006,1.3818,0.323386997,,0.003,0.004,0.9212,-0.082078111,,0.003,0.004,0.9212,-0.082078111,,0.003,0.004,0.9212,-0.082078111,,0.002,0.003,0.6909,-0.369760183,,0.016,0.017,3.9151,1.364840872,
465,-0.001,0.006,0.007,1.6121,0.477537677,,0.005,0.006,1.3818,0.323386997,,0.005,0.006,1.3818,0.323386997,,0.003,0.004,0.9212,-0.082078111,,0.003,0.004,0.9212,-0.082078111,,0.003,0.004,0.9212,-0.082078111,,0.002,0.003,0.6909,-0.369760183,,0.016,0.017,3.9151,1.364840872,
466,-0.001,0.006,0.007,1.6121,0.477537677,,0.005,0.006,1.3818,0.323386997,,0.005,0.006,1.3818,0.323386997,,0.003,0.004,0.9212,-0.082078111,,0.003,0.004,0.9212,-0.082078111,,0.003,0.004,0.9212,-0.082078111,,0.002,0.003,0.6909,-0.369760183,,0.016,0.017,3.9151,1.364840872,
467,-0.001,0.006,0.007,1.6121,0.477537677,,0.005,0.006,1.3818,0.323386997,,0.005,0.006,1.3818,0.323386997,,0.003,0.004,0.9212,-0.082078111,,0.003,0.004,0.9212,-0.082078111,,0.003,0.004,0.9212,-0.082078111,,0.002,0.003,0.6909,-0.369760183,,0.016,0.017,3.9151,1.364840872,
468,-0.001,0.006,0.007,1.6121,0.477537677,,0.005,0.006,1.3818,0.323386997,,0.005,0.006,1.3818,0.323386997,,0.003,0.004,0.9212,-0.082078111,,0.003,0.004,0.9212,-0.082078111,,0.003,0.004,0.9212,-0.082078111,,0.002,0.003,0.6909,-0.369760183,,0.016,0.017,3.9151,1.364840872,
469,-0.001,0.006,0.007,1.6121,0.477537677,,0.005,0.006,1.3818,0.323386997,,0.005,0.006,1.3818,0.323386997,,0.003,0.004,0.9212,-0.082078111,,0.003,0.004,0.9212,-0.082078111,,0.003,0.004,0.9212,-0.082078111,,0.002,0.003,0.6909,-0.369760183,,0.016,0.017,3.9151,1.364840872,
470,-0.001,0.006,0.007,1.6121,0.477537677,,0.005,0.006,1.3818,0.323386997,,0.005,0.006,1.3818,0.323386997,,0.003,0.004,0.9212,-0.082078111,,0.003,0.004,0.9212,-0.082078111,,0.003,0.004,0.9212,-0.082078111,,0.002,0.003,0.6909,-0.369760183,,0.016,0.017,3.9151,1.364840872,
471,-0.001,0.006,0.007,1.6121,0.477537677,,0.005,0.006,1.3818,0.323386997,,0.005,0.006,1.3818,0.323386997,,0.003,0.004,0.9212,-0.082078111,,0.003,0.004,0.9212,-0.082078111,,0.003,0.004,0.9212,-0.082078111,,0.002,0.003,0.6909,-0.369760183,,0.016,0.017,3.9151,1.364840872,
472,-0.001,0.006,0.007,1.6121,0.477537677,,0.005,0.006,1.3818,0.323386997,,0.005,0.006,1.3818,0.323386997,,0.003,0.004,0.9212,-0.082078111,,0.003,0.004,0.9212,-0.082078111,,0.003,0.004,0.9212,-0.082078111,,0.002,0.003,0.6909,-0.369760183,,0.016,0.017,3.9151,1.364840872,
473,-0.001,0.006,0.007,1.6121,0.477537677,,0.005,0.006,1.3818,0.323386997,,0.005,0.006,1.3818,0.323386997,,0.003,0.004,0.9212,-0.082078111,,0.003,0.004,0.9212,-0.082078111,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,,0.016,0.017,3.9151,1.364840872,
474,-0.001,0.006,0.007,1.6121,0.477537677,,0.005,0.006,1.3818,0.323386997,,0.005,0.006,1.3818,0.323386997,,0.003,0.004,0.9212,-0.082078111,,0.003,0.004,0.9212,-0.082078111,,0.003,0.004,0.9212,-0.082078111,,0.002,0.003,0.6909,-0.369760183,,0.016,0.017,3.9151,1.364840872,
475,-0.001,0.006,0.007,1.6121,0.477537677,,0.005,0.006,1.3818,0.323386997,,0.005,0.006,1.3818,0.323386997,,0.003,0.004,0.9212,-0.082078111,,0.003,0.004,0.9212,-0.082078111,,0.003,0.004,0.9212,-0.082078111,,0.002,0.003,0.6909,-0.369760183,,0.016,0.017,3.9151,1.364840872,
476,-0.001,0.006,0.007,1.6121,0.477537677,,0.005,0.006,1.3818,0.323386997,,0.005,0.006,1.3818,0.323386997,,0.003,0.004,0.9212,-0.082078111,,0.003,0.004,0.9212,-0.082078111,,0.003,0.004,0.9212,-0.082078111,,0.002,0.003,0.6909,-0.369760183,,0.016,0.017,3.9151,1.364840872,
477,-0.001,0.006,0.007,1.6121,0.477537677,,0.004,0.005,1.1515,0.14106544,,0.005,0.006,1.3818,0.323386997,,0.003,0.004,0.9212,-0.082078111,,0.003,0.004,0.9212,-0.082078111,,0.003,0.004,0.9212,-0.082078111,,0.002,0.003,0.6909,-0.369760183,,0.016,0.017,3.9151,1.364840872,
478,-0.001,0.006,0.007,1.6121,0.477537677,,0.005,0.006,1.3818,0.323386997,,0.004,0.005,1.1515,0.14106544,,0.003,0.004,0.9212,-0.082078111,,0.003,0.004,0.9212,-0.082078111,,0.003,0.004,0.9212,-0.082078111,,0.002,0.003,0.6909,-0.369760183,,0.016,0.017,3.9151,1.364840872,
479,-0.001,0.005,0.006,1.3818,0.323386997,,0.004,0.005,1.1515,0.14106544,,0.004,0.005,1.1515,0.14106544,,0.003,0.004,0.9212,-0.082078111,,0.003,0.004,0.9212,-0.082078111,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,,0.015,0.016,3.6848,1.30421625,
480,-0.001,0.006,0.007,1.6121,0.477537677,,0.004,0.005,1.1515,0.14106544,,0.004,0.005,1.1515,0.14106544,,0.003,0.004,0.9212,-0.082078111,,0.003,0.004,0.9212,-0.082078111,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,,0.015,0.016,3.6848,1.30421625,
481,-0.001,0.006,0.007,1.6121,0.477537677,,0.004,0.005,1.1515,0.14106544,,0.004,0.005,1.1515,0.14106544,,0.003,0.004,0.9212,-0.082078111,,0.003,0.004,0.9212,-0.082078111,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,,0.015,0.016,3.6848,1.30421625,
482,-0.001,0.005,0.006,1.3818,0.323386997,,0.004,0.005,1.1515,0.14106544,,0.004,0.005,1.1515,0.14106544,,0.003,0.004,0.9212,-0.082078111,,0.003,0.004,0.9212,-0.082078111,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,,0.015,0.016,3.6848,1.30421625,
483,-0.001,0.005,0.006,1.3818,0.323386997,,0.004,0.005,1.1515,0.14106544,,0.004,0.005,1.1515,0.14106544,,0.003,0.004,0.9212,-0.082078111,,0.003,0.004,0.9212,-0.082078111,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,,0.015,0.016,3.6848,1.30421625,
484,-0.001,0.005,0.006,1.3818,0.323386997,,0.004,0.005,1.1515,0.14106544,,0.004,0.005,1.1515,0.14106544,,0.003,0.004,0.9212,-0.082078111,,0.003,0.004,0.9212,-0.082078111,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,,0.015,0.016,3.6848,1.30421625,
485,-0.001,0.005,0.006,1.3818,0.323386997,,0.004,0.005,1.1515,0.14106544,,0.004,0.005,1.1515,0.14106544,,0.003,0.004,0.9212,-0.082078111,,0.003,0.004,0.9212,-0.082078111,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,,0.015,0.016,3.6848,1.30421625,
486,-0.001,0.005,0.006,1.3818,0.323386997,,0.004,0.005,1.1515,0.14106544,,0.004,0.005,1.1515,0.14106544,,0.003,0.004,0.9212,-0.082078111,,0.003,0.004,0.9212,-0.082078111,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,,0.015,0.016,3.6848,1.30421625,
487,-0.001,0.005,0.006,1.3818,0.323386997,,0.004,0.005,1.1515,0.14106544,,0.004,0.005,1.1515,0.14106544,,0.003,0.004,0.9212,-0.082078111,,0.003,0.004,0.9212,-0.082078111,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,,0.015,0.016,3.6848,1.30421625,
488,-0.001,0.005,0.006,1.3818,0.323386997,,0.004,0.005,1.1515,0.14106544,,0.004,0.005,1.1515,0.14106544,,0.003,0.004,0.9212,-0.082078111,,0.003,0.004,0.9212,-0.082078111,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,,0.015,0.016,3.6848,1.30421625,
489,-0.001,0.005,0.006,1.3818,0.323386997,,0.004,0.005,1.1515,0.14106544,,0.004,0.005,1.1515,0.14106544,,0.003,0.004,0.9212,-0.082078111,,0.003,0.004,0.9212,-0.082078111,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,,0.015,0.016,3.6848,1.30421625,
490,-0.001,0.005,0.006,1.3818,0.323386997,,0.004,0.005,1.1515,0.14106544,,0.004,0.005,1.1515,0.14106544,,0.003,0.004,0.9212,-0.082078111,,0.003,0.004,0.9212,-0.082078111,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,,0.015,0.016,3.6848,1.30421625,
491,-0.001,0.005,0.006,1.3818,0.323386997,,0.004,0.005,1.1515,0.14106544,,0.004,0.005,1.1515,0.14106544,,0.003,0.004,0.9212,-0.082078111,,0.003,0.004,0.9212,-0.082078111,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,,0.015,0.016,3.6848,1.30421625,
492,-0.001,0.005,0.006,1.3818,0.323386997,,0.004,0.005,1.1515,0.14106544,,0.004,0.005,1.1515,0.14106544,,0.003,0.004,0.9212,-0.082078111,,0.003,0.004,0.9212,-0.082078111,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,,0.015,0.016,3.6848,1.30421625,
493,-0.001,0.005,0.006,1.3818,0.323386997,,0.004,0.005,1.1515,0.14106544,,0.004,0.005,1.1515,0.14106544,,0.003,0.004,0.9212,-0.082078111,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,,0.015,0.016,3.6848,1.30421625,
494,-0.001,0.005,0.006,1.3818,0.323386997,,0.004,0.005,1.1515,0.14106544,,0.004,0.005,1.1515,0.14106544,,0.003,0.004,0.9212,-0.082078111,,0.003,0.004,0.9212,-0.082078111,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,,0.015,0.016,3.6848,1.30421625,
495,-0.001,0.005,0.006,1.3818,0.323386997,,0.004,0.005,1.1515,0.14106544,,0.004,0.005,1.1515,0.14106544,,0.003,0.004,0.9212,-0.082078111,,0.003,0.004,0.9212,-0.082078111,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,,0.015,0.016,3.6848,1.30421625,
496,-0.001,0.005,0.006,1.3818,0.323386997,,0.004,0.005,1.1515,0.14106544,,0.004,0.005,1.1515,0.14106544,,0.003,0.004,0.9212,-0.082078111,,0.003,0.004,0.9212,-0.082078111,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,,0.015,0.016,3.6848,1.30421625,
497,-0.001,0.005,0.006,1.3818,0.323386997,,0.004,0.005,1.1515,0.14106544,,0.004,0.005,1.1515,0.14106544,,0.003,0.004,0.9212,-0.082078111,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,,0.015,0.016,3.6848,1.30421625,
498,-0.001,0.005,0.006,1.3818,0.323386997,,0.004,0.005,1.1515,0.14106544,,0.004,0.005,1.1515,0.14106544,,0.003,0.004,0.9212,-0.082078111,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,,0.015,0.016,3.6848,1.30421625,
499,-0.001,0.005,0.006,1.3818,0.323386997,,0.004,0.005,1.1515,0.14106544,,0.004,0.005,1.1515,0.14106544,,0.003,0.004,0.9212,-0.082078111,,0.003,0.004,0.9212,-0.082078111,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,,0.015,0.016,3.6848,1.30421625,
