,MilliQ,B30May19_45_R2,A(CDOM),a(CDOM),ln(a),Sr,F30May19_20_R1,A(CDOM),a(CDOM),ln(a),Sr,B29Apr19_01_R1,A(CDOM),a(CDOM),ln(a),Sr,F27Jun19_5m_R2,A(CDOM),a(CDOM),ln(a),Sr,F27Jun19_9m_R1,A(CDOM),a(CDOM),ln(a),Sr,F27Jun19_50_R2,A(CDOM),a(CDOM),ln(a),Sr,B29Apr19_200_R2,A(CDOM),a(CDOM),ln(a),Sr,F2Sep19_Inf_R1,A(CDOM),a(CDOM),ln(a),Sr
427,0,0.011,0.011,2.5333,0.929522801,,0.011,0.011,2.5333,0.929522801,,0.007,0.007,1.6121,0.477537677,,0.01,0.01,2.303,0.834212621,,0.01,0.01,2.303,0.834212621,,0.006,0.006,1.3818,0.323386997,,0.017,0.017,3.9151,1.364840872,,0.011,0.011,2.5333,0.929522801,
428,0,0.011,0.011,2.5333,0.929522801,,0.011,0.011,2.5333,0.929522801,,0.007,0.007,1.6121,0.477537677,,0.01,0.01,2.303,0.834212621,,0.01,0.01,2.303,0.834212621,,0.005,0.005,1.1515,0.14106544,,0.017,0.017,3.9151,1.364840872,,0.011,0.011,2.5333,0.929522801,
429,0,0.01,0.01,2.303,0.834212621,,0.011,0.011,2.5333,0.929522801,,0.007,0.007,1.6121,0.477537677,,0.01,0.01,2.303,0.834212621,,0.01,0.01,2.303,0.834212621,,0.005,0.005,1.1515,0.14106544,,0.017,0.017,3.9151,1.364840872,,0.011,0.011,2.5333,0.929522801,
430,0,0.01,0.01,2.303,0.834212621,,0.011,0.011,2.5333,0.929522801,,0.007,0.007,1.6121,0.477537677,,0.009,0.009,2.0727,0.728852105,,0.01,0.01,2.303,0.834212621,,0.005,0.005,1.1515,0.14106544,,0.017,0.017,3.9151,1.364840872,,0.011,0.011,2.5333,0.929522801,
431,0,0.01,0.01,2.303,0.834212621,,0.011,0.011,2.5333,0.929522801,,0.007,0.007,1.6121,0.477537677,,0.009,0.009,2.0727,0.728852105,,0.01,0.01,2.303,0.834212621,,0.005,0.005,1.1515,0.14106544,,0.017,0.017,3.9151,1.364840872,,0.011,0.011,2.5333,0.929522801,
432,0,0.01,0.01,2.303,0.834212621,,0.01,0.01,2.303,0.834212621,,0.007,0.007,1.6121,0.477537677,,0.009,0.009,2.0727,0.728852105,,0.01,0.01,2.303,0.834212621,,0.005,0.005,1.1515,0.14106544,,0.017,0.017,3.9151,1.364840872,,0.011,0.011,2.5333,0.929522801,
433,0,0.01,0.01,2.303,0.834212621,,0.01,0.01,2.303,0.834212621,,0.007,0.007,1.6121,0.477537677,,0.009,0.009,2.0727,0.728852105,,0.01,0.01,2.303,0.834212621,,0.005,0.005,1.1515,0.14106544,,0.016,0.016,3.6848,1.30421625,,0.011,0.011,2.5333,0.929522801,
434,0.001,0.01,0.009,2.0727,0.728852105,,0.01,0.009,2.0727,0.728852105,,0.007,0.006,1.3818,0.323386997,,0.009,0.008,1.8424,0.61106907,,0.01,0.009,2.0727,0.728852105,,0.005,0.004,0.9212,-0.082078111,,0.016,0.015,3.4545,1.239677729,,0.011,0.01,2.303,0.834212621,
435,0.001,0.01,0.009,2.0727,0.728852105,,0.01,0.009,2.0727,0.728852105,,0.007,0.006,1.3818,0.323386997,,0.009,0.008,1.8424,0.61106907,,0.01,0.009,2.0727,0.728852105,,0.005,0.004,0.9212,-0.082078111,,0.016,0.015,3.4545,1.239677729,,0.011,0.01,2.303,0.834212621,
436,0.001,0.01,0.009,2.0727,0.728852105,,0.01,0.009,2.0727,0.728852105,,0.007,0.006,1.3818,0.323386997,,0.009,0.008,1.8424,0.61106907,,0.01,0.009,2.0727,0.728852105,,0.005,0.004,0.9212,-0.082078111,,0.016,0.015,3.4545,1.239677729,,0.011,0.01,2.303,0.834212621,
437,0,0.01,0.01,2.303,0.834212621,,0.01,0.01,2.303,0.834212621,,0.007,0.007,1.6121,0.477537677,,0.009,0.009,2.0727,0.728852105,,0.01,0.01,2.303,0.834212621,,0.005,0.005,1.1515,0.14106544,,0.016,0.016,3.6848,1.30421625,,0.011,0.011,2.5333,0.929522801,
438,0.001,0.01,0.009,2.0727,0.728852105,,0.01,0.009,2.0727,0.728852105,,0.007,0.006,1.3818,0.323386997,,0.009,0.008,1.8424,0.61106907,,0.01,0.009,2.0727,0.728852105,,0.005,0.004,0.9212,-0.082078111,,0.016,0.015,3.4545,1.239677729,,0.011,0.01,2.303,0.834212621,
439,0.001,0.01,0.009,2.0727,0.728852105,,0.01,0.009,2.0727,0.728852105,,0.007,0.006,1.3818,0.323386997,,0.009,0.008,1.8424,0.61106907,,0.01,0.009,2.0727,0.728852105,,0.005,0.004,0.9212,-0.082078111,,0.016,0.015,3.4545,1.239677729,,0.011,0.01,2.303,0.834212621,
440,0.001,0.01,0.009,2.0727,0.728852105,,0.01,0.009,2.0727,0.728852105,,0.007,0.006,1.3818,0.323386997,,0.009,0.008,1.8424,0.61106907,,0.01,0.009,2.0727,0.728852105,,0.005,0.004,0.9212,-0.082078111,,0.016,0.015,3.4545,1.239677729,,0.011,0.01,2.303,0.834212621,
441,0.001,0.01,0.009,2.0727,0.728852105,,0.01,0.009,2.0727,0.728852105,,0.007,0.006,1.3818,0.323386997,,0.009,0.008,1.8424,0.61106907,,0.01,0.009,2.0727,0.728852105,,0.005,0.004,0.9212,-0.082078111,,0.016,0.015,3.4545,1.239677729,,0.011,0.01,2.303,0.834212621,
442,0,0.01,0.01,2.303,0.834212621,,0.01,0.01,2.303,0.834212621,,0.007,0.007,1.6121,0.477537677,,0.009,0.009,2.0727,0.728852105,,0.009,0.009,2.0727,0.728852105,,0.005,0.005,1.1515,0.14106544,,0.016,0.016,3.6848,1.30421625,,0.011,0.011,2.5333,0.929522801,
443,0,0.01,0.01,2.303,0.834212621,,0.01,0.01,2.303,0.834212621,,0.007,0.007,1.6121,0.477537677,,0.009,0.009,2.0727,0.728852105,,0.009,0.009,2.0727,0.728852105,,0.004,0.004,0.9212,-0.082078111,,0.015,0.015,3.4545,1.239677729,,0.011,0.011,2.5333,0.929522801,
444,0,0.01,0.01,2.303,0.834212621,,0.01,0.01,2.303,0.834212621,,0.007,0.007,1.6121,0.477537677,,0.009,0.009,2.0727,0.728852105,,0.009,0.009,2.0727,0.728852105,,0.004,0.004,0.9212,-0.082078111,,0.015,0.015,3.4545,1.239677729,,0.01,0.01,2.303,0.834212621,
445,0,0.01,0.01,2.303,0.834212621,,0.01,0.01,2.303,0.834212621,,0.006,0.006,1.3818,0.323386997,,0.009,0.009,2.0727,0.728852105,,0.009,0.009,2.0727,0.728852105,,0.004,0.004,0.9212,-0.082078111,,0.015,0.015,3.4545,1.239677729,,0.011,0.011,2.5333,0.929522801,
446,0,0.01,0.01,2.303,0.834212621,,0.01,0.01,2.303,0.834212621,,0.006,0.006,1.3818,0.323386997,,0.008,0.008,1.8424,0.61106907,,0.009,0.009,2.0727,0.728852105,,0.004,0.004,0.9212,-0.082078111,,0.015,0.015,3.4545,1.239677729,,0.01,0.01,2.303,0.834212621,
447,0.001,0.01,0.009,2.0727,0.728852105,,0.01,0.009,2.0727,0.728852105,,0.006,0.005,1.1515,0.14106544,,0.009,0.008,1.8424,0.61106907,,0.009,0.008,1.8424,0.61106907,,0.004,0.003,0.6909,-0.369760183,,0.015,0.014,3.2242,1.170684857,,0.011,0.01,2.303,0.834212621,
448,0,0.01,0.01,2.303,0.834212621,,0.01,0.01,2.303,0.834212621,,0.006,0.006,1.3818,0.323386997,,0.008,0.008,1.8424,0.61106907,,0.009,0.009,2.0727,0.728852105,,0.004,0.004,0.9212,-0.082078111,,0.015,0.015,3.4545,1.239677729,,0.01,0.01,2.303,0.834212621,
449,0,0.01,0.01,2.303,0.834212621,,0.01,0.01,2.303,0.834212621,,0.006,0.006,1.3818,0.323386997,,0.008,0.008,1.8424,0.61106907,,0.009,0.009,2.0727,0.728852105,,0.004,0.004,0.9212,-0.082078111,,0.015,0.015,3.4545,1.239677729,,0.01,0.01,2.303,0.834212621,
450,0,0.01,0.01,2.303,0.834212621,,0.01,0.01,2.303,0.834212621,,0.006,0.006,1.3818,0.323386997,,0.008,0.008,1.8424,0.61106907,,0.009,0.009,2.0727,0.728852105,,0.004,0.004,0.9212,-0.082078111,,0.015,0.015,3.4545,1.239677729,,0.01,0.01,2.303,0.834212621,
451,0,0.01,0.01,2.303,0.834212621,,0.01,0.01,2.303,0.834212621,,0.006,0.006,1.3818,0.323386997,,0.008,0.008,1.8424,0.61106907,,0.009,0.009,2.0727,0.728852105,,0.004,0.004,0.9212,-0.082078111,,0.015,0.015,3.4545,1.239677729,,0.01,0.01,2.303,0.834212621,
452,0,0.009,0.009,2.0727,0.728852105,,0.01,0.01,2.303,0.834212621,,0.006,0.006,1.3818,0.323386997,,0.008,0.008,1.8424,0.61106907,,0.009,0.009,2.0727,0.728852105,,0.004,0.004,0.9212,-0.082078111,,0.015,0.015,3.4545,1.239677729,,0.01,0.01,2.303,0.834212621,
453,0.001,0.009,0.008,1.8424,0.61106907,,0.009,0.008,1.8424,0.61106907,,0.006,0.005,1.1515,0.14106544,,0.008,0.007,1.6121,0.477537677,,0.009,0.008,1.8424,0.61106907,,0.004,0.003,0.6909,-0.369760183,,0.015,0.014,3.2242,1.170684857,,0.01,0.009,2.0727,0.728852105,
454,0.001,0.009,0.008,1.8424,0.61106907,,0.009,0.008,1.8424,0.61106907,,0.006,0.005,1.1515,0.14106544,,0.008,0.007,1.6121,0.477537677,,0.009,0.008,1.8424,0.61106907,,0.004,0.003,0.6909,-0.369760183,,0.015,0.014,3.2242,1.170684857,,0.01,0.009,2.0727,0.728852105,
455,0.001,0.009,0.008,1.8424,0.61106907,,0.009,0.008,1.8424,0.61106907,,0.006,0.005,1.1515,0.14106544,,0.008,0.007,1.6121,0.477537677,,0.009,0.008,1.8424,0.61106907,,0.004,0.003,0.6909,-0.369760183,,0.015,0.014,3.2242,1.170684857,,0.01,0.009,2.0727,0.728852105,
456,0,0.009,0.009,2.0727,0.728852105,,0.009,0.009,2.0727,0.728852105,,0.006,0.006,1.3818,0.323386997,,0.008,0.008,1.8424,0.61106907,,0.009,0.009,2.0727,0.728852105,,0.004,0.004,0.9212,-0.082078111,,0.015,0.015,3.4545,1.239677729,,0.01,0.01,2.303,0.834212621,
457,0,0.009,0.009,2.0727,0.728852105,,0.009,0.009,2.0727,0.728852105,,0.006,0.006,1.3818,0.323386997,,0.008,0.008,1.8424,0.61106907,,0.009,0.009,2.0727,0.728852105,,0.004,0.004,0.9212,-0.082078111,,0.015,0.015,3.4545,1.239677729,,0.01,0.01,2.303,0.834212621,
458,0.001,0.009,0.008,1.8424,0.61106907,,0.009,0.008,1.8424,0.61106907,,0.006,0.005,1.1515,0.14106544,,0.008,0.007,1.6121,0.477537677,,0.009,0.008,1.8424,0.61106907,,0.004,0.003,0.6909,-0.369760183,,0.015,0.014,3.2242,1.170684857,,0.01,0.009,2.0727,0.728852105,
459,0,0.009,0.009,2.0727,0.728852105,,0.009,0.009,2.0727,0.728852105,,0.006,0.006,1.3818,0.323386997,,0.008,0.008,1.8424,0.61106907,,0.009,0.009,2.0727,0.728852105,,0.004,0.004,0.9212,-0.082078111,,0.015,0.015,3.4545,1.239677729,,0.01,0.01,2.303,0.834212621,
460,0.001,0.009,0.008,1.8424,0.61106907,,0.009,0.008,1.8424,0.61106907,,0.006,0.005,1.1515,0.14106544,,0.008,0.007,1.6121,0.477537677,,0.009,0.008,1.8424,0.61106907,,0.004,0.003,0.6909,-0.369760183,,0.015,0.014,3.2242,1.170684857,,0.01,0.009,2.0727,0.728852105,
461,0.001,0.009,0.008,1.8424,0.61106907,,0.009,0.008,1.8424,0.61106907,,0.006,0.005,1.1515,0.14106544,,0.008,0.007,1.6121,0.477537677,,0.009,0.008,1.8424,0.61106907,,0.004,0.003,0.6909,-0.369760183,,0.015,0.014,3.2242,1.170684857,,0.01,0.009,2.0727,0.728852105,
462,0.001,0.009,0.008,1.8424,0.61106907,,0.009,0.008,1.8424,0.61106907,,0.006,0.005,1.1515,0.14106544,,0.008,0.007,1.6121,0.477537677,,0.009,0.008,1.8424,0.61106907,,0.004,0.003,0.6909,-0.369760183,,0.015,0.014,3.2242,1.170684857,,0.01,0.009,2.0727,0.728852105,
463,0.001,0.009,0.008,1.8424,0.61106907,,0.009,0.008,1.8424,0.61106907,,0.006,0.005,1.1515,0.14106544,,0.008,0.007,1.6121,0.477537677,,0.009,0.008,1.8424,0.61106907,,0.004,0.003,0.6909,-0.369760183,,0.015,0.014,3.2242,1.170684857,,0.01,0.009,2.0727,0.728852105,
464,0,0.009,0.009,2.0727,0.728852105,,0.009,0.009,2.0727,0.728852105,,0.006,0.006,1.3818,0.323386997,,0.008,0.008,1.8424,0.61106907,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,0.9212,-0.082078111,,0.014,0.014,3.2242,1.170684857,,0.01,0.01,2.303,0.834212621,
465,0,0.009,0.009,2.0727,0.728852105,,0.009,0.009,2.0727,0.728852105,,0.006,0.006,1.3818,0.323386997,,0.008,0.008,1.8424,0.61106907,,0.008,0.008,1.8424,0.61106907,,0.003,0.003,0.6909,-0.369760183,,0.014,0.014,3.2242,1.170684857,,0.01,0.01,2.303,0.834212621,
466,0.001,0.009,0.008,1.8424,0.61106907,,0.009,0.008,1.8424,0.61106907,,0.006,0.005,1.1515,0.14106544,,0.008,0.007,1.6121,0.477537677,,0.008,0.007,1.6121,0.477537677,,0.003,0.002,0.4606,-0.775225292,,0.014,0.013,2.9939,1.096576885,,0.01,0.009,2.0727,0.728852105,
467,0.001,0.009,0.008,1.8424,0.61106907,,0.009,0.008,1.8424,0.61106907,,0.006,0.005,1.1515,0.14106544,,0.008,0.007,1.6121,0.477537677,,0.008,0.007,1.6121,0.477537677,,0.003,0.002,0.4606,-0.775225292,,0.014,0.013,2.9939,1.096576885,,0.01,0.009,2.0727,0.728852105,
468,0.001,0.009,0.008,1.8424,0.61106907,,0.009,0.008,1.8424,0.61106907,,0.006,0.005,1.1515,0.14106544,,0.008,0.007,1.6121,0.477537677,,0.008,0.007,1.6121,0.477537677,,0.003,0.002,0.4606,-0.775225292,,0.014,0.013,2.9939,1.096576885,,0.01,0.009,2.0727,0.728852105,
469,0.001,0.009,0.008,1.8424,0.61106907,,0.009,0.008,1.8424,0.61106907,,0.006,0.005,1.1515,0.14106544,,0.008,0.007,1.6121,0.477537677,,0.008,0.007,1.6121,0.477537677,,0.003,0.002,0.4606,-0.775225292,,0.014,0.013,2.9939,1.096576885,,0.01,0.009,2.0727,0.728852105,
470,0.001,0.009,0.008,1.8424,0.61106907,,0.009,0.008,1.8424,0.61106907,,0.006,0.005,1.1515,0.14106544,,0.008,0.007,1.6121,0.477537677,,0.008,0.007,1.6121,0.477537677,,0.003,0.002,0.4606,-0.775225292,,0.014,0.013,2.9939,1.096576885,,0.01,0.009,2.0727,0.728852105,
471,0,0.009,0.009,2.0727,0.728852105,,0.009,0.009,2.0727,0.728852105,,0.006,0.006,1.3818,0.323386997,,0.008,0.008,1.8424,0.61106907,,0.008,0.008,1.8424,0.61106907,,0.003,0.003,0.6909,-0.369760183,,0.014,0.014,3.2242,1.170684857,,0.01,0.01,2.303,0.834212621,
472,0,0.009,0.009,2.0727,0.728852105,,0.009,0.009,2.0727,0.728852105,,0.006,0.006,1.3818,0.323386997,,0.008,0.008,1.8424,0.61106907,,0.008,0.008,1.8424,0.61106907,,0.003,0.003,0.6909,-0.369760183,,0.014,0.014,3.2242,1.170684857,,0.01,0.01,2.303,0.834212621,
473,0,0.009,0.009,2.0727,0.728852105,,0.009,0.009,2.0727,0.728852105,,0.006,0.006,1.3818,0.323386997,,0.008,0.008,1.8424,0.61106907,,0.008,0.008,1.8424,0.61106907,,0.003,0.003,0.6909,-0.369760183,,0.014,0.014,3.2242,1.170684857,,0.01,0.01,2.303,0.834212621,
474,0.001,0.009,0.008,1.8424,0.61106907,,0.009,0.008,1.8424,0.61106907,,0.006,0.005,1.1515,0.14106544,,0.008,0.007,1.6121,0.477537677,,0.008,0.007,1.6121,0.477537677,,0.003,0.002,0.4606,-0.775225292,,0.014,0.013,2.9939,1.096576885,,0.01,0.009,2.0727,0.728852105,
475,0.001,0.009,0.008,1.8424,0.61106907,,0.009,0.008,1.8424,0.61106907,,0.006,0.005,1.1515,0.14106544,,0.008,0.007,1.6121,0.477537677,,0.008,0.007,1.6121,0.477537677,,0.003,0.002,0.4606,-0.775225292,,0.014,0.013,2.9939,1.096576885,,0.01,0.009,2.0727,0.728852105,
476,0,0.009,0.009,2.0727,0.728852105,,0.009,0.009,2.0727,0.728852105,,0.006,0.006,1.3818,0.323386997,,0.008,0.008,1.8424,0.61106907,,0.008,0.008,1.8424,0.61106907,,0.003,0.003,0.6909,-0.369760183,,0.014,0.014,3.2242,1.170684857,,0.01,0.01,2.303,0.834212621,
477,0,0.009,0.009,2.0727,0.728852105,,0.009,0.009,2.0727,0.728852105,,0.006,0.006,1.3818,0.323386997,,0.008,0.008,1.8424,0.61106907,,0.008,0.008,1.8424,0.61106907,,0.003,0.003,0.6909,-0.369760183,,0.014,0.014,3.2242,1.170684857,,0.01,0.01,2.303,0.834212621,
478,0.001,0.009,0.008,1.8424,0.61106907,,0.009,0.008,1.8424,0.61106907,,0.006,0.005,1.1515,0.14106544,,0.008,0.007,1.6121,0.477537677,,0.008,0.007,1.6121,0.477537677,,0.003,0.002,0.4606,-0.775225292,,0.014,0.013,2.9939,1.096576885,,0.01,0.009,2.0727,0.728852105,
479,0.001,0.009,0.008,1.8424,0.61106907,,0.008,0.007,1.6121,0.477537677,,0.006,0.005,1.1515,0.14106544,,0.007,0.006,1.3818,0.323386997,,0.008,0.007,1.6121,0.477537677,,0.003,0.002,0.4606,-0.775225292,,0.014,0.013,2.9939,1.096576885,,0.009,0.008,1.8424,0.61106907,
480,0.001,0.009,0.008,1.8424,0.61106907,,0.008,0.007,1.6121,0.477537677,,0.006,0.005,1.1515,0.14106544,,0.007,0.006,1.3818,0.323386997,,0.008,0.007,1.6121,0.477537677,,0.003,0.002,0.4606,-0.775225292,,0.014,0.013,2.9939,1.096576885,,0.009,0.008,1.8424,0.61106907,
481,0,0.008,0.008,1.8424,0.61106907,,0.008,0.008,1.8424,0.61106907,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.008,0.008,1.8424,0.61106907,,0.003,0.003,0.6909,-0.369760183,,0.013,0.013,2.9939,1.096576885,,0.009,0.009,2.0727,0.728852105,
482,0,0.008,0.008,1.8424,0.61106907,,0.008,0.008,1.8424,0.61106907,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.008,0.008,1.8424,0.61106907,,0.003,0.003,0.6909,-0.369760183,,0.013,0.013,2.9939,1.096576885,,0.009,0.009,2.0727,0.728852105,
483,0,0.008,0.008,1.8424,0.61106907,,0.008,0.008,1.8424,0.61106907,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.008,0.008,1.8424,0.61106907,,0.003,0.003,0.6909,-0.369760183,,0.013,0.013,2.9939,1.096576885,,0.009,0.009,2.0727,0.728852105,
484,0,0.008,0.008,1.8424,0.61106907,,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.008,0.008,1.8424,0.61106907,,0.003,0.003,0.6909,-0.369760183,,0.013,0.013,2.9939,1.096576885,,0.009,0.009,2.0727,0.728852105,
485,0,0.008,0.008,1.8424,0.61106907,,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.008,0.008,1.8424,0.61106907,,0.003,0.003,0.6909,-0.369760183,,0.013,0.013,2.9939,1.096576885,,0.009,0.009,2.0727,0.728852105,
486,0,0.008,0.008,1.8424,0.61106907,,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.008,0.008,1.8424,0.61106907,,0.003,0.003,0.6909,-0.369760183,,0.013,0.013,2.9939,1.096576885,,0.009,0.009,2.0727,0.728852105,
487,0,0.008,0.008,1.8424,0.61106907,,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.008,0.008,1.8424,0.61106907,,0.003,0.003,0.6909,-0.369760183,,0.013,0.013,2.9939,1.096576885,,0.009,0.009,2.0727,0.728852105,
488,0,0.008,0.008,1.8424,0.61106907,,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,0.6909,-0.369760183,,0.013,0.013,2.9939,1.096576885,,0.009,0.009,2.0727,0.728852105,
489,0,0.008,0.008,1.8424,0.61106907,,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,0.6909,-0.369760183,,0.013,0.013,2.9939,1.096576885,,0.009,0.009,2.0727,0.728852105,
490,0,0.008,0.008,1.8424,0.61106907,,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,0.6909,-0.369760183,,0.013,0.013,2.9939,1.096576885,,0.009,0.009,2.0727,0.728852105,
491,0,0.008,0.008,1.8424,0.61106907,,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,0.6909,-0.369760183,,0.013,0.013,2.9939,1.096576885,,0.009,0.009,2.0727,0.728852105,
492,0,0.008,0.008,1.8424,0.61106907,,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,0.6909,-0.369760183,,0.013,0.013,2.9939,1.096576885,,0.009,0.009,2.0727,0.728852105,
493,0,0.008,0.008,1.8424,0.61106907,,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,0.6909,-0.369760183,,0.013,0.013,2.9939,1.096576885,,0.009,0.009,2.0727,0.728852105,
494,0,0.008,0.008,1.8424,0.61106907,,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,,0.002,0.002,0.4606,-0.775225292,,0.013,0.013,2.9939,1.096576885,,0.009,0.009,2.0727,0.728852105,
495,0,0.008,0.008,1.8424,0.61106907,,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,0.6909,-0.369760183,,0.013,0.013,2.9939,1.096576885,,0.009,0.009,2.0727,0.728852105,
496,0,0.008,0.008,1.8424,0.61106907,,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,,0.002,0.002,0.4606,-0.775225292,,0.013,0.013,2.9939,1.096576885,,0.009,0.009,2.0727,0.728852105,
497,0,0.008,0.008,1.8424,0.61106907,,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,,0.002,0.002,0.4606,-0.775225292,,0.013,0.013,2.9939,1.096576885,,0.009,0.009,2.0727,0.728852105,
498,0,0.008,0.008,1.8424,0.61106907,,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,,0.002,0.002,0.4606,-0.775225292,,0.013,0.013,2.9939,1.096576885,,0.009,0.009,2.0727,0.728852105,
499,0,0.008,0.008,1.8424,0.61106907,,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,,0.002,0.002,0.4606,-0.775225292,,0.013,0.013,2.9939,1.096576885,,0.009,0.009,2.0727,0.728852105,
500,0,0.008,0.008,1.8424,0.61106907,,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,,0.002,0.002,0.4606,-0.775225292,,0.013,0.013,2.9939,1.096576885,,0.009,0.009,2.0727,0.728852105,
501,0,0.008,0.008,1.8424,0.61106907,,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,,0.002,0.002,0.4606,-0.775225292,,0.013,0.013,2.9939,1.096576885,,0.009,0.009,2.0727,0.728852105,
502,0,0.007,0.007,1.6121,0.477537677,,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,,0.002,0.002,0.4606,-0.775225292,,0.013,0.013,2.9939,1.096576885,,0.009,0.009,2.0727,0.728852105,
503,0,0.007,0.007,1.6121,0.477537677,,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,,0.002,0.002,0.4606,-0.775225292,,0.012,0.012,2.7636,1.016534178,,0.009,0.009,2.0727,0.728852105,
504,0,0.007,0.007,1.6121,0.477537677,,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,,0.002,0.002,0.4606,-0.775225292,,0.012,0.012,2.7636,1.016534178,,0.009,0.009,2.0727,0.728852105,
505,0,0.007,0.007,1.6121,0.477537677,,0.008,0.008,1.8424,0.61106907,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,,0.002,0.002,0.4606,-0.775225292,,0.012,0.012,2.7636,1.016534178,,0.009,0.009,2.0727,0.728852105,
506,0,0.007,0.007,1.6121,0.477537677,,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,,0.002,0.002,0.4606,-0.775225292,,0.012,0.012,2.7636,1.016534178,,0.009,0.009,2.0727,0.728852105,
507,0,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.002,0.002,0.4606,-0.775225292,,0.012,0.012,2.7636,1.016534178,,0.009,0.009,2.0727,0.728852105,
508,0,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.002,0.002,0.4606,-0.775225292,,0.012,0.012,2.7636,1.016534178,,0.009,0.009,2.0727,0.728852105,
509,0,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.002,0.002,0.4606,-0.775225292,,0.012,0.012,2.7636,1.016534178,,0.009,0.009,2.0727,0.728852105,
