,MilliQ,B30May19_45_R2,A(CDOM),a(CDOM),ln(a),Sr,F30May19_20_R1,A(CDOM),a(CDOM),ln(a),Sr,B29Apr19_01_R1,A(CDOM),a(CDOM),ln(a),Sr,F27Jun19_5m_R2,A(CDOM),a(CDOM),ln(a),Sr,F27Jun19_9m_R1,A(CDOM),a(CDOM),ln(a),Sr,F27Jun19_50_R2,A(CDOM),a(CDOM),ln(a),Sr,B29Apr19_200_R2,A(CDOM),a(CDOM),ln(a),Sr,F2Sep19_Inf_R1,A(CDOM),a(CDOM),ln(a),Sr
510,0,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.002,0.002,0.4606,-0.775225292,,0.012,0.012,2.7636,1.016534178,,0.009,0.009,2.0727,0.728852105,
511,0,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.002,0.002,0.4606,-0.775225292,,0.012,0.012,2.7636,1.016534178,,0.009,0.009,2.0727,0.728852105,
512,0,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.002,0.002,0.4606,-0.775225292,,0.012,0.012,2.7636,1.016534178,,0.009,0.009,2.0727,0.728852105,
513,0,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.002,0.002,0.4606,-0.775225292,,0.012,0.012,2.7636,1.016534178,,0.009,0.009,2.0727,0.728852105,
514,0,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.002,0.002,0.4606,-0.775225292,,0.012,0.012,2.7636,1.016534178,,0.009,0.009,2.0727,0.728852105,
515,0,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.002,0.002,0.4606,-0.775225292,,0.012,0.012,2.7636,1.016534178,,0.009,0.009,2.0727,0.728852105,
516,0,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.002,0.002,0.4606,-0.775225292,,0.012,0.012,2.7636,1.016534178,,0.009,0.009,2.0727,0.728852105,
517,0,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.4606,-0.775225292,,0.012,0.012,2.7636,1.016534178,,0.009,0.009,2.0727,0.728852105,
518,0,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.4606,-0.775225292,,0.012,0.012,2.7636,1.016534178,,0.009,0.009,2.0727,0.728852105,
519,0,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.4606,-0.775225292,,0.012,0.012,2.7636,1.016534178,,0.009,0.009,2.0727,0.728852105,
520,0,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.4606,-0.775225292,,0.012,0.012,2.7636,1.016534178,,0.009,0.009,2.0727,0.728852105,
521,0,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.4606,-0.775225292,,0.012,0.012,2.7636,1.016534178,,0.009,0.009,2.0727,0.728852105,
522,0,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.4606,-0.775225292,,0.012,0.012,2.7636,1.016534178,,0.009,0.009,2.0727,0.728852105,
523,0,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.4606,-0.775225292,,0.012,0.012,2.7636,1.016534178,,0.009,0.009,2.0727,0.728852105,
524,0,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.4606,-0.775225292,,0.012,0.012,2.7636,1.016534178,,0.009,0.009,2.0727,0.728852105,
525,0,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.4606,-0.775225292,,0.012,0.012,2.7636,1.016534178,,0.009,0.009,2.0727,0.728852105,
526,0,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.4606,-0.775225292,,0.012,0.012,2.7636,1.016534178,,0.009,0.009,2.0727,0.728852105,
527,0,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.4606,-0.775225292,,0.012,0.012,2.7636,1.016534178,,0.009,0.009,2.0727,0.728852105,
528,0,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.4606,-0.775225292,,0.012,0.012,2.7636,1.016534178,,0.009,0.009,2.0727,0.728852105,
529,0,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.4606,-0.775225292,,0.011,0.011,2.5333,0.929522801,,0.009,0.009,2.0727,0.728852105,
530,0,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.4606,-0.775225292,,0.011,0.011,2.5333,0.929522801,,0.009,0.009,2.0727,0.728852105,
531,0,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.4606,-0.775225292,,0.012,0.012,2.7636,1.016534178,,0.009,0.009,2.0727,0.728852105,
532,0,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.4606,-0.775225292,,0.011,0.011,2.5333,0.929522801,,0.009,0.009,2.0727,0.728852105,
533,0,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.4606,-0.775225292,,0.011,0.011,2.5333,0.929522801,,0.009,0.009,2.0727,0.728852105,
534,0,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.4606,-0.775225292,,0.011,0.011,2.5333,0.929522801,,0.009,0.009,2.0727,0.728852105,
535,0,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.4606,-0.775225292,,0.012,0.012,2.7636,1.016534178,,0.009,0.009,2.0727,0.728852105,
536,0.001,0.007,0.006,1.3818,0.323386997,,0.008,0.007,1.6121,0.477537677,,0.006,0.005,1.1515,0.14106544,,0.007,0.006,1.3818,0.323386997,,0.007,0.006,1.3818,0.323386997,,0.003,0.002,0.4606,-0.775225292,,0.012,0.011,2.5333,0.929522801,,0.01,0.009,2.0727,0.728852105,
537,0,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.4606,-0.775225292,,0.012,0.012,2.7636,1.016534178,,0.009,0.009,2.0727,0.728852105,
538,0,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.4606,-0.775225292,,0.011,0.011,2.5333,0.929522801,,0.009,0.009,2.0727,0.728852105,
539,0,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.4606,-0.775225292,,0.011,0.011,2.5333,0.929522801,,0.009,0.009,2.0727,0.728852105,
540,0,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.4606,-0.775225292,,0.011,0.011,2.5333,0.929522801,,0.009,0.009,2.0727,0.728852105,
541,0,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.4606,-0.775225292,,0.011,0.011,2.5333,0.929522801,,0.009,0.009,2.0727,0.728852105,
542,0,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0.011,0.011,2.5333,0.929522801,,0.009,0.009,2.0727,0.728852105,
543,0,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0.011,0.011,2.5333,0.929522801,,0.008,0.008,1.8424,0.61106907,
544,0,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.4606,-0.775225292,,0.011,0.011,2.5333,0.929522801,,0.009,0.009,2.0727,0.728852105,
545,0,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0.011,0.011,2.5333,0.929522801,,0.009,0.009,2.0727,0.728852105,
546,0,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0.011,0.011,2.5333,0.929522801,,0.009,0.009,2.0727,0.728852105,
547,0,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0.011,0.011,2.5333,0.929522801,,0.009,0.009,2.0727,0.728852105,
548,0,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.4606,-0.775225292,,0.011,0.011,2.5333,0.929522801,,0.009,0.009,2.0727,0.728852105,
549,0,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.4606,-0.775225292,,0.011,0.011,2.5333,0.929522801,,0.009,0.009,2.0727,0.728852105,
550,0,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0.011,0.011,2.5333,0.929522801,,0.008,0.008,1.8424,0.61106907,
551,0,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0.011,0.011,2.5333,0.929522801,,0.008,0.008,1.8424,0.61106907,
552,0,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0.011,0.011,2.5333,0.929522801,,0.008,0.008,1.8424,0.61106907,
553,0,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0.011,0.011,2.5333,0.929522801,,0.009,0.009,2.0727,0.728852105,
554,0,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0.011,0.011,2.5333,0.929522801,,0.008,0.008,1.8424,0.61106907,
555,0,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0.011,0.011,2.5333,0.929522801,,0.008,0.008,1.8424,0.61106907,
556,0,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0.011,0.011,2.5333,0.929522801,,0.009,0.009,2.0727,0.728852105,
557,0,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0.011,0.011,2.5333,0.929522801,,0.008,0.008,1.8424,0.61106907,
558,0,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0.011,0.011,2.5333,0.929522801,,0.008,0.008,1.8424,0.61106907,
559,0,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0.011,0.011,2.5333,0.929522801,,0.008,0.008,1.8424,0.61106907,
560,0,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0.011,0.011,2.5333,0.929522801,,0.008,0.008,1.8424,0.61106907,
561,0,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0.011,0.011,2.5333,0.929522801,,0.008,0.008,1.8424,0.61106907,
562,0,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0.011,0.011,2.5333,0.929522801,,0.008,0.008,1.8424,0.61106907,
563,0,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0.011,0.011,2.5333,0.929522801,,0.008,0.008,1.8424,0.61106907,
564,0,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0.011,0.011,2.5333,0.929522801,,0.008,0.008,1.8424,0.61106907,
565,0,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0.011,0.011,2.5333,0.929522801,,0.008,0.008,1.8424,0.61106907,
566,0,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0.011,0.011,2.5333,0.929522801,,0.008,0.008,1.8424,0.61106907,
567,0,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0.011,0.011,2.5333,0.929522801,,0.008,0.008,1.8424,0.61106907,
568,0,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0.011,0.011,2.5333,0.929522801,,0.008,0.008,1.8424,0.61106907,
569,0,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0.011,0.011,2.5333,0.929522801,,0.008,0.008,1.8424,0.61106907,
570,0,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0.011,0.011,2.5333,0.929522801,,0.008,0.008,1.8424,0.61106907,
571,0,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0.011,0.011,2.5333,0.929522801,,0.008,0.008,1.8424,0.61106907,
572,0,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0.011,0.011,2.5333,0.929522801,,0.008,0.008,1.8424,0.61106907,
573,0,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0.011,0.011,2.5333,0.929522801,,0.008,0.008,1.8424,0.61106907,
574,0,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0.011,0.011,2.5333,0.929522801,,0.008,0.008,1.8424,0.61106907,
575,0,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0.011,0.011,2.5333,0.929522801,,0.008,0.008,1.8424,0.61106907,
576,0,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0.011,0.011,2.5333,0.929522801,,0.008,0.008,1.8424,0.61106907,
577,0,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0.011,0.011,2.5333,0.929522801,,0.008,0.008,1.8424,0.61106907,
578,0,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0.011,0.011,2.5333,0.929522801,,0.008,0.008,1.8424,0.61106907,
579,0,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0.011,0.011,2.5333,0.929522801,,0.008,0.008,1.8424,0.61106907,
580,0,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0.011,0.011,2.5333,0.929522801,,0.008,0.008,1.8424,0.61106907,
581,0,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0.01,0.01,2.303,0.834212621,,0.008,0.008,1.8424,0.61106907,
582,0,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0.01,0.01,2.303,0.834212621,,0.008,0.008,1.8424,0.61106907,
583,0,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0.01,0.01,2.303,0.834212621,,0.008,0.008,1.8424,0.61106907,
584,0,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0.01,0.01,2.303,0.834212621,,0.008,0.008,1.8424,0.61106907,
585,0,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0.01,0.01,2.303,0.834212621,,0.008,0.008,1.8424,0.61106907,
586,0,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0.01,0.01,2.303,0.834212621,,0.008,0.008,1.8424,0.61106907,
587,0,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0.01,0.01,2.303,0.834212621,,0.008,0.008,1.8424,0.61106907,
588,0,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0.01,0.01,2.303,0.834212621,,0.008,0.008,1.8424,0.61106907,
589,0,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0.01,0.01,2.303,0.834212621,,0.008,0.008,1.8424,0.61106907,
590,0,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0.01,0.01,2.303,0.834212621,,0.008,0.008,1.8424,0.61106907,
591,0,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0.01,0.01,2.303,0.834212621,,0.008,0.008,1.8424,0.61106907,
592,0,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0.01,0.01,2.303,0.834212621,,0.008,0.008,1.8424,0.61106907,
