,Blank,F11Sep19_5R2,A(CDOM),a(CDOM),ln(a),Sr,F11Sep19_5R2_Dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F4Oct19_SurfR1,A(CDOM),a(CDOM),ln(a),Sr,F4Oct19_SurfR2_Dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F4Oct19_5R1,A(CDOM),a(CDOM),ln(a),Sr,F4Oct19_5R1_Dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F4Oct19_9R1,A(CDOM),a(CDOM),ln(a),Sr,F8Nov19_SurfR1,A(CDOM),a(CDOM),ln(a),Sr,F8Nov19_SurfR1_Dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F8Nov19_5R2,A(CDOM),a(CDOM),ln(a),Sr,F8Nov19_5R2_Dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F8Nov19_9R2,A(CDOM),a(CDOM),ln(a),Sr,F8Nov19_9R2_Dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr
692,0,0.015,0.015,3.4545,1.239677729,,0.005,0.005,2.303,0.834212621,,0,0,0,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,,0.025,0.025,5.7575,1.750503353,,0.011,0.011,5.0666,1.622669981,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,
693,0,0.015,0.015,3.4545,1.239677729,,0.005,0.005,2.303,0.834212621,,0,0,0,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,,0.025,0.025,5.7575,1.750503353,,0.011,0.011,5.0666,1.622669981,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,
694,0,0.015,0.015,3.4545,1.239677729,,0.005,0.005,2.303,0.834212621,,0,0,0,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,,0.025,0.025,5.7575,1.750503353,,0.011,0.011,5.0666,1.622669981,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,
695,0,0.015,0.015,3.4545,1.239677729,,0.006,0.006,2.7636,1.016534178,,0,0,0,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,,0.025,0.025,5.7575,1.750503353,,0.011,0.011,5.0666,1.622669981,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,
696,0,0.015,0.015,3.4545,1.239677729,,0.006,0.006,2.7636,1.016534178,,0,0,0,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,,0.025,0.025,5.7575,1.750503353,,0.011,0.011,5.0666,1.622669981,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,
697,0,0.015,0.015,3.4545,1.239677729,,0.005,0.005,2.303,0.834212621,,0,0,0,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,,0.025,0.025,5.7575,1.750503353,,0.011,0.011,5.0666,1.622669981,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,
698,0,0.015,0.015,3.4545,1.239677729,,0.005,0.005,2.303,0.834212621,,0,0,0,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,,0.025,0.025,5.7575,1.750503353,,0.011,0.011,5.0666,1.622669981,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,
699,0,0.015,0.015,3.4545,1.239677729,,0.005,0.005,2.303,0.834212621,,0,0,0,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,,0.025,0.025,5.7575,1.750503353,,0.011,0.011,5.0666,1.622669981,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,
700,0,0.015,0.015,3.4545,1.239677729,,0.006,0.006,2.7636,1.016534178,,0,0,0,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,,0.025,0.025,5.7575,1.750503353,,0.011,0.011,5.0666,1.622669981,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,
701,0,0.015,0.015,3.4545,1.239677729,,0.006,0.006,2.7636,1.016534178,,0,0,0,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,,0.025,0.025,5.7575,1.750503353,,0.011,0.011,5.0666,1.622669981,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,
702,0,0.015,0.015,3.4545,1.239677729,,0.005,0.005,2.303,0.834212621,,0,0,0,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,,0.025,0.025,5.7575,1.750503353,,0.011,0.011,5.0666,1.622669981,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,
703,0,0.014,0.014,3.2242,1.170684857,,0.005,0.005,2.303,0.834212621,,0,0,0,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,,0.025,0.025,5.7575,1.750503353,,0.011,0.011,5.0666,1.622669981,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,
704,0,0.015,0.015,3.4545,1.239677729,,0.005,0.005,2.303,0.834212621,,0,0,0,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,,0.025,0.025,5.7575,1.750503353,,0.011,0.011,5.0666,1.622669981,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,
705,0,0.015,0.015,3.4545,1.239677729,,0.005,0.005,2.303,0.834212621,,0,0,0,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,,0.025,0.025,5.7575,1.750503353,,0.011,0.011,5.0666,1.622669981,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,
706,0,0.015,0.015,3.4545,1.239677729,,0.005,0.005,2.303,0.834212621,,0,0,0,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,,0.025,0.025,5.7575,1.750503353,,0.011,0.011,5.0666,1.622669981,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,
707,0,0.015,0.015,3.4545,1.239677729,,0.005,0.005,2.303,0.834212621,,0,0,0,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,,0.025,0.025,5.7575,1.750503353,,0.011,0.011,5.0666,1.622669981,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,
708,0,0.014,0.014,3.2242,1.170684857,,0.005,0.005,2.303,0.834212621,,0,0,0,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,,0.025,0.025,5.7575,1.750503353,,0.011,0.011,5.0666,1.622669981,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,
709,0,0.014,0.014,3.2242,1.170684857,,0.005,0.005,2.303,0.834212621,,0,0,0,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,,0.025,0.025,5.7575,1.750503353,,0.011,0.011,5.0666,1.622669981,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,
710,0,0.014,0.014,3.2242,1.170684857,,0.005,0.005,2.303,0.834212621,,0,0,0,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,,0.025,0.025,5.7575,1.750503353,,0.011,0.011,5.0666,1.622669981,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,
711,0,0.015,0.015,3.4545,1.239677729,,0.005,0.005,2.303,0.834212621,,0,0,0,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,,0.025,0.025,5.7575,1.750503353,,0.011,0.011,5.0666,1.622669981,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,
712,0,0.014,0.014,3.2242,1.170684857,,0.005,0.005,2.303,0.834212621,,0,0,0,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,,0.025,0.025,5.7575,1.750503353,,0.011,0.011,5.0666,1.622669981,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,
713,0,0.014,0.014,3.2242,1.170684857,,0.005,0.005,2.303,0.834212621,,0,0,0,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,,0.025,0.025,5.7575,1.750503353,,0.011,0.011,5.0666,1.622669981,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,
714,0,0.014,0.014,3.2242,1.170684857,,0.005,0.005,2.303,0.834212621,,0,0,0,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,,0.025,0.025,5.7575,1.750503353,,0.011,0.011,5.0666,1.622669981,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,
715,0,0.014,0.014,3.2242,1.170684857,,0.005,0.005,2.303,0.834212621,,0,0,0,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,,0.025,0.025,5.7575,1.750503353,,0.011,0.011,5.0666,1.622669981,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,
716,0,0.014,0.014,3.2242,1.170684857,,0.005,0.005,2.303,0.834212621,,0,0,0,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,,0.025,0.025,5.7575,1.750503353,,0.011,0.011,5.0666,1.622669981,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,
717,0,0.014,0.014,3.2242,1.170684857,,0.005,0.005,2.303,0.834212621,,0,0,0,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,,0.025,0.025,5.7575,1.750503353,,0.011,0.011,5.0666,1.622669981,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,
718,0,0.014,0.014,3.2242,1.170684857,,0.005,0.005,2.303,0.834212621,,0,0,0,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,,0.025,0.025,5.7575,1.750503353,,0.011,0.011,5.0666,1.622669981,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,
719,0,0.014,0.014,3.2242,1.170684857,,0.005,0.005,2.303,0.834212621,,0,0,0,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,,0.024,0.024,5.5272,1.709681358,,0.011,0.011,5.0666,1.622669981,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,
720,0,0.014,0.014,3.2242,1.170684857,,0.005,0.005,2.303,0.834212621,,0,0,0,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,,0.024,0.024,5.5272,1.709681358,,0.011,0.011,5.0666,1.622669981,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,
721,0,0.014,0.014,3.2242,1.170684857,,0.005,0.005,2.303,0.834212621,,0,0,0,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,,0.024,0.024,5.5272,1.709681358,,0.011,0.011,5.0666,1.622669981,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,
722,0,0.014,0.014,3.2242,1.170684857,,0.005,0.005,2.303,0.834212621,,0,0,0,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,,0.024,0.024,5.5272,1.709681358,,0.011,0.011,5.0666,1.622669981,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,
723,0,0.014,0.014,3.2242,1.170684857,,0.005,0.005,2.303,0.834212621,,0,0,0,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,,0.024,0.024,5.5272,1.709681358,,0.01,0.01,4.606,1.527359801,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,
724,0,0.014,0.014,3.2242,1.170684857,,0.005,0.005,2.303,0.834212621,,0,0,0,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,,0.024,0.024,5.5272,1.709681358,,0.01,0.01,4.606,1.527359801,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,
725,0,0.014,0.014,3.2242,1.170684857,,0.005,0.005,2.303,0.834212621,,0,0,0,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,,0.024,0.024,5.5272,1.709681358,,0.01,0.01,4.606,1.527359801,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,
726,0,0.014,0.014,3.2242,1.170684857,,0.005,0.005,2.303,0.834212621,,0,0,0,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,,0.024,0.024,5.5272,1.709681358,,0.01,0.01,4.606,1.527359801,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,
727,0,0.014,0.014,3.2242,1.170684857,,0.005,0.005,2.303,0.834212621,,0,0,0,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,,0.024,0.024,5.5272,1.709681358,,0.01,0.01,4.606,1.527359801,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,
728,0,0.014,0.014,3.2242,1.170684857,,0.005,0.005,2.303,0.834212621,,0,0,0,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,,0.024,0.024,5.5272,1.709681358,,0.01,0.01,4.606,1.527359801,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,
729,0,0.014,0.014,3.2242,1.170684857,,0.005,0.005,2.303,0.834212621,,0,0,0,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,,0.024,0.024,5.5272,1.709681358,,0.01,0.01,4.606,1.527359801,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,
730,0,0.014,0.014,3.2242,1.170684857,,0.005,0.005,2.303,0.834212621,,-0.001,-0.001,-0.2303,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,,0.024,0.024,5.5272,1.709681358,,0.01,0.01,4.606,1.527359801,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,
731,0,0.014,0.014,3.2242,1.170684857,,0.005,0.005,2.303,0.834212621,,0,0,0,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,,0.024,0.024,5.5272,1.709681358,,0.01,0.01,4.606,1.527359801,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,
732,0,0.014,0.014,3.2242,1.170684857,,0.005,0.005,2.303,0.834212621,,0,0,0,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,,0.024,0.024,5.5272,1.709681358,,0.01,0.01,4.606,1.527359801,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,
733,0,0.014,0.014,3.2242,1.170684857,,0.005,0.005,2.303,0.834212621,,0,0,0,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,,0.024,0.024,5.5272,1.709681358,,0.01,0.01,4.606,1.527359801,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,
734,0,0.014,0.014,3.2242,1.170684857,,0.005,0.005,2.303,0.834212621,,0,0,0,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,,0.024,0.024,5.5272,1.709681358,,0.01,0.01,4.606,1.527359801,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,
735,0,0.014,0.014,3.2242,1.170684857,,0.005,0.005,2.303,0.834212621,,0,0,0,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,,0.024,0.024,5.5272,1.709681358,,0.01,0.01,4.606,1.527359801,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,
736,0,0.014,0.014,3.2242,1.170684857,,0.005,0.005,2.303,0.834212621,,0,0,0,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,,0.024,0.024,5.5272,1.709681358,,0.01,0.01,4.606,1.527359801,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,
737,0,0.014,0.014,3.2242,1.170684857,,0.005,0.005,2.303,0.834212621,,0,0,0,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,,0.024,0.024,5.5272,1.709681358,,0.01,0.01,4.606,1.527359801,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,
738,0,0.014,0.014,3.2242,1.170684857,,0.005,0.005,2.303,0.834212621,,0,0,0,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,,0.024,0.024,5.5272,1.709681358,,0.01,0.01,4.606,1.527359801,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,
739,0,0.014,0.014,3.2242,1.170684857,,0.005,0.005,2.303,0.834212621,,0,0,0,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,,0.024,0.024,5.5272,1.709681358,,0.01,0.01,4.606,1.527359801,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,
740,0,0.014,0.014,3.2242,1.170684857,,0.005,0.005,2.303,0.834212621,,0,0,0,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,,0.024,0.024,5.5272,1.709681358,,0.01,0.01,4.606,1.527359801,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,
741,0,0.013,0.013,2.9939,1.096576885,,0.005,0.005,2.303,0.834212621,,0,0,0,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,,0.024,0.024,5.5272,1.709681358,,0.01,0.01,4.606,1.527359801,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,
742,0,0.013,0.013,2.9939,1.096576885,,0.005,0.005,2.303,0.834212621,,0,0,0,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,,0.024,0.024,5.5272,1.709681358,,0.01,0.01,4.606,1.527359801,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,
