,MilliQ,F16Oct19_5m_R2,A(CDOM),a(CDOM),ln(a),Sr,F30Oct19_Surf_R1,A(CDOM),a(CDOM),ln(a),Sr,F16Oct19_9m_R2,A(CDOM),a(CDOM),ln(a),Sr,F30Oct19_9m_R2,A(CDOM),a(CDOM),ln(a),Sr,F20Nov19_9m_R2,A(CDOM),a(CDOM),ln(a),Sr,F16Oct19_Surf_R1,A(CDOM),a(CDOM),ln(a),Sr,F30Oct19_5m_R1,A(CDOM),a(CDOM),ln(a),Sr,F8Nov19_100_R1,A(CDOM),a(CDOM),ln(a),Sr,F23Oct19_Surf_R2,A(CDOM),a(CDOM),ln(a),Sr,F20Nov19_Surf_R2,A(CDOM),a(CDOM),ln(a),Sr,F20Nov19_9m_R1,A(CDOM),a(CDOM),ln(a),Sr,F23Oct19_5m_R2,A(CDOM),a(CDOM),ln(a),Sr,F23Oct19_9m_R2,A(CDOM),a(CDOM),ln(a),Sr
678,0,0.007,0.007,1.6121,0.477537677,,0.01,0.01,2.303,0.834212621,,0.007,0.007,1.6121,0.477537677,,0.006,0.006,1.3818,0.323386997,,0.008,0.008,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,
679,0,0.007,0.007,1.6121,0.477537677,,0.01,0.01,2.303,0.834212621,,0.007,0.007,1.6121,0.477537677,,0.006,0.006,1.3818,0.323386997,,0.008,0.008,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,
680,0,0.007,0.007,1.6121,0.477537677,,0.01,0.01,2.303,0.834212621,,0.007,0.007,1.6121,0.477537677,,0.006,0.006,1.3818,0.323386997,,0.008,0.008,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,
681,0,0.007,0.007,1.6121,0.477537677,,0.01,0.01,2.303,0.834212621,,0.007,0.007,1.6121,0.477537677,,0.006,0.006,1.3818,0.323386997,,0.008,0.008,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,
682,0,0.007,0.007,1.6121,0.477537677,,0.01,0.01,2.303,0.834212621,,0.007,0.007,1.6121,0.477537677,,0.006,0.006,1.3818,0.323386997,,0.008,0.008,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,
683,0,0.007,0.007,1.6121,0.477537677,,0.01,0.01,2.303,0.834212621,,0.007,0.007,1.6121,0.477537677,,0.006,0.006,1.3818,0.323386997,,0.008,0.008,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,
684,0,0.007,0.007,1.6121,0.477537677,,0.01,0.01,2.303,0.834212621,,0.007,0.007,1.6121,0.477537677,,0.006,0.006,1.3818,0.323386997,,0.008,0.008,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,
685,0,0.007,0.007,1.6121,0.477537677,,0.01,0.01,2.303,0.834212621,,0.007,0.007,1.6121,0.477537677,,0.006,0.006,1.3818,0.323386997,,0.008,0.008,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,
686,0,0.007,0.007,1.6121,0.477537677,,0.01,0.01,2.303,0.834212621,,0.007,0.007,1.6121,0.477537677,,0.006,0.006,1.3818,0.323386997,,0.008,0.008,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,
687,0,0.007,0.007,1.6121,0.477537677,,0.01,0.01,2.303,0.834212621,,0.007,0.007,1.6121,0.477537677,,0.006,0.006,1.3818,0.323386997,,0.008,0.008,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,
688,0,0.007,0.007,1.6121,0.477537677,,0.01,0.01,2.303,0.834212621,,0.007,0.007,1.6121,0.477537677,,0.006,0.006,1.3818,0.323386997,,0.008,0.008,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,
689,0,0.007,0.007,1.6121,0.477537677,,0.01,0.01,2.303,0.834212621,,0.007,0.007,1.6121,0.477537677,,0.006,0.006,1.3818,0.323386997,,0.008,0.008,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,
690,0,0.007,0.007,1.6121,0.477537677,,0.01,0.01,2.303,0.834212621,,0.007,0.007,1.6121,0.477537677,,0.006,0.006,1.3818,0.323386997,,0.008,0.008,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,
691,0,0.007,0.007,1.6121,0.477537677,,0.01,0.01,2.303,0.834212621,,0.007,0.007,1.6121,0.477537677,,0.006,0.006,1.3818,0.323386997,,0.008,0.008,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,
692,0,0.007,0.007,1.6121,0.477537677,,0.009,0.009,2.0727,0.728852105,,0.007,0.007,1.6121,0.477537677,,0.006,0.006,1.3818,0.323386997,,0.008,0.008,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,
693,0,0.007,0.007,1.6121,0.477537677,,0.009,0.009,2.0727,0.728852105,,0.007,0.007,1.6121,0.477537677,,0.006,0.006,1.3818,0.323386997,,0.008,0.008,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,
694,0,0.006,0.006,1.3818,0.323386997,,0.01,0.01,2.303,0.834212621,,0.007,0.007,1.6121,0.477537677,,0.006,0.006,1.3818,0.323386997,,0.008,0.008,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,
695,0,0.007,0.007,1.6121,0.477537677,,0.01,0.01,2.303,0.834212621,,0.007,0.007,1.6121,0.477537677,,0.006,0.006,1.3818,0.323386997,,0.008,0.008,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,
696,0,0.007,0.007,1.6121,0.477537677,,0.01,0.01,2.303,0.834212621,,0.007,0.007,1.6121,0.477537677,,0.006,0.006,1.3818,0.323386997,,0.008,0.008,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,
697,0,0.007,0.007,1.6121,0.477537677,,0.01,0.01,2.303,0.834212621,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.008,0.008,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,
698,0,0.007,0.007,1.6121,0.477537677,,0.009,0.009,2.0727,0.728852105,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.008,0.008,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,
699,0,0.006,0.006,1.3818,0.323386997,,0.009,0.009,2.0727,0.728852105,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,
700,0,0.006,0.006,1.3818,0.323386997,,0.009,0.009,2.0727,0.728852105,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,
701,0,0.006,0.006,1.3818,0.323386997,,0.009,0.009,2.0727,0.728852105,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,
702,0,0.006,0.006,1.3818,0.323386997,,0.009,0.009,2.0727,0.728852105,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,
703,0,0.006,0.006,1.3818,0.323386997,,0.009,0.009,2.0727,0.728852105,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,
704,0,0.006,0.006,1.3818,0.323386997,,0.009,0.009,2.0727,0.728852105,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,
705,0,0.006,0.006,1.3818,0.323386997,,0.009,0.009,2.0727,0.728852105,,0.007,0.007,1.6121,0.477537677,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,
706,0,0.006,0.006,1.3818,0.323386997,,0.009,0.009,2.0727,0.728852105,,0.007,0.007,1.6121,0.477537677,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,
707,0,0.006,0.006,1.3818,0.323386997,,0.009,0.009,2.0727,0.728852105,,0.007,0.007,1.6121,0.477537677,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,
708,0,0.006,0.006,1.3818,0.323386997,,0.009,0.009,2.0727,0.728852105,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,
709,0,0.006,0.006,1.3818,0.323386997,,0.009,0.009,2.0727,0.728852105,,0.006,0.006,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,
710,0,0.006,0.006,1.3818,0.323386997,,0.009,0.009,2.0727,0.728852105,,0.007,0.007,1.6121,0.477537677,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,
711,0,0.006,0.006,1.3818,0.323386997,,0.009,0.009,2.0727,0.728852105,,0.007,0.007,1.6121,0.477537677,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,
712,0,0.006,0.006,1.3818,0.323386997,,0.009,0.009,2.0727,0.728852105,,0.007,0.007,1.6121,0.477537677,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,
713,0,0.006,0.006,1.3818,0.323386997,,0.009,0.009,2.0727,0.728852105,,0.007,0.007,1.6121,0.477537677,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,
714,0,0.006,0.006,1.3818,0.323386997,,0.009,0.009,2.0727,0.728852105,,0.007,0.007,1.6121,0.477537677,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,
715,0,0.006,0.006,1.3818,0.323386997,,0.009,0.009,2.0727,0.728852105,,0.007,0.007,1.6121,0.477537677,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,
716,0,0.006,0.006,1.3818,0.323386997,,0.009,0.009,2.0727,0.728852105,,0.007,0.007,1.6121,0.477537677,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,
717,0,0.006,0.006,1.3818,0.323386997,,0.009,0.009,2.0727,0.728852105,,0.007,0.007,1.6121,0.477537677,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,
718,0,0.006,0.006,1.3818,0.323386997,,0.009,0.009,2.0727,0.728852105,,0.007,0.007,1.6121,0.477537677,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,
719,0,0.006,0.006,1.3818,0.323386997,,0.009,0.009,2.0727,0.728852105,,0.007,0.007,1.6121,0.477537677,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,
720,0,0.006,0.006,1.3818,0.323386997,,0.009,0.009,2.0727,0.728852105,,0.006,0.006,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,
721,0,0.006,0.006,1.3818,0.323386997,,0.009,0.009,2.0727,0.728852105,,0.006,0.006,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,
722,0,0.006,0.006,1.3818,0.323386997,,0.009,0.009,2.0727,0.728852105,,0.006,0.006,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,
723,0,0.006,0.006,1.3818,0.323386997,,0.009,0.009,2.0727,0.728852105,,0.007,0.007,1.6121,0.477537677,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,
724,0,0.006,0.006,1.3818,0.323386997,,0.008,0.008,1.8424,0.61106907,,0.006,0.006,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,
725,0,0.006,0.006,1.3818,0.323386997,,0.008,0.008,1.8424,0.61106907,,0.006,0.006,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,
726,0,0.006,0.006,1.3818,0.323386997,,0.008,0.008,1.8424,0.61106907,,0.006,0.006,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,
727,0,0.006,0.006,1.3818,0.323386997,,0.008,0.008,1.8424,0.61106907,,0.006,0.006,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,
728,0,0.006,0.006,1.3818,0.323386997,,0.008,0.008,1.8424,0.61106907,,0.006,0.006,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,
