,MilliQ,F5Aug19_WET_R1,A(CDOM),a(CDOM),ln(a),Sr,F29Jul19_Inf_R1,A(CDOM),a(CDOM),ln(a),Sr,F29Jul19_Wet_R1,A(CDOM),a(CDOM),ln(a),Sr,F2Sep19_Wet_R2,A(CDOM),a(CDOM),ln(a),Sr,F29Apr19_101_R1,A(CDOM),a(CDOM),ln(a),Sr,F29Apr19_50_R1,A(CDOM),a(CDOM),ln(a),Sr,F29Apr19_100_R1,A(CDOM),a(CDOM),ln(a),Sr,F29Apr19_30_R1,A(CDOM),a(CDOM),ln(a),Sr
504,-0.001,0.016,0.017,3.9151,1.364840872,,0.011,0.012,2.7636,1.016534178,,0.019,0.02,4.606,1.527359801,,0.01,0.011,2.5333,0.929522801,,0.003,0.004,0.9212,-0.082078111,,0.003,0.004,0.9212,-0.082078111,,0.002,0.003,0.6909,-0.369760183,,0.003,0.004,0.9212,-0.082078111,
505,-0.001,0.016,0.017,3.9151,1.364840872,,0.011,0.012,2.7636,1.016534178,,0.019,0.02,4.606,1.527359801,,0.01,0.011,2.5333,0.929522801,,0.003,0.004,0.9212,-0.082078111,,0.003,0.004,0.9212,-0.082078111,,0.002,0.003,0.6909,-0.369760183,,0.003,0.004,0.9212,-0.082078111,
506,-0.001,0.016,0.017,3.9151,1.364840872,,0.011,0.012,2.7636,1.016534178,,0.019,0.02,4.606,1.527359801,,0.01,0.011,2.5333,0.929522801,,0.003,0.004,0.9212,-0.082078111,,0.003,0.004,0.9212,-0.082078111,,0.002,0.003,0.6909,-0.369760183,,0.003,0.004,0.9212,-0.082078111,
507,-0.001,0.016,0.017,3.9151,1.364840872,,0.011,0.012,2.7636,1.016534178,,0.019,0.02,4.606,1.527359801,,0.01,0.011,2.5333,0.929522801,,0.003,0.004,0.9212,-0.082078111,,0.003,0.004,0.9212,-0.082078111,,0.002,0.003,0.6909,-0.369760183,,0.003,0.004,0.9212,-0.082078111,
508,-0.001,0.016,0.017,3.9151,1.364840872,,0.011,0.012,2.7636,1.016534178,,0.019,0.02,4.606,1.527359801,,0.01,0.011,2.5333,0.929522801,,0.003,0.004,0.9212,-0.082078111,,0.003,0.004,0.9212,-0.082078111,,0.002,0.003,0.6909,-0.369760183,,0.003,0.004,0.9212,-0.082078111,
509,-0.001,0.016,0.017,3.9151,1.364840872,,0.011,0.012,2.7636,1.016534178,,0.019,0.02,4.606,1.527359801,,0.01,0.011,2.5333,0.929522801,,0.003,0.004,0.9212,-0.082078111,,0.003,0.004,0.9212,-0.082078111,,0.002,0.003,0.6909,-0.369760183,,0.003,0.004,0.9212,-0.082078111,
510,-0.001,0.016,0.017,3.9151,1.364840872,,0.011,0.012,2.7636,1.016534178,,0.019,0.02,4.606,1.527359801,,0.01,0.011,2.5333,0.929522801,,0.003,0.004,0.9212,-0.082078111,,0.003,0.004,0.9212,-0.082078111,,0.002,0.003,0.6909,-0.369760183,,0.003,0.004,0.9212,-0.082078111,
511,-0.001,0.016,0.017,3.9151,1.364840872,,0.011,0.012,2.7636,1.016534178,,0.019,0.02,4.606,1.527359801,,0.01,0.011,2.5333,0.929522801,,0.003,0.004,0.9212,-0.082078111,,0.003,0.004,0.9212,-0.082078111,,0.002,0.003,0.6909,-0.369760183,,0.003,0.004,0.9212,-0.082078111,
512,-0.001,0.016,0.017,3.9151,1.364840872,,0.011,0.012,2.7636,1.016534178,,0.019,0.02,4.606,1.527359801,,0.01,0.011,2.5333,0.929522801,,0.003,0.004,0.9212,-0.082078111,,0.003,0.004,0.9212,-0.082078111,,0.002,0.003,0.6909,-0.369760183,,0.003,0.004,0.9212,-0.082078111,
513,-0.001,0.016,0.017,3.9151,1.364840872,,0.011,0.012,2.7636,1.016534178,,0.019,0.02,4.606,1.527359801,,0.01,0.011,2.5333,0.929522801,,0.003,0.004,0.9212,-0.082078111,,0.003,0.004,0.9212,-0.082078111,,0.002,0.003,0.6909,-0.369760183,,0.003,0.004,0.9212,-0.082078111,
514,-0.001,0.015,0.016,3.6848,1.30421625,,0.011,0.012,2.7636,1.016534178,,0.019,0.02,4.606,1.527359801,,0.01,0.011,2.5333,0.929522801,,0.003,0.004,0.9212,-0.082078111,,0.003,0.004,0.9212,-0.082078111,,0.002,0.003,0.6909,-0.369760183,,0.003,0.004,0.9212,-0.082078111,
515,-0.001,0.015,0.016,3.6848,1.30421625,,0.011,0.012,2.7636,1.016534178,,0.019,0.02,4.606,1.527359801,,0.01,0.011,2.5333,0.929522801,,0.003,0.004,0.9212,-0.082078111,,0.003,0.004,0.9212,-0.082078111,,0.002,0.003,0.6909,-0.369760183,,0.003,0.004,0.9212,-0.082078111,
516,-0.001,0.015,0.016,3.6848,1.30421625,,0.011,0.012,2.7636,1.016534178,,0.019,0.02,4.606,1.527359801,,0.01,0.011,2.5333,0.929522801,,0.003,0.004,0.9212,-0.082078111,,0.003,0.004,0.9212,-0.082078111,,0.002,0.003,0.6909,-0.369760183,,0.003,0.004,0.9212,-0.082078111,
517,-0.001,0.015,0.016,3.6848,1.30421625,,0.011,0.012,2.7636,1.016534178,,0.019,0.02,4.606,1.527359801,,0.009,0.01,2.303,0.834212621,,0.003,0.004,0.9212,-0.082078111,,0.003,0.004,0.9212,-0.082078111,,0.002,0.003,0.6909,-0.369760183,,0.003,0.004,0.9212,-0.082078111,
518,-0.001,0.015,0.016,3.6848,1.30421625,,0.011,0.012,2.7636,1.016534178,,0.018,0.019,4.3757,1.476066507,,0.009,0.01,2.303,0.834212621,,0.003,0.004,0.9212,-0.082078111,,0.003,0.004,0.9212,-0.082078111,,0.002,0.003,0.6909,-0.369760183,,0.003,0.004,0.9212,-0.082078111,
519,-0.001,0.015,0.016,3.6848,1.30421625,,0.011,0.012,2.7636,1.016534178,,0.018,0.019,4.3757,1.476066507,,0.009,0.01,2.303,0.834212621,,0.003,0.004,0.9212,-0.082078111,,0.003,0.004,0.9212,-0.082078111,,0.002,0.003,0.6909,-0.369760183,,0.003,0.004,0.9212,-0.082078111,
520,-0.001,0.015,0.016,3.6848,1.30421625,,0.011,0.012,2.7636,1.016534178,,0.018,0.019,4.3757,1.476066507,,0.009,0.01,2.303,0.834212621,,0.003,0.004,0.9212,-0.082078111,,0.003,0.004,0.9212,-0.082078111,,0.002,0.003,0.6909,-0.369760183,,0.003,0.004,0.9212,-0.082078111,
521,-0.001,0.015,0.016,3.6848,1.30421625,,0.011,0.012,2.7636,1.016534178,,0.018,0.019,4.3757,1.476066507,,0.009,0.01,2.303,0.834212621,,0.003,0.004,0.9212,-0.082078111,,0.003,0.004,0.9212,-0.082078111,,0.002,0.003,0.6909,-0.369760183,,0.003,0.004,0.9212,-0.082078111,
522,-0.001,0.015,0.016,3.6848,1.30421625,,0.011,0.012,2.7636,1.016534178,,0.018,0.019,4.3757,1.476066507,,0.009,0.01,2.303,0.834212621,,0.003,0.004,0.9212,-0.082078111,,0.003,0.004,0.9212,-0.082078111,,0.002,0.003,0.6909,-0.369760183,,0.003,0.004,0.9212,-0.082078111,
523,-0.001,0.015,0.016,3.6848,1.30421625,,0.011,0.012,2.7636,1.016534178,,0.018,0.019,4.3757,1.476066507,,0.009,0.01,2.303,0.834212621,,0.003,0.004,0.9212,-0.082078111,,0.003,0.004,0.9212,-0.082078111,,0.002,0.003,0.6909,-0.369760183,,0.003,0.004,0.9212,-0.082078111,
524,-0.001,0.015,0.016,3.6848,1.30421625,,0.011,0.012,2.7636,1.016534178,,0.018,0.019,4.3757,1.476066507,,0.009,0.01,2.303,0.834212621,,0.003,0.004,0.9212,-0.082078111,,0.003,0.004,0.9212,-0.082078111,,0.002,0.003,0.6909,-0.369760183,,0.003,0.004,0.9212,-0.082078111,
525,-0.001,0.015,0.016,3.6848,1.30421625,,0.011,0.012,2.7636,1.016534178,,0.018,0.019,4.3757,1.476066507,,0.009,0.01,2.303,0.834212621,,0.002,0.003,0.6909,-0.369760183,,0.003,0.004,0.9212,-0.082078111,,0.002,0.003,0.6909,-0.369760183,,0.003,0.004,0.9212,-0.082078111,
526,-0.001,0.015,0.016,3.6848,1.30421625,,0.011,0.012,2.7636,1.016534178,,0.018,0.019,4.3757,1.476066507,,0.009,0.01,2.303,0.834212621,,0.003,0.004,0.9212,-0.082078111,,0.003,0.004,0.9212,-0.082078111,,0.002,0.003,0.6909,-0.369760183,,0.003,0.004,0.9212,-0.082078111,
527,-0.001,0.015,0.016,3.6848,1.30421625,,0.011,0.012,2.7636,1.016534178,,0.018,0.019,4.3757,1.476066507,,0.009,0.01,2.303,0.834212621,,0.003,0.004,0.9212,-0.082078111,,0.003,0.004,0.9212,-0.082078111,,0.002,0.003,0.6909,-0.369760183,,0.003,0.004,0.9212,-0.082078111,
528,-0.001,0.014,0.015,3.4545,1.239677729,,0.011,0.012,2.7636,1.016534178,,0.018,0.019,4.3757,1.476066507,,0.009,0.01,2.303,0.834212621,,0.003,0.004,0.9212,-0.082078111,,0.003,0.004,0.9212,-0.082078111,,0.002,0.003,0.6909,-0.369760183,,0.003,0.004,0.9212,-0.082078111,
529,-0.001,0.014,0.015,3.4545,1.239677729,,0.011,0.012,2.7636,1.016534178,,0.018,0.019,4.3757,1.476066507,,0.009,0.01,2.303,0.834212621,,0.002,0.003,0.6909,-0.369760183,,0.003,0.004,0.9212,-0.082078111,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,
530,-0.001,0.014,0.015,3.4545,1.239677729,,0.011,0.012,2.7636,1.016534178,,0.018,0.019,4.3757,1.476066507,,0.009,0.01,2.303,0.834212621,,0.002,0.003,0.6909,-0.369760183,,0.003,0.004,0.9212,-0.082078111,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,
531,-0.001,0.014,0.015,3.4545,1.239677729,,0.011,0.012,2.7636,1.016534178,,0.018,0.019,4.3757,1.476066507,,0.009,0.01,2.303,0.834212621,,0.002,0.003,0.6909,-0.369760183,,0.003,0.004,0.9212,-0.082078111,,0.002,0.003,0.6909,-0.369760183,,0.003,0.004,0.9212,-0.082078111,
532,-0.001,0.014,0.015,3.4545,1.239677729,,0.011,0.012,2.7636,1.016534178,,0.018,0.019,4.3757,1.476066507,,0.009,0.01,2.303,0.834212621,,0.002,0.003,0.6909,-0.369760183,,0.003,0.004,0.9212,-0.082078111,,0.002,0.003,0.6909,-0.369760183,,0.003,0.004,0.9212,-0.082078111,
533,-0.001,0.014,0.015,3.4545,1.239677729,,0.011,0.012,2.7636,1.016534178,,0.018,0.019,4.3757,1.476066507,,0.009,0.01,2.303,0.834212621,,0.002,0.003,0.6909,-0.369760183,,0.003,0.004,0.9212,-0.082078111,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,
534,-0.001,0.014,0.015,3.4545,1.239677729,,0.01,0.011,2.5333,0.929522801,,0.018,0.019,4.3757,1.476066507,,0.009,0.01,2.303,0.834212621,,0.002,0.003,0.6909,-0.369760183,,0.003,0.004,0.9212,-0.082078111,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,
535,0,0.014,0.014,3.2242,1.170684857,,0.011,0.011,2.5333,0.929522801,,0.018,0.018,4.1454,1.421999286,,0.009,0.009,2.0727,0.728852105,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,
536,0,0.015,0.015,3.4545,1.239677729,,0.011,0.011,2.5333,0.929522801,,0.019,0.019,4.3757,1.476066507,,0.01,0.01,2.303,0.834212621,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,
537,0,0.014,0.014,3.2242,1.170684857,,0.011,0.011,2.5333,0.929522801,,0.018,0.018,4.1454,1.421999286,,0.009,0.009,2.0727,0.728852105,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,
538,-0.001,0.014,0.015,3.4545,1.239677729,,0.01,0.011,2.5333,0.929522801,,0.018,0.019,4.3757,1.476066507,,0.009,0.01,2.303,0.834212621,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,
539,-0.001,0.013,0.014,3.2242,1.170684857,,0.01,0.011,2.5333,0.929522801,,0.018,0.019,4.3757,1.476066507,,0.008,0.009,2.0727,0.728852105,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,
540,-0.001,0.014,0.015,3.4545,1.239677729,,0.01,0.011,2.5333,0.929522801,,0.018,0.019,4.3757,1.476066507,,0.009,0.01,2.303,0.834212621,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,
541,-0.001,0.014,0.015,3.4545,1.239677729,,0.01,0.011,2.5333,0.929522801,,0.018,0.019,4.3757,1.476066507,,0.009,0.01,2.303,0.834212621,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,
542,-0.001,0.013,0.014,3.2242,1.170684857,,0.01,0.011,2.5333,0.929522801,,0.018,0.019,4.3757,1.476066507,,0.009,0.01,2.303,0.834212621,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,
543,-0.001,0.013,0.014,3.2242,1.170684857,,0.01,0.011,2.5333,0.929522801,,0.018,0.019,4.3757,1.476066507,,0.009,0.01,2.303,0.834212621,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,
544,-0.001,0.013,0.014,3.2242,1.170684857,,0.01,0.011,2.5333,0.929522801,,0.018,0.019,4.3757,1.476066507,,0.008,0.009,2.0727,0.728852105,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,
545,-0.001,0.013,0.014,3.2242,1.170684857,,0.01,0.011,2.5333,0.929522801,,0.017,0.018,4.1454,1.421999286,,0.008,0.009,2.0727,0.728852105,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,
546,-0.001,0.013,0.014,3.2242,1.170684857,,0.01,0.011,2.5333,0.929522801,,0.017,0.018,4.1454,1.421999286,,0.008,0.009,2.0727,0.728852105,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,
547,-0.001,0.013,0.014,3.2242,1.170684857,,0.01,0.011,2.5333,0.929522801,,0.017,0.018,4.1454,1.421999286,,0.008,0.009,2.0727,0.728852105,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,
548,-0.001,0.013,0.014,3.2242,1.170684857,,0.01,0.011,2.5333,0.929522801,,0.018,0.019,4.3757,1.476066507,,0.008,0.009,2.0727,0.728852105,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,
549,-0.001,0.013,0.014,3.2242,1.170684857,,0.01,0.011,2.5333,0.929522801,,0.017,0.018,4.1454,1.421999286,,0.008,0.009,2.0727,0.728852105,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,
550,-0.001,0.013,0.014,3.2242,1.170684857,,0.01,0.011,2.5333,0.929522801,,0.017,0.018,4.1454,1.421999286,,0.008,0.009,2.0727,0.728852105,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,
551,-0.001,0.013,0.014,3.2242,1.170684857,,0.01,0.011,2.5333,0.929522801,,0.017,0.018,4.1454,1.421999286,,0.008,0.009,2.0727,0.728852105,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,
552,-0.001,0.013,0.014,3.2242,1.170684857,,0.01,0.011,2.5333,0.929522801,,0.017,0.018,4.1454,1.421999286,,0.008,0.009,2.0727,0.728852105,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,
553,-0.001,0.013,0.014,3.2242,1.170684857,,0.01,0.011,2.5333,0.929522801,,0.017,0.018,4.1454,1.421999286,,0.008,0.009,2.0727,0.728852105,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,
554,-0.001,0.013,0.014,3.2242,1.170684857,,0.01,0.011,2.5333,0.929522801,,0.017,0.018,4.1454,1.421999286,,0.008,0.009,2.0727,0.728852105,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,
555,-0.001,0.013,0.014,3.2242,1.170684857,,0.01,0.011,2.5333,0.929522801,,0.017,0.018,4.1454,1.421999286,,0.008,0.009,2.0727,0.728852105,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,
556,-0.001,0.013,0.014,3.2242,1.170684857,,0.01,0.011,2.5333,0.929522801,,0.017,0.018,4.1454,1.421999286,,0.008,0.009,2.0727,0.728852105,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,
557,-0.001,0.013,0.014,3.2242,1.170684857,,0.01,0.011,2.5333,0.929522801,,0.017,0.018,4.1454,1.421999286,,0.008,0.009,2.0727,0.728852105,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,
558,-0.001,0.013,0.014,3.2242,1.170684857,,0.01,0.011,2.5333,0.929522801,,0.017,0.018,4.1454,1.421999286,,0.008,0.009,2.0727,0.728852105,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,
559,-0.001,0.013,0.014,3.2242,1.170684857,,0.01,0.011,2.5333,0.929522801,,0.017,0.018,4.1454,1.421999286,,0.008,0.009,2.0727,0.728852105,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,
560,-0.001,0.013,0.014,3.2242,1.170684857,,0.01,0.011,2.5333,0.929522801,,0.017,0.018,4.1454,1.421999286,,0.008,0.009,2.0727,0.728852105,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,
561,-0.001,0.013,0.014,3.2242,1.170684857,,0.01,0.011,2.5333,0.929522801,,0.017,0.018,4.1454,1.421999286,,0.008,0.009,2.0727,0.728852105,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,
562,-0.001,0.013,0.014,3.2242,1.170684857,,0.01,0.011,2.5333,0.929522801,,0.017,0.018,4.1454,1.421999286,,0.008,0.009,2.0727,0.728852105,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,
563,0,0.013,0.013,2.9939,1.096576885,,0.01,0.01,2.303,0.834212621,,0.017,0.017,3.9151,1.364840872,,0.008,0.008,1.8424,0.61106907,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,
564,-0.001,0.013,0.014,3.2242,1.170684857,,0.01,0.011,2.5333,0.929522801,,0.017,0.018,4.1454,1.421999286,,0.008,0.009,2.0727,0.728852105,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,
565,-0.001,0.013,0.014,3.2242,1.170684857,,0.01,0.011,2.5333,0.929522801,,0.017,0.018,4.1454,1.421999286,,0.008,0.009,2.0727,0.728852105,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,
566,-0.001,0.013,0.014,3.2242,1.170684857,,0.01,0.011,2.5333,0.929522801,,0.017,0.018,4.1454,1.421999286,,0.008,0.009,2.0727,0.728852105,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,
567,-0.001,0.013,0.014,3.2242,1.170684857,,0.01,0.011,2.5333,0.929522801,,0.017,0.018,4.1454,1.421999286,,0.008,0.009,2.0727,0.728852105,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,
568,-0.001,0.013,0.014,3.2242,1.170684857,,0.01,0.011,2.5333,0.929522801,,0.017,0.018,4.1454,1.421999286,,0.008,0.009,2.0727,0.728852105,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,
569,-0.001,0.013,0.014,3.2242,1.170684857,,0.009,0.01,2.303,0.834212621,,0.017,0.018,4.1454,1.421999286,,0.008,0.009,2.0727,0.728852105,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,
570,-0.001,0.013,0.014,3.2242,1.170684857,,0.01,0.011,2.5333,0.929522801,,0.017,0.018,4.1454,1.421999286,,0.008,0.009,2.0727,0.728852105,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,
571,-0.001,0.013,0.014,3.2242,1.170684857,,0.01,0.011,2.5333,0.929522801,,0.017,0.018,4.1454,1.421999286,,0.008,0.009,2.0727,0.728852105,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,
572,-0.001,0.013,0.014,3.2242,1.170684857,,0.009,0.01,2.303,0.834212621,,0.017,0.018,4.1454,1.421999286,,0.008,0.009,2.0727,0.728852105,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,
573,-0.001,0.013,0.014,3.2242,1.170684857,,0.009,0.01,2.303,0.834212621,,0.017,0.018,4.1454,1.421999286,,0.008,0.009,2.0727,0.728852105,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,
574,-0.001,0.013,0.014,3.2242,1.170684857,,0.009,0.01,2.303,0.834212621,,0.017,0.018,4.1454,1.421999286,,0.008,0.009,2.0727,0.728852105,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,
575,-0.001,0.013,0.014,3.2242,1.170684857,,0.01,0.011,2.5333,0.929522801,,0.017,0.018,4.1454,1.421999286,,0.008,0.009,2.0727,0.728852105,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,
576,-0.001,0.013,0.014,3.2242,1.170684857,,0.01,0.011,2.5333,0.929522801,,0.017,0.018,4.1454,1.421999286,,0.008,0.009,2.0727,0.728852105,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,
577,-0.001,0.013,0.014,3.2242,1.170684857,,0.01,0.011,2.5333,0.929522801,,0.017,0.018,4.1454,1.421999286,,0.008,0.009,2.0727,0.728852105,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,
578,-0.001,0.013,0.014,3.2242,1.170684857,,0.009,0.01,2.303,0.834212621,,0.017,0.018,4.1454,1.421999286,,0.008,0.009,2.0727,0.728852105,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,
579,-0.001,0.013,0.014,3.2242,1.170684857,,0.009,0.01,2.303,0.834212621,,0.017,0.018,4.1454,1.421999286,,0.008,0.009,2.0727,0.728852105,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,
580,-0.001,0.013,0.014,3.2242,1.170684857,,0.009,0.01,2.303,0.834212621,,0.017,0.018,4.1454,1.421999286,,0.008,0.009,2.0727,0.728852105,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,
581,-0.001,0.012,0.013,2.9939,1.096576885,,0.009,0.01,2.303,0.834212621,,0.017,0.018,4.1454,1.421999286,,0.008,0.009,2.0727,0.728852105,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,
582,-0.001,0.012,0.013,2.9939,1.096576885,,0.009,0.01,2.303,0.834212621,,0.017,0.018,4.1454,1.421999286,,0.008,0.009,2.0727,0.728852105,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,
583,-0.001,0.012,0.013,2.9939,1.096576885,,0.009,0.01,2.303,0.834212621,,0.017,0.018,4.1454,1.421999286,,0.008,0.009,2.0727,0.728852105,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,
