,Blank,F8Jul19_9R1,A(CDOM),a(CDOM),ln(a),Sr,F1Jul19_9R2,A(CDOM),a(CDOM),ln(a),Sr,F8Jul19_5R1,A(CDOM),a(CDOM),ln(a),Sr,F1Jul19_SurfR2,A(CDOM),a(CDOM),ln(a),Sr,F1Jul19_SurfR2_Dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F8Jul19_SurfR2,A(CDOM),a(CDOM),ln(a),Sr,F8Jul19_SurfR2_Dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F1Jul19_5R1,A(CDOM),a(CDOM),ln(a),Sr
503,-0.001,0.016,0.017,3.9151,1.364840872,,0.016,0.017,3.9151,1.364840872,,0.013,0.014,3.2242,1.170684857,,0.01,0.011,2.5333,0.929522801,,0.002,0.003,1.3818,0.323386997,,0.002,0.003,0.6909,-0.369760183,,0,0.001,0.4606,-0.775225292,,0.006,0.007,1.6121,0.477537677,
504,-0.001,0.016,0.017,3.9151,1.364840872,,0.016,0.017,3.9151,1.364840872,,0.013,0.014,3.2242,1.170684857,,0.01,0.011,2.5333,0.929522801,,0.002,0.003,1.3818,0.323386997,,0.002,0.003,0.6909,-0.369760183,,0,0.001,0.4606,-0.775225292,,0.006,0.007,1.6121,0.477537677,
505,-0.001,0.016,0.017,3.9151,1.364840872,,0.016,0.017,3.9151,1.364840872,,0.013,0.014,3.2242,1.170684857,,0.01,0.011,2.5333,0.929522801,,0.002,0.003,1.3818,0.323386997,,0.002,0.003,0.6909,-0.369760183,,0,0.001,0.4606,-0.775225292,,0.006,0.007,1.6121,0.477537677,
506,-0.001,0.016,0.017,3.9151,1.364840872,,0.016,0.017,3.9151,1.364840872,,0.013,0.014,3.2242,1.170684857,,0.01,0.011,2.5333,0.929522801,,0.002,0.003,1.3818,0.323386997,,0.002,0.003,0.6909,-0.369760183,,0,0.001,0.4606,-0.775225292,,0.006,0.007,1.6121,0.477537677,
507,-0.001,0.016,0.017,3.9151,1.364840872,,0.016,0.017,3.9151,1.364840872,,0.013,0.014,3.2242,1.170684857,,0.01,0.011,2.5333,0.929522801,,0.002,0.003,1.3818,0.323386997,,0.002,0.003,0.6909,-0.369760183,,0,0.001,0.4606,-0.775225292,,0.006,0.007,1.6121,0.477537677,
508,-0.001,0.016,0.017,3.9151,1.364840872,,0.016,0.017,3.9151,1.364840872,,0.013,0.014,3.2242,1.170684857,,0.01,0.011,2.5333,0.929522801,,0.002,0.003,1.3818,0.323386997,,0.002,0.003,0.6909,-0.369760183,,0,0.001,0.4606,-0.775225292,,0.006,0.007,1.6121,0.477537677,
509,-0.001,0.016,0.017,3.9151,1.364840872,,0.016,0.017,3.9151,1.364840872,,0.013,0.014,3.2242,1.170684857,,0.01,0.011,2.5333,0.929522801,,0.002,0.003,1.3818,0.323386997,,0.002,0.003,0.6909,-0.369760183,,0,0.001,0.4606,-0.775225292,,0.006,0.007,1.6121,0.477537677,
510,-0.001,0.016,0.017,3.9151,1.364840872,,0.016,0.017,3.9151,1.364840872,,0.013,0.014,3.2242,1.170684857,,0.01,0.011,2.5333,0.929522801,,0.002,0.003,1.3818,0.323386997,,0.002,0.003,0.6909,-0.369760183,,0,0.001,0.4606,-0.775225292,,0.006,0.007,1.6121,0.477537677,
511,-0.001,0.016,0.017,3.9151,1.364840872,,0.016,0.017,3.9151,1.364840872,,0.013,0.014,3.2242,1.170684857,,0.01,0.011,2.5333,0.929522801,,0.002,0.003,1.3818,0.323386997,,0.002,0.003,0.6909,-0.369760183,,0,0.001,0.4606,-0.775225292,,0.006,0.007,1.6121,0.477537677,
512,-0.001,0.016,0.017,3.9151,1.364840872,,0.016,0.017,3.9151,1.364840872,,0.013,0.014,3.2242,1.170684857,,0.01,0.011,2.5333,0.929522801,,0.002,0.003,1.3818,0.323386997,,0.002,0.003,0.6909,-0.369760183,,0,0.001,0.4606,-0.775225292,,0.006,0.007,1.6121,0.477537677,
513,-0.001,0.016,0.017,3.9151,1.364840872,,0.016,0.017,3.9151,1.364840872,,0.013,0.014,3.2242,1.170684857,,0.01,0.011,2.5333,0.929522801,,0.002,0.003,1.3818,0.323386997,,0.002,0.003,0.6909,-0.369760183,,0,0.001,0.4606,-0.775225292,,0.006,0.007,1.6121,0.477537677,
514,-0.001,0.016,0.017,3.9151,1.364840872,,0.016,0.017,3.9151,1.364840872,,0.013,0.014,3.2242,1.170684857,,0.009,0.01,2.303,0.834212621,,0.002,0.003,1.3818,0.323386997,,0.001,0.002,0.4606,-0.775225292,,0,0.001,0.4606,-0.775225292,,0.006,0.007,1.6121,0.477537677,
515,-0.001,0.016,0.017,3.9151,1.364840872,,0.016,0.017,3.9151,1.364840872,,0.013,0.014,3.2242,1.170684857,,0.009,0.01,2.303,0.834212621,,0.002,0.003,1.3818,0.323386997,,0.001,0.002,0.4606,-0.775225292,,0,0.001,0.4606,-0.775225292,,0.006,0.007,1.6121,0.477537677,
516,-0.001,0.016,0.017,3.9151,1.364840872,,0.016,0.017,3.9151,1.364840872,,0.013,0.014,3.2242,1.170684857,,0.009,0.01,2.303,0.834212621,,0.002,0.003,1.3818,0.323386997,,0.001,0.002,0.4606,-0.775225292,,0,0.001,0.4606,-0.775225292,,0.006,0.007,1.6121,0.477537677,
517,-0.001,0.016,0.017,3.9151,1.364840872,,0.016,0.017,3.9151,1.364840872,,0.013,0.014,3.2242,1.170684857,,0.009,0.01,2.303,0.834212621,,0.002,0.003,1.3818,0.323386997,,0.001,0.002,0.4606,-0.775225292,,0,0.001,0.4606,-0.775225292,,0.006,0.007,1.6121,0.477537677,
518,-0.001,0.016,0.017,3.9151,1.364840872,,0.016,0.017,3.9151,1.364840872,,0.013,0.014,3.2242,1.170684857,,0.009,0.01,2.303,0.834212621,,0.002,0.003,1.3818,0.323386997,,0.001,0.002,0.4606,-0.775225292,,0,0.001,0.4606,-0.775225292,,0.006,0.007,1.6121,0.477537677,
519,-0.001,0.016,0.017,3.9151,1.364840872,,0.016,0.017,3.9151,1.364840872,,0.013,0.014,3.2242,1.170684857,,0.009,0.01,2.303,0.834212621,,0.002,0.003,1.3818,0.323386997,,0.001,0.002,0.4606,-0.775225292,,0,0.001,0.4606,-0.775225292,,0.006,0.007,1.6121,0.477537677,
520,-0.001,0.016,0.017,3.9151,1.364840872,,0.016,0.017,3.9151,1.364840872,,0.013,0.014,3.2242,1.170684857,,0.009,0.01,2.303,0.834212621,,0.002,0.003,1.3818,0.323386997,,0.001,0.002,0.4606,-0.775225292,,0,0.001,0.4606,-0.775225292,,0.006,0.007,1.6121,0.477537677,
521,-0.001,0.015,0.016,3.6848,1.30421625,,0.016,0.017,3.9151,1.364840872,,0.013,0.014,3.2242,1.170684857,,0.009,0.01,2.303,0.834212621,,0.002,0.003,1.3818,0.323386997,,0.001,0.002,0.4606,-0.775225292,,0,0.001,0.4606,-0.775225292,,0.006,0.007,1.6121,0.477537677,
522,-0.001,0.016,0.017,3.9151,1.364840872,,0.015,0.016,3.6848,1.30421625,,0.013,0.014,3.2242,1.170684857,,0.009,0.01,2.303,0.834212621,,0.002,0.003,1.3818,0.323386997,,0.001,0.002,0.4606,-0.775225292,,0,0.001,0.4606,-0.775225292,,0.006,0.007,1.6121,0.477537677,
523,-0.001,0.015,0.016,3.6848,1.30421625,,0.015,0.016,3.6848,1.30421625,,0.013,0.014,3.2242,1.170684857,,0.009,0.01,2.303,0.834212621,,0.002,0.003,1.3818,0.323386997,,0.001,0.002,0.4606,-0.775225292,,0,0.001,0.4606,-0.775225292,,0.006,0.007,1.6121,0.477537677,
524,-0.001,0.015,0.016,3.6848,1.30421625,,0.015,0.016,3.6848,1.30421625,,0.013,0.014,3.2242,1.170684857,,0.009,0.01,2.303,0.834212621,,0.002,0.003,1.3818,0.323386997,,0.001,0.002,0.4606,-0.775225292,,0,0.001,0.4606,-0.775225292,,0.006,0.007,1.6121,0.477537677,
525,-0.001,0.015,0.016,3.6848,1.30421625,,0.015,0.016,3.6848,1.30421625,,0.013,0.014,3.2242,1.170684857,,0.009,0.01,2.303,0.834212621,,0.002,0.003,1.3818,0.323386997,,0.001,0.002,0.4606,-0.775225292,,0,0.001,0.4606,-0.775225292,,0.006,0.007,1.6121,0.477537677,
526,-0.001,0.015,0.016,3.6848,1.30421625,,0.015,0.016,3.6848,1.30421625,,0.013,0.014,3.2242,1.170684857,,0.009,0.01,2.303,0.834212621,,0.002,0.003,1.3818,0.323386997,,0.001,0.002,0.4606,-0.775225292,,0,0.001,0.4606,-0.775225292,,0.006,0.007,1.6121,0.477537677,
527,-0.001,0.015,0.016,3.6848,1.30421625,,0.015,0.016,3.6848,1.30421625,,0.013,0.014,3.2242,1.170684857,,0.009,0.01,2.303,0.834212621,,0.002,0.003,1.3818,0.323386997,,0.001,0.002,0.4606,-0.775225292,,0,0.001,0.4606,-0.775225292,,0.006,0.007,1.6121,0.477537677,
528,-0.001,0.015,0.016,3.6848,1.30421625,,0.015,0.016,3.6848,1.30421625,,0.013,0.014,3.2242,1.170684857,,0.009,0.01,2.303,0.834212621,,0.002,0.003,1.3818,0.323386997,,0.001,0.002,0.4606,-0.775225292,,0,0.001,0.4606,-0.775225292,,0.006,0.007,1.6121,0.477537677,
529,-0.001,0.015,0.016,3.6848,1.30421625,,0.015,0.016,3.6848,1.30421625,,0.013,0.014,3.2242,1.170684857,,0.009,0.01,2.303,0.834212621,,0.002,0.003,1.3818,0.323386997,,0.001,0.002,0.4606,-0.775225292,,0,0.001,0.4606,-0.775225292,,0.006,0.007,1.6121,0.477537677,
530,-0.001,0.015,0.016,3.6848,1.30421625,,0.015,0.016,3.6848,1.30421625,,0.013,0.014,3.2242,1.170684857,,0.009,0.01,2.303,0.834212621,,0.002,0.003,1.3818,0.323386997,,0.001,0.002,0.4606,-0.775225292,,0,0.001,0.4606,-0.775225292,,0.006,0.007,1.6121,0.477537677,
531,-0.001,0.015,0.016,3.6848,1.30421625,,0.015,0.016,3.6848,1.30421625,,0.013,0.014,3.2242,1.170684857,,0.009,0.01,2.303,0.834212621,,0.002,0.003,1.3818,0.323386997,,0.001,0.002,0.4606,-0.775225292,,0,0.001,0.4606,-0.775225292,,0.006,0.007,1.6121,0.477537677,
532,-0.001,0.015,0.016,3.6848,1.30421625,,0.015,0.016,3.6848,1.30421625,,0.013,0.014,3.2242,1.170684857,,0.009,0.01,2.303,0.834212621,,0.002,0.003,1.3818,0.323386997,,0.001,0.002,0.4606,-0.775225292,,0,0.001,0.4606,-0.775225292,,0.006,0.007,1.6121,0.477537677,
533,-0.001,0.015,0.016,3.6848,1.30421625,,0.015,0.016,3.6848,1.30421625,,0.013,0.014,3.2242,1.170684857,,0.009,0.01,2.303,0.834212621,,0.002,0.003,1.3818,0.323386997,,0.001,0.002,0.4606,-0.775225292,,0,0.001,0.4606,-0.775225292,,0.006,0.007,1.6121,0.477537677,
534,-0.001,0.015,0.016,3.6848,1.30421625,,0.015,0.016,3.6848,1.30421625,,0.013,0.014,3.2242,1.170684857,,0.009,0.01,2.303,0.834212621,,0.002,0.003,1.3818,0.323386997,,0.001,0.002,0.4606,-0.775225292,,0,0.001,0.4606,-0.775225292,,0.006,0.007,1.6121,0.477537677,
535,0,0.015,0.015,3.4545,1.239677729,,0.015,0.015,3.4545,1.239677729,,0.013,0.013,2.9939,1.096576885,,0.009,0.009,2.0727,0.728852105,,0.002,0.002,0.9212,-0.082078111,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.006,0.006,1.3818,0.323386997,
536,0,0.016,0.016,3.6848,1.30421625,,0.016,0.016,3.6848,1.30421625,,0.014,0.014,3.2242,1.170684857,,0.01,0.01,2.303,0.834212621,,0.003,0.003,1.3818,0.323386997,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.007,0.007,1.6121,0.477537677,
537,-0.001,0.015,0.016,3.6848,1.30421625,,0.015,0.016,3.6848,1.30421625,,0.013,0.014,3.2242,1.170684857,,0.009,0.01,2.303,0.834212621,,0.002,0.003,1.3818,0.323386997,,0.001,0.002,0.4606,-0.775225292,,0,0.001,0.4606,-0.775225292,,0.006,0.007,1.6121,0.477537677,
538,-0.001,0.014,0.015,3.4545,1.239677729,,0.015,0.016,3.6848,1.30421625,,0.012,0.013,2.9939,1.096576885,,0.008,0.009,2.0727,0.728852105,,0.002,0.003,1.3818,0.323386997,,0.001,0.002,0.4606,-0.775225292,,0,0.001,0.4606,-0.775225292,,0.005,0.006,1.3818,0.323386997,
539,-0.001,0.014,0.015,3.4545,1.239677729,,0.015,0.016,3.6848,1.30421625,,0.012,0.013,2.9939,1.096576885,,0.009,0.01,2.303,0.834212621,,0.002,0.003,1.3818,0.323386997,,0.001,0.002,0.4606,-0.775225292,,0,0.001,0.4606,-0.775225292,,0.005,0.006,1.3818,0.323386997,
540,-0.001,0.014,0.015,3.4545,1.239677729,,0.015,0.016,3.6848,1.30421625,,0.012,0.013,2.9939,1.096576885,,0.008,0.009,2.0727,0.728852105,,0.002,0.003,1.3818,0.323386997,,0.001,0.002,0.4606,-0.775225292,,0,0.001,0.4606,-0.775225292,,0.005,0.006,1.3818,0.323386997,
541,-0.001,0.014,0.015,3.4545,1.239677729,,0.015,0.016,3.6848,1.30421625,,0.013,0.014,3.2242,1.170684857,,0.008,0.009,2.0727,0.728852105,,0.002,0.003,1.3818,0.323386997,,0.001,0.002,0.4606,-0.775225292,,0,0.001,0.4606,-0.775225292,,0.005,0.006,1.3818,0.323386997,
542,-0.001,0.014,0.015,3.4545,1.239677729,,0.015,0.016,3.6848,1.30421625,,0.012,0.013,2.9939,1.096576885,,0.008,0.009,2.0727,0.728852105,,0.002,0.003,1.3818,0.323386997,,0.001,0.002,0.4606,-0.775225292,,0,0.001,0.4606,-0.775225292,,0.005,0.006,1.3818,0.323386997,
543,-0.001,0.014,0.015,3.4545,1.239677729,,0.015,0.016,3.6848,1.30421625,,0.013,0.014,3.2242,1.170684857,,0.009,0.01,2.303,0.834212621,,0.002,0.003,1.3818,0.323386997,,0.001,0.002,0.4606,-0.775225292,,0,0.001,0.4606,-0.775225292,,0.006,0.007,1.6121,0.477537677,
544,-0.001,0.014,0.015,3.4545,1.239677729,,0.015,0.016,3.6848,1.30421625,,0.013,0.014,3.2242,1.170684857,,0.009,0.01,2.303,0.834212621,,0.002,0.003,1.3818,0.323386997,,0.001,0.002,0.4606,-0.775225292,,0,0.001,0.4606,-0.775225292,,0.005,0.006,1.3818,0.323386997,
545,-0.001,0.014,0.015,3.4545,1.239677729,,0.015,0.016,3.6848,1.30421625,,0.012,0.013,2.9939,1.096576885,,0.008,0.009,2.0727,0.728852105,,0.002,0.003,1.3818,0.323386997,,0.001,0.002,0.4606,-0.775225292,,0,0.001,0.4606,-0.775225292,,0.005,0.006,1.3818,0.323386997,
546,-0.001,0.014,0.015,3.4545,1.239677729,,0.015,0.016,3.6848,1.30421625,,0.012,0.013,2.9939,1.096576885,,0.008,0.009,2.0727,0.728852105,,0.002,0.003,1.3818,0.323386997,,0.001,0.002,0.4606,-0.775225292,,0,0.001,0.4606,-0.775225292,,0.005,0.006,1.3818,0.323386997,
547,-0.001,0.014,0.015,3.4545,1.239677729,,0.015,0.016,3.6848,1.30421625,,0.012,0.013,2.9939,1.096576885,,0.008,0.009,2.0727,0.728852105,,0.002,0.003,1.3818,0.323386997,,0.001,0.002,0.4606,-0.775225292,,0,0.001,0.4606,-0.775225292,,0.005,0.006,1.3818,0.323386997,
548,-0.001,0.014,0.015,3.4545,1.239677729,,0.014,0.015,3.4545,1.239677729,,0.012,0.013,2.9939,1.096576885,,0.008,0.009,2.0727,0.728852105,,0.002,0.003,1.3818,0.323386997,,0.001,0.002,0.4606,-0.775225292,,0,0.001,0.4606,-0.775225292,,0.005,0.006,1.3818,0.323386997,
549,-0.001,0.014,0.015,3.4545,1.239677729,,0.014,0.015,3.4545,1.239677729,,0.012,0.013,2.9939,1.096576885,,0.008,0.009,2.0727,0.728852105,,0.002,0.003,1.3818,0.323386997,,0.001,0.002,0.4606,-0.775225292,,0,0.001,0.4606,-0.775225292,,0.005,0.006,1.3818,0.323386997,
550,-0.001,0.014,0.015,3.4545,1.239677729,,0.014,0.015,3.4545,1.239677729,,0.012,0.013,2.9939,1.096576885,,0.008,0.009,2.0727,0.728852105,,0.002,0.003,1.3818,0.323386997,,0.001,0.002,0.4606,-0.775225292,,0,0.001,0.4606,-0.775225292,,0.005,0.006,1.3818,0.323386997,
551,-0.001,0.014,0.015,3.4545,1.239677729,,0.014,0.015,3.4545,1.239677729,,0.012,0.013,2.9939,1.096576885,,0.008,0.009,2.0727,0.728852105,,0.002,0.003,1.3818,0.323386997,,0.001,0.002,0.4606,-0.775225292,,0,0.001,0.4606,-0.775225292,,0.005,0.006,1.3818,0.323386997,
552,-0.001,0.014,0.015,3.4545,1.239677729,,0.014,0.015,3.4545,1.239677729,,0.012,0.013,2.9939,1.096576885,,0.008,0.009,2.0727,0.728852105,,0.002,0.003,1.3818,0.323386997,,0.001,0.002,0.4606,-0.775225292,,0,0.001,0.4606,-0.775225292,,0.005,0.006,1.3818,0.323386997,
553,-0.001,0.014,0.015,3.4545,1.239677729,,0.014,0.015,3.4545,1.239677729,,0.012,0.013,2.9939,1.096576885,,0.008,0.009,2.0727,0.728852105,,0.002,0.003,1.3818,0.323386997,,0.001,0.002,0.4606,-0.775225292,,0,0.001,0.4606,-0.775225292,,0.005,0.006,1.3818,0.323386997,
554,-0.001,0.014,0.015,3.4545,1.239677729,,0.014,0.015,3.4545,1.239677729,,0.012,0.013,2.9939,1.096576885,,0.008,0.009,2.0727,0.728852105,,0.002,0.003,1.3818,0.323386997,,0.001,0.002,0.4606,-0.775225292,,0,0.001,0.4606,-0.775225292,,0.005,0.006,1.3818,0.323386997,
555,-0.001,0.014,0.015,3.4545,1.239677729,,0.014,0.015,3.4545,1.239677729,,0.012,0.013,2.9939,1.096576885,,0.008,0.009,2.0727,0.728852105,,0.002,0.003,1.3818,0.323386997,,0.001,0.002,0.4606,-0.775225292,,0,0.001,0.4606,-0.775225292,,0.005,0.006,1.3818,0.323386997,
556,-0.001,0.014,0.015,3.4545,1.239677729,,0.014,0.015,3.4545,1.239677729,,0.012,0.013,2.9939,1.096576885,,0.008,0.009,2.0727,0.728852105,,0.002,0.003,1.3818,0.323386997,,0.001,0.002,0.4606,-0.775225292,,0,0.001,0.4606,-0.775225292,,0.005,0.006,1.3818,0.323386997,
557,-0.001,0.014,0.015,3.4545,1.239677729,,0.014,0.015,3.4545,1.239677729,,0.012,0.013,2.9939,1.096576885,,0.008,0.009,2.0727,0.728852105,,0.002,0.003,1.3818,0.323386997,,0.001,0.002,0.4606,-0.775225292,,0,0.001,0.4606,-0.775225292,,0.005,0.006,1.3818,0.323386997,
558,-0.001,0.014,0.015,3.4545,1.239677729,,0.014,0.015,3.4545,1.239677729,,0.012,0.013,2.9939,1.096576885,,0.008,0.009,2.0727,0.728852105,,0.002,0.003,1.3818,0.323386997,,0.001,0.002,0.4606,-0.775225292,,0,0.001,0.4606,-0.775225292,,0.005,0.006,1.3818,0.323386997,
559,-0.001,0.014,0.015,3.4545,1.239677729,,0.014,0.015,3.4545,1.239677729,,0.012,0.013,2.9939,1.096576885,,0.008,0.009,2.0727,0.728852105,,0.002,0.003,1.3818,0.323386997,,0.001,0.002,0.4606,-0.775225292,,0,0.001,0.4606,-0.775225292,,0.005,0.006,1.3818,0.323386997,
560,-0.001,0.014,0.015,3.4545,1.239677729,,0.014,0.015,3.4545,1.239677729,,0.012,0.013,2.9939,1.096576885,,0.008,0.009,2.0727,0.728852105,,0.002,0.003,1.3818,0.323386997,,0.001,0.002,0.4606,-0.775225292,,0,0.001,0.4606,-0.775225292,,0.005,0.006,1.3818,0.323386997,
561,-0.001,0.014,0.015,3.4545,1.239677729,,0.014,0.015,3.4545,1.239677729,,0.012,0.013,2.9939,1.096576885,,0.008,0.009,2.0727,0.728852105,,0.002,0.003,1.3818,0.323386997,,0.001,0.002,0.4606,-0.775225292,,0,0.001,0.4606,-0.775225292,,0.005,0.006,1.3818,0.323386997,
562,-0.001,0.014,0.015,3.4545,1.239677729,,0.014,0.015,3.4545,1.239677729,,0.012,0.013,2.9939,1.096576885,,0.008,0.009,2.0727,0.728852105,,0.002,0.003,1.3818,0.323386997,,0.001,0.002,0.4606,-0.775225292,,0,0.001,0.4606,-0.775225292,,0.005,0.006,1.3818,0.323386997,
563,-0.001,0.014,0.015,3.4545,1.239677729,,0.014,0.015,3.4545,1.239677729,,0.012,0.013,2.9939,1.096576885,,0.008,0.009,2.0727,0.728852105,,0.002,0.003,1.3818,0.323386997,,0.001,0.002,0.4606,-0.775225292,,0,0.001,0.4606,-0.775225292,,0.005,0.006,1.3818,0.323386997,
564,-0.001,0.014,0.015,3.4545,1.239677729,,0.014,0.015,3.4545,1.239677729,,0.012,0.013,2.9939,1.096576885,,0.008,0.009,2.0727,0.728852105,,0.002,0.003,1.3818,0.323386997,,0.001,0.002,0.4606,-0.775225292,,0,0.001,0.4606,-0.775225292,,0.005,0.006,1.3818,0.323386997,
565,-0.001,0.014,0.015,3.4545,1.239677729,,0.014,0.015,3.4545,1.239677729,,0.012,0.013,2.9939,1.096576885,,0.008,0.009,2.0727,0.728852105,,0.002,0.003,1.3818,0.323386997,,0.001,0.002,0.4606,-0.775225292,,0,0.001,0.4606,-0.775225292,,0.005,0.006,1.3818,0.323386997,
566,-0.001,0.014,0.015,3.4545,1.239677729,,0.014,0.015,3.4545,1.239677729,,0.012,0.013,2.9939,1.096576885,,0.008,0.009,2.0727,0.728852105,,0.002,0.003,1.3818,0.323386997,,0.001,0.002,0.4606,-0.775225292,,0,0.001,0.4606,-0.775225292,,0.005,0.006,1.3818,0.323386997,
567,-0.001,0.014,0.015,3.4545,1.239677729,,0.014,0.015,3.4545,1.239677729,,0.012,0.013,2.9939,1.096576885,,0.008,0.009,2.0727,0.728852105,,0.002,0.003,1.3818,0.323386997,,0.001,0.002,0.4606,-0.775225292,,0,0.001,0.4606,-0.775225292,,0.005,0.006,1.3818,0.323386997,
568,-0.001,0.014,0.015,3.4545,1.239677729,,0.014,0.015,3.4545,1.239677729,,0.012,0.013,2.9939,1.096576885,,0.008,0.009,2.0727,0.728852105,,0.002,0.003,1.3818,0.323386997,,0.001,0.002,0.4606,-0.775225292,,0,0.001,0.4606,-0.775225292,,0.005,0.006,1.3818,0.323386997,
569,-0.001,0.014,0.015,3.4545,1.239677729,,0.014,0.015,3.4545,1.239677729,,0.012,0.013,2.9939,1.096576885,,0.008,0.009,2.0727,0.728852105,,0.002,0.003,1.3818,0.323386997,,0.001,0.002,0.4606,-0.775225292,,0,0.001,0.4606,-0.775225292,,0.005,0.006,1.3818,0.323386997,
570,-0.001,0.014,0.015,3.4545,1.239677729,,0.014,0.015,3.4545,1.239677729,,0.012,0.013,2.9939,1.096576885,,0.008,0.009,2.0727,0.728852105,,0.002,0.003,1.3818,0.323386997,,0.001,0.002,0.4606,-0.775225292,,0,0.001,0.4606,-0.775225292,,0.005,0.006,1.3818,0.323386997,
571,-0.001,0.014,0.015,3.4545,1.239677729,,0.014,0.015,3.4545,1.239677729,,0.012,0.013,2.9939,1.096576885,,0.008,0.009,2.0727,0.728852105,,0.002,0.003,1.3818,0.323386997,,0.001,0.002,0.4606,-0.775225292,,0,0.001,0.4606,-0.775225292,,0.005,0.006,1.3818,0.323386997,
572,-0.001,0.014,0.015,3.4545,1.239677729,,0.014,0.015,3.4545,1.239677729,,0.012,0.013,2.9939,1.096576885,,0.008,0.009,2.0727,0.728852105,,0.002,0.003,1.3818,0.323386997,,0.001,0.002,0.4606,-0.775225292,,0,0.001,0.4606,-0.775225292,,0.005,0.006,1.3818,0.323386997,
573,-0.001,0.013,0.014,3.2242,1.170684857,,0.014,0.015,3.4545,1.239677729,,0.012,0.013,2.9939,1.096576885,,0.008,0.009,2.0727,0.728852105,,0.002,0.003,1.3818,0.323386997,,0.001,0.002,0.4606,-0.775225292,,0,0.001,0.4606,-0.775225292,,0.005,0.006,1.3818,0.323386997,
574,-0.001,0.013,0.014,3.2242,1.170684857,,0.014,0.015,3.4545,1.239677729,,0.012,0.013,2.9939,1.096576885,,0.008,0.009,2.0727,0.728852105,,0.002,0.003,1.3818,0.323386997,,0,0.001,0.2303,-1.468372472,,0,0.001,0.4606,-0.775225292,,0.005,0.006,1.3818,0.323386997,
575,-0.001,0.013,0.014,3.2242,1.170684857,,0.014,0.015,3.4545,1.239677729,,0.012,0.013,2.9939,1.096576885,,0.008,0.009,2.0727,0.728852105,,0.002,0.003,1.3818,0.323386997,,0.001,0.002,0.4606,-0.775225292,,0,0.001,0.4606,-0.775225292,,0.005,0.006,1.3818,0.323386997,
576,-0.001,0.013,0.014,3.2242,1.170684857,,0.014,0.015,3.4545,1.239677729,,0.012,0.013,2.9939,1.096576885,,0.008,0.009,2.0727,0.728852105,,0.002,0.003,1.3818,0.323386997,,0,0.001,0.2303,-1.468372472,,0,0.001,0.4606,-0.775225292,,0.005,0.006,1.3818,0.323386997,
577,-0.001,0.013,0.014,3.2242,1.170684857,,0.014,0.015,3.4545,1.239677729,,0.012,0.013,2.9939,1.096576885,,0.008,0.009,2.0727,0.728852105,,0.002,0.003,1.3818,0.323386997,,0,0.001,0.2303,-1.468372472,,0,0.001,0.4606,-0.775225292,,0.005,0.006,1.3818,0.323386997,
578,-0.001,0.013,0.014,3.2242,1.170684857,,0.014,0.015,3.4545,1.239677729,,0.012,0.013,2.9939,1.096576885,,0.008,0.009,2.0727,0.728852105,,0.002,0.003,1.3818,0.323386997,,0,0.001,0.2303,-1.468372472,,0,0.001,0.4606,-0.775225292,,0.005,0.006,1.3818,0.323386997,
579,-0.001,0.013,0.014,3.2242,1.170684857,,0.014,0.015,3.4545,1.239677729,,0.012,0.013,2.9939,1.096576885,,0.008,0.009,2.0727,0.728852105,,0.002,0.003,1.3818,0.323386997,,0.001,0.002,0.4606,-0.775225292,,0,0.001,0.4606,-0.775225292,,0.005,0.006,1.3818,0.323386997,
580,-0.001,0.013,0.014,3.2242,1.170684857,,0.014,0.015,3.4545,1.239677729,,0.012,0.013,2.9939,1.096576885,,0.008,0.009,2.0727,0.728852105,,0.002,0.003,1.3818,0.323386997,,0,0.001,0.2303,-1.468372472,,0,0.001,0.4606,-0.775225292,,0.005,0.006,1.3818,0.323386997,
581,-0.001,0.013,0.014,3.2242,1.170684857,,0.014,0.015,3.4545,1.239677729,,0.012,0.013,2.9939,1.096576885,,0.008,0.009,2.0727,0.728852105,,0.002,0.003,1.3818,0.323386997,,0,0.001,0.2303,-1.468372472,,0,0.001,0.4606,-0.775225292,,0.005,0.006,1.3818,0.323386997,
582,-0.001,0.013,0.014,3.2242,1.170684857,,0.014,0.015,3.4545,1.239677729,,0.012,0.013,2.9939,1.096576885,,0.008,0.009,2.0727,0.728852105,,0.002,0.003,1.3818,0.323386997,,0.001,0.002,0.4606,-0.775225292,,0,0.001,0.4606,-0.775225292,,0.005,0.006,1.3818,0.323386997,
583,-0.001,0.013,0.014,3.2242,1.170684857,,0.014,0.015,3.4545,1.239677729,,0.012,0.013,2.9939,1.096576885,,0.008,0.009,2.0727,0.728852105,,0.002,0.003,1.3818,0.323386997,,0,0.001,0.2303,-1.468372472,,0,0.001,0.4606,-0.775225292,,0.005,0.006,1.3818,0.323386997,
584,-0.001,0.013,0.014,3.2242,1.170684857,,0.013,0.014,3.2242,1.170684857,,0.012,0.013,2.9939,1.096576885,,0.008,0.009,2.0727,0.728852105,,0.002,0.003,1.3818,0.323386997,,0,0.001,0.2303,-1.468372472,,0,0.001,0.4606,-0.775225292,,0.005,0.006,1.3818,0.323386997,
