,Blank,F8Jul19_9R1,A(CDOM),a(CDOM),ln(a),Sr,F1Jul19_9R2,A(CDOM),a(CDOM),ln(a),Sr,F8Jul19_5R1,A(CDOM),a(CDOM),ln(a),Sr,F1Jul19_SurfR2,A(CDOM),a(CDOM),ln(a),Sr,F1Jul19_SurfR2_Dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F8Jul19_SurfR2,A(CDOM),a(CDOM),ln(a),Sr,F8Jul19_SurfR2_Dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F1Jul19_5R1,A(CDOM),a(CDOM),ln(a),Sr
758,0,0.01,0.01,2.303,0.834212621,,0.011,0.011,2.5333,0.929522801,,0.009,0.009,2.0727,0.728852105,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.005,0.005,1.1515,0.14106544,
759,0,0.01,0.01,2.303,0.834212621,,0.011,0.011,2.5333,0.929522801,,0.009,0.009,2.0727,0.728852105,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.9212,-0.082078111,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.005,0.005,1.1515,0.14106544,
760,0.001,0.011,0.01,2.303,0.834212621,,0.012,0.011,2.5333,0.929522801,,0.01,0.009,2.0727,0.728852105,,0.007,0.006,1.3818,0.323386997,,0.003,0.002,0.9212,-0.082078111,,0.001,0,0,#NUM!,,0.001,0,0,#NUM!,,0.006,0.005,1.1515,0.14106544,
761,0,0.01,0.01,2.303,0.834212621,,0.011,0.011,2.5333,0.929522801,,0.009,0.009,2.0727,0.728852105,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.005,0.005,1.1515,0.14106544,
762,0,0.01,0.01,2.303,0.834212621,,0.011,0.011,2.5333,0.929522801,,0.009,0.009,2.0727,0.728852105,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.004,0.004,0.9212,-0.082078111,
763,0,0.01,0.01,2.303,0.834212621,,0.011,0.011,2.5333,0.929522801,,0.009,0.009,2.0727,0.728852105,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.004,0.004,0.9212,-0.082078111,
764,0,0.01,0.01,2.303,0.834212621,,0.011,0.011,2.5333,0.929522801,,0.009,0.009,2.0727,0.728852105,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.004,0.004,0.9212,-0.082078111,
765,0,0.01,0.01,2.303,0.834212621,,0.011,0.011,2.5333,0.929522801,,0.009,0.009,2.0727,0.728852105,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.004,0.004,0.9212,-0.082078111,
766,0,0.01,0.01,2.303,0.834212621,,0.011,0.011,2.5333,0.929522801,,0.009,0.009,2.0727,0.728852105,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.004,0.004,0.9212,-0.082078111,
767,0,0.01,0.01,2.303,0.834212621,,0.011,0.011,2.5333,0.929522801,,0.009,0.009,2.0727,0.728852105,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.004,0.004,0.9212,-0.082078111,
768,0,0.01,0.01,2.303,0.834212621,,0.011,0.011,2.5333,0.929522801,,0.009,0.009,2.0727,0.728852105,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.004,0.004,0.9212,-0.082078111,
769,0,0.01,0.01,2.303,0.834212621,,0.011,0.011,2.5333,0.929522801,,0.009,0.009,2.0727,0.728852105,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.004,0.004,0.9212,-0.082078111,
770,0,0.01,0.01,2.303,0.834212621,,0.011,0.011,2.5333,0.929522801,,0.009,0.009,2.0727,0.728852105,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.004,0.004,0.9212,-0.082078111,
771,0,0.01,0.01,2.303,0.834212621,,0.011,0.011,2.5333,0.929522801,,0.009,0.009,2.0727,0.728852105,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.004,0.004,0.9212,-0.082078111,
772,0,0.01,0.01,2.303,0.834212621,,0.011,0.011,2.5333,0.929522801,,0.009,0.009,2.0727,0.728852105,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.004,0.004,0.9212,-0.082078111,
773,0,0.01,0.01,2.303,0.834212621,,0.011,0.011,2.5333,0.929522801,,0.009,0.009,2.0727,0.728852105,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.004,0.004,0.9212,-0.082078111,
774,0,0.01,0.01,2.303,0.834212621,,0.011,0.011,2.5333,0.929522801,,0.009,0.009,2.0727,0.728852105,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.004,0.004,0.9212,-0.082078111,
775,0,0.01,0.01,2.303,0.834212621,,0.011,0.011,2.5333,0.929522801,,0.009,0.009,2.0727,0.728852105,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.004,0.004,0.9212,-0.082078111,
776,0,0.01,0.01,2.303,0.834212621,,0.011,0.011,2.5333,0.929522801,,0.009,0.009,2.0727,0.728852105,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.004,0.004,0.9212,-0.082078111,
777,0,0.01,0.01,2.303,0.834212621,,0.011,0.011,2.5333,0.929522801,,0.009,0.009,2.0727,0.728852105,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.004,0.004,0.9212,-0.082078111,
778,0,0.01,0.01,2.303,0.834212621,,0.011,0.011,2.5333,0.929522801,,0.009,0.009,2.0727,0.728852105,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.004,0.004,0.9212,-0.082078111,
779,0,0.01,0.01,2.303,0.834212621,,0.011,0.011,2.5333,0.929522801,,0.009,0.009,2.0727,0.728852105,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.004,0.004,0.9212,-0.082078111,
780,0,0.01,0.01,2.303,0.834212621,,0.011,0.011,2.5333,0.929522801,,0.009,0.009,2.0727,0.728852105,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.004,0.004,0.9212,-0.082078111,
781,0,0.01,0.01,2.303,0.834212621,,0.011,0.011,2.5333,0.929522801,,0.009,0.009,2.0727,0.728852105,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.004,0.004,0.9212,-0.082078111,
782,0,0.01,0.01,2.303,0.834212621,,0.011,0.011,2.5333,0.929522801,,0.009,0.009,2.0727,0.728852105,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.004,0.004,0.9212,-0.082078111,
783,0,0.01,0.01,2.303,0.834212621,,0.011,0.011,2.5333,0.929522801,,0.009,0.009,2.0727,0.728852105,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.004,0.004,0.9212,-0.082078111,
784,0,0.01,0.01,2.303,0.834212621,,0.011,0.011,2.5333,0.929522801,,0.009,0.009,2.0727,0.728852105,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.004,0.004,0.9212,-0.082078111,
785,0,0.01,0.01,2.303,0.834212621,,0.011,0.011,2.5333,0.929522801,,0.009,0.009,2.0727,0.728852105,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.004,0.004,0.9212,-0.082078111,
786,0,0.01,0.01,2.303,0.834212621,,0.011,0.011,2.5333,0.929522801,,0.009,0.009,2.0727,0.728852105,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.004,0.004,0.9212,-0.082078111,
787,0,0.01,0.01,2.303,0.834212621,,0.011,0.011,2.5333,0.929522801,,0.009,0.009,2.0727,0.728852105,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.004,0.004,0.9212,-0.082078111,
788,0,0.01,0.01,2.303,0.834212621,,0.011,0.011,2.5333,0.929522801,,0.009,0.009,2.0727,0.728852105,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.004,0.004,0.9212,-0.082078111,
789,0,0.01,0.01,2.303,0.834212621,,0.011,0.011,2.5333,0.929522801,,0.009,0.009,2.0727,0.728852105,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.004,0.004,0.9212,-0.082078111,
790,0,0.01,0.01,2.303,0.834212621,,0.011,0.011,2.5333,0.929522801,,0.009,0.009,2.0727,0.728852105,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.004,0.004,0.9212,-0.082078111,
791,0,0.01,0.01,2.303,0.834212621,,0.01,0.01,2.303,0.834212621,,0.009,0.009,2.0727,0.728852105,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.004,0.004,0.9212,-0.082078111,
792,0,0.01,0.01,2.303,0.834212621,,0.01,0.01,2.303,0.834212621,,0.009,0.009,2.0727,0.728852105,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.004,0.004,0.9212,-0.082078111,
793,0,0.01,0.01,2.303,0.834212621,,0.011,0.011,2.5333,0.929522801,,0.009,0.009,2.0727,0.728852105,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.004,0.004,0.9212,-0.082078111,
794,0,0.01,0.01,2.303,0.834212621,,0.011,0.011,2.5333,0.929522801,,0.009,0.009,2.0727,0.728852105,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.004,0.004,0.9212,-0.082078111,
795,0,0.01,0.01,2.303,0.834212621,,0.011,0.011,2.5333,0.929522801,,0.009,0.009,2.0727,0.728852105,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.004,0.004,0.9212,-0.082078111,
796,0,0.01,0.01,2.303,0.834212621,,0.011,0.011,2.5333,0.929522801,,0.009,0.009,2.0727,0.728852105,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.004,0.004,0.9212,-0.082078111,
797,0,0.01,0.01,2.303,0.834212621,,0.011,0.011,2.5333,0.929522801,,0.009,0.009,2.0727,0.728852105,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.004,0.004,0.9212,-0.082078111,
798,0,0.01,0.01,2.303,0.834212621,,0.01,0.01,2.303,0.834212621,,0.009,0.009,2.0727,0.728852105,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.004,0.004,0.9212,-0.082078111,
799,0,0.01,0.01,2.303,0.834212621,,0.011,0.011,2.5333,0.929522801,,0.009,0.009,2.0727,0.728852105,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.004,0.004,0.9212,-0.082078111,
800,0,0.01,0.01,2.303,0.834212621,,0.011,0.011,2.5333,0.929522801,,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.004,0.004,0.9212,-0.082078111,
801,0,0.01,0.01,2.303,0.834212621,,0.011,0.011,2.5333,0.929522801,,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.004,0.004,0.9212,-0.082078111,
802,0,0.01,0.01,2.303,0.834212621,,0.011,0.011,2.5333,0.929522801,,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.004,0.004,0.9212,-0.082078111,
803,0,0.01,0.01,2.303,0.834212621,,0.01,0.01,2.303,0.834212621,,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.004,0.004,0.9212,-0.082078111,
804,0,0.01,0.01,2.303,0.834212621,,0.01,0.01,2.303,0.834212621,,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.004,0.004,0.9212,-0.082078111,
805,0,0.01,0.01,2.303,0.834212621,,0.01,0.01,2.303,0.834212621,,0.009,0.009,2.0727,0.728852105,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.004,0.004,0.9212,-0.082078111,
806,0,0.01,0.01,2.303,0.834212621,,0.01,0.01,2.303,0.834212621,,0.009,0.009,2.0727,0.728852105,,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.9212,-0.082078111,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.004,0.004,0.9212,-0.082078111,
807,0,0.01,0.01,2.303,0.834212621,,0.011,0.011,2.5333,0.929522801,,0.009,0.009,2.0727,0.728852105,,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.9212,-0.082078111,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.004,0.004,0.9212,-0.082078111,
808,0,0.01,0.01,2.303,0.834212621,,0.011,0.011,2.5333,0.929522801,,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.004,0.004,0.9212,-0.082078111,
809,0,0.01,0.01,2.303,0.834212621,,0.01,0.01,2.303,0.834212621,,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.004,0.004,0.9212,-0.082078111,
810,0,0.01,0.01,2.303,0.834212621,,0.01,0.01,2.303,0.834212621,,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.004,0.004,0.9212,-0.082078111,
811,0,0.01,0.01,2.303,0.834212621,,0.01,0.01,2.303,0.834212621,,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.004,0.004,0.9212,-0.082078111,
812,0,0.01,0.01,2.303,0.834212621,,0.01,0.01,2.303,0.834212621,,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.004,0.004,0.9212,-0.082078111,
813,0,0.01,0.01,2.303,0.834212621,,0.01,0.01,2.303,0.834212621,,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.004,0.004,0.9212,-0.082078111,
814,0,0.01,0.01,2.303,0.834212621,,0.01,0.01,2.303,0.834212621,,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.004,0.004,0.9212,-0.082078111,
815,0,0.01,0.01,2.303,0.834212621,,0.01,0.01,2.303,0.834212621,,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.004,0.004,0.9212,-0.082078111,
816,0,0.01,0.01,2.303,0.834212621,,0.01,0.01,2.303,0.834212621,,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.004,0.004,0.9212,-0.082078111,
817,0,0.01,0.01,2.303,0.834212621,,0.01,0.01,2.303,0.834212621,,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.004,0.004,0.9212,-0.082078111,
818,0,0.01,0.01,2.303,0.834212621,,0.01,0.01,2.303,0.834212621,,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.004,0.004,0.9212,-0.082078111,
819,0,0.009,0.009,2.0727,0.728852105,,0.01,0.01,2.303,0.834212621,,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.004,0.004,0.9212,-0.082078111,
820,0,0.009,0.009,2.0727,0.728852105,,0.01,0.01,2.303,0.834212621,,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.004,0.004,0.9212,-0.082078111,
821,0,0.009,0.009,2.0727,0.728852105,,0.01,0.01,2.303,0.834212621,,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.004,0.004,0.9212,-0.082078111,
822,0,0.009,0.009,2.0727,0.728852105,,0.01,0.01,2.303,0.834212621,,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.004,0.004,0.9212,-0.082078111,
823,0,0.009,0.009,2.0727,0.728852105,,0.01,0.01,2.303,0.834212621,,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.004,0.004,0.9212,-0.082078111,
824,0,0.009,0.009,2.0727,0.728852105,,0.01,0.01,2.303,0.834212621,,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.004,0.004,0.9212,-0.082078111,
825,0,0.009,0.009,2.0727,0.728852105,,0.01,0.01,2.303,0.834212621,,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.004,0.004,0.9212,-0.082078111,
826,0,0.009,0.009,2.0727,0.728852105,,0.01,0.01,2.303,0.834212621,,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.9212,-0.082078111,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.004,0.004,0.9212,-0.082078111,
827,0,0.009,0.009,2.0727,0.728852105,,0.01,0.01,2.303,0.834212621,,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.004,0.004,0.9212,-0.082078111,
828,0,0.009,0.009,2.0727,0.728852105,,0.01,0.01,2.303,0.834212621,,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.004,0.004,0.9212,-0.082078111,
829,0,0.009,0.009,2.0727,0.728852105,,0.01,0.01,2.303,0.834212621,,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.004,0.004,0.9212,-0.082078111,
830,0,0.009,0.009,2.0727,0.728852105,,0.01,0.01,2.303,0.834212621,,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.004,0.004,0.9212,-0.082078111,
831,0,0.009,0.009,2.0727,0.728852105,,0.01,0.01,2.303,0.834212621,,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.004,0.004,0.9212,-0.082078111,
832,0,0.009,0.009,2.0727,0.728852105,,0.01,0.01,2.303,0.834212621,,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.004,0.004,0.9212,-0.082078111,
833,0,0.009,0.009,2.0727,0.728852105,,0.01,0.01,2.303,0.834212621,,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.004,0.004,0.9212,-0.082078111,
834,0,0.009,0.009,2.0727,0.728852105,,0.01,0.01,2.303,0.834212621,,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.004,0.004,0.9212,-0.082078111,
835,0,0.009,0.009,2.0727,0.728852105,,0.01,0.01,2.303,0.834212621,,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.004,0.004,0.9212,-0.082078111,
836,0,0.009,0.009,2.0727,0.728852105,,0.01,0.01,2.303,0.834212621,,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.004,0.004,0.9212,-0.082078111,
837,0,0.009,0.009,2.0727,0.728852105,,0.01,0.01,2.303,0.834212621,,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.9212,-0.082078111,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.004,0.004,0.9212,-0.082078111,
838,0,0.009,0.009,2.0727,0.728852105,,0.01,0.01,2.303,0.834212621,,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.004,0.004,0.9212,-0.082078111,
839,0,0.009,0.009,2.0727,0.728852105,,0.01,0.01,2.303,0.834212621,,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.004,0.004,0.9212,-0.082078111,
840,0,0.009,0.009,2.0727,0.728852105,,0.01,0.01,2.303,0.834212621,,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.004,0.004,0.9212,-0.082078111,
841,0,0.009,0.009,2.0727,0.728852105,,0.01,0.01,2.303,0.834212621,,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.004,0.004,0.9212,-0.082078111,
842,0,0.009,0.009,2.0727,0.728852105,,0.01,0.01,2.303,0.834212621,,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.004,0.004,0.9212,-0.082078111,
843,0,0.009,0.009,2.0727,0.728852105,,0.01,0.01,2.303,0.834212621,,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.004,0.004,0.9212,-0.082078111,
844,0,0.009,0.009,2.0727,0.728852105,,0.01,0.01,2.303,0.834212621,,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.004,0.004,0.9212,-0.082078111,
845,0,0.009,0.009,2.0727,0.728852105,,0.01,0.01,2.303,0.834212621,,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.004,0.004,0.9212,-0.082078111,
846,0,0.009,0.009,2.0727,0.728852105,,0.009,0.009,2.0727,0.728852105,,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.004,0.004,0.9212,-0.082078111,
847,0,0.009,0.009,2.0727,0.728852105,,0.01,0.01,2.303,0.834212621,,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.004,0.004,0.9212,-0.082078111,
