,MilliQ,B18Jul19_30_R2,A(CDOM),a(CDOM),ln(a),Sr,B19Jul19_200_R2,A(CDOM),a(CDOM),ln(a),Sr,B18Jul19_45_R1,A(CDOM),a(CDOM),ln(a),Sr,B27Jun19_200_R2,A(CDOM),a(CDOM),ln(a),Sr,F27Jun19_102_R1,A(CDOM),a(CDOM),ln(a),Sr,B18Jul19_20_R1,A(CDOM),a(CDOM),ln(a),Sr,F30May19_50_R1,A(CDOM),a(CDOM),ln(a),Sr,B18Jul19_01_R1,A(CDOM),a(CDOM),ln(a),Sr,B18Jul19_100_R1,A(CDOM),a(CDOM),ln(a),Sr,B18Jul19_Surf_R1,A(CDOM),a(CDOM),ln(a),Sr,B27Jun19_50_R1,A(CDOM),a(CDOM),ln(a),Sr
672,0,0.006,0.006,1.3818,0.323386997,,0.016,0.016,3.6848,1.30421625,,0.007,0.007,1.6121,0.477537677,,0.012,0.012,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.009,0.009,2.0727,0.728852105,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,
673,0,0.006,0.006,1.3818,0.323386997,,0.016,0.016,3.6848,1.30421625,,0.007,0.007,1.6121,0.477537677,,0.012,0.012,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.009,0.009,2.0727,0.728852105,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,
674,0,0.006,0.006,1.3818,0.323386997,,0.016,0.016,3.6848,1.30421625,,0.007,0.007,1.6121,0.477537677,,0.012,0.012,2.7636,1.016534178,,0.003,0.003,0.6909,-0.369760183,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.009,0.009,2.0727,0.728852105,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,
675,0,0.006,0.006,1.3818,0.323386997,,0.016,0.016,3.6848,1.30421625,,0.007,0.007,1.6121,0.477537677,,0.012,0.012,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.009,0.009,2.0727,0.728852105,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,
676,0,0.006,0.006,1.3818,0.323386997,,0.016,0.016,3.6848,1.30421625,,0.007,0.007,1.6121,0.477537677,,0.012,0.012,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.009,0.009,2.0727,0.728852105,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,
677,0,0.006,0.006,1.3818,0.323386997,,0.016,0.016,3.6848,1.30421625,,0.007,0.007,1.6121,0.477537677,,0.012,0.012,2.7636,1.016534178,,0.003,0.003,0.6909,-0.369760183,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.009,0.009,2.0727,0.728852105,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,
678,0,0.006,0.006,1.3818,0.323386997,,0.016,0.016,3.6848,1.30421625,,0.007,0.007,1.6121,0.477537677,,0.012,0.012,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.009,0.009,2.0727,0.728852105,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,
679,0,0.006,0.006,1.3818,0.323386997,,0.016,0.016,3.6848,1.30421625,,0.007,0.007,1.6121,0.477537677,,0.012,0.012,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.009,0.009,2.0727,0.728852105,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,
680,0,0.006,0.006,1.3818,0.323386997,,0.016,0.016,3.6848,1.30421625,,0.007,0.007,1.6121,0.477537677,,0.012,0.012,2.7636,1.016534178,,0.003,0.003,0.6909,-0.369760183,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.009,0.009,2.0727,0.728852105,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,
681,0,0.006,0.006,1.3818,0.323386997,,0.016,0.016,3.6848,1.30421625,,0.007,0.007,1.6121,0.477537677,,0.012,0.012,2.7636,1.016534178,,0.003,0.003,0.6909,-0.369760183,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.009,0.009,2.0727,0.728852105,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,
682,0,0.006,0.006,1.3818,0.323386997,,0.016,0.016,3.6848,1.30421625,,0.007,0.007,1.6121,0.477537677,,0.012,0.012,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.009,0.009,2.0727,0.728852105,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,
683,0,0.006,0.006,1.3818,0.323386997,,0.016,0.016,3.6848,1.30421625,,0.007,0.007,1.6121,0.477537677,,0.012,0.012,2.7636,1.016534178,,0.003,0.003,0.6909,-0.369760183,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.009,0.009,2.0727,0.728852105,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,
684,0,0.006,0.006,1.3818,0.323386997,,0.016,0.016,3.6848,1.30421625,,0.007,0.007,1.6121,0.477537677,,0.012,0.012,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.009,0.009,2.0727,0.728852105,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,
685,0,0.006,0.006,1.3818,0.323386997,,0.016,0.016,3.6848,1.30421625,,0.007,0.007,1.6121,0.477537677,,0.012,0.012,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.009,0.009,2.0727,0.728852105,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,
686,0,0.006,0.006,1.3818,0.323386997,,0.016,0.016,3.6848,1.30421625,,0.007,0.007,1.6121,0.477537677,,0.012,0.012,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.009,0.009,2.0727,0.728852105,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,
687,0,0.006,0.006,1.3818,0.323386997,,0.016,0.016,3.6848,1.30421625,,0.006,0.006,1.3818,0.323386997,,0.012,0.012,2.7636,1.016534178,,0.003,0.003,0.6909,-0.369760183,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.009,0.009,2.0727,0.728852105,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,
688,0,0.006,0.006,1.3818,0.323386997,,0.016,0.016,3.6848,1.30421625,,0.006,0.006,1.3818,0.323386997,,0.012,0.012,2.7636,1.016534178,,0.003,0.003,0.6909,-0.369760183,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.009,0.009,2.0727,0.728852105,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,
689,0,0.006,0.006,1.3818,0.323386997,,0.016,0.016,3.6848,1.30421625,,0.006,0.006,1.3818,0.323386997,,0.012,0.012,2.7636,1.016534178,,0.003,0.003,0.6909,-0.369760183,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.009,0.009,2.0727,0.728852105,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,
690,0,0.006,0.006,1.3818,0.323386997,,0.016,0.016,3.6848,1.30421625,,0.006,0.006,1.3818,0.323386997,,0.012,0.012,2.7636,1.016534178,,0.003,0.003,0.6909,-0.369760183,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.009,0.009,2.0727,0.728852105,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,
691,0,0.006,0.006,1.3818,0.323386997,,0.015,0.015,3.4545,1.239677729,,0.006,0.006,1.3818,0.323386997,,0.012,0.012,2.7636,1.016534178,,0.003,0.003,0.6909,-0.369760183,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.009,0.009,2.0727,0.728852105,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,
692,0,0.006,0.006,1.3818,0.323386997,,0.015,0.015,3.4545,1.239677729,,0.006,0.006,1.3818,0.323386997,,0.012,0.012,2.7636,1.016534178,,0.003,0.003,0.6909,-0.369760183,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.009,0.009,2.0727,0.728852105,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,
693,0,0.006,0.006,1.3818,0.323386997,,0.015,0.015,3.4545,1.239677729,,0.006,0.006,1.3818,0.323386997,,0.012,0.012,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.009,0.009,2.0727,0.728852105,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,
694,0,0.006,0.006,1.3818,0.323386997,,0.015,0.015,3.4545,1.239677729,,0.006,0.006,1.3818,0.323386997,,0.012,0.012,2.7636,1.016534178,,0.003,0.003,0.6909,-0.369760183,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.009,0.009,2.0727,0.728852105,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,
695,0,0.006,0.006,1.3818,0.323386997,,0.015,0.015,3.4545,1.239677729,,0.006,0.006,1.3818,0.323386997,,0.012,0.012,2.7636,1.016534178,,0.003,0.003,0.6909,-0.369760183,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.009,0.009,2.0727,0.728852105,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,
696,0,0.006,0.006,1.3818,0.323386997,,0.015,0.015,3.4545,1.239677729,,0.006,0.006,1.3818,0.323386997,,0.012,0.012,2.7636,1.016534178,,0.003,0.003,0.6909,-0.369760183,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.009,0.009,2.0727,0.728852105,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,
697,0,0.006,0.006,1.3818,0.323386997,,0.015,0.015,3.4545,1.239677729,,0.006,0.006,1.3818,0.323386997,,0.012,0.012,2.7636,1.016534178,,0.003,0.003,0.6909,-0.369760183,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.009,0.009,2.0727,0.728852105,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,
698,0,0.006,0.006,1.3818,0.323386997,,0.015,0.015,3.4545,1.239677729,,0.006,0.006,1.3818,0.323386997,,0.012,0.012,2.7636,1.016534178,,0.003,0.003,0.6909,-0.369760183,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.009,0.009,2.0727,0.728852105,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,
699,0,0.006,0.006,1.3818,0.323386997,,0.015,0.015,3.4545,1.239677729,,0.006,0.006,1.3818,0.323386997,,0.012,0.012,2.7636,1.016534178,,0.003,0.003,0.6909,-0.369760183,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.009,0.009,2.0727,0.728852105,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,
700,0,0.006,0.006,1.3818,0.323386997,,0.015,0.015,3.4545,1.239677729,,0.006,0.006,1.3818,0.323386997,,0.012,0.012,2.7636,1.016534178,,0.003,0.003,0.6909,-0.369760183,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.009,0.009,2.0727,0.728852105,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,
701,0,0.006,0.006,1.3818,0.323386997,,0.015,0.015,3.4545,1.239677729,,0.006,0.006,1.3818,0.323386997,,0.012,0.012,2.7636,1.016534178,,0.003,0.003,0.6909,-0.369760183,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.009,0.009,2.0727,0.728852105,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,
702,0,0.006,0.006,1.3818,0.323386997,,0.015,0.015,3.4545,1.239677729,,0.006,0.006,1.3818,0.323386997,,0.012,0.012,2.7636,1.016534178,,0.003,0.003,0.6909,-0.369760183,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.009,0.009,2.0727,0.728852105,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,
703,0,0.006,0.006,1.3818,0.323386997,,0.015,0.015,3.4545,1.239677729,,0.006,0.006,1.3818,0.323386997,,0.012,0.012,2.7636,1.016534178,,0.003,0.003,0.6909,-0.369760183,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.009,0.009,2.0727,0.728852105,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,
704,0,0.006,0.006,1.3818,0.323386997,,0.015,0.015,3.4545,1.239677729,,0.006,0.006,1.3818,0.323386997,,0.012,0.012,2.7636,1.016534178,,0.003,0.003,0.6909,-0.369760183,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.009,0.009,2.0727,0.728852105,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,
705,0,0.006,0.006,1.3818,0.323386997,,0.015,0.015,3.4545,1.239677729,,0.006,0.006,1.3818,0.323386997,,0.012,0.012,2.7636,1.016534178,,0.003,0.003,0.6909,-0.369760183,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.009,0.009,2.0727,0.728852105,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,
706,0,0.006,0.006,1.3818,0.323386997,,0.015,0.015,3.4545,1.239677729,,0.006,0.006,1.3818,0.323386997,,0.012,0.012,2.7636,1.016534178,,0.003,0.003,0.6909,-0.369760183,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.009,0.009,2.0727,0.728852105,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,
707,0,0.005,0.005,1.1515,0.14106544,,0.015,0.015,3.4545,1.239677729,,0.006,0.006,1.3818,0.323386997,,0.012,0.012,2.7636,1.016534178,,0.003,0.003,0.6909,-0.369760183,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.009,0.009,2.0727,0.728852105,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,
708,0,0.005,0.005,1.1515,0.14106544,,0.015,0.015,3.4545,1.239677729,,0.006,0.006,1.3818,0.323386997,,0.012,0.012,2.7636,1.016534178,,0.003,0.003,0.6909,-0.369760183,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.009,0.009,2.0727,0.728852105,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,
709,0,0.006,0.006,1.3818,0.323386997,,0.015,0.015,3.4545,1.239677729,,0.006,0.006,1.3818,0.323386997,,0.012,0.012,2.7636,1.016534178,,0.003,0.003,0.6909,-0.369760183,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.009,0.009,2.0727,0.728852105,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,
710,0,0.005,0.005,1.1515,0.14106544,,0.015,0.015,3.4545,1.239677729,,0.006,0.006,1.3818,0.323386997,,0.012,0.012,2.7636,1.016534178,,0.003,0.003,0.6909,-0.369760183,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.009,0.009,2.0727,0.728852105,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,
711,0,0.005,0.005,1.1515,0.14106544,,0.015,0.015,3.4545,1.239677729,,0.006,0.006,1.3818,0.323386997,,0.012,0.012,2.7636,1.016534178,,0.003,0.003,0.6909,-0.369760183,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.009,0.009,2.0727,0.728852105,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,
712,0,0.005,0.005,1.1515,0.14106544,,0.015,0.015,3.4545,1.239677729,,0.006,0.006,1.3818,0.323386997,,0.012,0.012,2.7636,1.016534178,,0.003,0.003,0.6909,-0.369760183,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.009,0.009,2.0727,0.728852105,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,
713,0,0.005,0.005,1.1515,0.14106544,,0.015,0.015,3.4545,1.239677729,,0.006,0.006,1.3818,0.323386997,,0.012,0.012,2.7636,1.016534178,,0.003,0.003,0.6909,-0.369760183,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.009,0.009,2.0727,0.728852105,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,
714,0,0.005,0.005,1.1515,0.14106544,,0.015,0.015,3.4545,1.239677729,,0.006,0.006,1.3818,0.323386997,,0.012,0.012,2.7636,1.016534178,,0.003,0.003,0.6909,-0.369760183,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.009,0.009,2.0727,0.728852105,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,
715,0,0.005,0.005,1.1515,0.14106544,,0.015,0.015,3.4545,1.239677729,,0.006,0.006,1.3818,0.323386997,,0.012,0.012,2.7636,1.016534178,,0.003,0.003,0.6909,-0.369760183,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.009,0.009,2.0727,0.728852105,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,
716,0,0.005,0.005,1.1515,0.14106544,,0.015,0.015,3.4545,1.239677729,,0.006,0.006,1.3818,0.323386997,,0.012,0.012,2.7636,1.016534178,,0.003,0.003,0.6909,-0.369760183,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.009,0.009,2.0727,0.728852105,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,
717,0,0.005,0.005,1.1515,0.14106544,,0.015,0.015,3.4545,1.239677729,,0.006,0.006,1.3818,0.323386997,,0.012,0.012,2.7636,1.016534178,,0.003,0.003,0.6909,-0.369760183,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.009,0.009,2.0727,0.728852105,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,
718,0,0.005,0.005,1.1515,0.14106544,,0.015,0.015,3.4545,1.239677729,,0.006,0.006,1.3818,0.323386997,,0.012,0.012,2.7636,1.016534178,,0.003,0.003,0.6909,-0.369760183,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.009,0.009,2.0727,0.728852105,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,
719,0,0.005,0.005,1.1515,0.14106544,,0.015,0.015,3.4545,1.239677729,,0.006,0.006,1.3818,0.323386997,,0.012,0.012,2.7636,1.016534178,,0.003,0.003,0.6909,-0.369760183,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.009,0.009,2.0727,0.728852105,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,
720,0,0.005,0.005,1.1515,0.14106544,,0.015,0.015,3.4545,1.239677729,,0.006,0.006,1.3818,0.323386997,,0.012,0.012,2.7636,1.016534178,,0.003,0.003,0.6909,-0.369760183,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.009,0.009,2.0727,0.728852105,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,
721,0,0.005,0.005,1.1515,0.14106544,,0.015,0.015,3.4545,1.239677729,,0.005,0.005,1.1515,0.14106544,,0.012,0.012,2.7636,1.016534178,,0.003,0.003,0.6909,-0.369760183,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.009,0.009,2.0727,0.728852105,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,
722,0,0.005,0.005,1.1515,0.14106544,,0.015,0.015,3.4545,1.239677729,,0.005,0.005,1.1515,0.14106544,,0.012,0.012,2.7636,1.016534178,,0.003,0.003,0.6909,-0.369760183,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.009,0.009,2.0727,0.728852105,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,
723,0,0.005,0.005,1.1515,0.14106544,,0.015,0.015,3.4545,1.239677729,,0.006,0.006,1.3818,0.323386997,,0.012,0.012,2.7636,1.016534178,,0.003,0.003,0.6909,-0.369760183,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.009,0.009,2.0727,0.728852105,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,
724,0,0.005,0.005,1.1515,0.14106544,,0.015,0.015,3.4545,1.239677729,,0.006,0.006,1.3818,0.323386997,,0.012,0.012,2.7636,1.016534178,,0.003,0.003,0.6909,-0.369760183,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.009,0.009,2.0727,0.728852105,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,
725,0,0.005,0.005,1.1515,0.14106544,,0.015,0.015,3.4545,1.239677729,,0.006,0.006,1.3818,0.323386997,,0.012,0.012,2.7636,1.016534178,,0.003,0.003,0.6909,-0.369760183,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.009,0.009,2.0727,0.728852105,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,
726,0,0.005,0.005,1.1515,0.14106544,,0.015,0.015,3.4545,1.239677729,,0.005,0.005,1.1515,0.14106544,,0.012,0.012,2.7636,1.016534178,,0.003,0.003,0.6909,-0.369760183,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.009,0.009,2.0727,0.728852105,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,
727,0,0.005,0.005,1.1515,0.14106544,,0.015,0.015,3.4545,1.239677729,,0.005,0.005,1.1515,0.14106544,,0.012,0.012,2.7636,1.016534178,,0.003,0.003,0.6909,-0.369760183,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.009,0.009,2.0727,0.728852105,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,
728,0,0.005,0.005,1.1515,0.14106544,,0.015,0.015,3.4545,1.239677729,,0.006,0.006,1.3818,0.323386997,,0.012,0.012,2.7636,1.016534178,,0.003,0.003,0.6909,-0.369760183,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.009,0.009,2.0727,0.728852105,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,
729,0,0.005,0.005,1.1515,0.14106544,,0.015,0.015,3.4545,1.239677729,,0.006,0.006,1.3818,0.323386997,,0.012,0.012,2.7636,1.016534178,,0.003,0.003,0.6909,-0.369760183,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.009,0.009,2.0727,0.728852105,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,
730,0,0.005,0.005,1.1515,0.14106544,,0.015,0.015,3.4545,1.239677729,,0.005,0.005,1.1515,0.14106544,,0.012,0.012,2.7636,1.016534178,,0.003,0.003,0.6909,-0.369760183,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.009,0.009,2.0727,0.728852105,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,
