,MilliQ,PonyLake,A(CDOM),a(CDOM),ln(a),Sr,PonyLake Dil 1:2,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,PonyLake Dil 1:4,A(CDOM),Dilution 1:4 a(CDOM),Dilution 1:4 ln(a),Sr,SuwanneeRiver,A(CDOM),a(CDOM),ln(a),Sr,SuwanneeRiver Dil 1:2,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,SuwanneeRiver Dil 1:4,A(CDOM),Dilution 1:4 a(CDOM),Dilution 1:4 ln(a),Sr,F15Jul19_5mR1,A(CDOM),a(CDOM),ln(a),Sr,F15Jul19_5mR1_Dil1:2,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F3Jul19_5mR1,A(CDOM),a(CDOM),ln(a),Sr,F3Jul19_5mR1_Dil1:2,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F3Jul19_5mR1_Flt,A(CDOM),a(CDOM),ln(a),Sr,F3Jul19_5mR1_FltDil1:2,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F14Aug19_5mR1,A(CDOM),a(CDOM),ln(a),Sr,F14Aug19_5mR1_Dil1:2,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F14Aug19_0.1mR2,A(CDOM),a(CDOM),ln(a),Sr,F14Aug19_0.1mR1_Dil1:2,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F14Aug19_9mR2,A(CDOM),a(CDOM),ln(a),Sr,F14Aug19_9mR2_Dil1:2,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F14Aug19_9mR2_Flt,A(CDOM),a(CDOM),ln(a),Sr,F14Aug19_9mR2_FltDil1:2,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F22Aug19_9mR1,A(CDOM),a(CDOM),ln(a),Sr,F22Aug19_9mR2_Dil1:2,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr
647,0,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,1.8424,0.61106907,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,,0.017,0.017,3.9151,1.364840872,,0.01,0.01,4.606,1.527359801,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.015,0.015,3.4545,1.239677729,,0.008,0.008,3.6848,1.30421625,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.018,0.018,4.1454,1.421999286,,0.009,0.009,4.1454,1.421999286,
648,0,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,1.8424,0.61106907,,0.008,0.008,1.8424,0.61106907,,0.005,0.005,2.303,0.834212621,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,,0.017,0.017,3.9151,1.364840872,,0.01,0.01,4.606,1.527359801,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.015,0.015,3.4545,1.239677729,,0.009,0.009,4.1454,1.421999286,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.019,0.019,4.3757,1.476066507,,0.009,0.009,4.1454,1.421999286,
649,0,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,1.8424,0.61106907,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,,0.017,0.017,3.9151,1.364840872,,0.01,0.01,4.606,1.527359801,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.015,0.015,3.4545,1.239677729,,0.009,0.009,4.1454,1.421999286,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.019,0.019,4.3757,1.476066507,,0.009,0.009,4.1454,1.421999286,
650,0,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,1.8424,0.61106907,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,,0.017,0.017,3.9151,1.364840872,,0.01,0.01,4.606,1.527359801,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.015,0.015,3.4545,1.239677729,,0.008,0.008,3.6848,1.30421625,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.019,0.019,4.3757,1.476066507,,0.009,0.009,4.1454,1.421999286,
651,0,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,1.8424,0.61106907,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,,0.017,0.017,3.9151,1.364840872,,0.01,0.01,4.606,1.527359801,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.015,0.015,3.4545,1.239677729,,0.009,0.009,4.1454,1.421999286,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.018,0.018,4.1454,1.421999286,,0.009,0.009,4.1454,1.421999286,
652,0,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,1.8424,0.61106907,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,,0.017,0.017,3.9151,1.364840872,,0.01,0.01,4.606,1.527359801,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.015,0.015,3.4545,1.239677729,,0.009,0.009,4.1454,1.421999286,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.018,0.018,4.1454,1.421999286,,0.009,0.009,4.1454,1.421999286,
653,0,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,1.8424,0.61106907,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,,0.017,0.017,3.9151,1.364840872,,0.01,0.01,4.606,1.527359801,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.015,0.015,3.4545,1.239677729,,0.009,0.009,4.1454,1.421999286,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.018,0.018,4.1454,1.421999286,,0.009,0.009,4.1454,1.421999286,
654,0,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,1.8424,0.61106907,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,,0.017,0.017,3.9151,1.364840872,,0.01,0.01,4.606,1.527359801,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.015,0.015,3.4545,1.239677729,,0.009,0.009,4.1454,1.421999286,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.018,0.018,4.1454,1.421999286,,0.009,0.009,4.1454,1.421999286,
655,0,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,1.8424,0.61106907,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,,0.017,0.017,3.9151,1.364840872,,0.01,0.01,4.606,1.527359801,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.015,0.015,3.4545,1.239677729,,0.009,0.009,4.1454,1.421999286,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.018,0.018,4.1454,1.421999286,,0.009,0.009,4.1454,1.421999286,
656,0,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,1.8424,0.61106907,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,,0.017,0.017,3.9151,1.364840872,,0.01,0.01,4.606,1.527359801,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.015,0.015,3.4545,1.239677729,,0.009,0.009,4.1454,1.421999286,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.019,0.019,4.3757,1.476066507,,0.009,0.009,4.1454,1.421999286,
657,0,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,1.8424,0.61106907,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,,0.017,0.017,3.9151,1.364840872,,0.01,0.01,4.606,1.527359801,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.015,0.015,3.4545,1.239677729,,0.009,0.009,4.1454,1.421999286,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.018,0.018,4.1454,1.421999286,,0.009,0.009,4.1454,1.421999286,
658,0,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,1.8424,0.61106907,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,,0.017,0.017,3.9151,1.364840872,,0.01,0.01,4.606,1.527359801,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.015,0.015,3.4545,1.239677729,,0.009,0.009,4.1454,1.421999286,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.018,0.018,4.1454,1.421999286,,0.009,0.009,4.1454,1.421999286,
659,0,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,1.8424,0.61106907,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,,0.017,0.017,3.9151,1.364840872,,0.01,0.01,4.606,1.527359801,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.015,0.015,3.4545,1.239677729,,0.009,0.009,4.1454,1.421999286,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.018,0.018,4.1454,1.421999286,,0.008,0.008,3.6848,1.30421625,
660,0,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,1.8424,0.61106907,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,,0.017,0.017,3.9151,1.364840872,,0.01,0.01,4.606,1.527359801,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.014,0.014,3.2242,1.170684857,,0.009,0.009,4.1454,1.421999286,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.018,0.018,4.1454,1.421999286,,0.008,0.008,3.6848,1.30421625,
661,0,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,1.8424,0.61106907,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,,0.016,0.016,3.6848,1.30421625,,0.01,0.01,4.606,1.527359801,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.014,0.014,3.2242,1.170684857,,0.009,0.009,4.1454,1.421999286,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.018,0.018,4.1454,1.421999286,,0.008,0.008,3.6848,1.30421625,
662,0,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,1.8424,0.61106907,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,,0.016,0.016,3.6848,1.30421625,,0.01,0.01,4.606,1.527359801,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.014,0.014,3.2242,1.170684857,,0.009,0.009,4.1454,1.421999286,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.018,0.018,4.1454,1.421999286,,0.008,0.008,3.6848,1.30421625,
663,0,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,1.8424,0.61106907,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,,0.016,0.016,3.6848,1.30421625,,0.01,0.01,4.606,1.527359801,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.014,0.014,3.2242,1.170684857,,0.009,0.009,4.1454,1.421999286,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.018,0.018,4.1454,1.421999286,,0.008,0.008,3.6848,1.30421625,
664,0,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,1.8424,0.61106907,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,,0.016,0.016,3.6848,1.30421625,,0.01,0.01,4.606,1.527359801,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.014,0.014,3.2242,1.170684857,,0.009,0.009,4.1454,1.421999286,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.018,0.018,4.1454,1.421999286,,0.008,0.008,3.6848,1.30421625,
665,0,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,1.8424,0.61106907,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,,0.016,0.016,3.6848,1.30421625,,0.01,0.01,4.606,1.527359801,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.014,0.014,3.2242,1.170684857,,0.008,0.008,3.6848,1.30421625,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.018,0.018,4.1454,1.421999286,,0.008,0.008,3.6848,1.30421625,
666,0,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,1.8424,0.61106907,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,,0.016,0.016,3.6848,1.30421625,,0.01,0.01,4.606,1.527359801,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.014,0.014,3.2242,1.170684857,,0.009,0.009,4.1454,1.421999286,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.018,0.018,4.1454,1.421999286,,0.008,0.008,3.6848,1.30421625,
667,0,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,1.8424,0.61106907,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,,0.016,0.016,3.6848,1.30421625,,0.01,0.01,4.606,1.527359801,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.014,0.014,3.2242,1.170684857,,0.009,0.009,4.1454,1.421999286,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.018,0.018,4.1454,1.421999286,,0.008,0.008,3.6848,1.30421625,
668,0,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,1.8424,0.61106907,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,,0.016,0.016,3.6848,1.30421625,,0.01,0.01,4.606,1.527359801,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.014,0.014,3.2242,1.170684857,,0.009,0.009,4.1454,1.421999286,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.018,0.018,4.1454,1.421999286,,0.008,0.008,3.6848,1.30421625,
669,0,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,1.8424,0.61106907,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,,0.016,0.016,3.6848,1.30421625,,0.01,0.01,4.606,1.527359801,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.014,0.014,3.2242,1.170684857,,0.009,0.009,4.1454,1.421999286,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.018,0.018,4.1454,1.421999286,,0.008,0.008,3.6848,1.30421625,
670,0,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,1.8424,0.61106907,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,,0.016,0.016,3.6848,1.30421625,,0.01,0.01,4.606,1.527359801,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.014,0.014,3.2242,1.170684857,,0.008,0.008,3.6848,1.30421625,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.018,0.018,4.1454,1.421999286,,0.008,0.008,3.6848,1.30421625,
671,0,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,1.8424,0.61106907,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,,0.016,0.016,3.6848,1.30421625,,0.01,0.01,4.606,1.527359801,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.014,0.014,3.2242,1.170684857,,0.008,0.008,3.6848,1.30421625,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.018,0.018,4.1454,1.421999286,,0.008,0.008,3.6848,1.30421625,
672,0,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,1.8424,0.61106907,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,,0.016,0.016,3.6848,1.30421625,,0.01,0.01,4.606,1.527359801,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.014,0.014,3.2242,1.170684857,,0.009,0.009,4.1454,1.421999286,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.018,0.018,4.1454,1.421999286,,0.008,0.008,3.6848,1.30421625,
673,0,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,1.8424,0.61106907,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.016,0.016,3.6848,1.30421625,,0.01,0.01,4.606,1.527359801,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.014,0.014,3.2242,1.170684857,,0.009,0.009,4.1454,1.421999286,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.018,0.018,4.1454,1.421999286,,0.008,0.008,3.6848,1.30421625,
674,0,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,1.8424,0.61106907,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.016,0.016,3.6848,1.30421625,,0.01,0.01,4.606,1.527359801,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.014,0.014,3.2242,1.170684857,,0.009,0.009,4.1454,1.421999286,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.018,0.018,4.1454,1.421999286,,0.008,0.008,3.6848,1.30421625,
675,0,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,1.8424,0.61106907,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.016,0.016,3.6848,1.30421625,,0.01,0.01,4.606,1.527359801,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.014,0.014,3.2242,1.170684857,,0.009,0.009,4.1454,1.421999286,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.018,0.018,4.1454,1.421999286,,0.008,0.008,3.6848,1.30421625,
676,0,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,1.8424,0.61106907,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,,0.016,0.016,3.6848,1.30421625,,0.01,0.01,4.606,1.527359801,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.014,0.014,3.2242,1.170684857,,0.009,0.009,4.1454,1.421999286,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.018,0.018,4.1454,1.421999286,,0.009,0.009,4.1454,1.421999286,
