,Blank,F10Jun19_5R2,A(CDOM),a(CDOM),ln(a),Sr,F10Jun19_5R2_Dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F10Jun19_9R1,A(CDOM),a(CDOM),ln(a),Sr,F10Jun19_9R1_Dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F10Jun19_0.1R2,A(CDOM),a(CDOM),ln(a),Sr,F10Jun19_0.1R2_Dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr
618,0,0.001,0.001,0.2303,-1.468372472,,-0.002,-0.002,-0.9212,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.001,-0.001,-0.4606,#NUM!,,0,0,0,#NUM!,,-0.003,-0.003,-1.3818,#NUM!,
619,0,0.001,0.001,0.2303,-1.468372472,,-0.002,-0.002,-0.9212,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.001,-0.001,-0.4606,#NUM!,,0,0,0,#NUM!,,-0.004,-0.004,-1.8424,#NUM!,
620,0,0.001,0.001,0.2303,-1.468372472,,-0.002,-0.002,-0.9212,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.001,-0.001,-0.4606,#NUM!,,0,0,0,#NUM!,,-0.004,-0.004,-1.8424,#NUM!,
621,0,0.001,0.001,0.2303,-1.468372472,,-0.002,-0.002,-0.9212,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.002,-0.002,-0.9212,#NUM!,,0,0,0,#NUM!,,-0.004,-0.004,-1.8424,#NUM!,
622,0,0.001,0.001,0.2303,-1.468372472,,-0.002,-0.002,-0.9212,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.001,-0.001,-0.4606,#NUM!,,0,0,0,#NUM!,,-0.003,-0.003,-1.3818,#NUM!,
623,0,0.001,0.001,0.2303,-1.468372472,,-0.002,-0.002,-0.9212,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.001,-0.001,-0.4606,#NUM!,,0,0,0,#NUM!,,-0.003,-0.003,-1.3818,#NUM!,
624,0,0.001,0.001,0.2303,-1.468372472,,-0.002,-0.002,-0.9212,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.001,-0.001,-0.4606,#NUM!,,0,0,0,#NUM!,,-0.004,-0.004,-1.8424,#NUM!,
625,0,0.001,0.001,0.2303,-1.468372472,,-0.002,-0.002,-0.9212,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.002,-0.002,-0.9212,#NUM!,,0,0,0,#NUM!,,-0.004,-0.004,-1.8424,#NUM!,
626,0,0.001,0.001,0.2303,-1.468372472,,-0.002,-0.002,-0.9212,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.002,-0.002,-0.9212,#NUM!,,0,0,0,#NUM!,,-0.004,-0.004,-1.8424,#NUM!,
627,-0.001,0.001,0.002,0.4606,-0.775225292,,-0.002,-0.001,-0.4606,#NUM!,,0.001,0.002,0.4606,-0.775225292,,-0.002,-0.001,-0.4606,#NUM!,,-0.001,0,0,#NUM!,,-0.004,-0.003,-1.3818,#NUM!,
628,-0.001,0.001,0.002,0.4606,-0.775225292,,-0.002,-0.001,-0.4606,#NUM!,,0.001,0.002,0.4606,-0.775225292,,-0.002,-0.001,-0.4606,#NUM!,,-0.001,0,0,#NUM!,,-0.004,-0.003,-1.3818,#NUM!,
629,-0.001,0.001,0.002,0.4606,-0.775225292,,-0.002,-0.001,-0.4606,#NUM!,,0,0.001,0.2303,-1.468372472,,-0.002,-0.001,-0.4606,#NUM!,,-0.001,0,0,#NUM!,,-0.004,-0.003,-1.3818,#NUM!,
630,0,0.001,0.001,0.2303,-1.468372472,,-0.002,-0.002,-0.9212,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.002,-0.002,-0.9212,#NUM!,,0,0,0,#NUM!,,-0.004,-0.004,-1.8424,#NUM!,
631,0,0.001,0.001,0.2303,-1.468372472,,-0.002,-0.002,-0.9212,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.001,-0.001,-0.4606,#NUM!,,0,0,0,#NUM!,,-0.003,-0.003,-1.3818,#NUM!,
632,-0.001,0.001,0.002,0.4606,-0.775225292,,-0.002,-0.001,-0.4606,#NUM!,,0.001,0.002,0.4606,-0.775225292,,-0.002,-0.001,-0.4606,#NUM!,,-0.001,0,0,#NUM!,,-0.004,-0.003,-1.3818,#NUM!,
633,-0.001,0.001,0.002,0.4606,-0.775225292,,-0.002,-0.001,-0.4606,#NUM!,,0.001,0.002,0.4606,-0.775225292,,-0.002,-0.001,-0.4606,#NUM!,,-0.001,0,0,#NUM!,,-0.004,-0.003,-1.3818,#NUM!,
634,0,0.001,0.001,0.2303,-1.468372472,,-0.002,-0.002,-0.9212,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.002,-0.002,-0.9212,#NUM!,,-0.001,-0.001,-0.2303,#NUM!,,-0.004,-0.004,-1.8424,#NUM!,
635,0,0.001,0.001,0.2303,-1.468372472,,-0.002,-0.002,-0.9212,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.002,-0.002,-0.9212,#NUM!,,-0.001,-0.001,-0.2303,#NUM!,,-0.004,-0.004,-1.8424,#NUM!,
636,0,0.001,0.001,0.2303,-1.468372472,,-0.002,-0.002,-0.9212,#NUM!,,0,0,0,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,0,0,0,#NUM!,,-0.004,-0.004,-1.8424,#NUM!,
637,0,0.001,0.001,0.2303,-1.468372472,,-0.002,-0.002,-0.9212,#NUM!,,0,0,0,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,-0.001,-0.001,-0.2303,#NUM!,,-0.004,-0.004,-1.8424,#NUM!,
638,-0.001,0.001,0.002,0.4606,-0.775225292,,-0.002,-0.001,-0.4606,#NUM!,,0.001,0.002,0.4606,-0.775225292,,-0.002,-0.001,-0.4606,#NUM!,,-0.001,0,0,#NUM!,,-0.004,-0.003,-1.3818,#NUM!,
639,-0.001,0.001,0.002,0.4606,-0.775225292,,-0.002,-0.001,-0.4606,#NUM!,,0,0.001,0.2303,-1.468372472,,-0.002,-0.001,-0.4606,#NUM!,,-0.001,0,0,#NUM!,,-0.004,-0.003,-1.3818,#NUM!,
640,-0.001,0.001,0.002,0.4606,-0.775225292,,-0.002,-0.001,-0.4606,#NUM!,,0,0.001,0.2303,-1.468372472,,-0.002,-0.001,-0.4606,#NUM!,,-0.001,0,0,#NUM!,,-0.004,-0.003,-1.3818,#NUM!,
641,-0.001,0.001,0.002,0.4606,-0.775225292,,-0.002,-0.001,-0.4606,#NUM!,,0,0.001,0.2303,-1.468372472,,-0.002,-0.001,-0.4606,#NUM!,,-0.001,0,0,#NUM!,,-0.004,-0.003,-1.3818,#NUM!,
642,-0.001,0.001,0.002,0.4606,-0.775225292,,-0.002,-0.001,-0.4606,#NUM!,,0,0.001,0.2303,-1.468372472,,-0.002,-0.001,-0.4606,#NUM!,,-0.001,0,0,#NUM!,,-0.004,-0.003,-1.3818,#NUM!,
643,-0.001,0.001,0.002,0.4606,-0.775225292,,-0.002,-0.001,-0.4606,#NUM!,,0,0.001,0.2303,-1.468372472,,-0.002,-0.001,-0.4606,#NUM!,,-0.001,0,0,#NUM!,,-0.004,-0.003,-1.3818,#NUM!,
644,-0.001,0.001,0.002,0.4606,-0.775225292,,-0.002,-0.001,-0.4606,#NUM!,,0,0.001,0.2303,-1.468372472,,-0.002,-0.001,-0.4606,#NUM!,,-0.001,0,0,#NUM!,,-0.004,-0.003,-1.3818,#NUM!,
645,-0.001,0.001,0.002,0.4606,-0.775225292,,-0.002,-0.001,-0.4606,#NUM!,,0,0.001,0.2303,-1.468372472,,-0.002,-0.001,-0.4606,#NUM!,,-0.001,0,0,#NUM!,,-0.004,-0.003,-1.3818,#NUM!,
646,-0.001,0.001,0.002,0.4606,-0.775225292,,-0.002,-0.001,-0.4606,#NUM!,,0,0.001,0.2303,-1.468372472,,-0.002,-0.001,-0.4606,#NUM!,,-0.001,0,0,#NUM!,,-0.004,-0.003,-1.3818,#NUM!,
647,-0.001,0.001,0.002,0.4606,-0.775225292,,-0.002,-0.001,-0.4606,#NUM!,,0,0.001,0.2303,-1.468372472,,-0.002,-0.001,-0.4606,#NUM!,,-0.001,0,0,#NUM!,,-0.004,-0.003,-1.3818,#NUM!,
648,0,0.001,0.001,0.2303,-1.468372472,,-0.002,-0.002,-0.9212,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.002,-0.002,-0.9212,#NUM!,,0,0,0,#NUM!,,-0.004,-0.004,-1.8424,#NUM!,
649,0,0.001,0.001,0.2303,-1.468372472,,-0.002,-0.002,-0.9212,#NUM!,,0,0,0,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,-0.001,-0.001,-0.2303,#NUM!,,-0.004,-0.004,-1.8424,#NUM!,
650,0,0.001,0.001,0.2303,-1.468372472,,-0.002,-0.002,-0.9212,#NUM!,,0,0,0,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,-0.001,-0.001,-0.2303,#NUM!,,-0.004,-0.004,-1.8424,#NUM!,
651,0,0.001,0.001,0.2303,-1.468372472,,-0.002,-0.002,-0.9212,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.001,-0.001,-0.4606,#NUM!,,-0.001,-0.001,-0.2303,#NUM!,,-0.003,-0.003,-1.3818,#NUM!,
652,-0.001,0.001,0.002,0.4606,-0.775225292,,-0.002,-0.001,-0.4606,#NUM!,,0.001,0.002,0.4606,-0.775225292,,-0.002,-0.001,-0.4606,#NUM!,,-0.001,0,0,#NUM!,,-0.004,-0.003,-1.3818,#NUM!,
653,-0.001,0.001,0.002,0.4606,-0.775225292,,-0.002,-0.001,-0.4606,#NUM!,,0,0.001,0.2303,-1.468372472,,-0.002,-0.001,-0.4606,#NUM!,,-0.001,0,0,#NUM!,,-0.004,-0.003,-1.3818,#NUM!,
654,0,0.001,0.001,0.2303,-1.468372472,,-0.002,-0.002,-0.9212,#NUM!,,0,0,0,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,-0.001,-0.001,-0.2303,#NUM!,,-0.004,-0.004,-1.8424,#NUM!,
655,0,0.001,0.001,0.2303,-1.468372472,,-0.002,-0.002,-0.9212,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.001,-0.001,-0.4606,#NUM!,,0,0,0,#NUM!,,-0.004,-0.004,-1.8424,#NUM!,
656,0,0.001,0.001,0.2303,-1.468372472,,-0.002,-0.002,-0.9212,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.001,-0.001,-0.4606,#NUM!,,-0.001,-0.001,-0.2303,#NUM!,,-0.003,-0.003,-1.3818,#NUM!,
657,0,0.001,0.001,0.2303,-1.468372472,,-0.002,-0.002,-0.9212,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.002,-0.002,-0.9212,#NUM!,,-0.001,-0.001,-0.2303,#NUM!,,-0.004,-0.004,-1.8424,#NUM!,
658,-0.001,0.001,0.002,0.4606,-0.775225292,,-0.002,-0.001,-0.4606,#NUM!,,0,0.001,0.2303,-1.468372472,,-0.002,-0.001,-0.4606,#NUM!,,-0.001,0,0,#NUM!,,-0.004,-0.003,-1.3818,#NUM!,
659,0,0.001,0.001,0.2303,-1.468372472,,-0.002,-0.002,-0.9212,#NUM!,,0,0,0,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,-0.001,-0.001,-0.2303,#NUM!,,-0.004,-0.004,-1.8424,#NUM!,
660,0,0.001,0.001,0.2303,-1.468372472,,-0.002,-0.002,-0.9212,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.002,-0.002,-0.9212,#NUM!,,-0.001,-0.001,-0.2303,#NUM!,,-0.004,-0.004,-1.8424,#NUM!,
661,0,0.001,0.001,0.2303,-1.468372472,,-0.002,-0.002,-0.9212,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.002,-0.002,-0.9212,#NUM!,,-0.001,-0.001,-0.2303,#NUM!,,-0.004,-0.004,-1.8424,#NUM!,
662,0,0.001,0.001,0.2303,-1.468372472,,-0.002,-0.002,-0.9212,#NUM!,,0,0,0,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,-0.001,-0.001,-0.2303,#NUM!,,-0.004,-0.004,-1.8424,#NUM!,
663,0,0,0,0,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,0,0,0,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,-0.001,-0.001,-0.2303,#NUM!,,-0.004,-0.004,-1.8424,#NUM!,
664,0,0.001,0.001,0.2303,-1.468372472,,-0.002,-0.002,-0.9212,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.002,-0.002,-0.9212,#NUM!,,-0.001,-0.001,-0.2303,#NUM!,,-0.004,-0.004,-1.8424,#NUM!,
665,-0.001,0.001,0.002,0.4606,-0.775225292,,-0.002,-0.001,-0.4606,#NUM!,,0.001,0.002,0.4606,-0.775225292,,-0.002,-0.001,-0.4606,#NUM!,,-0.001,0,0,#NUM!,,-0.004,-0.003,-1.3818,#NUM!,
666,-0.001,0.001,0.002,0.4606,-0.775225292,,-0.002,-0.001,-0.4606,#NUM!,,0,0.001,0.2303,-1.468372472,,-0.002,-0.001,-0.4606,#NUM!,,-0.001,0,0,#NUM!,,-0.004,-0.003,-1.3818,#NUM!,
667,0,0,0,0,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,0,0,0,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,-0.001,-0.001,-0.2303,#NUM!,,-0.004,-0.004,-1.8424,#NUM!,
668,0,0,0,0,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,0,0,0,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,-0.001,-0.001,-0.2303,#NUM!,,-0.004,-0.004,-1.8424,#NUM!,
669,0,0.001,0.001,0.2303,-1.468372472,,-0.002,-0.002,-0.9212,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.002,-0.002,-0.9212,#NUM!,,-0.001,-0.001,-0.2303,#NUM!,,-0.004,-0.004,-1.8424,#NUM!,
670,0,0.001,0.001,0.2303,-1.468372472,,-0.002,-0.002,-0.9212,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.002,-0.002,-0.9212,#NUM!,,-0.001,-0.001,-0.2303,#NUM!,,-0.003,-0.003,-1.3818,#NUM!,
671,0,0.001,0.001,0.2303,-1.468372472,,-0.002,-0.002,-0.9212,#NUM!,,0,0,0,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,-0.001,-0.001,-0.2303,#NUM!,,-0.004,-0.004,-1.8424,#NUM!,
672,0,0,0,0,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,0,0,0,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,-0.001,-0.001,-0.2303,#NUM!,,-0.004,-0.004,-1.8424,#NUM!,
673,0,0,0,0,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,0,0,0,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,-0.001,-0.001,-0.2303,#NUM!,,-0.004,-0.004,-1.8424,#NUM!,
674,0,0,0,0,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,0,0,0,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,-0.001,-0.001,-0.2303,#NUM!,,-0.004,-0.004,-1.8424,#NUM!,
675,0,0,0,0,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,0,0,0,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,-0.001,-0.001,-0.2303,#NUM!,,-0.004,-0.004,-1.8424,#NUM!,
676,0,0,0,0,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,0,0,0,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,-0.001,-0.001,-0.2303,#NUM!,,-0.004,-0.004,-1.8424,#NUM!,
677,0,0,0,0,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,0,0,0,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,-0.001,-0.001,-0.2303,#NUM!,,-0.004,-0.004,-1.8424,#NUM!,
678,0,0,0,0,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,0,0,0,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,-0.001,-0.001,-0.2303,#NUM!,,-0.004,-0.004,-1.8424,#NUM!,
679,0,0.001,0.001,0.2303,-1.468372472,,-0.002,-0.002,-0.9212,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.002,-0.002,-0.9212,#NUM!,,-0.001,-0.001,-0.2303,#NUM!,,-0.004,-0.004,-1.8424,#NUM!,
680,0,0,0,0,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,0,0,0,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,-0.001,-0.001,-0.2303,#NUM!,,-0.004,-0.004,-1.8424,#NUM!,
681,0,0,0,0,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,0,0,0,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,-0.001,-0.001,-0.2303,#NUM!,,-0.004,-0.004,-1.8424,#NUM!,
682,0,0,0,0,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,0,0,0,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,-0.001,-0.001,-0.2303,#NUM!,,-0.004,-0.004,-1.8424,#NUM!,
683,0,0,0,0,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,0,0,0,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,-0.001,-0.001,-0.2303,#NUM!,,-0.004,-0.004,-1.8424,#NUM!,
684,0,0,0,0,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,0,0,0,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,-0.001,-0.001,-0.2303,#NUM!,,-0.004,-0.004,-1.8424,#NUM!,
685,0,0,0,0,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,0,0,0,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,-0.001,-0.001,-0.2303,#NUM!,,-0.004,-0.004,-1.8424,#NUM!,
686,0,0,0,0,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,0,0,0,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,-0.001,-0.001,-0.2303,#NUM!,,-0.004,-0.004,-1.8424,#NUM!,
687,0,0,0,0,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,0,0,0,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,-0.001,-0.001,-0.2303,#NUM!,,-0.004,-0.004,-1.8424,#NUM!,
688,0,0,0,0,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,0,0,0,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,-0.001,-0.001,-0.2303,#NUM!,,-0.004,-0.004,-1.8424,#NUM!,
689,0,0,0,0,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,0,0,0,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,-0.001,-0.001,-0.2303,#NUM!,,-0.004,-0.004,-1.8424,#NUM!,
690,0,0,0,0,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,0,0,0,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,-0.001,-0.001,-0.2303,#NUM!,,-0.004,-0.004,-1.8424,#NUM!,
691,0,0,0,0,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,0,0,0,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,-0.001,-0.001,-0.2303,#NUM!,,-0.004,-0.004,-1.8424,#NUM!,
692,-0.001,0,0.001,0.2303,-1.468372472,,-0.002,-0.001,-0.4606,#NUM!,,0,0.001,0.2303,-1.468372472,,-0.002,-0.001,-0.4606,#NUM!,,-0.001,0,0,#NUM!,,-0.004,-0.003,-1.3818,#NUM!,
693,-0.001,0,0.001,0.2303,-1.468372472,,-0.002,-0.001,-0.4606,#NUM!,,0,0.001,0.2303,-1.468372472,,-0.002,-0.001,-0.4606,#NUM!,,-0.001,0,0,#NUM!,,-0.004,-0.003,-1.3818,#NUM!,
694,-0.001,0,0.001,0.2303,-1.468372472,,-0.002,-0.001,-0.4606,#NUM!,,0,0.001,0.2303,-1.468372472,,-0.002,-0.001,-0.4606,#NUM!,,-0.001,0,0,#NUM!,,-0.004,-0.003,-1.3818,#NUM!,
695,0,0,0,0,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,0,0,0,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,-0.001,-0.001,-0.2303,#NUM!,,-0.004,-0.004,-1.8424,#NUM!,
696,0,0,0,0,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,0,0,0,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,-0.001,-0.001,-0.2303,#NUM!,,-0.004,-0.004,-1.8424,#NUM!,
697,0,0,0,0,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,0,0,0,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,-0.001,-0.001,-0.2303,#NUM!,,-0.004,-0.004,-1.8424,#NUM!,
698,0,0,0,0,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,0,0,0,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,-0.001,-0.001,-0.2303,#NUM!,,-0.004,-0.004,-1.8424,#NUM!,
699,-0.001,0,0.001,0.2303,-1.468372472,,-0.002,-0.001,-0.4606,#NUM!,,0,0.001,0.2303,-1.468372472,,-0.002,-0.001,-0.4606,#NUM!,,-0.001,0,0,#NUM!,,-0.004,-0.003,-1.3818,#NUM!,
700,-0.001,0,0.001,0.2303,-1.468372472,,-0.002,-0.001,-0.4606,#NUM!,,0,0.001,0.2303,-1.468372472,,-0.002,-0.001,-0.4606,#NUM!,,-0.001,0,0,#NUM!,,-0.004,-0.003,-1.3818,#NUM!,
701,-0.001,0,0.001,0.2303,-1.468372472,,-0.002,-0.001,-0.4606,#NUM!,,0,0.001,0.2303,-1.468372472,,-0.002,-0.001,-0.4606,#NUM!,,-0.001,0,0,#NUM!,,-0.004,-0.003,-1.3818,#NUM!,
702,0,0,0,0,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,0,0,0,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,-0.001,-0.001,-0.2303,#NUM!,,-0.004,-0.004,-1.8424,#NUM!,
703,-0.001,0,0.001,0.2303,-1.468372472,,-0.002,-0.001,-0.4606,#NUM!,,0,0.001,0.2303,-1.468372472,,-0.002,-0.001,-0.4606,#NUM!,,-0.001,0,0,#NUM!,,-0.004,-0.003,-1.3818,#NUM!,
704,0,0,0,0,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,0,0,0,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,-0.001,-0.001,-0.2303,#NUM!,,-0.004,-0.004,-1.8424,#NUM!,
705,0,0,0,0,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,0,0,0,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,-0.001,-0.001,-0.2303,#NUM!,,-0.004,-0.004,-1.8424,#NUM!,
706,0,0,0,0,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,0,0,0,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,-0.001,-0.001,-0.2303,#NUM!,,-0.004,-0.004,-1.8424,#NUM!,
707,-0.001,0,0.001,0.2303,-1.468372472,,-0.002,-0.001,-0.4606,#NUM!,,0,0.001,0.2303,-1.468372472,,-0.002,-0.001,-0.4606,#NUM!,,-0.001,0,0,#NUM!,,-0.004,-0.003,-1.3818,#NUM!,
708,-0.001,0,0.001,0.2303,-1.468372472,,-0.002,-0.001,-0.4606,#NUM!,,0,0.001,0.2303,-1.468372472,,-0.002,-0.001,-0.4606,#NUM!,,-0.001,0,0,#NUM!,,-0.004,-0.003,-1.3818,#NUM!,
709,0,0,0,0,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,0,0,0,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,-0.001,-0.001,-0.2303,#NUM!,,-0.004,-0.004,-1.8424,#NUM!,
710,0,0,0,0,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,0,0,0,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,-0.001,-0.001,-0.2303,#NUM!,,-0.004,-0.004,-1.8424,#NUM!,
711,0,0,0,0,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,0,0,0,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,-0.001,-0.001,-0.2303,#NUM!,,-0.004,-0.004,-1.8424,#NUM!,
712,0,0,0,0,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,0,0,0,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,-0.001,-0.001,-0.2303,#NUM!,,-0.004,-0.004,-1.8424,#NUM!,
713,0,0,0,0,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,0,0,0,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,-0.001,-0.001,-0.2303,#NUM!,,-0.004,-0.004,-1.8424,#NUM!,
714,0,0,0,0,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,0,0,0,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,-0.001,-0.001,-0.2303,#NUM!,,-0.004,-0.004,-1.8424,#NUM!,
715,-0.001,0,0.001,0.2303,-1.468372472,,-0.002,-0.001,-0.4606,#NUM!,,0,0.001,0.2303,-1.468372472,,-0.002,-0.001,-0.4606,#NUM!,,-0.001,0,0,#NUM!,,-0.004,-0.003,-1.3818,#NUM!,
716,-0.001,0,0.001,0.2303,-1.468372472,,-0.002,-0.001,-0.4606,#NUM!,,0,0.001,0.2303,-1.468372472,,-0.002,-0.001,-0.4606,#NUM!,,-0.001,0,0,#NUM!,,-0.004,-0.003,-1.3818,#NUM!,
717,-0.001,0,0.001,0.2303,-1.468372472,,-0.002,-0.001,-0.4606,#NUM!,,0,0.001,0.2303,-1.468372472,,-0.002,-0.001,-0.4606,#NUM!,,-0.001,0,0,#NUM!,,-0.004,-0.003,-1.3818,#NUM!,
718,0,0,0,0,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,0,0,0,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,-0.001,-0.001,-0.2303,#NUM!,,-0.004,-0.004,-1.8424,#NUM!,
719,0,0,0,0,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,0,0,0,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,-0.001,-0.001,-0.2303,#NUM!,,-0.004,-0.004,-1.8424,#NUM!,
720,0,0,0,0,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,0,0,0,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,-0.001,-0.001,-0.2303,#NUM!,,-0.004,-0.004,-1.8424,#NUM!,
721,0,0,0,0,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,0,0,0,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,-0.001,-0.001,-0.2303,#NUM!,,-0.004,-0.004,-1.8424,#NUM!,
722,-0.001,0,0.001,0.2303,-1.468372472,,-0.002,-0.001,-0.4606,#NUM!,,0,0.001,0.2303,-1.468372472,,-0.002,-0.001,-0.4606,#NUM!,,-0.001,0,0,#NUM!,,-0.004,-0.003,-1.3818,#NUM!,
723,0,0,0,0,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,0,0,0,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,-0.001,-0.001,-0.2303,#NUM!,,-0.004,-0.004,-1.8424,#NUM!,
724,0,0,0,0,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,0,0,0,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,-0.001,-0.001,-0.2303,#NUM!,,-0.004,-0.004,-1.8424,#NUM!,
