,Blank,F20Sep19_Surf_R1,A(CDOM),a(CDOM),ln(a),Sr,F20Sep19_Surf_R1_Dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F20Sep19_9_R1,A(CDOM),a(CDOM),ln(a),Sr,F20Sep19_R1_Dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F20Sep19_5_R1,A(CDOM),a(CDOM),ln(a),Sr,F20Sep19_5R1_Dil2,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F20Sep19_5_R1_Dil4,A(CDOM),Dilution 1:4 a(CDOM),Dilution 1:4 ln(a),Sr,F22Jul19_WET_R1,A(CDOM),a(CDOM),ln(a),Sr,F22Jul19_WET_R1_Dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr
700,0.001,0.01,0.009,2.0727,0.728852105,,0.004,0.003,1.3818,0.323386997,,0.005,0.004,0.9212,-0.082078111,,0.003,0.002,0.9212,-0.082078111,,0.027,0.026,5.9878,1.789724066,,0.014,0.013,5.9878,1.789724066,,0.006,0.005,23.9512,3.176018427,,0.015,0.014,3.2242,1.170684857,,0.008,0.007,3.2242,1.170684857,
701,0.001,0.01,0.009,2.0727,0.728852105,,0.004,0.003,1.3818,0.323386997,,0.005,0.004,0.9212,-0.082078111,,0.003,0.002,0.9212,-0.082078111,,0.027,0.026,5.9878,1.789724066,,0.014,0.013,5.9878,1.789724066,,0.006,0.005,23.9512,3.176018427,,0.015,0.014,3.2242,1.170684857,,0.008,0.007,3.2242,1.170684857,
702,0.001,0.01,0.009,2.0727,0.728852105,,0.004,0.003,1.3818,0.323386997,,0.005,0.004,0.9212,-0.082078111,,0.003,0.002,0.9212,-0.082078111,,0.027,0.026,5.9878,1.789724066,,0.014,0.013,5.9878,1.789724066,,0.006,0.005,23.9512,3.176018427,,0.015,0.014,3.2242,1.170684857,,0.008,0.007,3.2242,1.170684857,
703,0.001,0.01,0.009,2.0727,0.728852105,,0.004,0.003,1.3818,0.323386997,,0.005,0.004,0.9212,-0.082078111,,0.003,0.002,0.9212,-0.082078111,,0.027,0.026,5.9878,1.789724066,,0.014,0.013,5.9878,1.789724066,,0.007,0.006,23.9512,3.176018427,,0.016,0.015,3.4545,1.239677729,,0.008,0.007,3.2242,1.170684857,
704,0.001,0.01,0.009,2.0727,0.728852105,,0.004,0.003,1.3818,0.323386997,,0.005,0.004,0.9212,-0.082078111,,0.003,0.002,0.9212,-0.082078111,,0.027,0.026,5.9878,1.789724066,,0.014,0.013,5.9878,1.789724066,,0.007,0.006,23.9512,3.176018427,,0.016,0.015,3.4545,1.239677729,,0.008,0.007,3.2242,1.170684857,
705,0.001,0.01,0.009,2.0727,0.728852105,,0.004,0.003,1.3818,0.323386997,,0.005,0.004,0.9212,-0.082078111,,0.003,0.002,0.9212,-0.082078111,,0.027,0.026,5.9878,1.789724066,,0.014,0.013,5.9878,1.789724066,,0.006,0.005,23.9512,3.176018427,,0.015,0.014,3.2242,1.170684857,,0.008,0.007,3.2242,1.170684857,
706,0.001,0.01,0.009,2.0727,0.728852105,,0.004,0.003,1.3818,0.323386997,,0.005,0.004,0.9212,-0.082078111,,0.003,0.002,0.9212,-0.082078111,,0.027,0.026,5.9878,1.789724066,,0.014,0.013,5.9878,1.789724066,,0.006,0.005,23.9512,3.176018427,,0.015,0.014,3.2242,1.170684857,,0.008,0.007,3.2242,1.170684857,
707,0.001,0.01,0.009,2.0727,0.728852105,,0.004,0.003,1.3818,0.323386997,,0.005,0.004,0.9212,-0.082078111,,0.003,0.002,0.9212,-0.082078111,,0.027,0.026,5.9878,1.789724066,,0.014,0.013,5.9878,1.789724066,,0.006,0.005,23.9512,3.176018427,,0.015,0.014,3.2242,1.170684857,,0.008,0.007,3.2242,1.170684857,
708,0.001,0.01,0.009,2.0727,0.728852105,,0.004,0.003,1.3818,0.323386997,,0.005,0.004,0.9212,-0.082078111,,0.003,0.002,0.9212,-0.082078111,,0.027,0.026,5.9878,1.789724066,,0.014,0.013,5.9878,1.789724066,,0.006,0.005,23.9512,3.176018427,,0.015,0.014,3.2242,1.170684857,,0.008,0.007,3.2242,1.170684857,
709,0.001,0.01,0.009,2.0727,0.728852105,,0.004,0.003,1.3818,0.323386997,,0.005,0.004,0.9212,-0.082078111,,0.003,0.002,0.9212,-0.082078111,,0.027,0.026,5.9878,1.789724066,,0.014,0.013,5.9878,1.789724066,,0.006,0.005,23.9512,3.176018427,,0.015,0.014,3.2242,1.170684857,,0.008,0.007,3.2242,1.170684857,
710,0.001,0.01,0.009,2.0727,0.728852105,,0.004,0.003,1.3818,0.323386997,,0.005,0.004,0.9212,-0.082078111,,0.003,0.002,0.9212,-0.082078111,,0.027,0.026,5.9878,1.789724066,,0.014,0.013,5.9878,1.789724066,,0.006,0.005,23.9512,3.176018427,,0.015,0.014,3.2242,1.170684857,,0.008,0.007,3.2242,1.170684857,
711,0.001,0.009,0.008,1.8424,0.61106907,,0.004,0.003,1.3818,0.323386997,,0.005,0.004,0.9212,-0.082078111,,0.003,0.002,0.9212,-0.082078111,,0.027,0.026,5.9878,1.789724066,,0.014,0.013,5.9878,1.789724066,,0.006,0.005,23.9512,3.176018427,,0.015,0.014,3.2242,1.170684857,,0.008,0.007,3.2242,1.170684857,
712,0.001,0.009,0.008,1.8424,0.61106907,,0.004,0.003,1.3818,0.323386997,,0.005,0.004,0.9212,-0.082078111,,0.003,0.002,0.9212,-0.082078111,,0.027,0.026,5.9878,1.789724066,,0.014,0.013,5.9878,1.789724066,,0.006,0.005,23.9512,3.176018427,,0.015,0.014,3.2242,1.170684857,,0.008,0.007,3.2242,1.170684857,
713,0.001,0.01,0.009,2.0727,0.728852105,,0.004,0.003,1.3818,0.323386997,,0.005,0.004,0.9212,-0.082078111,,0.003,0.002,0.9212,-0.082078111,,0.027,0.026,5.9878,1.789724066,,0.014,0.013,5.9878,1.789724066,,0.006,0.005,23.9512,3.176018427,,0.015,0.014,3.2242,1.170684857,,0.008,0.007,3.2242,1.170684857,
714,0.001,0.01,0.009,2.0727,0.728852105,,0.004,0.003,1.3818,0.323386997,,0.005,0.004,0.9212,-0.082078111,,0.003,0.002,0.9212,-0.082078111,,0.027,0.026,5.9878,1.789724066,,0.014,0.013,5.9878,1.789724066,,0.006,0.005,23.9512,3.176018427,,0.015,0.014,3.2242,1.170684857,,0.008,0.007,3.2242,1.170684857,
715,0.001,0.01,0.009,2.0727,0.728852105,,0.004,0.003,1.3818,0.323386997,,0.005,0.004,0.9212,-0.082078111,,0.003,0.002,0.9212,-0.082078111,,0.027,0.026,5.9878,1.789724066,,0.014,0.013,5.9878,1.789724066,,0.006,0.005,23.9512,3.176018427,,0.015,0.014,3.2242,1.170684857,,0.008,0.007,3.2242,1.170684857,
716,0.001,0.009,0.008,1.8424,0.61106907,,0.004,0.003,1.3818,0.323386997,,0.005,0.004,0.9212,-0.082078111,,0.003,0.002,0.9212,-0.082078111,,0.026,0.025,5.7575,1.750503353,,0.014,0.013,5.9878,1.789724066,,0.006,0.005,23.03,3.136797714,,0.015,0.014,3.2242,1.170684857,,0.008,0.007,3.2242,1.170684857,
717,0.001,0.009,0.008,1.8424,0.61106907,,0.004,0.003,1.3818,0.323386997,,0.005,0.004,0.9212,-0.082078111,,0.003,0.002,0.9212,-0.082078111,,0.026,0.025,5.7575,1.750503353,,0.014,0.013,5.9878,1.789724066,,0.006,0.005,23.03,3.136797714,,0.015,0.014,3.2242,1.170684857,,0.008,0.007,3.2242,1.170684857,
718,0.001,0.01,0.009,2.0727,0.728852105,,0.004,0.003,1.3818,0.323386997,,0.005,0.004,0.9212,-0.082078111,,0.003,0.002,0.9212,-0.082078111,,0.027,0.026,5.9878,1.789724066,,0.014,0.013,5.9878,1.789724066,,0.006,0.005,23.9512,3.176018427,,0.015,0.014,3.2242,1.170684857,,0.008,0.007,3.2242,1.170684857,
719,0.001,0.009,0.008,1.8424,0.61106907,,0.004,0.003,1.3818,0.323386997,,0.005,0.004,0.9212,-0.082078111,,0.003,0.002,0.9212,-0.082078111,,0.026,0.025,5.7575,1.750503353,,0.014,0.013,5.9878,1.789724066,,0.006,0.005,23.03,3.136797714,,0.015,0.014,3.2242,1.170684857,,0.008,0.007,3.2242,1.170684857,
720,0.001,0.009,0.008,1.8424,0.61106907,,0.004,0.003,1.3818,0.323386997,,0.005,0.004,0.9212,-0.082078111,,0.003,0.002,0.9212,-0.082078111,,0.026,0.025,5.7575,1.750503353,,0.014,0.013,5.9878,1.789724066,,0.006,0.005,23.03,3.136797714,,0.015,0.014,3.2242,1.170684857,,0.008,0.007,3.2242,1.170684857,
721,0.001,0.009,0.008,1.8424,0.61106907,,0.004,0.003,1.3818,0.323386997,,0.005,0.004,0.9212,-0.082078111,,0.003,0.002,0.9212,-0.082078111,,0.026,0.025,5.7575,1.750503353,,0.014,0.013,5.9878,1.789724066,,0.006,0.005,23.03,3.136797714,,0.015,0.014,3.2242,1.170684857,,0.008,0.007,3.2242,1.170684857,
722,0.001,0.009,0.008,1.8424,0.61106907,,0.004,0.003,1.3818,0.323386997,,0.005,0.004,0.9212,-0.082078111,,0.003,0.002,0.9212,-0.082078111,,0.026,0.025,5.7575,1.750503353,,0.014,0.013,5.9878,1.789724066,,0.006,0.005,23.03,3.136797714,,0.015,0.014,3.2242,1.170684857,,0.008,0.007,3.2242,1.170684857,
723,0.001,0.009,0.008,1.8424,0.61106907,,0.004,0.003,1.3818,0.323386997,,0.005,0.004,0.9212,-0.082078111,,0.003,0.002,0.9212,-0.082078111,,0.026,0.025,5.7575,1.750503353,,0.014,0.013,5.9878,1.789724066,,0.006,0.005,23.03,3.136797714,,0.015,0.014,3.2242,1.170684857,,0.008,0.007,3.2242,1.170684857,
724,0.001,0.009,0.008,1.8424,0.61106907,,0.004,0.003,1.3818,0.323386997,,0.005,0.004,0.9212,-0.082078111,,0.003,0.002,0.9212,-0.082078111,,0.026,0.025,5.7575,1.750503353,,0.014,0.013,5.9878,1.789724066,,0.006,0.005,23.03,3.136797714,,0.015,0.014,3.2242,1.170684857,,0.008,0.007,3.2242,1.170684857,
725,0.001,0.009,0.008,1.8424,0.61106907,,0.004,0.003,1.3818,0.323386997,,0.005,0.004,0.9212,-0.082078111,,0.003,0.002,0.9212,-0.082078111,,0.026,0.025,5.7575,1.750503353,,0.014,0.013,5.9878,1.789724066,,0.006,0.005,23.03,3.136797714,,0.015,0.014,3.2242,1.170684857,,0.008,0.007,3.2242,1.170684857,
726,0.001,0.009,0.008,1.8424,0.61106907,,0.004,0.003,1.3818,0.323386997,,0.005,0.004,0.9212,-0.082078111,,0.003,0.002,0.9212,-0.082078111,,0.026,0.025,5.7575,1.750503353,,0.014,0.013,5.9878,1.789724066,,0.006,0.005,23.03,3.136797714,,0.015,0.014,3.2242,1.170684857,,0.008,0.007,3.2242,1.170684857,
727,0.001,0.009,0.008,1.8424,0.61106907,,0.004,0.003,1.3818,0.323386997,,0.005,0.004,0.9212,-0.082078111,,0.003,0.002,0.9212,-0.082078111,,0.026,0.025,5.7575,1.750503353,,0.014,0.013,5.9878,1.789724066,,0.006,0.005,23.03,3.136797714,,0.015,0.014,3.2242,1.170684857,,0.008,0.007,3.2242,1.170684857,
728,0.001,0.009,0.008,1.8424,0.61106907,,0.004,0.003,1.3818,0.323386997,,0.005,0.004,0.9212,-0.082078111,,0.003,0.002,0.9212,-0.082078111,,0.026,0.025,5.7575,1.750503353,,0.014,0.013,5.9878,1.789724066,,0.006,0.005,23.03,3.136797714,,0.015,0.014,3.2242,1.170684857,,0.008,0.007,3.2242,1.170684857,
729,0.001,0.009,0.008,1.8424,0.61106907,,0.004,0.003,1.3818,0.323386997,,0.005,0.004,0.9212,-0.082078111,,0.003,0.002,0.9212,-0.082078111,,0.026,0.025,5.7575,1.750503353,,0.014,0.013,5.9878,1.789724066,,0.006,0.005,23.03,3.136797714,,0.015,0.014,3.2242,1.170684857,,0.008,0.007,3.2242,1.170684857,
730,0.001,0.009,0.008,1.8424,0.61106907,,0.004,0.003,1.3818,0.323386997,,0.005,0.004,0.9212,-0.082078111,,0.003,0.002,0.9212,-0.082078111,,0.026,0.025,5.7575,1.750503353,,0.014,0.013,5.9878,1.789724066,,0.006,0.005,23.03,3.136797714,,0.015,0.014,3.2242,1.170684857,,0.008,0.007,3.2242,1.170684857,
731,0.001,0.009,0.008,1.8424,0.61106907,,0.004,0.003,1.3818,0.323386997,,0.005,0.004,0.9212,-0.082078111,,0.002,0.001,0.4606,-0.775225292,,0.026,0.025,5.7575,1.750503353,,0.014,0.013,5.9878,1.789724066,,0.006,0.005,23.03,3.136797714,,0.014,0.013,2.9939,1.096576885,,0.008,0.007,3.2242,1.170684857,
732,0.001,0.009,0.008,1.8424,0.61106907,,0.004,0.003,1.3818,0.323386997,,0.004,0.003,0.6909,-0.369760183,,0.002,0.001,0.4606,-0.775225292,,0.026,0.025,5.7575,1.750503353,,0.013,0.012,5.5272,1.709681358,,0.006,0.005,23.03,3.136797714,,0.014,0.013,2.9939,1.096576885,,0.008,0.007,3.2242,1.170684857,
733,0.001,0.009,0.008,1.8424,0.61106907,,0.004,0.003,1.3818,0.323386997,,0.004,0.003,0.6909,-0.369760183,,0.002,0.001,0.4606,-0.775225292,,0.026,0.025,5.7575,1.750503353,,0.013,0.012,5.5272,1.709681358,,0.006,0.005,23.03,3.136797714,,0.014,0.013,2.9939,1.096576885,,0.008,0.007,3.2242,1.170684857,
734,0.001,0.009,0.008,1.8424,0.61106907,,0.004,0.003,1.3818,0.323386997,,0.005,0.004,0.9212,-0.082078111,,0.002,0.001,0.4606,-0.775225292,,0.026,0.025,5.7575,1.750503353,,0.014,0.013,5.9878,1.789724066,,0.006,0.005,23.03,3.136797714,,0.014,0.013,2.9939,1.096576885,,0.008,0.007,3.2242,1.170684857,
735,0.001,0.009,0.008,1.8424,0.61106907,,0.004,0.003,1.3818,0.323386997,,0.005,0.004,0.9212,-0.082078111,,0.003,0.002,0.9212,-0.082078111,,0.026,0.025,5.7575,1.750503353,,0.014,0.013,5.9878,1.789724066,,0.006,0.005,23.03,3.136797714,,0.015,0.014,3.2242,1.170684857,,0.008,0.007,3.2242,1.170684857,
736,0.001,0.009,0.008,1.8424,0.61106907,,0.004,0.003,1.3818,0.323386997,,0.005,0.004,0.9212,-0.082078111,,0.002,0.001,0.4606,-0.775225292,,0.026,0.025,5.7575,1.750503353,,0.014,0.013,5.9878,1.789724066,,0.006,0.005,23.03,3.136797714,,0.014,0.013,2.9939,1.096576885,,0.008,0.007,3.2242,1.170684857,
737,0.001,0.009,0.008,1.8424,0.61106907,,0.004,0.003,1.3818,0.323386997,,0.004,0.003,0.6909,-0.369760183,,0.002,0.001,0.4606,-0.775225292,,0.025,0.024,5.5272,1.709681358,,0.013,0.012,5.5272,1.709681358,,0.006,0.005,22.1088,3.095975719,,0.014,0.013,2.9939,1.096576885,,0.008,0.007,3.2242,1.170684857,
738,0.001,0.009,0.008,1.8424,0.61106907,,0.004,0.003,1.3818,0.323386997,,0.004,0.003,0.6909,-0.369760183,,0.002,0.001,0.4606,-0.775225292,,0.025,0.024,5.5272,1.709681358,,0.013,0.012,5.5272,1.709681358,,0.006,0.005,22.1088,3.095975719,,0.014,0.013,2.9939,1.096576885,,0.008,0.007,3.2242,1.170684857,
739,0.001,0.009,0.008,1.8424,0.61106907,,0.004,0.003,1.3818,0.323386997,,0.005,0.004,0.9212,-0.082078111,,0.003,0.002,0.9212,-0.082078111,,0.025,0.024,5.5272,1.709681358,,0.013,0.012,5.5272,1.709681358,,0.006,0.005,22.1088,3.095975719,,0.014,0.013,2.9939,1.096576885,,0.008,0.007,3.2242,1.170684857,
740,0.001,0.009,0.008,1.8424,0.61106907,,0.004,0.003,1.3818,0.323386997,,0.005,0.004,0.9212,-0.082078111,,0.003,0.002,0.9212,-0.082078111,,0.025,0.024,5.5272,1.709681358,,0.014,0.013,5.9878,1.789724066,,0.006,0.005,22.1088,3.095975719,,0.014,0.013,2.9939,1.096576885,,0.008,0.007,3.2242,1.170684857,
741,0.001,0.009,0.008,1.8424,0.61106907,,0.004,0.003,1.3818,0.323386997,,0.005,0.004,0.9212,-0.082078111,,0.003,0.002,0.9212,-0.082078111,,0.025,0.024,5.5272,1.709681358,,0.014,0.013,5.9878,1.789724066,,0.006,0.005,22.1088,3.095975719,,0.014,0.013,2.9939,1.096576885,,0.008,0.007,3.2242,1.170684857,
742,0.001,0.009,0.008,1.8424,0.61106907,,0.004,0.003,1.3818,0.323386997,,0.005,0.004,0.9212,-0.082078111,,0.002,0.001,0.4606,-0.775225292,,0.025,0.024,5.5272,1.709681358,,0.013,0.012,5.5272,1.709681358,,0.006,0.005,22.1088,3.095975719,,0.014,0.013,2.9939,1.096576885,,0.008,0.007,3.2242,1.170684857,
743,0.001,0.009,0.008,1.8424,0.61106907,,0.004,0.003,1.3818,0.323386997,,0.004,0.003,0.6909,-0.369760183,,0.002,0.001,0.4606,-0.775225292,,0.025,0.024,5.5272,1.709681358,,0.013,0.012,5.5272,1.709681358,,0.006,0.005,22.1088,3.095975719,,0.014,0.013,2.9939,1.096576885,,0.008,0.007,3.2242,1.170684857,
744,0.001,0.009,0.008,1.8424,0.61106907,,0.004,0.003,1.3818,0.323386997,,0.004,0.003,0.6909,-0.369760183,,0.002,0.001,0.4606,-0.775225292,,0.025,0.024,5.5272,1.709681358,,0.013,0.012,5.5272,1.709681358,,0.006,0.005,22.1088,3.095975719,,0.014,0.013,2.9939,1.096576885,,0.008,0.007,3.2242,1.170684857,
745,0.001,0.009,0.008,1.8424,0.61106907,,0.004,0.003,1.3818,0.323386997,,0.005,0.004,0.9212,-0.082078111,,0.003,0.002,0.9212,-0.082078111,,0.025,0.024,5.5272,1.709681358,,0.013,0.012,5.5272,1.709681358,,0.006,0.005,22.1088,3.095975719,,0.014,0.013,2.9939,1.096576885,,0.008,0.007,3.2242,1.170684857,
746,0.001,0.009,0.008,1.8424,0.61106907,,0.004,0.003,1.3818,0.323386997,,0.005,0.004,0.9212,-0.082078111,,0.003,0.002,0.9212,-0.082078111,,0.025,0.024,5.5272,1.709681358,,0.014,0.013,5.9878,1.789724066,,0.006,0.005,22.1088,3.095975719,,0.014,0.013,2.9939,1.096576885,,0.007,0.006,2.7636,1.016534178,
747,0.001,0.009,0.008,1.8424,0.61106907,,0.004,0.003,1.3818,0.323386997,,0.005,0.004,0.9212,-0.082078111,,0.002,0.001,0.4606,-0.775225292,,0.025,0.024,5.5272,1.709681358,,0.013,0.012,5.5272,1.709681358,,0.006,0.005,22.1088,3.095975719,,0.014,0.013,2.9939,1.096576885,,0.007,0.006,2.7636,1.016534178,
748,0.001,0.009,0.008,1.8424,0.61106907,,0.004,0.003,1.3818,0.323386997,,0.005,0.004,0.9212,-0.082078111,,0.002,0.001,0.4606,-0.775225292,,0.025,0.024,5.5272,1.709681358,,0.013,0.012,5.5272,1.709681358,,0.006,0.005,22.1088,3.095975719,,0.014,0.013,2.9939,1.096576885,,0.007,0.006,2.7636,1.016534178,
749,0.001,0.009,0.008,1.8424,0.61106907,,0.004,0.003,1.3818,0.323386997,,0.004,0.003,0.6909,-0.369760183,,0.002,0.001,0.4606,-0.775225292,,0.025,0.024,5.5272,1.709681358,,0.013,0.012,5.5272,1.709681358,,0.006,0.005,22.1088,3.095975719,,0.014,0.013,2.9939,1.096576885,,0.008,0.007,3.2242,1.170684857,
750,0.001,0.009,0.008,1.8424,0.61106907,,0.004,0.003,1.3818,0.323386997,,0.004,0.003,0.6909,-0.369760183,,0.002,0.001,0.4606,-0.775225292,,0.025,0.024,5.5272,1.709681358,,0.013,0.012,5.5272,1.709681358,,0.006,0.005,22.1088,3.095975719,,0.014,0.013,2.9939,1.096576885,,0.008,0.007,3.2242,1.170684857,
751,0.001,0.009,0.008,1.8424,0.61106907,,0.004,0.003,1.3818,0.323386997,,0.005,0.004,0.9212,-0.082078111,,0.003,0.002,0.9212,-0.082078111,,0.025,0.024,5.5272,1.709681358,,0.013,0.012,5.5272,1.709681358,,0.006,0.005,22.1088,3.095975719,,0.014,0.013,2.9939,1.096576885,,0.008,0.007,3.2242,1.170684857,
752,0.001,0.009,0.008,1.8424,0.61106907,,0.004,0.003,1.3818,0.323386997,,0.005,0.004,0.9212,-0.082078111,,0.003,0.002,0.9212,-0.082078111,,0.025,0.024,5.5272,1.709681358,,0.013,0.012,5.5272,1.709681358,,0.006,0.005,22.1088,3.095975719,,0.014,0.013,2.9939,1.096576885,,0.008,0.007,3.2242,1.170684857,
753,0.001,0.009,0.008,1.8424,0.61106907,,0.004,0.003,1.3818,0.323386997,,0.005,0.004,0.9212,-0.082078111,,0.002,0.001,0.4606,-0.775225292,,0.025,0.024,5.5272,1.709681358,,0.013,0.012,5.5272,1.709681358,,0.006,0.005,22.1088,3.095975719,,0.014,0.013,2.9939,1.096576885,,0.008,0.007,3.2242,1.170684857,
754,0.001,0.009,0.008,1.8424,0.61106907,,0.004,0.003,1.3818,0.323386997,,0.005,0.004,0.9212,-0.082078111,,0.002,0.001,0.4606,-0.775225292,,0.025,0.024,5.5272,1.709681358,,0.013,0.012,5.5272,1.709681358,,0.006,0.005,22.1088,3.095975719,,0.014,0.013,2.9939,1.096576885,,0.007,0.006,2.7636,1.016534178,
755,0.001,0.009,0.008,1.8424,0.61106907,,0.004,0.003,1.3818,0.323386997,,0.004,0.003,0.6909,-0.369760183,,0.002,0.001,0.4606,-0.775225292,,0.025,0.024,5.5272,1.709681358,,0.013,0.012,5.5272,1.709681358,,0.006,0.005,22.1088,3.095975719,,0.014,0.013,2.9939,1.096576885,,0.007,0.006,2.7636,1.016534178,
756,0.001,0.009,0.008,1.8424,0.61106907,,0.004,0.003,1.3818,0.323386997,,0.005,0.004,0.9212,-0.082078111,,0.002,0.001,0.4606,-0.775225292,,0.025,0.024,5.5272,1.709681358,,0.013,0.012,5.5272,1.709681358,,0.006,0.005,22.1088,3.095975719,,0.014,0.013,2.9939,1.096576885,,0.007,0.006,2.7636,1.016534178,
757,0.001,0.009,0.008,1.8424,0.61106907,,0.004,0.003,1.3818,0.323386997,,0.005,0.004,0.9212,-0.082078111,,0.003,0.002,0.9212,-0.082078111,,0.025,0.024,5.5272,1.709681358,,0.013,0.012,5.5272,1.709681358,,0.006,0.005,22.1088,3.095975719,,0.014,0.013,2.9939,1.096576885,,0.007,0.006,2.7636,1.016534178,
758,0.001,0.009,0.008,1.8424,0.61106907,,0.004,0.003,1.3818,0.323386997,,0.005,0.004,0.9212,-0.082078111,,0.002,0.001,0.4606,-0.775225292,,0.025,0.024,5.5272,1.709681358,,0.013,0.012,5.5272,1.709681358,,0.006,0.005,22.1088,3.095975719,,0.014,0.013,2.9939,1.096576885,,0.008,0.007,3.2242,1.170684857,
759,0.001,0.009,0.008,1.8424,0.61106907,,0.004,0.003,1.3818,0.323386997,,0.005,0.004,0.9212,-0.082078111,,0.003,0.002,0.9212,-0.082078111,,0.025,0.024,5.5272,1.709681358,,0.013,0.012,5.5272,1.709681358,,0.006,0.005,22.1088,3.095975719,,0.014,0.013,2.9939,1.096576885,,0.008,0.007,3.2242,1.170684857,
760,0.002,0.01,0.008,1.8424,0.61106907,,0.005,0.003,1.3818,0.323386997,,0.005,0.003,0.6909,-0.369760183,,0.003,0.001,0.4606,-0.775225292,,0.026,0.024,5.5272,1.709681358,,0.014,0.012,5.5272,1.709681358,,0.007,0.005,22.1088,3.095975719,,0.015,0.013,2.9939,1.096576885,,0.009,0.007,3.2242,1.170684857,
761,0.001,0.009,0.008,1.8424,0.61106907,,0.004,0.003,1.3818,0.323386997,,0.005,0.004,0.9212,-0.082078111,,0.002,0.001,0.4606,-0.775225292,,0.025,0.024,5.5272,1.709681358,,0.013,0.012,5.5272,1.709681358,,0.006,0.005,22.1088,3.095975719,,0.014,0.013,2.9939,1.096576885,,0.008,0.007,3.2242,1.170684857,
762,0.001,0.008,0.007,1.6121,0.477537677,,0.004,0.003,1.3818,0.323386997,,0.004,0.003,0.6909,-0.369760183,,0.002,0.001,0.4606,-0.775225292,,0.025,0.024,5.5272,1.709681358,,0.013,0.012,5.5272,1.709681358,,0.006,0.005,22.1088,3.095975719,,0.013,0.012,2.7636,1.016534178,,0.008,0.007,3.2242,1.170684857,
763,0.001,0.009,0.008,1.8424,0.61106907,,0.004,0.003,1.3818,0.323386997,,0.005,0.004,0.9212,-0.082078111,,0.002,0.001,0.4606,-0.775225292,,0.025,0.024,5.5272,1.709681358,,0.013,0.012,5.5272,1.709681358,,0.006,0.005,22.1088,3.095975719,,0.013,0.012,2.7636,1.016534178,,0.007,0.006,2.7636,1.016534178,
764,0.001,0.009,0.008,1.8424,0.61106907,,0.004,0.003,1.3818,0.323386997,,0.005,0.004,0.9212,-0.082078111,,0.002,0.001,0.4606,-0.775225292,,0.025,0.024,5.5272,1.709681358,,0.013,0.012,5.5272,1.709681358,,0.006,0.005,22.1088,3.095975719,,0.013,0.012,2.7636,1.016534178,,0.007,0.006,2.7636,1.016534178,
765,0.001,0.009,0.008,1.8424,0.61106907,,0.004,0.003,1.3818,0.323386997,,0.005,0.004,0.9212,-0.082078111,,0.002,0.001,0.4606,-0.775225292,,0.025,0.024,5.5272,1.709681358,,0.013,0.012,5.5272,1.709681358,,0.006,0.005,22.1088,3.095975719,,0.013,0.012,2.7636,1.016534178,,0.007,0.006,2.7636,1.016534178,
766,0.001,0.008,0.007,1.6121,0.477537677,,0.004,0.003,1.3818,0.323386997,,0.005,0.004,0.9212,-0.082078111,,0.002,0.001,0.4606,-0.775225292,,0.024,0.023,5.2969,1.667121744,,0.013,0.012,5.5272,1.709681358,,0.006,0.005,21.1876,3.053416105,,0.013,0.012,2.7636,1.016534178,,0.007,0.006,2.7636,1.016534178,
767,0.001,0.008,0.007,1.6121,0.477537677,,0.004,0.003,1.3818,0.323386997,,0.004,0.003,0.6909,-0.369760183,,0.002,0.001,0.4606,-0.775225292,,0.024,0.023,5.2969,1.667121744,,0.013,0.012,5.5272,1.709681358,,0.006,0.005,21.1876,3.053416105,,0.013,0.012,2.7636,1.016534178,,0.007,0.006,2.7636,1.016534178,
768,0.001,0.009,0.008,1.8424,0.61106907,,0.004,0.003,1.3818,0.323386997,,0.004,0.003,0.6909,-0.369760183,,0.002,0.001,0.4606,-0.775225292,,0.024,0.023,5.2969,1.667121744,,0.013,0.012,5.5272,1.709681358,,0.006,0.005,21.1876,3.053416105,,0.013,0.012,2.7636,1.016534178,,0.008,0.007,3.2242,1.170684857,
769,0.001,0.009,0.008,1.8424,0.61106907,,0.004,0.003,1.3818,0.323386997,,0.004,0.003,0.6909,-0.369760183,,0.002,0.001,0.4606,-0.775225292,,0.024,0.023,5.2969,1.667121744,,0.013,0.012,5.5272,1.709681358,,0.006,0.005,21.1876,3.053416105,,0.013,0.012,2.7636,1.016534178,,0.007,0.006,2.7636,1.016534178,
770,0.001,0.008,0.007,1.6121,0.477537677,,0.004,0.003,1.3818,0.323386997,,0.004,0.003,0.6909,-0.369760183,,0.002,0.001,0.4606,-0.775225292,,0.024,0.023,5.2969,1.667121744,,0.013,0.012,5.5272,1.709681358,,0.006,0.005,21.1876,3.053416105,,0.013,0.012,2.7636,1.016534178,,0.007,0.006,2.7636,1.016534178,
771,0.001,0.008,0.007,1.6121,0.477537677,,0.004,0.003,1.3818,0.323386997,,0.004,0.003,0.6909,-0.369760183,,0.002,0.001,0.4606,-0.775225292,,0.024,0.023,5.2969,1.667121744,,0.013,0.012,5.5272,1.709681358,,0.006,0.005,21.1876,3.053416105,,0.013,0.012,2.7636,1.016534178,,0.007,0.006,2.7636,1.016534178,
