,Blank,F20Sep19_Surf_R1,A(CDOM),a(CDOM),ln(a),Sr,F20Sep19_Surf_R1_Dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F20Sep19_9_R1,A(CDOM),a(CDOM),ln(a),Sr,F20Sep19_R1_Dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F20Sep19_5_R1,A(CDOM),a(CDOM),ln(a),Sr,F20Sep19_5R1_Dil2,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F20Sep19_5_R1_Dil4,A(CDOM),Dilution 1:4 a(CDOM),Dilution 1:4 ln(a),Sr,F22Jul19_WET_R1,A(CDOM),a(CDOM),ln(a),Sr,F22Jul19_WET_R1_Dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr
772,0.001,0.008,0.007,1.6121,0.477537677,,0.004,0.003,1.3818,0.323386997,,0.004,0.003,0.6909,-0.369760183,,0.002,0.001,0.4606,-0.775225292,,0.024,0.023,5.2969,1.667121744,,0.013,0.012,5.5272,1.709681358,,0.006,0.005,21.1876,3.053416105,,0.013,0.012,2.7636,1.016534178,,0.007,0.006,2.7636,1.016534178,
773,0.001,0.008,0.007,1.6121,0.477537677,,0.004,0.003,1.3818,0.323386997,,0.004,0.003,0.6909,-0.369760183,,0.002,0.001,0.4606,-0.775225292,,0.024,0.023,5.2969,1.667121744,,0.013,0.012,5.5272,1.709681358,,0.006,0.005,21.1876,3.053416105,,0.013,0.012,2.7636,1.016534178,,0.007,0.006,2.7636,1.016534178,
774,0.001,0.008,0.007,1.6121,0.477537677,,0.004,0.003,1.3818,0.323386997,,0.005,0.004,0.9212,-0.082078111,,0.002,0.001,0.4606,-0.775225292,,0.024,0.023,5.2969,1.667121744,,0.013,0.012,5.5272,1.709681358,,0.006,0.005,21.1876,3.053416105,,0.013,0.012,2.7636,1.016534178,,0.007,0.006,2.7636,1.016534178,
775,0.001,0.008,0.007,1.6121,0.477537677,,0.004,0.003,1.3818,0.323386997,,0.005,0.004,0.9212,-0.082078111,,0.002,0.001,0.4606,-0.775225292,,0.024,0.023,5.2969,1.667121744,,0.013,0.012,5.5272,1.709681358,,0.006,0.005,21.1876,3.053416105,,0.013,0.012,2.7636,1.016534178,,0.007,0.006,2.7636,1.016534178,
776,0.001,0.008,0.007,1.6121,0.477537677,,0.004,0.003,1.3818,0.323386997,,0.005,0.004,0.9212,-0.082078111,,0.002,0.001,0.4606,-0.775225292,,0.024,0.023,5.2969,1.667121744,,0.013,0.012,5.5272,1.709681358,,0.006,0.005,21.1876,3.053416105,,0.013,0.012,2.7636,1.016534178,,0.007,0.006,2.7636,1.016534178,
777,0.001,0.008,0.007,1.6121,0.477537677,,0.004,0.003,1.3818,0.323386997,,0.005,0.004,0.9212,-0.082078111,,0.002,0.001,0.4606,-0.775225292,,0.024,0.023,5.2969,1.667121744,,0.013,0.012,5.5272,1.709681358,,0.006,0.005,21.1876,3.053416105,,0.013,0.012,2.7636,1.016534178,,0.008,0.007,3.2242,1.170684857,
778,0.001,0.008,0.007,1.6121,0.477537677,,0.004,0.003,1.3818,0.323386997,,0.004,0.003,0.6909,-0.369760183,,0.002,0.001,0.4606,-0.775225292,,0.024,0.023,5.2969,1.667121744,,0.013,0.012,5.5272,1.709681358,,0.006,0.005,21.1876,3.053416105,,0.013,0.012,2.7636,1.016534178,,0.007,0.006,2.7636,1.016534178,
779,0.001,0.008,0.007,1.6121,0.477537677,,0.004,0.003,1.3818,0.323386997,,0.004,0.003,0.6909,-0.369760183,,0.002,0.001,0.4606,-0.775225292,,0.024,0.023,5.2969,1.667121744,,0.013,0.012,5.5272,1.709681358,,0.006,0.005,21.1876,3.053416105,,0.013,0.012,2.7636,1.016534178,,0.008,0.007,3.2242,1.170684857,
780,0.001,0.008,0.007,1.6121,0.477537677,,0.004,0.003,1.3818,0.323386997,,0.005,0.004,0.9212,-0.082078111,,0.002,0.001,0.4606,-0.775225292,,0.024,0.023,5.2969,1.667121744,,0.013,0.012,5.5272,1.709681358,,0.006,0.005,21.1876,3.053416105,,0.013,0.012,2.7636,1.016534178,,0.007,0.006,2.7636,1.016534178,
781,0.001,0.008,0.007,1.6121,0.477537677,,0.004,0.003,1.3818,0.323386997,,0.004,0.003,0.6909,-0.369760183,,0.002,0.001,0.4606,-0.775225292,,0.024,0.023,5.2969,1.667121744,,0.013,0.012,5.5272,1.709681358,,0.006,0.005,21.1876,3.053416105,,0.013,0.012,2.7636,1.016534178,,0.007,0.006,2.7636,1.016534178,
782,0.001,0.008,0.007,1.6121,0.477537677,,0.004,0.003,1.3818,0.323386997,,0.005,0.004,0.9212,-0.082078111,,0.002,0.001,0.4606,-0.775225292,,0.024,0.023,5.2969,1.667121744,,0.013,0.012,5.5272,1.709681358,,0.006,0.005,21.1876,3.053416105,,0.013,0.012,2.7636,1.016534178,,0.007,0.006,2.7636,1.016534178,
783,0.001,0.008,0.007,1.6121,0.477537677,,0.004,0.003,1.3818,0.323386997,,0.004,0.003,0.6909,-0.369760183,,0.002,0.001,0.4606,-0.775225292,,0.024,0.023,5.2969,1.667121744,,0.013,0.012,5.5272,1.709681358,,0.006,0.005,21.1876,3.053416105,,0.013,0.012,2.7636,1.016534178,,0.007,0.006,2.7636,1.016534178,
784,0.001,0.008,0.007,1.6121,0.477537677,,0.004,0.003,1.3818,0.323386997,,0.004,0.003,0.6909,-0.369760183,,0.002,0.001,0.4606,-0.775225292,,0.024,0.023,5.2969,1.667121744,,0.013,0.012,5.5272,1.709681358,,0.006,0.005,21.1876,3.053416105,,0.013,0.012,2.7636,1.016534178,,0.007,0.006,2.7636,1.016534178,
785,0.001,0.008,0.007,1.6121,0.477537677,,0.004,0.003,1.3818,0.323386997,,0.004,0.003,0.6909,-0.369760183,,0.002,0.001,0.4606,-0.775225292,,0.024,0.023,5.2969,1.667121744,,0.013,0.012,5.5272,1.709681358,,0.006,0.005,21.1876,3.053416105,,0.013,0.012,2.7636,1.016534178,,0.007,0.006,2.7636,1.016534178,
786,0.001,0.008,0.007,1.6121,0.477537677,,0.004,0.003,1.3818,0.323386997,,0.004,0.003,0.6909,-0.369760183,,0.002,0.001,0.4606,-0.775225292,,0.024,0.023,5.2969,1.667121744,,0.013,0.012,5.5272,1.709681358,,0.006,0.005,21.1876,3.053416105,,0.013,0.012,2.7636,1.016534178,,0.007,0.006,2.7636,1.016534178,
787,0.001,0.008,0.007,1.6121,0.477537677,,0.004,0.003,1.3818,0.323386997,,0.004,0.003,0.6909,-0.369760183,,0.002,0.001,0.4606,-0.775225292,,0.024,0.023,5.2969,1.667121744,,0.013,0.012,5.5272,1.709681358,,0.006,0.005,21.1876,3.053416105,,0.013,0.012,2.7636,1.016534178,,0.007,0.006,2.7636,1.016534178,
788,0.001,0.008,0.007,1.6121,0.477537677,,0.004,0.003,1.3818,0.323386997,,0.004,0.003,0.6909,-0.369760183,,0.002,0.001,0.4606,-0.775225292,,0.024,0.023,5.2969,1.667121744,,0.013,0.012,5.5272,1.709681358,,0.006,0.005,21.1876,3.053416105,,0.013,0.012,2.7636,1.016534178,,0.007,0.006,2.7636,1.016534178,
789,0.001,0.008,0.007,1.6121,0.477537677,,0.004,0.003,1.3818,0.323386997,,0.005,0.004,0.9212,-0.082078111,,0.002,0.001,0.4606,-0.775225292,,0.024,0.023,5.2969,1.667121744,,0.013,0.012,5.5272,1.709681358,,0.006,0.005,21.1876,3.053416105,,0.013,0.012,2.7636,1.016534178,,0.007,0.006,2.7636,1.016534178,
790,0.001,0.008,0.007,1.6121,0.477537677,,0.004,0.003,1.3818,0.323386997,,0.004,0.003,0.6909,-0.369760183,,0.002,0.001,0.4606,-0.775225292,,0.024,0.023,5.2969,1.667121744,,0.013,0.012,5.5272,1.709681358,,0.006,0.005,21.1876,3.053416105,,0.013,0.012,2.7636,1.016534178,,0.007,0.006,2.7636,1.016534178,
791,0,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.024,0.024,5.5272,1.709681358,,0.013,0.013,5.9878,1.789724066,,0.006,0.006,22.1088,3.095975719,,0.013,0.013,2.9939,1.096576885,,0.007,0.007,3.2242,1.170684857,
792,0,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.024,0.024,5.5272,1.709681358,,0.013,0.013,5.9878,1.789724066,,0.006,0.006,22.1088,3.095975719,,0.013,0.013,2.9939,1.096576885,,0.007,0.007,3.2242,1.170684857,
793,0.001,0.008,0.007,1.6121,0.477537677,,0.004,0.003,1.3818,0.323386997,,0.004,0.003,0.6909,-0.369760183,,0.002,0.001,0.4606,-0.775225292,,0.024,0.023,5.2969,1.667121744,,0.013,0.012,5.5272,1.709681358,,0.006,0.005,21.1876,3.053416105,,0.013,0.012,2.7636,1.016534178,,0.007,0.006,2.7636,1.016534178,
794,0.001,0.008,0.007,1.6121,0.477537677,,0.004,0.003,1.3818,0.323386997,,0.004,0.003,0.6909,-0.369760183,,0.002,0.001,0.4606,-0.775225292,,0.024,0.023,5.2969,1.667121744,,0.013,0.012,5.5272,1.709681358,,0.006,0.005,21.1876,3.053416105,,0.013,0.012,2.7636,1.016534178,,0.007,0.006,2.7636,1.016534178,
795,0.001,0.008,0.007,1.6121,0.477537677,,0.004,0.003,1.3818,0.323386997,,0.005,0.004,0.9212,-0.082078111,,0.002,0.001,0.4606,-0.775225292,,0.024,0.023,5.2969,1.667121744,,0.013,0.012,5.5272,1.709681358,,0.006,0.005,21.1876,3.053416105,,0.013,0.012,2.7636,1.016534178,,0.007,0.006,2.7636,1.016534178,
796,0.001,0.008,0.007,1.6121,0.477537677,,0.004,0.003,1.3818,0.323386997,,0.004,0.003,0.6909,-0.369760183,,0.002,0.001,0.4606,-0.775225292,,0.024,0.023,5.2969,1.667121744,,0.013,0.012,5.5272,1.709681358,,0.006,0.005,21.1876,3.053416105,,0.013,0.012,2.7636,1.016534178,,0.007,0.006,2.7636,1.016534178,
797,0.001,0.008,0.007,1.6121,0.477537677,,0.004,0.003,1.3818,0.323386997,,0.004,0.003,0.6909,-0.369760183,,0.002,0.001,0.4606,-0.775225292,,0.024,0.023,5.2969,1.667121744,,0.013,0.012,5.5272,1.709681358,,0.006,0.005,21.1876,3.053416105,,0.013,0.012,2.7636,1.016534178,,0.007,0.006,2.7636,1.016534178,
798,0.001,0.008,0.007,1.6121,0.477537677,,0.004,0.003,1.3818,0.323386997,,0.004,0.003,0.6909,-0.369760183,,0.002,0.001,0.4606,-0.775225292,,0.024,0.023,5.2969,1.667121744,,0.013,0.012,5.5272,1.709681358,,0.006,0.005,21.1876,3.053416105,,0.013,0.012,2.7636,1.016534178,,0.007,0.006,2.7636,1.016534178,
799,0.001,0.008,0.007,1.6121,0.477537677,,0.004,0.003,1.3818,0.323386997,,0.004,0.003,0.6909,-0.369760183,,0.002,0.001,0.4606,-0.775225292,,0.024,0.023,5.2969,1.667121744,,0.013,0.012,5.5272,1.709681358,,0.006,0.005,21.1876,3.053416105,,0.012,0.011,2.5333,0.929522801,,0.007,0.006,2.7636,1.016534178,
800,0,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.024,0.024,5.5272,1.709681358,,0.013,0.013,5.9878,1.789724066,,0.006,0.006,22.1088,3.095975719,,0.012,0.012,2.7636,1.016534178,,0.007,0.007,3.2242,1.170684857,
801,0.001,0.008,0.007,1.6121,0.477537677,,0.004,0.003,1.3818,0.323386997,,0.005,0.004,0.9212,-0.082078111,,0.002,0.001,0.4606,-0.775225292,,0.024,0.023,5.2969,1.667121744,,0.013,0.012,5.5272,1.709681358,,0.006,0.005,21.1876,3.053416105,,0.012,0.011,2.5333,0.929522801,,0.007,0.006,2.7636,1.016534178,
802,0.001,0.008,0.007,1.6121,0.477537677,,0.004,0.003,1.3818,0.323386997,,0.005,0.004,0.9212,-0.082078111,,0.002,0.001,0.4606,-0.775225292,,0.024,0.023,5.2969,1.667121744,,0.013,0.012,5.5272,1.709681358,,0.006,0.005,21.1876,3.053416105,,0.012,0.011,2.5333,0.929522801,,0.007,0.006,2.7636,1.016534178,
803,0.001,0.008,0.007,1.6121,0.477537677,,0.004,0.003,1.3818,0.323386997,,0.004,0.003,0.6909,-0.369760183,,0.002,0.001,0.4606,-0.775225292,,0.024,0.023,5.2969,1.667121744,,0.013,0.012,5.5272,1.709681358,,0.006,0.005,21.1876,3.053416105,,0.012,0.011,2.5333,0.929522801,,0.007,0.006,2.7636,1.016534178,
804,0.001,0.008,0.007,1.6121,0.477537677,,0.004,0.003,1.3818,0.323386997,,0.004,0.003,0.6909,-0.369760183,,0.002,0.001,0.4606,-0.775225292,,0.024,0.023,5.2969,1.667121744,,0.013,0.012,5.5272,1.709681358,,0.006,0.005,21.1876,3.053416105,,0.012,0.011,2.5333,0.929522801,,0.007,0.006,2.7636,1.016534178,
805,0.001,0.008,0.007,1.6121,0.477537677,,0.004,0.003,1.3818,0.323386997,,0.004,0.003,0.6909,-0.369760183,,0.002,0.001,0.4606,-0.775225292,,0.024,0.023,5.2969,1.667121744,,0.013,0.012,5.5272,1.709681358,,0.007,0.006,21.1876,3.053416105,,0.012,0.011,2.5333,0.929522801,,0.007,0.006,2.7636,1.016534178,
806,0.001,0.008,0.007,1.6121,0.477537677,,0.004,0.003,1.3818,0.323386997,,0.004,0.003,0.6909,-0.369760183,,0.002,0.001,0.4606,-0.775225292,,0.024,0.023,5.2969,1.667121744,,0.013,0.012,5.5272,1.709681358,,0.007,0.006,21.1876,3.053416105,,0.012,0.011,2.5333,0.929522801,,0.007,0.006,2.7636,1.016534178,
807,0.001,0.008,0.007,1.6121,0.477537677,,0.004,0.003,1.3818,0.323386997,,0.005,0.004,0.9212,-0.082078111,,0.002,0.001,0.4606,-0.775225292,,0.024,0.023,5.2969,1.667121744,,0.013,0.012,5.5272,1.709681358,,0.006,0.005,21.1876,3.053416105,,0.012,0.011,2.5333,0.929522801,,0.007,0.006,2.7636,1.016534178,
808,0.001,0.008,0.007,1.6121,0.477537677,,0.004,0.003,1.3818,0.323386997,,0.005,0.004,0.9212,-0.082078111,,0.003,0.002,0.9212,-0.082078111,,0.024,0.023,5.2969,1.667121744,,0.013,0.012,5.5272,1.709681358,,0.006,0.005,21.1876,3.053416105,,0.012,0.011,2.5333,0.929522801,,0.007,0.006,2.7636,1.016534178,
809,0.001,0.008,0.007,1.6121,0.477537677,,0.004,0.003,1.3818,0.323386997,,0.005,0.004,0.9212,-0.082078111,,0.002,0.001,0.4606,-0.775225292,,0.024,0.023,5.2969,1.667121744,,0.013,0.012,5.5272,1.709681358,,0.006,0.005,21.1876,3.053416105,,0.012,0.011,2.5333,0.929522801,,0.007,0.006,2.7636,1.016534178,
810,0.001,0.008,0.007,1.6121,0.477537677,,0.004,0.003,1.3818,0.323386997,,0.005,0.004,0.9212,-0.082078111,,0.002,0.001,0.4606,-0.775225292,,0.024,0.023,5.2969,1.667121744,,0.013,0.012,5.5272,1.709681358,,0.006,0.005,21.1876,3.053416105,,0.012,0.011,2.5333,0.929522801,,0.007,0.006,2.7636,1.016534178,
811,0.001,0.008,0.007,1.6121,0.477537677,,0.004,0.003,1.3818,0.323386997,,0.004,0.003,0.6909,-0.369760183,,0.002,0.001,0.4606,-0.775225292,,0.024,0.023,5.2969,1.667121744,,0.013,0.012,5.5272,1.709681358,,0.006,0.005,21.1876,3.053416105,,0.012,0.011,2.5333,0.929522801,,0.007,0.006,2.7636,1.016534178,
812,0.001,0.008,0.007,1.6121,0.477537677,,0.004,0.003,1.3818,0.323386997,,0.004,0.003,0.6909,-0.369760183,,0.002,0.001,0.4606,-0.775225292,,0.024,0.023,5.2969,1.667121744,,0.013,0.012,5.5272,1.709681358,,0.006,0.005,21.1876,3.053416105,,0.012,0.011,2.5333,0.929522801,,0.007,0.006,2.7636,1.016534178,
813,0.001,0.008,0.007,1.6121,0.477537677,,0.004,0.003,1.3818,0.323386997,,0.004,0.003,0.6909,-0.369760183,,0.002,0.001,0.4606,-0.775225292,,0.024,0.023,5.2969,1.667121744,,0.013,0.012,5.5272,1.709681358,,0.006,0.005,21.1876,3.053416105,,0.012,0.011,2.5333,0.929522801,,0.007,0.006,2.7636,1.016534178,
814,0.001,0.008,0.007,1.6121,0.477537677,,0.004,0.003,1.3818,0.323386997,,0.004,0.003,0.6909,-0.369760183,,0.002,0.001,0.4606,-0.775225292,,0.024,0.023,5.2969,1.667121744,,0.013,0.012,5.5272,1.709681358,,0.007,0.006,21.1876,3.053416105,,0.012,0.011,2.5333,0.929522801,,0.007,0.006,2.7636,1.016534178,
815,0.001,0.008,0.007,1.6121,0.477537677,,0.004,0.003,1.3818,0.323386997,,0.005,0.004,0.9212,-0.082078111,,0.002,0.001,0.4606,-0.775225292,,0.024,0.023,5.2969,1.667121744,,0.013,0.012,5.5272,1.709681358,,0.007,0.006,21.1876,3.053416105,,0.012,0.011,2.5333,0.929522801,,0.007,0.006,2.7636,1.016534178,
816,0.001,0.008,0.007,1.6121,0.477537677,,0.004,0.003,1.3818,0.323386997,,0.005,0.004,0.9212,-0.082078111,,0.002,0.001,0.4606,-0.775225292,,0.024,0.023,5.2969,1.667121744,,0.013,0.012,5.5272,1.709681358,,0.007,0.006,21.1876,3.053416105,,0.012,0.011,2.5333,0.929522801,,0.007,0.006,2.7636,1.016534178,
817,0.001,0.007,0.006,1.3818,0.323386997,,0.004,0.003,1.3818,0.323386997,,0.004,0.003,0.6909,-0.369760183,,0.002,0.001,0.4606,-0.775225292,,0.024,0.023,5.2969,1.667121744,,0.013,0.012,5.5272,1.709681358,,0.006,0.005,21.1876,3.053416105,,0.012,0.011,2.5333,0.929522801,,0.007,0.006,2.7636,1.016534178,
818,0.001,0.007,0.006,1.3818,0.323386997,,0.004,0.003,1.3818,0.323386997,,0.004,0.003,0.6909,-0.369760183,,0.002,0.001,0.4606,-0.775225292,,0.024,0.023,5.2969,1.667121744,,0.013,0.012,5.5272,1.709681358,,0.006,0.005,21.1876,3.053416105,,0.012,0.011,2.5333,0.929522801,,0.007,0.006,2.7636,1.016534178,
819,0.001,0.008,0.007,1.6121,0.477537677,,0.004,0.003,1.3818,0.323386997,,0.004,0.003,0.6909,-0.369760183,,0.002,0.001,0.4606,-0.775225292,,0.024,0.023,5.2969,1.667121744,,0.013,0.012,5.5272,1.709681358,,0.006,0.005,21.1876,3.053416105,,0.012,0.011,2.5333,0.929522801,,0.007,0.006,2.7636,1.016534178,
820,0.001,0.008,0.007,1.6121,0.477537677,,0.004,0.003,1.3818,0.323386997,,0.005,0.004,0.9212,-0.082078111,,0.003,0.002,0.9212,-0.082078111,,0.024,0.023,5.2969,1.667121744,,0.013,0.012,5.5272,1.709681358,,0.006,0.005,21.1876,3.053416105,,0.012,0.011,2.5333,0.929522801,,0.007,0.006,2.7636,1.016534178,
821,0.001,0.008,0.007,1.6121,0.477537677,,0.004,0.003,1.3818,0.323386997,,0.005,0.004,0.9212,-0.082078111,,0.002,0.001,0.4606,-0.775225292,,0.025,0.024,5.5272,1.709681358,,0.013,0.012,5.5272,1.709681358,,0.006,0.005,22.1088,3.095975719,,0.012,0.011,2.5333,0.929522801,,0.007,0.006,2.7636,1.016534178,
822,0.001,0.007,0.006,1.3818,0.323386997,,0.004,0.003,1.3818,0.323386997,,0.005,0.004,0.9212,-0.082078111,,0.002,0.001,0.4606,-0.775225292,,0.025,0.024,5.5272,1.709681358,,0.013,0.012,5.5272,1.709681358,,0.006,0.005,22.1088,3.095975719,,0.012,0.011,2.5333,0.929522801,,0.007,0.006,2.7636,1.016534178,
823,0.001,0.007,0.006,1.3818,0.323386997,,0.004,0.003,1.3818,0.323386997,,0.005,0.004,0.9212,-0.082078111,,0.002,0.001,0.4606,-0.775225292,,0.025,0.024,5.5272,1.709681358,,0.013,0.012,5.5272,1.709681358,,0.006,0.005,22.1088,3.095975719,,0.012,0.011,2.5333,0.929522801,,0.007,0.006,2.7636,1.016534178,
824,0.001,0.007,0.006,1.3818,0.323386997,,0.004,0.003,1.3818,0.323386997,,0.004,0.003,0.6909,-0.369760183,,0.002,0.001,0.4606,-0.775225292,,0.024,0.023,5.2969,1.667121744,,0.013,0.012,5.5272,1.709681358,,0.006,0.005,21.1876,3.053416105,,0.012,0.011,2.5333,0.929522801,,0.007,0.006,2.7636,1.016534178,
825,0.001,0.007,0.006,1.3818,0.323386997,,0.004,0.003,1.3818,0.323386997,,0.004,0.003,0.6909,-0.369760183,,0.002,0.001,0.4606,-0.775225292,,0.024,0.023,5.2969,1.667121744,,0.013,0.012,5.5272,1.709681358,,0.006,0.005,21.1876,3.053416105,,0.012,0.011,2.5333,0.929522801,,0.007,0.006,2.7636,1.016534178,
826,0.001,0.007,0.006,1.3818,0.323386997,,0.004,0.003,1.3818,0.323386997,,0.004,0.003,0.6909,-0.369760183,,0.002,0.001,0.4606,-0.775225292,,0.025,0.024,5.5272,1.709681358,,0.013,0.012,5.5272,1.709681358,,0.006,0.005,22.1088,3.095975719,,0.012,0.011,2.5333,0.929522801,,0.007,0.006,2.7636,1.016534178,
827,0.001,0.007,0.006,1.3818,0.323386997,,0.004,0.003,1.3818,0.323386997,,0.005,0.004,0.9212,-0.082078111,,0.002,0.001,0.4606,-0.775225292,,0.025,0.024,5.5272,1.709681358,,0.013,0.012,5.5272,1.709681358,,0.006,0.005,22.1088,3.095975719,,0.012,0.011,2.5333,0.929522801,,0.007,0.006,2.7636,1.016534178,
828,0.001,0.007,0.006,1.3818,0.323386997,,0.004,0.003,1.3818,0.323386997,,0.005,0.004,0.9212,-0.082078111,,0.002,0.001,0.4606,-0.775225292,,0.024,0.023,5.2969,1.667121744,,0.013,0.012,5.5272,1.709681358,,0.006,0.005,21.1876,3.053416105,,0.012,0.011,2.5333,0.929522801,,0.007,0.006,2.7636,1.016534178,
829,0.001,0.007,0.006,1.3818,0.323386997,,0.004,0.003,1.3818,0.323386997,,0.004,0.003,0.6909,-0.369760183,,0.002,0.001,0.4606,-0.775225292,,0.024,0.023,5.2969,1.667121744,,0.012,0.011,5.0666,1.622669981,,0.006,0.005,21.1876,3.053416105,,0.012,0.011,2.5333,0.929522801,,0.007,0.006,2.7636,1.016534178,
830,0.001,0.007,0.006,1.3818,0.323386997,,0.004,0.003,1.3818,0.323386997,,0.004,0.003,0.6909,-0.369760183,,0.002,0.001,0.4606,-0.775225292,,0.024,0.023,5.2969,1.667121744,,0.012,0.011,5.0666,1.622669981,,0.006,0.005,21.1876,3.053416105,,0.012,0.011,2.5333,0.929522801,,0.007,0.006,2.7636,1.016534178,
831,0.001,0.007,0.006,1.3818,0.323386997,,0.004,0.003,1.3818,0.323386997,,0.004,0.003,0.6909,-0.369760183,,0.002,0.001,0.4606,-0.775225292,,0.024,0.023,5.2969,1.667121744,,0.012,0.011,5.0666,1.622669981,,0.006,0.005,21.1876,3.053416105,,0.012,0.011,2.5333,0.929522801,,0.007,0.006,2.7636,1.016534178,
832,0.001,0.007,0.006,1.3818,0.323386997,,0.004,0.003,1.3818,0.323386997,,0.004,0.003,0.6909,-0.369760183,,0.002,0.001,0.4606,-0.775225292,,0.024,0.023,5.2969,1.667121744,,0.012,0.011,5.0666,1.622669981,,0.006,0.005,21.1876,3.053416105,,0.012,0.011,2.5333,0.929522801,,0.006,0.005,2.303,0.834212621,
833,0.001,0.007,0.006,1.3818,0.323386997,,0.004,0.003,1.3818,0.323386997,,0.004,0.003,0.6909,-0.369760183,,0.002,0.001,0.4606,-0.775225292,,0.024,0.023,5.2969,1.667121744,,0.012,0.011,5.0666,1.622669981,,0.006,0.005,21.1876,3.053416105,,0.012,0.011,2.5333,0.929522801,,0.006,0.005,2.303,0.834212621,
834,0.001,0.007,0.006,1.3818,0.323386997,,0.004,0.003,1.3818,0.323386997,,0.004,0.003,0.6909,-0.369760183,,0.002,0.001,0.4606,-0.775225292,,0.024,0.023,5.2969,1.667121744,,0.012,0.011,5.0666,1.622669981,,0.006,0.005,21.1876,3.053416105,,0.012,0.011,2.5333,0.929522801,,0.007,0.006,2.7636,1.016534178,
835,0.001,0.007,0.006,1.3818,0.323386997,,0.004,0.003,1.3818,0.323386997,,0.004,0.003,0.6909,-0.369760183,,0.002,0.001,0.4606,-0.775225292,,0.024,0.023,5.2969,1.667121744,,0.012,0.011,5.0666,1.622669981,,0.006,0.005,21.1876,3.053416105,,0.012,0.011,2.5333,0.929522801,,0.007,0.006,2.7636,1.016534178,
836,0.001,0.007,0.006,1.3818,0.323386997,,0.004,0.003,1.3818,0.323386997,,0.004,0.003,0.6909,-0.369760183,,0.002,0.001,0.4606,-0.775225292,,0.024,0.023,5.2969,1.667121744,,0.012,0.011,5.0666,1.622669981,,0.006,0.005,21.1876,3.053416105,,0.012,0.011,2.5333,0.929522801,,0.006,0.005,2.303,0.834212621,
837,0.001,0.007,0.006,1.3818,0.323386997,,0.004,0.003,1.3818,0.323386997,,0.004,0.003,0.6909,-0.369760183,,0.002,0.001,0.4606,-0.775225292,,0.024,0.023,5.2969,1.667121744,,0.012,0.011,5.0666,1.622669981,,0.006,0.005,21.1876,3.053416105,,0.012,0.011,2.5333,0.929522801,,0.007,0.006,2.7636,1.016534178,
838,0.001,0.007,0.006,1.3818,0.323386997,,0.004,0.003,1.3818,0.323386997,,0.004,0.003,0.6909,-0.369760183,,0.002,0.001,0.4606,-0.775225292,,0.024,0.023,5.2969,1.667121744,,0.012,0.011,5.0666,1.622669981,,0.006,0.005,21.1876,3.053416105,,0.012,0.011,2.5333,0.929522801,,0.006,0.005,2.303,0.834212621,
839,0.001,0.007,0.006,1.3818,0.323386997,,0.004,0.003,1.3818,0.323386997,,0.004,0.003,0.6909,-0.369760183,,0.002,0.001,0.4606,-0.775225292,,0.024,0.023,5.2969,1.667121744,,0.012,0.011,5.0666,1.622669981,,0.006,0.005,21.1876,3.053416105,,0.012,0.011,2.5333,0.929522801,,0.006,0.005,2.303,0.834212621,
840,0.001,0.007,0.006,1.3818,0.323386997,,0.004,0.003,1.3818,0.323386997,,0.004,0.003,0.6909,-0.369760183,,0.002,0.001,0.4606,-0.775225292,,0.024,0.023,5.2969,1.667121744,,0.013,0.012,5.5272,1.709681358,,0.006,0.005,21.1876,3.053416105,,0.012,0.011,2.5333,0.929522801,,0.006,0.005,2.303,0.834212621,
841,0.001,0.007,0.006,1.3818,0.323386997,,0.004,0.003,1.3818,0.323386997,,0.004,0.003,0.6909,-0.369760183,,0.002,0.001,0.4606,-0.775225292,,0.024,0.023,5.2969,1.667121744,,0.013,0.012,5.5272,1.709681358,,0.006,0.005,21.1876,3.053416105,,0.012,0.011,2.5333,0.929522801,,0.006,0.005,2.303,0.834212621,
842,0.001,0.007,0.006,1.3818,0.323386997,,0.004,0.003,1.3818,0.323386997,,0.004,0.003,0.6909,-0.369760183,,0.002,0.001,0.4606,-0.775225292,,0.024,0.023,5.2969,1.667121744,,0.013,0.012,5.5272,1.709681358,,0.006,0.005,21.1876,3.053416105,,0.012,0.011,2.5333,0.929522801,,0.006,0.005,2.303,0.834212621,
843,0.001,0.007,0.006,1.3818,0.323386997,,0.004,0.003,1.3818,0.323386997,,0.004,0.003,0.6909,-0.369760183,,0.002,0.001,0.4606,-0.775225292,,0.024,0.023,5.2969,1.667121744,,0.013,0.012,5.5272,1.709681358,,0.006,0.005,21.1876,3.053416105,,0.012,0.011,2.5333,0.929522801,,0.006,0.005,2.303,0.834212621,
