,MilliQ,F04Oct19_101_R2,A(CDOM),a(CDOM),ln(a),Sr,B18Jul19_100_R2,A(CDOM),a(CDOM),ln(a),Sr,F04Oct19_99_R1,A(CDOM),a(CDOM),ln(a),Sr,B04Oct19_50_R1,A(CDOM),a(CDOM),ln(a),Sr,F04Oct19_5m_R2,A(CDOM),a(CDOM),ln(a),Sr,F04Oct19_Surf_R1,A(CDOM),a(CDOM),ln(a),Sr,B04Oct19_200_R1,A(CDOM),a(CDOM),ln(a),Sr,F04Oct19_30_R2,A(CDOM),a(CDOM),ln(a),Sr,F04Oct19_102_R2,A(CDOM),a(CDOM),ln(a),Sr,B04Oct19_45_R2,A(CDOM),a(CDOM),ln(a),Sr,B04Oct19_01_R2,A(CDOM),a(CDOM),ln(a),Sr
717,0,0.017,0.017,3.9151,1.364840872,,0.013,0.013,2.9939,1.096576885,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.024,0.024,5.5272,1.709681358,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.007,0.007,1.6121,0.477537677,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,
718,0,0.017,0.017,3.9151,1.364840872,,0.013,0.013,2.9939,1.096576885,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.024,0.024,5.5272,1.709681358,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.007,0.007,1.6121,0.477537677,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,
719,0,0.017,0.017,3.9151,1.364840872,,0.013,0.013,2.9939,1.096576885,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.024,0.024,5.5272,1.709681358,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.007,0.007,1.6121,0.477537677,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,
720,0,0.017,0.017,3.9151,1.364840872,,0.013,0.013,2.9939,1.096576885,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.024,0.024,5.5272,1.709681358,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.007,0.007,1.6121,0.477537677,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,
721,0,0.017,0.017,3.9151,1.364840872,,0.013,0.013,2.9939,1.096576885,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.024,0.024,5.5272,1.709681358,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.007,0.007,1.6121,0.477537677,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,
722,0,0.017,0.017,3.9151,1.364840872,,0.013,0.013,2.9939,1.096576885,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.024,0.024,5.5272,1.709681358,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.007,0.007,1.6121,0.477537677,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,
723,0,0.017,0.017,3.9151,1.364840872,,0.013,0.013,2.9939,1.096576885,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.024,0.024,5.5272,1.709681358,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.007,0.007,1.6121,0.477537677,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,
724,0,0.016,0.016,3.6848,1.30421625,,0.013,0.013,2.9939,1.096576885,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.024,0.024,5.5272,1.709681358,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.007,0.007,1.6121,0.477537677,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,
725,0,0.016,0.016,3.6848,1.30421625,,0.013,0.013,2.9939,1.096576885,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.024,0.024,5.5272,1.709681358,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.007,0.007,1.6121,0.477537677,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,
726,0,0.016,0.016,3.6848,1.30421625,,0.013,0.013,2.9939,1.096576885,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.024,0.024,5.5272,1.709681358,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.007,0.007,1.6121,0.477537677,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,
727,0,0.016,0.016,3.6848,1.30421625,,0.013,0.013,2.9939,1.096576885,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.024,0.024,5.5272,1.709681358,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.007,0.007,1.6121,0.477537677,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,
728,0,0.016,0.016,3.6848,1.30421625,,0.013,0.013,2.9939,1.096576885,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.024,0.024,5.5272,1.709681358,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.007,0.007,1.6121,0.477537677,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,
729,0,0.016,0.016,3.6848,1.30421625,,0.013,0.013,2.9939,1.096576885,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.024,0.024,5.5272,1.709681358,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.007,0.007,1.6121,0.477537677,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,
730,0,0.016,0.016,3.6848,1.30421625,,0.013,0.013,2.9939,1.096576885,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.024,0.024,5.5272,1.709681358,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.007,0.007,1.6121,0.477537677,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,
731,0,0.016,0.016,3.6848,1.30421625,,0.013,0.013,2.9939,1.096576885,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.024,0.024,5.5272,1.709681358,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.007,0.007,1.6121,0.477537677,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,
732,0,0.016,0.016,3.6848,1.30421625,,0.013,0.013,2.9939,1.096576885,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.024,0.024,5.5272,1.709681358,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.007,0.007,1.6121,0.477537677,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,
733,0,0.016,0.016,3.6848,1.30421625,,0.013,0.013,2.9939,1.096576885,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.024,0.024,5.5272,1.709681358,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.007,0.007,1.6121,0.477537677,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,
734,0,0.016,0.016,3.6848,1.30421625,,0.013,0.013,2.9939,1.096576885,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.024,0.024,5.5272,1.709681358,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.007,0.007,1.6121,0.477537677,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,
735,0,0.016,0.016,3.6848,1.30421625,,0.013,0.013,2.9939,1.096576885,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.024,0.024,5.5272,1.709681358,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.007,0.007,1.6121,0.477537677,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,
736,0,0.016,0.016,3.6848,1.30421625,,0.012,0.012,2.7636,1.016534178,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.024,0.024,5.5272,1.709681358,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.007,0.007,1.6121,0.477537677,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,
737,0,0.016,0.016,3.6848,1.30421625,,0.012,0.012,2.7636,1.016534178,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.024,0.024,5.5272,1.709681358,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.007,0.007,1.6121,0.477537677,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,
738,0,0.016,0.016,3.6848,1.30421625,,0.012,0.012,2.7636,1.016534178,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.024,0.024,5.5272,1.709681358,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.007,0.007,1.6121,0.477537677,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,
739,0,0.016,0.016,3.6848,1.30421625,,0.012,0.012,2.7636,1.016534178,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.024,0.024,5.5272,1.709681358,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.007,0.007,1.6121,0.477537677,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,
740,0,0.016,0.016,3.6848,1.30421625,,0.012,0.012,2.7636,1.016534178,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.024,0.024,5.5272,1.709681358,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.007,0.007,1.6121,0.477537677,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,
741,0,0.015,0.015,3.4545,1.239677729,,0.012,0.012,2.7636,1.016534178,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.024,0.024,5.5272,1.709681358,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.007,0.007,1.6121,0.477537677,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,
742,0,0.016,0.016,3.6848,1.30421625,,0.012,0.012,2.7636,1.016534178,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.024,0.024,5.5272,1.709681358,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.007,0.007,1.6121,0.477537677,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,
743,0,0.016,0.016,3.6848,1.30421625,,0.012,0.012,2.7636,1.016534178,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.024,0.024,5.5272,1.709681358,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.007,0.007,1.6121,0.477537677,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,
744,0,0.015,0.015,3.4545,1.239677729,,0.012,0.012,2.7636,1.016534178,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.024,0.024,5.5272,1.709681358,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.007,0.007,1.6121,0.477537677,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,
745,0,0.015,0.015,3.4545,1.239677729,,0.012,0.012,2.7636,1.016534178,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.024,0.024,5.5272,1.709681358,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.007,0.007,1.6121,0.477537677,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,
746,0,0.015,0.015,3.4545,1.239677729,,0.012,0.012,2.7636,1.016534178,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.024,0.024,5.5272,1.709681358,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.007,0.007,1.6121,0.477537677,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,
747,0,0.015,0.015,3.4545,1.239677729,,0.012,0.012,2.7636,1.016534178,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.024,0.024,5.5272,1.709681358,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.007,0.007,1.6121,0.477537677,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,
748,0,0.015,0.015,3.4545,1.239677729,,0.012,0.012,2.7636,1.016534178,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.023,0.023,5.2969,1.667121744,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.007,0.007,1.6121,0.477537677,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,
749,0,0.015,0.015,3.4545,1.239677729,,0.012,0.012,2.7636,1.016534178,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.023,0.023,5.2969,1.667121744,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,
750,0,0.015,0.015,3.4545,1.239677729,,0.012,0.012,2.7636,1.016534178,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.023,0.023,5.2969,1.667121744,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.007,0.007,1.6121,0.477537677,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,
751,0,0.015,0.015,3.4545,1.239677729,,0.012,0.012,2.7636,1.016534178,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.023,0.023,5.2969,1.667121744,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.007,0.007,1.6121,0.477537677,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,
752,0,0.015,0.015,3.4545,1.239677729,,0.012,0.012,2.7636,1.016534178,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.023,0.023,5.2969,1.667121744,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.007,0.007,1.6121,0.477537677,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,
753,0,0.015,0.015,3.4545,1.239677729,,0.012,0.012,2.7636,1.016534178,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.023,0.023,5.2969,1.667121744,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,
754,0,0.015,0.015,3.4545,1.239677729,,0.012,0.012,2.7636,1.016534178,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.023,0.023,5.2969,1.667121744,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,
755,0,0.015,0.015,3.4545,1.239677729,,0.012,0.012,2.7636,1.016534178,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.023,0.023,5.2969,1.667121744,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,
756,0,0.015,0.015,3.4545,1.239677729,,0.012,0.012,2.7636,1.016534178,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.023,0.023,5.2969,1.667121744,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,
757,0,0.015,0.015,3.4545,1.239677729,,0.012,0.012,2.7636,1.016534178,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.023,0.023,5.2969,1.667121744,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,
758,0,0.015,0.015,3.4545,1.239677729,,0.012,0.012,2.7636,1.016534178,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.023,0.023,5.2969,1.667121744,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,
759,0,0.015,0.015,3.4545,1.239677729,,0.012,0.012,2.7636,1.016534178,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.023,0.023,5.2969,1.667121744,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.007,0.007,1.6121,0.477537677,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,
760,0.001,0.016,0.015,3.4545,1.239677729,,0.013,0.012,2.7636,1.016534178,,0.003,0.002,0.4606,-0.775225292,,0.002,0.001,0.2303,-1.468372472,,0.024,0.023,5.2969,1.667121744,,0.007,0.006,1.3818,0.323386997,,0.005,0.004,0.9212,-0.082078111,,0.003,0.002,0.4606,-0.775225292,,0.007,0.006,1.3818,0.323386997,,0.002,0.001,0.2303,-1.468372472,,0.002,0.001,0.2303,-1.468372472,
761,0,0.015,0.015,3.4545,1.239677729,,0.012,0.012,2.7636,1.016534178,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.023,0.023,5.2969,1.667121744,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.007,0.007,1.6121,0.477537677,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,
762,0,0.015,0.015,3.4545,1.239677729,,0.012,0.012,2.7636,1.016534178,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.023,0.023,5.2969,1.667121744,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,
763,0,0.015,0.015,3.4545,1.239677729,,0.012,0.012,2.7636,1.016534178,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.023,0.023,5.2969,1.667121744,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,
764,0,0.015,0.015,3.4545,1.239677729,,0.012,0.012,2.7636,1.016534178,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.023,0.023,5.2969,1.667121744,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,
765,0,0.015,0.015,3.4545,1.239677729,,0.012,0.012,2.7636,1.016534178,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.023,0.023,5.2969,1.667121744,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,
766,0,0.015,0.015,3.4545,1.239677729,,0.012,0.012,2.7636,1.016534178,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.023,0.023,5.2969,1.667121744,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,
767,0,0.015,0.015,3.4545,1.239677729,,0.012,0.012,2.7636,1.016534178,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.023,0.023,5.2969,1.667121744,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0,0,0,#NUM!,,0.001,0.001,0.2303,-1.468372472,
768,0,0.015,0.015,3.4545,1.239677729,,0.012,0.012,2.7636,1.016534178,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.023,0.023,5.2969,1.667121744,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0,0,0,#NUM!,,0.001,0.001,0.2303,-1.468372472,
769,0,0.015,0.015,3.4545,1.239677729,,0.012,0.012,2.7636,1.016534178,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.023,0.023,5.2969,1.667121744,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0,0,0,#NUM!,,0.001,0.001,0.2303,-1.468372472,
770,0,0.015,0.015,3.4545,1.239677729,,0.012,0.012,2.7636,1.016534178,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.023,0.023,5.2969,1.667121744,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0,0,0,#NUM!,,0.001,0.001,0.2303,-1.468372472,
771,0,0.015,0.015,3.4545,1.239677729,,0.012,0.012,2.7636,1.016534178,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.023,0.023,5.2969,1.667121744,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0,0,0,#NUM!,,0.001,0.001,0.2303,-1.468372472,
772,0,0.015,0.015,3.4545,1.239677729,,0.012,0.012,2.7636,1.016534178,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.023,0.023,5.2969,1.667121744,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,
773,0,0.015,0.015,3.4545,1.239677729,,0.012,0.012,2.7636,1.016534178,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.023,0.023,5.2969,1.667121744,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,
774,0,0.015,0.015,3.4545,1.239677729,,0.012,0.012,2.7636,1.016534178,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.023,0.023,5.2969,1.667121744,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,
775,0,0.015,0.015,3.4545,1.239677729,,0.012,0.012,2.7636,1.016534178,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.023,0.023,5.2969,1.667121744,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,
