,MilliQ,F22Aug19_20_R1,A(CDOM),a(CDOM),ln(a),Sr,F22Aug19_200_R2,A(CDOM),a(CDOM),ln(a),Sr,F22Aug19_30_R1,A(CDOM),a(CDOM),ln(a),Sr,F22Aug19_45_R1,A(CDOM),a(CDOM),ln(a),Sr,F22Aug19_100_R1,A(CDOM),a(CDOM),ln(a),Sr,F22Aug19_5m_R2,A(CDOM),a(CDOM),ln(a),Sr,F27May19_9m_R1,A(CDOM),a(CDOM),ln(a),Sr,F6Jun19_Surf_R1,A(CDOM),a(CDOM),ln(a),Sr
428,-0.001,0.023,0.024,5.5272,1.709681358,,0.028,0.029,6.6787,1.898923358,,0.018,0.019,4.3757,1.476066507,,0.019,0.02,4.606,1.527359801,,0.012,0.013,2.9939,1.096576885,,0.058,0.059,13.5877,2.609164972,,0.011,0.012,2.7636,1.016534178,,0.006,0.007,1.6121,0.477537677,
429,-0.001,0.022,0.023,5.2969,1.667121744,,0.027,0.028,6.4484,1.863832038,,0.018,0.019,4.3757,1.476066507,,0.019,0.02,4.606,1.527359801,,0.012,0.013,2.9939,1.096576885,,0.058,0.059,13.5877,2.609164972,,0.011,0.012,2.7636,1.016534178,,0.006,0.007,1.6121,0.477537677,
430,-0.001,0.022,0.023,5.2969,1.667121744,,0.027,0.028,6.4484,1.863832038,,0.018,0.019,4.3757,1.476066507,,0.018,0.019,4.3757,1.476066507,,0.012,0.013,2.9939,1.096576885,,0.058,0.059,13.5877,2.609164972,,0.011,0.012,2.7636,1.016534178,,0.006,0.007,1.6121,0.477537677,
431,-0.001,0.022,0.023,5.2969,1.667121744,,0.027,0.028,6.4484,1.863832038,,0.017,0.018,4.1454,1.421999286,,0.018,0.019,4.3757,1.476066507,,0.012,0.013,2.9939,1.096576885,,0.058,0.059,13.5877,2.609164972,,0.011,0.012,2.7636,1.016534178,,0.006,0.007,1.6121,0.477537677,
432,-0.001,0.022,0.023,5.2969,1.667121744,,0.027,0.028,6.4484,1.863832038,,0.017,0.018,4.1454,1.421999286,,0.018,0.019,4.3757,1.476066507,,0.012,0.013,2.9939,1.096576885,,0.057,0.058,13.3574,2.592070538,,0.01,0.011,2.5333,0.929522801,,0.006,0.007,1.6121,0.477537677,
433,0,0.022,0.022,5.0666,1.622669981,,0.026,0.026,5.9878,1.789724066,,0.017,0.017,3.9151,1.364840872,,0.018,0.018,4.1454,1.421999286,,0.012,0.012,2.7636,1.016534178,,0.057,0.057,13.1271,2.574678796,,0.01,0.01,2.303,0.834212621,,0.006,0.006,1.3818,0.323386997,
434,0,0.022,0.022,5.0666,1.622669981,,0.026,0.026,5.9878,1.789724066,,0.017,0.017,3.9151,1.364840872,,0.018,0.018,4.1454,1.421999286,,0.012,0.012,2.7636,1.016534178,,0.057,0.057,13.1271,2.574678796,,0.01,0.01,2.303,0.834212621,,0.006,0.006,1.3818,0.323386997,
435,0,0.021,0.021,4.8363,1.576149966,,0.026,0.026,5.9878,1.789724066,,0.017,0.017,3.9151,1.364840872,,0.017,0.017,3.9151,1.364840872,,0.012,0.012,2.7636,1.016534178,,0.057,0.057,13.1271,2.574678796,,0.01,0.01,2.303,0.834212621,,0.006,0.006,1.3818,0.323386997,
436,0,0.021,0.021,4.8363,1.576149966,,0.026,0.026,5.9878,1.789724066,,0.017,0.017,3.9151,1.364840872,,0.017,0.017,3.9151,1.364840872,,0.012,0.012,2.7636,1.016534178,,0.057,0.057,13.1271,2.574678796,,0.01,0.01,2.303,0.834212621,,0.006,0.006,1.3818,0.323386997,
437,0,0.021,0.021,4.8363,1.576149966,,0.026,0.026,5.9878,1.789724066,,0.017,0.017,3.9151,1.364840872,,0.017,0.017,3.9151,1.364840872,,0.012,0.012,2.7636,1.016534178,,0.056,0.056,12.8968,2.556979219,,0.01,0.01,2.303,0.834212621,,0.006,0.006,1.3818,0.323386997,
438,-0.001,0.021,0.022,5.0666,1.622669981,,0.026,0.027,6.2181,1.827464394,,0.016,0.017,3.9151,1.364840872,,0.017,0.018,4.1454,1.421999286,,0.012,0.013,2.9939,1.096576885,,0.056,0.057,13.1271,2.574678796,,0.01,0.011,2.5333,0.929522801,,0.006,0.007,1.6121,0.477537677,
439,0,0.02,0.02,4.606,1.527359801,,0.025,0.025,5.7575,1.750503353,,0.016,0.016,3.6848,1.30421625,,0.017,0.017,3.9151,1.364840872,,0.012,0.012,2.7636,1.016534178,,0.056,0.056,12.8968,2.556979219,,0.01,0.01,2.303,0.834212621,,0.006,0.006,1.3818,0.323386997,
440,-0.001,0.02,0.021,4.8363,1.576149966,,0.025,0.026,5.9878,1.789724066,,0.016,0.017,3.9151,1.364840872,,0.017,0.018,4.1454,1.421999286,,0.012,0.013,2.9939,1.096576885,,0.056,0.057,13.1271,2.574678796,,0.01,0.011,2.5333,0.929522801,,0.006,0.007,1.6121,0.477537677,
441,-0.001,0.02,0.021,4.8363,1.576149966,,0.025,0.026,5.9878,1.789724066,,0.016,0.017,3.9151,1.364840872,,0.016,0.017,3.9151,1.364840872,,0.011,0.012,2.7636,1.016534178,,0.055,0.056,12.8968,2.556979219,,0.01,0.011,2.5333,0.929522801,,0.006,0.007,1.6121,0.477537677,
442,-0.001,0.02,0.021,4.8363,1.576149966,,0.025,0.026,5.9878,1.789724066,,0.016,0.017,3.9151,1.364840872,,0.016,0.017,3.9151,1.364840872,,0.011,0.012,2.7636,1.016534178,,0.055,0.056,12.8968,2.556979219,,0.01,0.011,2.5333,0.929522801,,0.005,0.006,1.3818,0.323386997,
443,0,0.02,0.02,4.606,1.527359801,,0.025,0.025,5.7575,1.750503353,,0.016,0.016,3.6848,1.30421625,,0.016,0.016,3.6848,1.30421625,,0.011,0.011,2.5333,0.929522801,,0.055,0.055,12.6665,2.538960713,,0.01,0.01,2.303,0.834212621,,0.005,0.005,1.1515,0.14106544,
444,0,0.019,0.019,4.3757,1.476066507,,0.024,0.024,5.5272,1.709681358,,0.016,0.016,3.6848,1.30421625,,0.016,0.016,3.6848,1.30421625,,0.011,0.011,2.5333,0.929522801,,0.055,0.055,12.6665,2.538960713,,0.01,0.01,2.303,0.834212621,,0.005,0.005,1.1515,0.14106544,
445,-0.001,0.019,0.02,4.606,1.527359801,,0.024,0.025,5.7575,1.750503353,,0.015,0.016,3.6848,1.30421625,,0.016,0.017,3.9151,1.364840872,,0.011,0.012,2.7636,1.016534178,,0.055,0.056,12.8968,2.556979219,,0.01,0.011,2.5333,0.929522801,,0.005,0.006,1.3818,0.323386997,
446,-0.001,0.019,0.02,4.606,1.527359801,,0.024,0.025,5.7575,1.750503353,,0.015,0.016,3.6848,1.30421625,,0.016,0.017,3.9151,1.364840872,,0.011,0.012,2.7636,1.016534178,,0.054,0.055,12.6665,2.538960713,,0.01,0.011,2.5333,0.929522801,,0.005,0.006,1.3818,0.323386997,
447,-0.001,0.019,0.02,4.606,1.527359801,,0.024,0.025,5.7575,1.750503353,,0.015,0.016,3.6848,1.30421625,,0.016,0.017,3.9151,1.364840872,,0.011,0.012,2.7636,1.016534178,,0.054,0.055,12.6665,2.538960713,,0.01,0.011,2.5333,0.929522801,,0.005,0.006,1.3818,0.323386997,
448,-0.001,0.019,0.02,4.606,1.527359801,,0.024,0.025,5.7575,1.750503353,,0.015,0.016,3.6848,1.30421625,,0.015,0.016,3.6848,1.30421625,,0.011,0.012,2.7636,1.016534178,,0.054,0.055,12.6665,2.538960713,,0.01,0.011,2.5333,0.929522801,,0.005,0.006,1.3818,0.323386997,
449,0,0.019,0.019,4.3757,1.476066507,,0.024,0.024,5.5272,1.709681358,,0.015,0.015,3.4545,1.239677729,,0.015,0.015,3.4545,1.239677729,,0.011,0.011,2.5333,0.929522801,,0.054,0.054,12.4362,2.520611574,,0.01,0.01,2.303,0.834212621,,0.005,0.005,1.1515,0.14106544,
450,0,0.019,0.019,4.3757,1.476066507,,0.024,0.024,5.5272,1.709681358,,0.015,0.015,3.4545,1.239677729,,0.015,0.015,3.4545,1.239677729,,0.011,0.011,2.5333,0.929522801,,0.054,0.054,12.4362,2.520611574,,0.01,0.01,2.303,0.834212621,,0.005,0.005,1.1515,0.14106544,
451,-0.001,0.018,0.019,4.3757,1.476066507,,0.023,0.024,5.5272,1.709681358,,0.015,0.016,3.6848,1.30421625,,0.015,0.016,3.6848,1.30421625,,0.011,0.012,2.7636,1.016534178,,0.054,0.055,12.6665,2.538960713,,0.01,0.011,2.5333,0.929522801,,0.005,0.006,1.3818,0.323386997,
452,-0.001,0.018,0.019,4.3757,1.476066507,,0.023,0.024,5.5272,1.709681358,,0.015,0.016,3.6848,1.30421625,,0.015,0.016,3.6848,1.30421625,,0.011,0.012,2.7636,1.016534178,,0.053,0.054,12.4362,2.520611574,,0.01,0.011,2.5333,0.929522801,,0.005,0.006,1.3818,0.323386997,
453,-0.001,0.018,0.019,4.3757,1.476066507,,0.023,0.024,5.5272,1.709681358,,0.015,0.016,3.6848,1.30421625,,0.015,0.016,3.6848,1.30421625,,0.011,0.012,2.7636,1.016534178,,0.053,0.054,12.4362,2.520611574,,0.009,0.01,2.303,0.834212621,,0.005,0.006,1.3818,0.323386997,
454,-0.001,0.018,0.019,4.3757,1.476066507,,0.023,0.024,5.5272,1.709681358,,0.014,0.015,3.4545,1.239677729,,0.015,0.016,3.6848,1.30421625,,0.011,0.012,2.7636,1.016534178,,0.053,0.054,12.4362,2.520611574,,0.009,0.01,2.303,0.834212621,,0.005,0.006,1.3818,0.323386997,
455,0,0.018,0.018,4.1454,1.421999286,,0.023,0.023,5.2969,1.667121744,,0.014,0.014,3.2242,1.170684857,,0.015,0.015,3.4545,1.239677729,,0.011,0.011,2.5333,0.929522801,,0.053,0.053,12.2059,2.501919441,,0.009,0.009,2.0727,0.728852105,,0.005,0.005,1.1515,0.14106544,
456,0,0.018,0.018,4.1454,1.421999286,,0.023,0.023,5.2969,1.667121744,,0.014,0.014,3.2242,1.170684857,,0.015,0.015,3.4545,1.239677729,,0.011,0.011,2.5333,0.929522801,,0.053,0.053,12.2059,2.501919441,,0.009,0.009,2.0727,0.728852105,,0.005,0.005,1.1515,0.14106544,
457,-0.001,0.018,0.019,4.3757,1.476066507,,0.023,0.024,5.5272,1.709681358,,0.014,0.015,3.4545,1.239677729,,0.014,0.015,3.4545,1.239677729,,0.011,0.012,2.7636,1.016534178,,0.053,0.054,12.4362,2.520611574,,0.009,0.01,2.303,0.834212621,,0.005,0.006,1.3818,0.323386997,
458,0,0.018,0.018,4.1454,1.421999286,,0.023,0.023,5.2969,1.667121744,,0.014,0.014,3.2242,1.170684857,,0.014,0.014,3.2242,1.170684857,,0.011,0.011,2.5333,0.929522801,,0.052,0.052,11.9756,2.482871246,,0.009,0.009,2.0727,0.728852105,,0.005,0.005,1.1515,0.14106544,
459,0,0.018,0.018,4.1454,1.421999286,,0.022,0.022,5.0666,1.622669981,,0.014,0.014,3.2242,1.170684857,,0.014,0.014,3.2242,1.170684857,,0.011,0.011,2.5333,0.929522801,,0.052,0.052,11.9756,2.482871246,,0.009,0.009,2.0727,0.728852105,,0.005,0.005,1.1515,0.14106544,
460,-0.001,0.018,0.019,4.3757,1.476066507,,0.022,0.023,5.2969,1.667121744,,0.014,0.015,3.4545,1.239677729,,0.014,0.015,3.4545,1.239677729,,0.011,0.012,2.7636,1.016534178,,0.052,0.053,12.2059,2.501919441,,0.009,0.01,2.303,0.834212621,,0.005,0.006,1.3818,0.323386997,
461,0,0.018,0.018,4.1454,1.421999286,,0.022,0.022,5.0666,1.622669981,,0.014,0.014,3.2242,1.170684857,,0.014,0.014,3.2242,1.170684857,,0.011,0.011,2.5333,0.929522801,,0.052,0.052,11.9756,2.482871246,,0.009,0.009,2.0727,0.728852105,,0.005,0.005,1.1515,0.14106544,
462,0,0.017,0.017,3.9151,1.364840872,,0.022,0.022,5.0666,1.622669981,,0.014,0.014,3.2242,1.170684857,,0.014,0.014,3.2242,1.170684857,,0.011,0.011,2.5333,0.929522801,,0.052,0.052,11.9756,2.482871246,,0.009,0.009,2.0727,0.728852105,,0.005,0.005,1.1515,0.14106544,
463,0,0.017,0.017,3.9151,1.364840872,,0.022,0.022,5.0666,1.622669981,,0.014,0.014,3.2242,1.170684857,,0.014,0.014,3.2242,1.170684857,,0.01,0.01,2.303,0.834212621,,0.052,0.052,11.9756,2.482871246,,0.009,0.009,2.0727,0.728852105,,0.005,0.005,1.1515,0.14106544,
464,0,0.017,0.017,3.9151,1.364840872,,0.022,0.022,5.0666,1.622669981,,0.014,0.014,3.2242,1.170684857,,0.014,0.014,3.2242,1.170684857,,0.01,0.01,2.303,0.834212621,,0.052,0.052,11.9756,2.482871246,,0.009,0.009,2.0727,0.728852105,,0.005,0.005,1.1515,0.14106544,
465,0,0.017,0.017,3.9151,1.364840872,,0.022,0.022,5.0666,1.622669981,,0.014,0.014,3.2242,1.170684857,,0.014,0.014,3.2242,1.170684857,,0.01,0.01,2.303,0.834212621,,0.052,0.052,11.9756,2.482871246,,0.009,0.009,2.0727,0.728852105,,0.005,0.005,1.1515,0.14106544,
466,-0.001,0.017,0.018,4.1454,1.421999286,,0.022,0.023,5.2969,1.667121744,,0.013,0.014,3.2242,1.170684857,,0.014,0.015,3.4545,1.239677729,,0.01,0.011,2.5333,0.929522801,,0.051,0.052,11.9756,2.482871246,,0.009,0.01,2.303,0.834212621,,0.005,0.006,1.3818,0.323386997,
467,-0.001,0.017,0.018,4.1454,1.421999286,,0.022,0.023,5.2969,1.667121744,,0.013,0.014,3.2242,1.170684857,,0.014,0.015,3.4545,1.239677729,,0.01,0.011,2.5333,0.929522801,,0.051,0.052,11.9756,2.482871246,,0.009,0.01,2.303,0.834212621,,0.005,0.006,1.3818,0.323386997,
468,0,0.017,0.017,3.9151,1.364840872,,0.022,0.022,5.0666,1.622669981,,0.013,0.013,2.9939,1.096576885,,0.014,0.014,3.2242,1.170684857,,0.01,0.01,2.303,0.834212621,,0.051,0.051,11.7453,2.463453161,,0.009,0.009,2.0727,0.728852105,,0.005,0.005,1.1515,0.14106544,
469,0,0.017,0.017,3.9151,1.364840872,,0.021,0.021,4.8363,1.576149966,,0.013,0.013,2.9939,1.096576885,,0.013,0.013,2.9939,1.096576885,,0.01,0.01,2.303,0.834212621,,0.051,0.051,11.7453,2.463453161,,0.009,0.009,2.0727,0.728852105,,0.005,0.005,1.1515,0.14106544,
470,0,0.017,0.017,3.9151,1.364840872,,0.021,0.021,4.8363,1.576149966,,0.013,0.013,2.9939,1.096576885,,0.013,0.013,2.9939,1.096576885,,0.01,0.01,2.303,0.834212621,,0.051,0.051,11.7453,2.463453161,,0.009,0.009,2.0727,0.728852105,,0.005,0.005,1.1515,0.14106544,
471,0,0.017,0.017,3.9151,1.364840872,,0.021,0.021,4.8363,1.576149966,,0.013,0.013,2.9939,1.096576885,,0.013,0.013,2.9939,1.096576885,,0.01,0.01,2.303,0.834212621,,0.051,0.051,11.7453,2.463453161,,0.009,0.009,2.0727,0.728852105,,0.005,0.005,1.1515,0.14106544,
472,0,0.017,0.017,3.9151,1.364840872,,0.021,0.021,4.8363,1.576149966,,0.013,0.013,2.9939,1.096576885,,0.013,0.013,2.9939,1.096576885,,0.01,0.01,2.303,0.834212621,,0.05,0.05,11.515,2.443650533,,0.009,0.009,2.0727,0.728852105,,0.005,0.005,1.1515,0.14106544,
473,0,0.017,0.017,3.9151,1.364840872,,0.021,0.021,4.8363,1.576149966,,0.013,0.013,2.9939,1.096576885,,0.013,0.013,2.9939,1.096576885,,0.01,0.01,2.303,0.834212621,,0.05,0.05,11.515,2.443650533,,0.009,0.009,2.0727,0.728852105,,0.005,0.005,1.1515,0.14106544,
474,0,0.016,0.016,3.6848,1.30421625,,0.021,0.021,4.8363,1.576149966,,0.013,0.013,2.9939,1.096576885,,0.013,0.013,2.9939,1.096576885,,0.01,0.01,2.303,0.834212621,,0.05,0.05,11.515,2.443650533,,0.009,0.009,2.0727,0.728852105,,0.005,0.005,1.1515,0.14106544,
475,0,0.016,0.016,3.6848,1.30421625,,0.021,0.021,4.8363,1.576149966,,0.013,0.013,2.9939,1.096576885,,0.013,0.013,2.9939,1.096576885,,0.01,0.01,2.303,0.834212621,,0.05,0.05,11.515,2.443650533,,0.009,0.009,2.0727,0.728852105,,0.004,0.004,0.9212,-0.082078111,
476,-0.001,0.016,0.017,3.9151,1.364840872,,0.021,0.022,5.0666,1.622669981,,0.013,0.014,3.2242,1.170684857,,0.013,0.014,3.2242,1.170684857,,0.01,0.011,2.5333,0.929522801,,0.05,0.051,11.7453,2.463453161,,0.009,0.01,2.303,0.834212621,,0.004,0.005,1.1515,0.14106544,
477,-0.001,0.016,0.017,3.9151,1.364840872,,0.021,0.022,5.0666,1.622669981,,0.013,0.014,3.2242,1.170684857,,0.013,0.014,3.2242,1.170684857,,0.01,0.011,2.5333,0.929522801,,0.05,0.051,11.7453,2.463453161,,0.009,0.01,2.303,0.834212621,,0.004,0.005,1.1515,0.14106544,
478,-0.001,0.016,0.017,3.9151,1.364840872,,0.021,0.022,5.0666,1.622669981,,0.013,0.014,3.2242,1.170684857,,0.013,0.014,3.2242,1.170684857,,0.01,0.011,2.5333,0.929522801,,0.05,0.051,11.7453,2.463453161,,0.008,0.009,2.0727,0.728852105,,0.004,0.005,1.1515,0.14106544,
479,-0.001,0.016,0.017,3.9151,1.364840872,,0.021,0.022,5.0666,1.622669981,,0.012,0.013,2.9939,1.096576885,,0.012,0.013,2.9939,1.096576885,,0.01,0.011,2.5333,0.929522801,,0.049,0.05,11.515,2.443650533,,0.008,0.009,2.0727,0.728852105,,0.004,0.005,1.1515,0.14106544,
480,0,0.016,0.016,3.6848,1.30421625,,0.021,0.021,4.8363,1.576149966,,0.012,0.012,2.7636,1.016534178,,0.012,0.012,2.7636,1.016534178,,0.01,0.01,2.303,0.834212621,,0.049,0.049,11.2847,2.423447826,,0.009,0.009,2.0727,0.728852105,,0.004,0.004,0.9212,-0.082078111,
481,0,0.016,0.016,3.6848,1.30421625,,0.021,0.021,4.8363,1.576149966,,0.012,0.012,2.7636,1.016534178,,0.012,0.012,2.7636,1.016534178,,0.01,0.01,2.303,0.834212621,,0.049,0.049,11.2847,2.423447826,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,0.9212,-0.082078111,
482,0,0.016,0.016,3.6848,1.30421625,,0.02,0.02,4.606,1.527359801,,0.012,0.012,2.7636,1.016534178,,0.012,0.012,2.7636,1.016534178,,0.01,0.01,2.303,0.834212621,,0.049,0.049,11.2847,2.423447826,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,0.9212,-0.082078111,
483,-0.001,0.016,0.017,3.9151,1.364840872,,0.02,0.021,4.8363,1.576149966,,0.012,0.013,2.9939,1.096576885,,0.012,0.013,2.9939,1.096576885,,0.01,0.011,2.5333,0.929522801,,0.049,0.05,11.515,2.443650533,,0.008,0.009,2.0727,0.728852105,,0.004,0.005,1.1515,0.14106544,
484,0,0.016,0.016,3.6848,1.30421625,,0.02,0.02,4.606,1.527359801,,0.012,0.012,2.7636,1.016534178,,0.012,0.012,2.7636,1.016534178,,0.01,0.01,2.303,0.834212621,,0.049,0.049,11.2847,2.423447826,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,0.9212,-0.082078111,
485,0,0.016,0.016,3.6848,1.30421625,,0.02,0.02,4.606,1.527359801,,0.012,0.012,2.7636,1.016534178,,0.012,0.012,2.7636,1.016534178,,0.01,0.01,2.303,0.834212621,,0.049,0.049,11.2847,2.423447826,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,0.9212,-0.082078111,
486,0,0.015,0.015,3.4545,1.239677729,,0.02,0.02,4.606,1.527359801,,0.012,0.012,2.7636,1.016534178,,0.012,0.012,2.7636,1.016534178,,0.01,0.01,2.303,0.834212621,,0.049,0.049,11.2847,2.423447826,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,0.9212,-0.082078111,
487,0,0.015,0.015,3.4545,1.239677729,,0.02,0.02,4.606,1.527359801,,0.012,0.012,2.7636,1.016534178,,0.012,0.012,2.7636,1.016534178,,0.01,0.01,2.303,0.834212621,,0.049,0.049,11.2847,2.423447826,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,0.9212,-0.082078111,
488,0,0.015,0.015,3.4545,1.239677729,,0.02,0.02,4.606,1.527359801,,0.012,0.012,2.7636,1.016534178,,0.012,0.012,2.7636,1.016534178,,0.01,0.01,2.303,0.834212621,,0.048,0.048,11.0544,2.402828539,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,0.9212,-0.082078111,
489,-0.001,0.015,0.016,3.6848,1.30421625,,0.02,0.021,4.8363,1.576149966,,0.012,0.013,2.9939,1.096576885,,0.012,0.013,2.9939,1.096576885,,0.01,0.011,2.5333,0.929522801,,0.048,0.049,11.2847,2.423447826,,0.008,0.009,2.0727,0.728852105,,0.004,0.005,1.1515,0.14106544,
490,-0.001,0.015,0.016,3.6848,1.30421625,,0.02,0.021,4.8363,1.576149966,,0.012,0.013,2.9939,1.096576885,,0.012,0.013,2.9939,1.096576885,,0.01,0.011,2.5333,0.929522801,,0.048,0.049,11.2847,2.423447826,,0.008,0.009,2.0727,0.728852105,,0.004,0.005,1.1515,0.14106544,
491,-0.001,0.015,0.016,3.6848,1.30421625,,0.02,0.021,4.8363,1.576149966,,0.012,0.013,2.9939,1.096576885,,0.012,0.013,2.9939,1.096576885,,0.01,0.011,2.5333,0.929522801,,0.048,0.049,11.2847,2.423447826,,0.008,0.009,2.0727,0.728852105,,0.004,0.005,1.1515,0.14106544,
492,0,0.015,0.015,3.4545,1.239677729,,0.02,0.02,4.606,1.527359801,,0.012,0.012,2.7636,1.016534178,,0.012,0.012,2.7636,1.016534178,,0.01,0.01,2.303,0.834212621,,0.048,0.048,11.0544,2.402828539,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,0.9212,-0.082078111,
493,0,0.015,0.015,3.4545,1.239677729,,0.019,0.019,4.3757,1.476066507,,0.011,0.011,2.5333,0.929522801,,0.012,0.012,2.7636,1.016534178,,0.01,0.01,2.303,0.834212621,,0.048,0.048,11.0544,2.402828539,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,0.9212,-0.082078111,
494,-0.001,0.015,0.016,3.6848,1.30421625,,0.019,0.02,4.606,1.527359801,,0.012,0.013,2.9939,1.096576885,,0.012,0.013,2.9939,1.096576885,,0.01,0.011,2.5333,0.929522801,,0.048,0.049,11.2847,2.423447826,,0.008,0.009,2.0727,0.728852105,,0.004,0.005,1.1515,0.14106544,
495,0,0.015,0.015,3.4545,1.239677729,,0.019,0.019,4.3757,1.476066507,,0.012,0.012,2.7636,1.016534178,,0.012,0.012,2.7636,1.016534178,,0.01,0.01,2.303,0.834212621,,0.048,0.048,11.0544,2.402828539,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,0.9212,-0.082078111,
496,-0.001,0.015,0.016,3.6848,1.30421625,,0.019,0.02,4.606,1.527359801,,0.011,0.012,2.7636,1.016534178,,0.011,0.012,2.7636,1.016534178,,0.01,0.011,2.5333,0.929522801,,0.047,0.048,11.0544,2.402828539,,0.008,0.009,2.0727,0.728852105,,0.004,0.005,1.1515,0.14106544,
497,-0.001,0.015,0.016,3.6848,1.30421625,,0.019,0.02,4.606,1.527359801,,0.011,0.012,2.7636,1.016534178,,0.011,0.012,2.7636,1.016534178,,0.01,0.011,2.5333,0.929522801,,0.047,0.048,11.0544,2.402828539,,0.008,0.009,2.0727,0.728852105,,0.004,0.005,1.1515,0.14106544,
498,0,0.015,0.015,3.4545,1.239677729,,0.019,0.019,4.3757,1.476066507,,0.011,0.011,2.5333,0.929522801,,0.011,0.011,2.5333,0.929522801,,0.01,0.01,2.303,0.834212621,,0.047,0.047,10.8241,2.38177513,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,0.9212,-0.082078111,
499,0,0.015,0.015,3.4545,1.239677729,,0.019,0.019,4.3757,1.476066507,,0.011,0.011,2.5333,0.929522801,,0.011,0.011,2.5333,0.929522801,,0.01,0.01,2.303,0.834212621,,0.047,0.047,10.8241,2.38177513,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,0.9212,-0.082078111,
500,-0.001,0.015,0.016,3.6848,1.30421625,,0.019,0.02,4.606,1.527359801,,0.011,0.012,2.7636,1.016534178,,0.011,0.012,2.7636,1.016534178,,0.01,0.011,2.5333,0.929522801,,0.047,0.048,11.0544,2.402828539,,0.008,0.009,2.0727,0.728852105,,0.004,0.005,1.1515,0.14106544,
501,-0.001,0.014,0.015,3.4545,1.239677729,,0.019,0.02,4.606,1.527359801,,0.011,0.012,2.7636,1.016534178,,0.011,0.012,2.7636,1.016534178,,0.01,0.011,2.5333,0.929522801,,0.047,0.048,11.0544,2.402828539,,0.008,0.009,2.0727,0.728852105,,0.004,0.005,1.1515,0.14106544,
502,0,0.014,0.014,3.2242,1.170684857,,0.019,0.019,4.3757,1.476066507,,0.011,0.011,2.5333,0.929522801,,0.011,0.011,2.5333,0.929522801,,0.01,0.01,2.303,0.834212621,,0.047,0.047,10.8241,2.38177513,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,0.9212,-0.082078111,
503,0,0.014,0.014,3.2242,1.170684857,,0.019,0.019,4.3757,1.476066507,,0.011,0.011,2.5333,0.929522801,,0.011,0.011,2.5333,0.929522801,,0.01,0.01,2.303,0.834212621,,0.047,0.047,10.8241,2.38177513,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,0.9212,-0.082078111,
504,0,0.014,0.014,3.2242,1.170684857,,0.019,0.019,4.3757,1.476066507,,0.011,0.011,2.5333,0.929522801,,0.011,0.011,2.5333,0.929522801,,0.01,0.01,2.303,0.834212621,,0.047,0.047,10.8241,2.38177513,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,0.9212,-0.082078111,
505,-0.001,0.014,0.015,3.4545,1.239677729,,0.019,0.02,4.606,1.527359801,,0.011,0.012,2.7636,1.016534178,,0.011,0.012,2.7636,1.016534178,,0.01,0.011,2.5333,0.929522801,,0.046,0.047,10.8241,2.38177513,,0.008,0.009,2.0727,0.728852105,,0.004,0.005,1.1515,0.14106544,
506,0,0.014,0.014,3.2242,1.170684857,,0.019,0.019,4.3757,1.476066507,,0.011,0.011,2.5333,0.929522801,,0.011,0.011,2.5333,0.929522801,,0.01,0.01,2.303,0.834212621,,0.046,0.046,10.5938,2.360268924,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,0.9212,-0.082078111,
507,0,0.014,0.014,3.2242,1.170684857,,0.019,0.019,4.3757,1.476066507,,0.011,0.011,2.5333,0.929522801,,0.011,0.011,2.5333,0.929522801,,0.01,0.01,2.303,0.834212621,,0.046,0.046,10.5938,2.360268924,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,0.9212,-0.082078111,
508,0,0.014,0.014,3.2242,1.170684857,,0.019,0.019,4.3757,1.476066507,,0.011,0.011,2.5333,0.929522801,,0.011,0.011,2.5333,0.929522801,,0.009,0.009,2.0727,0.728852105,,0.046,0.046,10.5938,2.360268924,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,0.9212,-0.082078111,
509,-0.001,0.014,0.015,3.4545,1.239677729,,0.019,0.02,4.606,1.527359801,,0.011,0.012,2.7636,1.016534178,,0.011,0.012,2.7636,1.016534178,,0.009,0.01,2.303,0.834212621,,0.046,0.047,10.8241,2.38177513,,0.008,0.009,2.0727,0.728852105,,0.004,0.005,1.1515,0.14106544,
510,0,0.014,0.014,3.2242,1.170684857,,0.019,0.019,4.3757,1.476066507,,0.01,0.01,2.303,0.834212621,,0.011,0.011,2.5333,0.929522801,,0.009,0.009,2.0727,0.728852105,,0.046,0.046,10.5938,2.360268924,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,0.9212,-0.082078111,
