,Blank,F17Jun19_SurfR1,A(CDOM),a(CDOM),ln(a),Sr,F17Jun19_SurfR1_Dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F24Jun19_SurfR1,A(CDOM),a(CDOM),ln(a),Sr,F24Jun19_SurfR1_Dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F24Jun19_9R2,A(CDOM),a(CDOM),ln(a),Sr,F24Jun19_9R2_dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F17Jun19_5R2,A(CDOM),a(CDOM),ln(a),Sr,F17Jun19_9R2,A(CDOM),a(CDOM),ln(a),Sr,F24Jun19_5R1,A(CDOM),a(CDOM),ln(a),Sr,F24Jun19_5R1_Dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr
686,0,0.003,0.003,0.6909,-0.369760183,,-0.001,-0.001,-0.4606,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.001,-0.001,-0.4606,#NUM!,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
687,0,0.003,0.003,0.6909,-0.369760183,,-0.001,-0.001,-0.4606,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.001,-0.001,-0.4606,#NUM!,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
688,0,0.003,0.003,0.6909,-0.369760183,,-0.001,-0.001,-0.4606,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.001,-0.001,-0.4606,#NUM!,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
689,0,0.003,0.003,0.6909,-0.369760183,,-0.001,-0.001,-0.4606,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.001,-0.001,-0.4606,#NUM!,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
690,0,0.003,0.003,0.6909,-0.369760183,,-0.001,-0.001,-0.4606,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.001,-0.001,-0.4606,#NUM!,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
691,0,0.003,0.003,0.6909,-0.369760183,,-0.001,-0.001,-0.4606,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.001,-0.001,-0.4606,#NUM!,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
692,0,0.003,0.003,0.6909,-0.369760183,,-0.001,-0.001,-0.4606,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.001,-0.001,-0.4606,#NUM!,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
693,0,0.003,0.003,0.6909,-0.369760183,,-0.001,-0.001,-0.4606,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.001,-0.001,-0.4606,#NUM!,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
694,0,0.003,0.003,0.6909,-0.369760183,,-0.001,-0.001,-0.4606,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.001,-0.001,-0.4606,#NUM!,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
695,0,0.003,0.003,0.6909,-0.369760183,,-0.001,-0.001,-0.4606,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.001,-0.001,-0.4606,#NUM!,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
696,0,0.003,0.003,0.6909,-0.369760183,,-0.001,-0.001,-0.4606,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.001,-0.001,-0.4606,#NUM!,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
697,0,0.003,0.003,0.6909,-0.369760183,,-0.001,-0.001,-0.4606,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.001,-0.001,-0.4606,#NUM!,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
698,0,0.003,0.003,0.6909,-0.369760183,,-0.001,-0.001,-0.4606,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.001,-0.001,-0.4606,#NUM!,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
699,0,0.003,0.003,0.6909,-0.369760183,,-0.001,-0.001,-0.4606,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.001,-0.001,-0.4606,#NUM!,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
700,0,0.003,0.003,0.6909,-0.369760183,,-0.001,-0.001,-0.4606,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.001,-0.001,-0.4606,#NUM!,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
701,0,0.003,0.003,0.6909,-0.369760183,,-0.001,-0.001,-0.4606,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.001,-0.001,-0.4606,#NUM!,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
702,0,0.003,0.003,0.6909,-0.369760183,,-0.001,-0.001,-0.4606,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.001,-0.001,-0.4606,#NUM!,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
703,0,0.003,0.003,0.6909,-0.369760183,,-0.001,-0.001,-0.4606,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.001,-0.001,-0.4606,#NUM!,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
704,0,0.003,0.003,0.6909,-0.369760183,,-0.001,-0.001,-0.4606,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.001,-0.001,-0.4606,#NUM!,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
705,0,0.003,0.003,0.6909,-0.369760183,,-0.001,-0.001,-0.4606,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.001,-0.001,-0.4606,#NUM!,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
706,0,0.003,0.003,0.6909,-0.369760183,,-0.001,-0.001,-0.4606,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.001,-0.001,-0.4606,#NUM!,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
707,0,0.003,0.003,0.6909,-0.369760183,,-0.001,-0.001,-0.4606,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.001,-0.001,-0.4606,#NUM!,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
708,0,0.003,0.003,0.6909,-0.369760183,,-0.001,-0.001,-0.4606,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.001,-0.001,-0.4606,#NUM!,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
709,0,0.003,0.003,0.6909,-0.369760183,,-0.001,-0.001,-0.4606,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.001,-0.001,-0.4606,#NUM!,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
710,0,0.003,0.003,0.6909,-0.369760183,,-0.001,-0.001,-0.4606,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.001,-0.001,-0.4606,#NUM!,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
711,0,0.003,0.003,0.6909,-0.369760183,,-0.001,-0.001,-0.4606,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.001,-0.001,-0.4606,#NUM!,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
712,0,0.003,0.003,0.6909,-0.369760183,,-0.001,-0.001,-0.4606,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.001,-0.001,-0.4606,#NUM!,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
713,0,0.003,0.003,0.6909,-0.369760183,,-0.001,-0.001,-0.4606,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.001,-0.001,-0.4606,#NUM!,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
714,0,0.003,0.003,0.6909,-0.369760183,,-0.001,-0.001,-0.4606,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.001,-0.001,-0.4606,#NUM!,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
715,0,0.003,0.003,0.6909,-0.369760183,,-0.001,-0.001,-0.4606,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.001,-0.001,-0.4606,#NUM!,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
716,0,0.003,0.003,0.6909,-0.369760183,,-0.001,-0.001,-0.4606,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.001,-0.001,-0.4606,#NUM!,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
717,0,0.003,0.003,0.6909,-0.369760183,,-0.001,-0.001,-0.4606,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.001,-0.001,-0.4606,#NUM!,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
718,0,0.003,0.003,0.6909,-0.369760183,,-0.001,-0.001,-0.4606,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.001,-0.001,-0.4606,#NUM!,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
719,0,0.003,0.003,0.6909,-0.369760183,,-0.001,-0.001,-0.4606,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.001,-0.001,-0.4606,#NUM!,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.2303,-1.468372472,,-0.001,-0.001,-0.4606,#NUM!,
720,0,0.003,0.003,0.6909,-0.369760183,,-0.001,-0.001,-0.4606,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.001,-0.001,-0.4606,#NUM!,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.2303,-1.468372472,,-0.001,-0.001,-0.4606,#NUM!,
721,0,0.003,0.003,0.6909,-0.369760183,,-0.001,-0.001,-0.4606,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.001,-0.001,-0.4606,#NUM!,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
722,0,0.003,0.003,0.6909,-0.369760183,,-0.001,-0.001,-0.4606,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.001,-0.001,-0.4606,#NUM!,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
723,0,0.003,0.003,0.6909,-0.369760183,,-0.001,-0.001,-0.4606,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.001,-0.001,-0.4606,#NUM!,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.2303,-1.468372472,,-0.001,-0.001,-0.4606,#NUM!,
724,0,0.003,0.003,0.6909,-0.369760183,,-0.001,-0.001,-0.4606,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.001,-0.001,-0.4606,#NUM!,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.2303,-1.468372472,,-0.001,-0.001,-0.4606,#NUM!,
725,0,0.003,0.003,0.6909,-0.369760183,,-0.001,-0.001,-0.4606,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.001,-0.001,-0.4606,#NUM!,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.2303,-1.468372472,,-0.001,-0.001,-0.4606,#NUM!,
726,0,0.003,0.003,0.6909,-0.369760183,,-0.001,-0.001,-0.4606,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.001,-0.001,-0.4606,#NUM!,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
727,0,0.003,0.003,0.6909,-0.369760183,,-0.001,-0.001,-0.4606,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.001,-0.001,-0.4606,#NUM!,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
728,0,0.003,0.003,0.6909,-0.369760183,,-0.001,-0.001,-0.4606,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.001,-0.001,-0.4606,#NUM!,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
729,0,0.003,0.003,0.6909,-0.369760183,,-0.001,-0.001,-0.4606,#NUM!,,0,0,0,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.2303,-1.468372472,,-0.001,-0.001,-0.4606,#NUM!,
730,0,0.003,0.003,0.6909,-0.369760183,,-0.001,-0.001,-0.4606,#NUM!,,0,0,0,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.2303,-1.468372472,,-0.001,-0.001,-0.4606,#NUM!,
731,0,0.003,0.003,0.6909,-0.369760183,,-0.001,-0.001,-0.4606,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.001,-0.001,-0.4606,#NUM!,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
732,0,0.003,0.003,0.6909,-0.369760183,,-0.001,-0.001,-0.4606,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.001,-0.001,-0.4606,#NUM!,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
733,0,0.003,0.003,0.6909,-0.369760183,,-0.001,-0.001,-0.4606,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.001,-0.001,-0.4606,#NUM!,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
734,0,0.003,0.003,0.6909,-0.369760183,,-0.001,-0.001,-0.4606,#NUM!,,0,0,0,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.2303,-1.468372472,,-0.001,-0.001,-0.4606,#NUM!,
735,0,0.003,0.003,0.6909,-0.369760183,,-0.001,-0.001,-0.4606,#NUM!,,0,0,0,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.2303,-1.468372472,,-0.001,-0.001,-0.4606,#NUM!,
736,0,0.003,0.003,0.6909,-0.369760183,,-0.001,-0.001,-0.4606,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.001,-0.001,-0.4606,#NUM!,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.2303,-1.468372472,,-0.001,-0.001,-0.4606,#NUM!,
737,0,0.003,0.003,0.6909,-0.369760183,,-0.001,-0.001,-0.4606,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.001,-0.001,-0.4606,#NUM!,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
738,0,0.003,0.003,0.6909,-0.369760183,,-0.001,-0.001,-0.4606,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.001,-0.001,-0.4606,#NUM!,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.2303,-1.468372472,,-0.001,-0.001,-0.4606,#NUM!,
739,0,0.003,0.003,0.6909,-0.369760183,,-0.001,-0.001,-0.4606,#NUM!,,0,0,0,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
740,0,0.003,0.003,0.6909,-0.369760183,,-0.001,-0.001,-0.4606,#NUM!,,0,0,0,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
741,0,0.003,0.003,0.6909,-0.369760183,,-0.001,-0.001,-0.4606,#NUM!,,0,0,0,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
742,0,0.003,0.003,0.6909,-0.369760183,,-0.001,-0.001,-0.4606,#NUM!,,0,0,0,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
743,0,0.003,0.003,0.6909,-0.369760183,,-0.001,-0.001,-0.4606,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.001,-0.001,-0.4606,#NUM!,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
744,0,0.003,0.003,0.6909,-0.369760183,,-0.001,-0.001,-0.4606,#NUM!,,0,0,0,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.2303,-1.468372472,,-0.001,-0.001,-0.4606,#NUM!,
745,0,0.003,0.003,0.6909,-0.369760183,,-0.001,-0.001,-0.4606,#NUM!,,0,0,0,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.2303,-1.468372472,,-0.001,-0.001,-0.4606,#NUM!,
746,0,0.003,0.003,0.6909,-0.369760183,,-0.001,-0.001,-0.4606,#NUM!,,0,0,0,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,,0.004,0.004,0.9212,-0.082078111,,0,0,0,#NUM!,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.2303,-1.468372472,,-0.001,-0.001,-0.4606,#NUM!,
747,0,0.003,0.003,0.6909,-0.369760183,,-0.001,-0.001,-0.4606,#NUM!,,0,0,0,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.2303,-1.468372472,,-0.001,-0.001,-0.4606,#NUM!,
748,0,0.003,0.003,0.6909,-0.369760183,,-0.001,-0.001,-0.4606,#NUM!,,0,0,0,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.2303,-1.468372472,,-0.001,-0.001,-0.4606,#NUM!,
749,0,0.003,0.003,0.6909,-0.369760183,,-0.001,-0.001,-0.4606,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.001,-0.001,-0.4606,#NUM!,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
