,Blank,F17Jun19_SurfR1,A(CDOM),a(CDOM),ln(a),Sr,F17Jun19_SurfR1_Dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F24Jun19_SurfR1,A(CDOM),a(CDOM),ln(a),Sr,F24Jun19_SurfR1_Dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F24Jun19_9R2,A(CDOM),a(CDOM),ln(a),Sr,F24Jun19_9R2_dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F17Jun19_5R2,A(CDOM),a(CDOM),ln(a),Sr,F17Jun19_9R2,A(CDOM),a(CDOM),ln(a),Sr,F24Jun19_5R1,A(CDOM),a(CDOM),ln(a),Sr,F24Jun19_5R1_Dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr
239,-0.001,0.062,0.063,14.5089,2.674762254,,0.03,0.031,14.2786,2.658761913,,0.063,0.064,14.7392,2.690510611,,0.033,0.034,15.6604,2.751135233,,0.048,0.049,11.2847,2.423447826,,0.023,0.024,11.0544,2.402828539,,0.044,0.045,10.3635,2.338290018,,0.04,0.041,9.4423,2.245199595,,0.052,0.053,12.2059,2.501919441,,0.027,0.028,12.8968,2.556979219,
240,-0.001,0.061,0.062,14.2786,2.658761913,,0.029,0.03,13.818,2.62597209,,0.062,0.063,14.5089,2.674762254,,0.033,0.034,15.6604,2.751135233,,0.048,0.049,11.2847,2.423447826,,0.023,0.024,11.0544,2.402828539,,0.043,0.044,10.1332,2.315817162,,0.04,0.041,9.4423,2.245199595,,0.051,0.052,11.9756,2.482871246,,0.026,0.027,12.4362,2.520611574,
241,0,0.061,0.061,14.0483,2.642501392,,0.029,0.029,13.3574,2.592070538,,0.061,0.061,14.0483,2.642501392,,0.032,0.032,14.7392,2.690510611,,0.047,0.047,10.8241,2.38177513,,0.023,0.023,10.5938,2.360268924,,0.043,0.043,9.9029,2.292827644,,0.039,0.039,8.9817,2.195189174,,0.05,0.05,11.515,2.443650533,,0.026,0.026,11.9756,2.482871246,
242,-0.001,0.06,0.061,14.0483,2.642501392,,0.029,0.03,13.818,2.62597209,,0.06,0.061,14.0483,2.642501392,,0.032,0.033,15.1998,2.72128227,,0.047,0.048,11.0544,2.402828539,,0.022,0.023,10.5938,2.360268924,,0.042,0.043,9.9029,2.292827644,,0.039,0.04,9.212,2.220506982,,0.049,0.05,11.515,2.443650533,,0.025,0.026,11.9756,2.482871246,
243,-0.001,0.06,0.061,14.0483,2.642501392,,0.028,0.029,13.3574,2.592070538,,0.06,0.061,14.0483,2.642501392,,0.031,0.032,14.7392,2.690510611,,0.046,0.047,10.8241,2.38177513,,0.022,0.023,10.5938,2.360268924,,0.042,0.043,9.9029,2.292827644,,0.039,0.04,9.212,2.220506982,,0.049,0.05,11.515,2.443650533,,0.025,0.026,11.9756,2.482871246,
244,-0.001,0.059,0.06,13.818,2.62597209,,0.028,0.029,13.3574,2.592070538,,0.059,0.06,13.818,2.62597209,,0.031,0.032,14.7392,2.690510611,,0.046,0.047,10.8241,2.38177513,,0.022,0.023,10.5938,2.360268924,,0.042,0.043,9.9029,2.292827644,,0.038,0.039,8.9817,2.195189174,,0.048,0.049,11.2847,2.423447826,,0.025,0.026,11.9756,2.482871246,
245,0,0.059,0.059,13.5877,2.609164972,,0.028,0.028,12.8968,2.556979219,,0.059,0.059,13.5877,2.609164972,,0.031,0.031,14.2786,2.658761913,,0.046,0.046,10.5938,2.360268924,,0.022,0.022,10.1332,2.315817162,,0.042,0.042,9.6726,2.269297146,,0.038,0.038,8.7514,2.169213688,,0.048,0.048,11.0544,2.402828539,,0.024,0.024,11.0544,2.402828539,
246,-0.001,0.058,0.059,13.5877,2.609164972,,0.027,0.028,12.8968,2.556979219,,0.058,0.059,13.5877,2.609164972,,0.03,0.031,14.2786,2.658761913,,0.045,0.046,10.5938,2.360268924,,0.022,0.023,10.5938,2.360268924,,0.041,0.042,9.6726,2.269297146,,0.038,0.039,8.9817,2.195189174,,0.047,0.048,11.0544,2.402828539,,0.024,0.025,11.515,2.443650533,
247,-0.001,0.058,0.059,13.5877,2.609164972,,0.027,0.028,12.8968,2.556979219,,0.058,0.059,13.5877,2.609164972,,0.03,0.031,14.2786,2.658761913,,0.045,0.046,10.5938,2.360268924,,0.022,0.023,10.5938,2.360268924,,0.041,0.042,9.6726,2.269297146,,0.038,0.039,8.9817,2.195189174,,0.047,0.048,11.0544,2.402828539,,0.024,0.025,11.515,2.443650533,
248,-0.001,0.057,0.058,13.3574,2.592070538,,0.027,0.028,12.8968,2.556979219,,0.057,0.058,13.3574,2.592070538,,0.03,0.031,14.2786,2.658761913,,0.045,0.046,10.5938,2.360268924,,0.021,0.022,10.1332,2.315817162,,0.04,0.041,9.4423,2.245199595,,0.037,0.038,8.7514,2.169213688,,0.046,0.047,10.8241,2.38177513,,0.023,0.024,11.0544,2.402828539,
249,0,0.057,0.057,13.1271,2.574678796,,0.027,0.027,12.4362,2.520611574,,0.057,0.057,13.1271,2.574678796,,0.03,0.03,13.818,2.62597209,,0.044,0.044,10.1332,2.315817162,,0.021,0.021,9.6726,2.269297146,,0.04,0.04,9.212,2.220506982,,0.037,0.037,8.5211,2.14254544,,0.046,0.046,10.5938,2.360268924,,0.023,0.023,10.5938,2.360268924,
250,-0.001,0.056,0.057,13.1271,2.574678796,,0.027,0.028,12.8968,2.556979219,,0.056,0.057,13.1271,2.574678796,,0.03,0.031,14.2786,2.658761913,,0.044,0.045,10.3635,2.338290018,,0.021,0.022,10.1332,2.315817162,,0.04,0.041,9.4423,2.245199595,,0.037,0.038,8.7514,2.169213688,,0.046,0.047,10.8241,2.38177513,,0.023,0.024,11.0544,2.402828539,
251,0,0.056,0.056,12.8968,2.556979219,,0.026,0.026,11.9756,2.482871246,,0.056,0.056,12.8968,2.556979219,,0.029,0.029,13.3574,2.592070538,,0.044,0.044,10.1332,2.315817162,,0.021,0.021,9.6726,2.269297146,,0.04,0.04,9.212,2.220506982,,0.037,0.037,8.5211,2.14254544,,0.046,0.046,10.5938,2.360268924,,0.023,0.023,10.5938,2.360268924,
252,0,0.056,0.056,12.8968,2.556979219,,0.026,0.026,11.9756,2.482871246,,0.056,0.056,12.8968,2.556979219,,0.029,0.029,13.3574,2.592070538,,0.044,0.044,10.1332,2.315817162,,0.021,0.021,9.6726,2.269297146,,0.04,0.04,9.212,2.220506982,,0.036,0.036,8.2908,2.115146466,,0.045,0.045,10.3635,2.338290018,,0.023,0.023,10.5938,2.360268924,
253,0,0.055,0.055,12.6665,2.538960713,,0.026,0.026,11.9756,2.482871246,,0.055,0.055,12.6665,2.538960713,,0.029,0.029,13.3574,2.592070538,,0.044,0.044,10.1332,2.315817162,,0.021,0.021,9.6726,2.269297146,,0.039,0.039,8.9817,2.195189174,,0.036,0.036,8.2908,2.115146466,,0.045,0.045,10.3635,2.338290018,,0.023,0.023,10.5938,2.360268924,
254,-0.001,0.055,0.056,12.8968,2.556979219,,0.026,0.027,12.4362,2.520611574,,0.055,0.056,12.8968,2.556979219,,0.029,0.03,13.818,2.62597209,,0.043,0.044,10.1332,2.315817162,,0.021,0.022,10.1332,2.315817162,,0.039,0.04,9.212,2.220506982,,0.036,0.037,8.5211,2.14254544,,0.045,0.046,10.5938,2.360268924,,0.022,0.023,10.5938,2.360268924,
255,-0.001,0.054,0.055,12.6665,2.538960713,,0.025,0.026,11.9756,2.482871246,,0.054,0.055,12.6665,2.538960713,,0.028,0.029,13.3574,2.592070538,,0.043,0.044,10.1332,2.315817162,,0.02,0.021,9.6726,2.269297146,,0.039,0.04,9.212,2.220506982,,0.036,0.037,8.5211,2.14254544,,0.044,0.045,10.3635,2.338290018,,0.022,0.023,10.5938,2.360268924,
256,0,0.054,0.054,12.4362,2.520611574,,0.025,0.025,11.515,2.443650533,,0.054,0.054,12.4362,2.520611574,,0.028,0.028,12.8968,2.556979219,,0.043,0.043,9.9029,2.292827644,,0.02,0.02,9.212,2.220506982,,0.038,0.038,8.7514,2.169213688,,0.035,0.035,8.0605,2.086975589,,0.044,0.044,10.1332,2.315817162,,0.022,0.022,10.1332,2.315817162,
257,0,0.054,0.054,12.4362,2.520611574,,0.025,0.025,11.515,2.443650533,,0.054,0.054,12.4362,2.520611574,,0.028,0.028,12.8968,2.556979219,,0.043,0.043,9.9029,2.292827644,,0.02,0.02,9.212,2.220506982,,0.038,0.038,8.7514,2.169213688,,0.035,0.035,8.0605,2.086975589,,0.044,0.044,10.1332,2.315817162,,0.022,0.022,10.1332,2.315817162,
258,-0.001,0.053,0.054,12.4362,2.520611574,,0.025,0.026,11.9756,2.482871246,,0.053,0.054,12.4362,2.520611574,,0.028,0.029,13.3574,2.592070538,,0.042,0.043,9.9029,2.292827644,,0.02,0.021,9.6726,2.269297146,,0.038,0.039,8.9817,2.195189174,,0.035,0.036,8.2908,2.115146466,,0.044,0.045,10.3635,2.338290018,,0.022,0.023,10.5938,2.360268924,
259,0,0.053,0.053,12.2059,2.501919441,,0.025,0.025,11.515,2.443650533,,0.053,0.053,12.2059,2.501919441,,0.028,0.028,12.8968,2.556979219,,0.042,0.042,9.6726,2.269297146,,0.02,0.02,9.212,2.220506982,,0.038,0.038,8.7514,2.169213688,,0.034,0.034,7.8302,2.057988052,,0.044,0.044,10.1332,2.315817162,,0.022,0.022,10.1332,2.315817162,
260,0,0.053,0.053,12.2059,2.501919441,,0.024,0.024,11.0544,2.402828539,,0.053,0.053,12.2059,2.501919441,,0.027,0.027,12.4362,2.520611574,,0.042,0.042,9.6726,2.269297146,,0.02,0.02,9.212,2.220506982,,0.037,0.037,8.5211,2.14254544,,0.034,0.034,7.8302,2.057988052,,0.044,0.044,10.1332,2.315817162,,0.022,0.022,10.1332,2.315817162,
261,0,0.052,0.052,11.9756,2.482871246,,0.024,0.024,11.0544,2.402828539,,0.052,0.052,11.9756,2.482871246,,0.027,0.027,12.4362,2.520611574,,0.041,0.041,9.4423,2.245199595,,0.02,0.02,9.212,2.220506982,,0.037,0.037,8.5211,2.14254544,,0.034,0.034,7.8302,2.057988052,,0.043,0.043,9.9029,2.292827644,,0.022,0.022,10.1332,2.315817162,
262,0,0.052,0.052,11.9756,2.482871246,,0.024,0.024,11.0544,2.402828539,,0.052,0.052,11.9756,2.482871246,,0.027,0.027,12.4362,2.520611574,,0.041,0.041,9.4423,2.245199595,,0.019,0.019,8.7514,2.169213688,,0.037,0.037,8.5211,2.14254544,,0.034,0.034,7.8302,2.057988052,,0.043,0.043,9.9029,2.292827644,,0.021,0.021,9.6726,2.269297146,
263,-0.001,0.051,0.052,11.9756,2.482871246,,0.024,0.025,11.515,2.443650533,,0.051,0.052,11.9756,2.482871246,,0.027,0.028,12.8968,2.556979219,,0.041,0.042,9.6726,2.269297146,,0.019,0.02,9.212,2.220506982,,0.036,0.037,8.5211,2.14254544,,0.034,0.035,8.0605,2.086975589,,0.043,0.044,10.1332,2.315817162,,0.021,0.022,10.1332,2.315817162,
264,-0.001,0.051,0.052,11.9756,2.482871246,,0.024,0.025,11.515,2.443650533,,0.051,0.052,11.9756,2.482871246,,0.026,0.027,12.4362,2.520611574,,0.041,0.042,9.6726,2.269297146,,0.019,0.02,9.212,2.220506982,,0.036,0.037,8.5211,2.14254544,,0.033,0.034,7.8302,2.057988052,,0.042,0.043,9.9029,2.292827644,,0.021,0.022,10.1332,2.315817162,
265,-0.001,0.051,0.052,11.9756,2.482871246,,0.023,0.024,11.0544,2.402828539,,0.05,0.051,11.7453,2.463453161,,0.026,0.027,12.4362,2.520611574,,0.04,0.041,9.4423,2.245199595,,0.019,0.02,9.212,2.220506982,,0.036,0.037,8.5211,2.14254544,,0.033,0.034,7.8302,2.057988052,,0.042,0.043,9.9029,2.292827644,,0.021,0.022,10.1332,2.315817162,
266,-0.001,0.05,0.051,11.7453,2.463453161,,0.023,0.024,11.0544,2.402828539,,0.05,0.051,11.7453,2.463453161,,0.026,0.027,12.4362,2.520611574,,0.04,0.041,9.4423,2.245199595,,0.019,0.02,9.212,2.220506982,,0.035,0.036,8.2908,2.115146466,,0.033,0.034,7.8302,2.057988052,,0.042,0.043,9.9029,2.292827644,,0.021,0.022,10.1332,2.315817162,
267,-0.001,0.05,0.051,11.7453,2.463453161,,0.023,0.024,11.0544,2.402828539,,0.05,0.051,11.7453,2.463453161,,0.026,0.027,12.4362,2.520611574,,0.04,0.041,9.4423,2.245199595,,0.019,0.02,9.212,2.220506982,,0.035,0.036,8.2908,2.115146466,,0.033,0.034,7.8302,2.057988052,,0.042,0.043,9.9029,2.292827644,,0.021,0.022,10.1332,2.315817162,
268,-0.001,0.049,0.05,11.515,2.443650533,,0.023,0.024,11.0544,2.402828539,,0.049,0.05,11.515,2.443650533,,0.026,0.027,12.4362,2.520611574,,0.039,0.04,9.212,2.220506982,,0.019,0.02,9.212,2.220506982,,0.035,0.036,8.2908,2.115146466,,0.032,0.033,7.5999,2.028135089,,0.042,0.043,9.9029,2.292827644,,0.02,0.021,9.6726,2.269297146,
269,0,0.049,0.049,11.2847,2.423447826,,0.022,0.022,10.1332,2.315817162,,0.048,0.048,11.0544,2.402828539,,0.025,0.025,11.515,2.443650533,,0.039,0.039,8.9817,2.195189174,,0.018,0.018,8.2908,2.115146466,,0.034,0.034,7.8302,2.057988052,,0.032,0.032,7.3696,1.997363431,,0.041,0.041,9.4423,2.245199595,,0.02,0.02,9.212,2.220506982,
270,0,0.048,0.048,11.0544,2.402828539,,0.022,0.022,10.1332,2.315817162,,0.048,0.048,11.0544,2.402828539,,0.025,0.025,11.515,2.443650533,,0.039,0.039,8.9817,2.195189174,,0.018,0.018,8.2908,2.115146466,,0.034,0.034,7.8302,2.057988052,,0.032,0.032,7.3696,1.997363431,,0.041,0.041,9.4423,2.245199595,,0.02,0.02,9.212,2.220506982,
271,-0.001,0.048,0.049,11.2847,2.423447826,,0.022,0.023,10.5938,2.360268924,,0.048,0.049,11.2847,2.423447826,,0.025,0.026,11.9756,2.482871246,,0.038,0.039,8.9817,2.195189174,,0.018,0.019,8.7514,2.169213688,,0.034,0.035,8.0605,2.086975589,,0.031,0.032,7.3696,1.997363431,,0.04,0.041,9.4423,2.245199595,,0.02,0.021,9.6726,2.269297146,
272,-0.001,0.047,0.048,11.0544,2.402828539,,0.021,0.022,10.1332,2.315817162,,0.047,0.048,11.0544,2.402828539,,0.024,0.025,11.515,2.443650533,,0.038,0.039,8.9817,2.195189174,,0.018,0.019,8.7514,2.169213688,,0.033,0.034,7.8302,2.057988052,,0.031,0.032,7.3696,1.997363431,,0.04,0.041,9.4423,2.245199595,,0.02,0.021,9.6726,2.269297146,
273,-0.001,0.047,0.048,11.0544,2.402828539,,0.021,0.022,10.1332,2.315817162,,0.046,0.047,10.8241,2.38177513,,0.024,0.025,11.515,2.443650533,,0.038,0.039,8.9817,2.195189174,,0.017,0.018,8.2908,2.115146466,,0.033,0.034,7.8302,2.057988052,,0.031,0.032,7.3696,1.997363431,,0.04,0.041,9.4423,2.245199595,,0.019,0.02,9.212,2.220506982,
274,-0.001,0.046,0.047,10.8241,2.38177513,,0.021,0.022,10.1332,2.315817162,,0.046,0.047,10.8241,2.38177513,,0.024,0.025,11.515,2.443650533,,0.037,0.038,8.7514,2.169213688,,0.018,0.019,8.7514,2.169213688,,0.033,0.034,7.8302,2.057988052,,0.031,0.032,7.3696,1.997363431,,0.039,0.04,9.212,2.220506982,,0.019,0.02,9.212,2.220506982,
275,-0.001,0.046,0.047,10.8241,2.38177513,,0.021,0.022,10.1332,2.315817162,,0.045,0.046,10.5938,2.360268924,,0.024,0.025,11.515,2.443650533,,0.037,0.038,8.7514,2.169213688,,0.017,0.018,8.2908,2.115146466,,0.032,0.033,7.5999,2.028135089,,0.03,0.031,7.1393,1.965614732,,0.039,0.04,9.212,2.220506982,,0.019,0.02,9.212,2.220506982,
276,-0.001,0.045,0.046,10.5938,2.360268924,,0.02,0.021,9.6726,2.269297146,,0.045,0.046,10.5938,2.360268924,,0.023,0.024,11.0544,2.402828539,,0.037,0.038,8.7514,2.169213688,,0.017,0.018,8.2908,2.115146466,,0.032,0.033,7.5999,2.028135089,,0.03,0.031,7.1393,1.965614732,,0.038,0.039,8.9817,2.195189174,,0.019,0.02,9.212,2.220506982,
277,-0.001,0.044,0.045,10.3635,2.338290018,,0.02,0.021,9.6726,2.269297146,,0.044,0.045,10.3635,2.338290018,,0.023,0.024,11.0544,2.402828539,,0.036,0.037,8.5211,2.14254544,,0.017,0.018,8.2908,2.115146466,,0.032,0.033,7.5999,2.028135089,,0.03,0.031,7.1393,1.965614732,,0.038,0.039,8.9817,2.195189174,,0.018,0.019,8.7514,2.169213688,
278,-0.001,0.044,0.045,10.3635,2.338290018,,0.02,0.021,9.6726,2.269297146,,0.043,0.044,10.1332,2.315817162,,0.022,0.023,10.5938,2.360268924,,0.036,0.037,8.5211,2.14254544,,0.017,0.018,8.2908,2.115146466,,0.031,0.032,7.3696,1.997363431,,0.029,0.03,6.909,1.93282491,,0.037,0.038,8.7514,2.169213688,,0.018,0.019,8.7514,2.169213688,
279,-0.001,0.043,0.044,10.1332,2.315817162,,0.019,0.02,9.212,2.220506982,,0.043,0.044,10.1332,2.315817162,,0.022,0.023,10.5938,2.360268924,,0.036,0.037,8.5211,2.14254544,,0.017,0.018,8.2908,2.115146466,,0.031,0.032,7.3696,1.997363431,,0.029,0.03,6.909,1.93282491,,0.037,0.038,8.7514,2.169213688,,0.018,0.019,8.7514,2.169213688,
280,-0.001,0.043,0.044,10.1332,2.315817162,,0.019,0.02,9.212,2.220506982,,0.042,0.043,9.9029,2.292827644,,0.022,0.023,10.5938,2.360268924,,0.035,0.036,8.2908,2.115146466,,0.016,0.017,7.8302,2.057988052,,0.03,0.031,7.1393,1.965614732,,0.029,0.03,6.909,1.93282491,,0.037,0.038,8.7514,2.169213688,,0.018,0.019,8.7514,2.169213688,
281,0,0.042,0.042,9.6726,2.269297146,,0.019,0.019,8.7514,2.169213688,,0.042,0.042,9.6726,2.269297146,,0.022,0.022,10.1332,2.315817162,,0.035,0.035,8.0605,2.086975589,,0.016,0.016,7.3696,1.997363431,,0.03,0.03,6.909,1.93282491,,0.028,0.028,6.4484,1.863832038,,0.036,0.036,8.2908,2.115146466,,0.017,0.017,7.8302,2.057988052,
282,0,0.042,0.042,9.6726,2.269297146,,0.019,0.019,8.7514,2.169213688,,0.041,0.041,9.4423,2.245199595,,0.021,0.021,9.6726,2.269297146,,0.035,0.035,8.0605,2.086975589,,0.016,0.016,7.3696,1.997363431,,0.03,0.03,6.909,1.93282491,,0.028,0.028,6.4484,1.863832038,,0.036,0.036,8.2908,2.115146466,,0.017,0.017,7.8302,2.057988052,
283,-0.001,0.041,0.042,9.6726,2.269297146,,0.018,0.019,8.7514,2.169213688,,0.041,0.042,9.6726,2.269297146,,0.021,0.022,10.1332,2.315817162,,0.034,0.035,8.0605,2.086975589,,0.016,0.017,7.8302,2.057988052,,0.029,0.03,6.909,1.93282491,,0.028,0.029,6.6787,1.898923358,,0.035,0.036,8.2908,2.115146466,,0.017,0.018,8.2908,2.115146466,
284,-0.001,0.041,0.042,9.6726,2.269297146,,0.018,0.019,8.7514,2.169213688,,0.04,0.041,9.4423,2.245199595,,0.021,0.022,10.1332,2.315817162,,0.034,0.035,8.0605,2.086975589,,0.016,0.017,7.8302,2.057988052,,0.029,0.03,6.909,1.93282491,,0.027,0.028,6.4484,1.863832038,,0.034,0.035,8.0605,2.086975589,,0.017,0.018,8.2908,2.115146466,
285,-0.001,0.04,0.041,9.4423,2.245199595,,0.018,0.019,8.7514,2.169213688,,0.04,0.041,9.4423,2.245199595,,0.02,0.021,9.6726,2.269297146,,0.033,0.034,7.8302,2.057988052,,0.015,0.016,7.3696,1.997363431,,0.029,0.03,6.909,1.93282491,,0.027,0.028,6.4484,1.863832038,,0.034,0.035,8.0605,2.086975589,,0.016,0.017,7.8302,2.057988052,
286,-0.001,0.04,0.041,9.4423,2.245199595,,0.017,0.018,8.2908,2.115146466,,0.039,0.04,9.212,2.220506982,,0.02,0.021,9.6726,2.269297146,,0.033,0.034,7.8302,2.057988052,,0.015,0.016,7.3696,1.997363431,,0.028,0.029,6.6787,1.898923358,,0.027,0.028,6.4484,1.863832038,,0.034,0.035,8.0605,2.086975589,,0.016,0.017,7.8302,2.057988052,
287,0,0.039,0.039,8.9817,2.195189174,,0.017,0.017,7.8302,2.057988052,,0.038,0.038,8.7514,2.169213688,,0.02,0.02,9.212,2.220506982,,0.033,0.033,7.5999,2.028135089,,0.015,0.015,6.909,1.93282491,,0.028,0.028,6.4484,1.863832038,,0.027,0.027,6.2181,1.827464394,,0.033,0.033,7.5999,2.028135089,,0.016,0.016,7.3696,1.997363431,
288,-0.001,0.038,0.039,8.9817,2.195189174,,0.016,0.017,7.8302,2.057988052,,0.038,0.039,8.9817,2.195189174,,0.019,0.02,9.212,2.220506982,,0.032,0.033,7.5999,2.028135089,,0.015,0.016,7.3696,1.997363431,,0.027,0.028,6.4484,1.863832038,,0.026,0.027,6.2181,1.827464394,,0.032,0.033,7.5999,2.028135089,,0.016,0.017,7.8302,2.057988052,
289,0,0.038,0.038,8.7514,2.169213688,,0.016,0.016,7.3696,1.997363431,,0.037,0.037,8.5211,2.14254544,,0.019,0.019,8.7514,2.169213688,,0.032,0.032,7.3696,1.997363431,,0.015,0.015,6.909,1.93282491,,0.027,0.027,6.2181,1.827464394,,0.026,0.026,5.9878,1.789724066,,0.032,0.032,7.3696,1.997363431,,0.015,0.015,6.909,1.93282491,
290,0,0.037,0.037,8.5211,2.14254544,,0.016,0.016,7.3696,1.997363431,,0.037,0.037,8.5211,2.14254544,,0.019,0.019,8.7514,2.169213688,,0.032,0.032,7.3696,1.997363431,,0.015,0.015,6.909,1.93282491,,0.027,0.027,6.2181,1.827464394,,0.026,0.026,5.9878,1.789724066,,0.031,0.031,7.1393,1.965614732,,0.015,0.015,6.909,1.93282491,
291,0,0.037,0.037,8.5211,2.14254544,,0.016,0.016,7.3696,1.997363431,,0.036,0.036,8.2908,2.115146466,,0.019,0.019,8.7514,2.169213688,,0.031,0.031,7.1393,1.965614732,,0.014,0.014,6.4484,1.863832038,,0.027,0.027,6.2181,1.827464394,,0.025,0.025,5.7575,1.750503353,,0.031,0.031,7.1393,1.965614732,,0.015,0.015,6.909,1.93282491,
292,0,0.036,0.036,8.2908,2.115146466,,0.016,0.016,7.3696,1.997363431,,0.036,0.036,8.2908,2.115146466,,0.018,0.018,8.2908,2.115146466,,0.031,0.031,7.1393,1.965614732,,0.014,0.014,6.4484,1.863832038,,0.026,0.026,5.9878,1.789724066,,0.025,0.025,5.7575,1.750503353,,0.031,0.031,7.1393,1.965614732,,0.015,0.015,6.909,1.93282491,
293,0,0.036,0.036,8.2908,2.115146466,,0.015,0.015,6.909,1.93282491,,0.035,0.035,8.0605,2.086975589,,0.018,0.018,8.2908,2.115146466,,0.031,0.031,7.1393,1.965614732,,0.014,0.014,6.4484,1.863832038,,0.026,0.026,5.9878,1.789724066,,0.025,0.025,5.7575,1.750503353,,0.03,0.03,6.909,1.93282491,,0.014,0.014,6.4484,1.863832038,
294,0,0.035,0.035,8.0605,2.086975589,,0.015,0.015,6.909,1.93282491,,0.034,0.034,7.8302,2.057988052,,0.018,0.018,8.2908,2.115146466,,0.03,0.03,6.909,1.93282491,,0.014,0.014,6.4484,1.863832038,,0.025,0.025,5.7575,1.750503353,,0.024,0.024,5.5272,1.709681358,,0.029,0.029,6.6787,1.898923358,,0.014,0.014,6.4484,1.863832038,
295,0,0.035,0.035,8.0605,2.086975589,,0.015,0.015,6.909,1.93282491,,0.034,0.034,7.8302,2.057988052,,0.017,0.017,7.8302,2.057988052,,0.03,0.03,6.909,1.93282491,,0.014,0.014,6.4484,1.863832038,,0.025,0.025,5.7575,1.750503353,,0.024,0.024,5.5272,1.709681358,,0.029,0.029,6.6787,1.898923358,,0.014,0.014,6.4484,1.863832038,
296,0,0.034,0.034,7.8302,2.057988052,,0.015,0.015,6.909,1.93282491,,0.034,0.034,7.8302,2.057988052,,0.017,0.017,7.8302,2.057988052,,0.03,0.03,6.909,1.93282491,,0.014,0.014,6.4484,1.863832038,,0.025,0.025,5.7575,1.750503353,,0.024,0.024,5.5272,1.709681358,,0.028,0.028,6.4484,1.863832038,,0.013,0.013,5.9878,1.789724066,
297,0,0.034,0.034,7.8302,2.057988052,,0.014,0.014,6.4484,1.863832038,,0.033,0.033,7.5999,2.028135089,,0.017,0.017,7.8302,2.057988052,,0.03,0.03,6.909,1.93282491,,0.013,0.013,5.9878,1.789724066,,0.024,0.024,5.5272,1.709681358,,0.024,0.024,5.5272,1.709681358,,0.028,0.028,6.4484,1.863832038,,0.013,0.013,5.9878,1.789724066,
298,0,0.034,0.034,7.8302,2.057988052,,0.014,0.014,6.4484,1.863832038,,0.032,0.032,7.3696,1.997363431,,0.016,0.016,7.3696,1.997363431,,0.029,0.029,6.6787,1.898923358,,0.013,0.013,5.9878,1.789724066,,0.024,0.024,5.5272,1.709681358,,0.023,0.023,5.2969,1.667121744,,0.027,0.027,6.2181,1.827464394,,0.013,0.013,5.9878,1.789724066,
299,0,0.033,0.033,7.5999,2.028135089,,0.014,0.014,6.4484,1.863832038,,0.032,0.032,7.3696,1.997363431,,0.016,0.016,7.3696,1.997363431,,0.029,0.029,6.6787,1.898923358,,0.013,0.013,5.9878,1.789724066,,0.024,0.024,5.5272,1.709681358,,0.023,0.023,5.2969,1.667121744,,0.027,0.027,6.2181,1.827464394,,0.012,0.012,5.5272,1.709681358,
300,0,0.032,0.032,7.3696,1.997363431,,0.013,0.013,5.9878,1.789724066,,0.031,0.031,7.1393,1.965614732,,0.016,0.016,7.3696,1.997363431,,0.028,0.028,6.4484,1.863832038,,0.013,0.013,5.9878,1.789724066,,0.024,0.024,5.5272,1.709681358,,0.023,0.023,5.2969,1.667121744,,0.026,0.026,5.9878,1.789724066,,0.012,0.012,5.5272,1.709681358,
301,-0.001,0.032,0.033,7.5999,2.028135089,,0.013,0.014,6.4484,1.863832038,,0.031,0.032,7.3696,1.997363431,,0.016,0.017,7.8302,2.057988052,,0.028,0.029,6.6787,1.898923358,,0.013,0.014,6.4484,1.863832038,,0.023,0.024,5.5272,1.709681358,,0.022,0.023,5.2969,1.667121744,,0.026,0.027,6.2181,1.827464394,,0.012,0.013,5.9878,1.789724066,
302,-0.001,0.032,0.033,7.5999,2.028135089,,0.013,0.014,6.4484,1.863832038,,0.031,0.032,7.3696,1.997363431,,0.016,0.017,7.8302,2.057988052,,0.028,0.029,6.6787,1.898923358,,0.013,0.014,6.4484,1.863832038,,0.023,0.024,5.5272,1.709681358,,0.022,0.023,5.2969,1.667121744,,0.025,0.026,5.9878,1.789724066,,0.012,0.013,5.9878,1.789724066,
303,-0.001,0.031,0.032,7.3696,1.997363431,,0.013,0.014,6.4484,1.863832038,,0.03,0.031,7.1393,1.965614732,,0.015,0.016,7.3696,1.997363431,,0.028,0.029,6.6787,1.898923358,,0.012,0.013,5.9878,1.789724066,,0.023,0.024,5.5272,1.709681358,,0.022,0.023,5.2969,1.667121744,,0.025,0.026,5.9878,1.789724066,,0.011,0.012,5.5272,1.709681358,
304,-0.001,0.031,0.032,7.3696,1.997363431,,0.012,0.013,5.9878,1.789724066,,0.03,0.031,7.1393,1.965614732,,0.015,0.016,7.3696,1.997363431,,0.027,0.028,6.4484,1.863832038,,0.012,0.013,5.9878,1.789724066,,0.022,0.023,5.2969,1.667121744,,0.022,0.023,5.2969,1.667121744,,0.025,0.026,5.9878,1.789724066,,0.011,0.012,5.5272,1.709681358,
