,Blank,F22Jul19_IN_R2,A(CDOM),a(CDOM),ln(a),Sr,F22Jul19_INF_R2_Dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F20Jun19_5_R1,A(CDOM),a(CDOM),ln(a),Sr,F27Jun19_5_R1,A(CDOM),a(CDOM),ln(a),Sr,F27Jun19_5_R1_Dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F20Jun19_Surf_R2,A(CDOM),a(CDOM),ln(a),Sr,F20Jun19_Surf_R2_Dil2,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F20Jun19_Surf_R2_Dil4,A(CDOM),Dilution 1:4 a(CDOM),Dilution 1:4 ln(a),Sr,F27Jun19_SurfR2,A(CDOM),a(CDOM),ln(a),Sr,F27Jun19_SurfR2_Dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F20Jun19_R_R2,A(CDOM),a(CDOM),ln(a),Sr,F20Jun19_9_R2_Dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F27Jun19_9_R2,A(CDOM),a(CDOM),ln(a),Sr,F27Jun19_9_R2_Dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr
701,0,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,
702,0,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,
703,0,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,
704,0,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,
705,0,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.007,0.007,1.6121,0.477537677,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,
706,0,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.007,0.007,1.6121,0.477537677,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,
707,0,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,
708,0,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,
709,0,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,
710,0,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,
711,0,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,
712,0,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,
713,0,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.007,0.007,1.6121,0.477537677,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,
714,0,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,
715,0,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,
716,0,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,
717,0,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,
718,0,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.007,0.007,1.6121,0.477537677,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,
719,0,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.007,0.007,1.6121,0.477537677,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,
720,0,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,
721,0,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,
722,0,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,
723,0,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,
724,0,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,
725,0,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,
726,0,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,
727,0,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,
728,0,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,
729,0,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,
730,0,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,
731,0,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,
732,0,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,
733,0,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,
734,0,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,
735,0,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,
736,0,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,
737,0,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,
738,0,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,
739,0,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,
740,0,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,
741,0,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,
742,0,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,
743,0,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,
744,0,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,
745,0,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,
746,0,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,
747,0,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,
748,0,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,
749,0,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,
750,0,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,
