,Blank,F13Jun19_0.1mR2,A(CDOM),a(CDOM),ln(a),Sr,F22Aug19_0.1mR1,A(CDOM),a(CDOM),ln(a),Sr,F22Aug19_0.1mR1_Dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F22Aug19_5mR1,A(CDOM),a(CDOM),ln(a),Sr,F22Aug19_5mR1_Dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F28Aug19_0.1R2,A(CDOM),a(CDOM),ln(a),Sr,F28Aug19_0.1R2_Dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F28Aug19_5mR2,A(CDOM),a(CDOM),ln(a),Sr,F28Aug19_5mR2_Dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F11Sep19_9mR2,A(CDOM),a(CDOM),ln(a),Sr
697,-0.001,0.005,0.006,1.3818,0.323386997,,0.002,0.003,0.6909,-0.369760183,,0.004,0.005,2.303,0.834212621,,0.022,0.023,5.2969,1.667121744,,0.007,0.008,3.6848,1.30421625,,0.005,0.006,1.3818,0.323386997,,0.002,0.003,1.3818,0.323386997,,0.014,0.015,3.4545,1.239677729,,0.006,0.007,3.2242,1.170684857,,0.004,0.005,1.1515,0.14106544,
698,-0.001,0.005,0.006,1.3818,0.323386997,,0.002,0.003,0.6909,-0.369760183,,0.004,0.005,2.303,0.834212621,,0.022,0.023,5.2969,1.667121744,,0.007,0.008,3.6848,1.30421625,,0.005,0.006,1.3818,0.323386997,,0.002,0.003,1.3818,0.323386997,,0.014,0.015,3.4545,1.239677729,,0.006,0.007,3.2242,1.170684857,,0.005,0.006,1.3818,0.323386997,
699,-0.001,0.005,0.006,1.3818,0.323386997,,0.002,0.003,0.6909,-0.369760183,,0.004,0.005,2.303,0.834212621,,0.022,0.023,5.2969,1.667121744,,0.007,0.008,3.6848,1.30421625,,0.005,0.006,1.3818,0.323386997,,0.003,0.004,1.8424,0.61106907,,0.014,0.015,3.4545,1.239677729,,0.006,0.007,3.2242,1.170684857,,0.005,0.006,1.3818,0.323386997,
700,0,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,1.8424,0.61106907,,0.022,0.022,5.0666,1.622669981,,0.007,0.007,3.2242,1.170684857,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,,0.015,0.015,3.4545,1.239677729,,0.006,0.006,2.7636,1.016534178,,0.005,0.005,1.1515,0.14106544,
701,-0.001,0.005,0.006,1.3818,0.323386997,,0.002,0.003,0.6909,-0.369760183,,0.004,0.005,2.303,0.834212621,,0.022,0.023,5.2969,1.667121744,,0.007,0.008,3.6848,1.30421625,,0.005,0.006,1.3818,0.323386997,,0.003,0.004,1.8424,0.61106907,,0.015,0.016,3.6848,1.30421625,,0.006,0.007,3.2242,1.170684857,,0.005,0.006,1.3818,0.323386997,
702,-0.001,0.004,0.005,1.1515,0.14106544,,0.002,0.003,0.6909,-0.369760183,,0.004,0.005,2.303,0.834212621,,0.022,0.023,5.2969,1.667121744,,0.007,0.008,3.6848,1.30421625,,0.005,0.006,1.3818,0.323386997,,0.002,0.003,1.3818,0.323386997,,0.014,0.015,3.4545,1.239677729,,0.006,0.007,3.2242,1.170684857,,0.004,0.005,1.1515,0.14106544,
703,-0.001,0.004,0.005,1.1515,0.14106544,,0.002,0.003,0.6909,-0.369760183,,0.004,0.005,2.303,0.834212621,,0.022,0.023,5.2969,1.667121744,,0.007,0.008,3.6848,1.30421625,,0.005,0.006,1.3818,0.323386997,,0.002,0.003,1.3818,0.323386997,,0.014,0.015,3.4545,1.239677729,,0.006,0.007,3.2242,1.170684857,,0.005,0.006,1.3818,0.323386997,
704,-0.001,0.004,0.005,1.1515,0.14106544,,0.002,0.003,0.6909,-0.369760183,,0.004,0.005,2.303,0.834212621,,0.023,0.024,5.5272,1.709681358,,0.007,0.008,3.6848,1.30421625,,0.005,0.006,1.3818,0.323386997,,0.003,0.004,1.8424,0.61106907,,0.014,0.015,3.4545,1.239677729,,0.006,0.007,3.2242,1.170684857,,0.004,0.005,1.1515,0.14106544,
705,0,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,1.8424,0.61106907,,0.023,0.023,5.2969,1.667121744,,0.007,0.007,3.2242,1.170684857,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,,0.015,0.015,3.4545,1.239677729,,0.006,0.006,2.7636,1.016534178,,0.005,0.005,1.1515,0.14106544,
706,0,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,1.8424,0.61106907,,0.023,0.023,5.2969,1.667121744,,0.007,0.007,3.2242,1.170684857,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,,0.015,0.015,3.4545,1.239677729,,0.006,0.006,2.7636,1.016534178,,0.005,0.005,1.1515,0.14106544,
707,0,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,1.8424,0.61106907,,0.023,0.023,5.2969,1.667121744,,0.007,0.007,3.2242,1.170684857,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,,0.015,0.015,3.4545,1.239677729,,0.006,0.006,2.7636,1.016534178,,0.005,0.005,1.1515,0.14106544,
708,0,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,1.8424,0.61106907,,0.023,0.023,5.2969,1.667121744,,0.007,0.007,3.2242,1.170684857,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,,0.015,0.015,3.4545,1.239677729,,0.006,0.006,2.7636,1.016534178,,0.005,0.005,1.1515,0.14106544,
709,0,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,1.8424,0.61106907,,0.023,0.023,5.2969,1.667121744,,0.007,0.007,3.2242,1.170684857,,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.9212,-0.082078111,,0.015,0.015,3.4545,1.239677729,,0.006,0.006,2.7636,1.016534178,,0.005,0.005,1.1515,0.14106544,
710,-0.001,0.004,0.005,1.1515,0.14106544,,0.002,0.003,0.6909,-0.369760183,,0.004,0.005,2.303,0.834212621,,0.023,0.024,5.5272,1.709681358,,0.007,0.008,3.6848,1.30421625,,0.004,0.005,1.1515,0.14106544,,0.002,0.003,1.3818,0.323386997,,0.014,0.015,3.4545,1.239677729,,0.006,0.007,3.2242,1.170684857,,0.004,0.005,1.1515,0.14106544,
711,-0.001,0.004,0.005,1.1515,0.14106544,,0.002,0.003,0.6909,-0.369760183,,0.004,0.005,2.303,0.834212621,,0.022,0.023,5.2969,1.667121744,,0.007,0.008,3.6848,1.30421625,,0.004,0.005,1.1515,0.14106544,,0.002,0.003,1.3818,0.323386997,,0.014,0.015,3.4545,1.239677729,,0.006,0.007,3.2242,1.170684857,,0.004,0.005,1.1515,0.14106544,
712,-0.001,0.004,0.005,1.1515,0.14106544,,0.002,0.003,0.6909,-0.369760183,,0.004,0.005,2.303,0.834212621,,0.023,0.024,5.5272,1.709681358,,0.007,0.008,3.6848,1.30421625,,0.005,0.006,1.3818,0.323386997,,0.002,0.003,1.3818,0.323386997,,0.014,0.015,3.4545,1.239677729,,0.006,0.007,3.2242,1.170684857,,0.004,0.005,1.1515,0.14106544,
713,0,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,1.8424,0.61106907,,0.023,0.023,5.2969,1.667121744,,0.007,0.007,3.2242,1.170684857,,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.9212,-0.082078111,,0.015,0.015,3.4545,1.239677729,,0.006,0.006,2.7636,1.016534178,,0.005,0.005,1.1515,0.14106544,
714,0,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,1.8424,0.61106907,,0.023,0.023,5.2969,1.667121744,,0.007,0.007,3.2242,1.170684857,,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.9212,-0.082078111,,0.015,0.015,3.4545,1.239677729,,0.006,0.006,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,
715,0,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,1.8424,0.61106907,,0.023,0.023,5.2969,1.667121744,,0.007,0.007,3.2242,1.170684857,,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.9212,-0.082078111,,0.015,0.015,3.4545,1.239677729,,0.006,0.006,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,
716,0,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,1.8424,0.61106907,,0.023,0.023,5.2969,1.667121744,,0.007,0.007,3.2242,1.170684857,,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.9212,-0.082078111,,0.015,0.015,3.4545,1.239677729,,0.006,0.006,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,
717,0,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,1.8424,0.61106907,,0.023,0.023,5.2969,1.667121744,,0.007,0.007,3.2242,1.170684857,,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.9212,-0.082078111,,0.015,0.015,3.4545,1.239677729,,0.006,0.006,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,
718,-0.001,0.004,0.005,1.1515,0.14106544,,0.002,0.003,0.6909,-0.369760183,,0.004,0.005,2.303,0.834212621,,0.022,0.023,5.2969,1.667121744,,0.007,0.008,3.6848,1.30421625,,0.004,0.005,1.1515,0.14106544,,0.002,0.003,1.3818,0.323386997,,0.014,0.015,3.4545,1.239677729,,0.006,0.007,3.2242,1.170684857,,0.004,0.005,1.1515,0.14106544,
719,-0.001,0.004,0.005,1.1515,0.14106544,,0.002,0.003,0.6909,-0.369760183,,0.004,0.005,2.303,0.834212621,,0.022,0.023,5.2969,1.667121744,,0.007,0.008,3.6848,1.30421625,,0.004,0.005,1.1515,0.14106544,,0.002,0.003,1.3818,0.323386997,,0.014,0.015,3.4545,1.239677729,,0.006,0.007,3.2242,1.170684857,,0.004,0.005,1.1515,0.14106544,
720,-0.001,0.004,0.005,1.1515,0.14106544,,0.002,0.003,0.6909,-0.369760183,,0.004,0.005,2.303,0.834212621,,0.022,0.023,5.2969,1.667121744,,0.007,0.008,3.6848,1.30421625,,0.004,0.005,1.1515,0.14106544,,0.002,0.003,1.3818,0.323386997,,0.014,0.015,3.4545,1.239677729,,0.006,0.007,3.2242,1.170684857,,0.004,0.005,1.1515,0.14106544,
721,-0.001,0.005,0.006,1.3818,0.323386997,,0.002,0.003,0.6909,-0.369760183,,0.004,0.005,2.303,0.834212621,,0.023,0.024,5.5272,1.709681358,,0.007,0.008,3.6848,1.30421625,,0.005,0.006,1.3818,0.323386997,,0.002,0.003,1.3818,0.323386997,,0.014,0.015,3.4545,1.239677729,,0.006,0.007,3.2242,1.170684857,,0.004,0.005,1.1515,0.14106544,
722,0,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,1.8424,0.61106907,,0.023,0.023,5.2969,1.667121744,,0.007,0.007,3.2242,1.170684857,,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.9212,-0.082078111,,0.014,0.014,3.2242,1.170684857,,0.006,0.006,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,
723,0,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,1.8424,0.61106907,,0.023,0.023,5.2969,1.667121744,,0.007,0.007,3.2242,1.170684857,,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.9212,-0.082078111,,0.014,0.014,3.2242,1.170684857,,0.006,0.006,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,
724,0,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,1.8424,0.61106907,,0.023,0.023,5.2969,1.667121744,,0.007,0.007,3.2242,1.170684857,,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.9212,-0.082078111,,0.014,0.014,3.2242,1.170684857,,0.006,0.006,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,
725,0,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,1.8424,0.61106907,,0.022,0.022,5.0666,1.622669981,,0.007,0.007,3.2242,1.170684857,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.014,0.014,3.2242,1.170684857,,0.006,0.006,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,
726,-0.001,0.004,0.005,1.1515,0.14106544,,0.002,0.003,0.6909,-0.369760183,,0.004,0.005,2.303,0.834212621,,0.022,0.023,5.2969,1.667121744,,0.007,0.008,3.6848,1.30421625,,0.004,0.005,1.1515,0.14106544,,0.002,0.003,1.3818,0.323386997,,0.014,0.015,3.4545,1.239677729,,0.006,0.007,3.2242,1.170684857,,0.004,0.005,1.1515,0.14106544,
727,-0.001,0.004,0.005,1.1515,0.14106544,,0.002,0.003,0.6909,-0.369760183,,0.004,0.005,2.303,0.834212621,,0.022,0.023,5.2969,1.667121744,,0.007,0.008,3.6848,1.30421625,,0.004,0.005,1.1515,0.14106544,,0.002,0.003,1.3818,0.323386997,,0.014,0.015,3.4545,1.239677729,,0.006,0.007,3.2242,1.170684857,,0.004,0.005,1.1515,0.14106544,
728,0,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,1.8424,0.61106907,,0.022,0.022,5.0666,1.622669981,,0.007,0.007,3.2242,1.170684857,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.014,0.014,3.2242,1.170684857,,0.006,0.006,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,
729,0,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,1.8424,0.61106907,,0.022,0.022,5.0666,1.622669981,,0.007,0.007,3.2242,1.170684857,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.014,0.014,3.2242,1.170684857,,0.006,0.006,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,
730,0,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,1.8424,0.61106907,,0.022,0.022,5.0666,1.622669981,,0.007,0.007,3.2242,1.170684857,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.014,0.014,3.2242,1.170684857,,0.006,0.006,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,
731,0,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,1.8424,0.61106907,,0.022,0.022,5.0666,1.622669981,,0.007,0.007,3.2242,1.170684857,,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.9212,-0.082078111,,0.014,0.014,3.2242,1.170684857,,0.006,0.006,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,
732,0,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,1.8424,0.61106907,,0.022,0.022,5.0666,1.622669981,,0.007,0.007,3.2242,1.170684857,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.014,0.014,3.2242,1.170684857,,0.006,0.006,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,
733,0,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,1.8424,0.61106907,,0.022,0.022,5.0666,1.622669981,,0.007,0.007,3.2242,1.170684857,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.014,0.014,3.2242,1.170684857,,0.006,0.006,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,
734,0,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,1.8424,0.61106907,,0.022,0.022,5.0666,1.622669981,,0.007,0.007,3.2242,1.170684857,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.014,0.014,3.2242,1.170684857,,0.006,0.006,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,
735,0,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,1.8424,0.61106907,,0.022,0.022,5.0666,1.622669981,,0.007,0.007,3.2242,1.170684857,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.014,0.014,3.2242,1.170684857,,0.006,0.006,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,
736,0,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,1.8424,0.61106907,,0.022,0.022,5.0666,1.622669981,,0.007,0.007,3.2242,1.170684857,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.014,0.014,3.2242,1.170684857,,0.006,0.006,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,
737,0,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,1.8424,0.61106907,,0.022,0.022,5.0666,1.622669981,,0.006,0.006,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.014,0.014,3.2242,1.170684857,,0.006,0.006,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,
738,0,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,1.8424,0.61106907,,0.022,0.022,5.0666,1.622669981,,0.006,0.006,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.014,0.014,3.2242,1.170684857,,0.006,0.006,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,
739,0,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,1.8424,0.61106907,,0.022,0.022,5.0666,1.622669981,,0.007,0.007,3.2242,1.170684857,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.014,0.014,3.2242,1.170684857,,0.006,0.006,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,
740,0,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,1.8424,0.61106907,,0.022,0.022,5.0666,1.622669981,,0.007,0.007,3.2242,1.170684857,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.014,0.014,3.2242,1.170684857,,0.006,0.006,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,
741,0,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,1.8424,0.61106907,,0.022,0.022,5.0666,1.622669981,,0.006,0.006,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.014,0.014,3.2242,1.170684857,,0.006,0.006,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,
742,0,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,1.8424,0.61106907,,0.022,0.022,5.0666,1.622669981,,0.006,0.006,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.014,0.014,3.2242,1.170684857,,0.006,0.006,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,
743,0,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,1.8424,0.61106907,,0.022,0.022,5.0666,1.622669981,,0.006,0.006,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.014,0.014,3.2242,1.170684857,,0.006,0.006,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,
744,-0.001,0.004,0.005,1.1515,0.14106544,,0.002,0.003,0.6909,-0.369760183,,0.004,0.005,2.303,0.834212621,,0.022,0.023,5.2969,1.667121744,,0.006,0.007,3.2242,1.170684857,,0.004,0.005,1.1515,0.14106544,,0.002,0.003,1.3818,0.323386997,,0.014,0.015,3.4545,1.239677729,,0.006,0.007,3.2242,1.170684857,,0.004,0.005,1.1515,0.14106544,
745,0,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,1.8424,0.61106907,,0.022,0.022,5.0666,1.622669981,,0.006,0.006,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.014,0.014,3.2242,1.170684857,,0.006,0.006,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,
746,0,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,1.8424,0.61106907,,0.022,0.022,5.0666,1.622669981,,0.006,0.006,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.014,0.014,3.2242,1.170684857,,0.006,0.006,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,
747,0,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,1.8424,0.61106907,,0.022,0.022,5.0666,1.622669981,,0.007,0.007,3.2242,1.170684857,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.014,0.014,3.2242,1.170684857,,0.006,0.006,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,
748,0,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,1.8424,0.61106907,,0.022,0.022,5.0666,1.622669981,,0.006,0.006,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.014,0.014,3.2242,1.170684857,,0.006,0.006,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,
749,0,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,1.8424,0.61106907,,0.022,0.022,5.0666,1.622669981,,0.006,0.006,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.014,0.014,3.2242,1.170684857,,0.006,0.006,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,
750,0,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,1.8424,0.61106907,,0.022,0.022,5.0666,1.622669981,,0.006,0.006,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.014,0.014,3.2242,1.170684857,,0.006,0.006,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,
751,0,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,1.8424,0.61106907,,0.022,0.022,5.0666,1.622669981,,0.006,0.006,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.014,0.014,3.2242,1.170684857,,0.006,0.006,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,
752,0,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,1.8424,0.61106907,,0.022,0.022,5.0666,1.622669981,,0.006,0.006,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.014,0.014,3.2242,1.170684857,,0.006,0.006,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,
753,0,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,1.8424,0.61106907,,0.022,0.022,5.0666,1.622669981,,0.006,0.006,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.014,0.014,3.2242,1.170684857,,0.006,0.006,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,
754,0,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,1.8424,0.61106907,,0.022,0.022,5.0666,1.622669981,,0.006,0.006,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.014,0.014,3.2242,1.170684857,,0.006,0.006,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,
755,0,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,1.8424,0.61106907,,0.022,0.022,5.0666,1.622669981,,0.006,0.006,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.014,0.014,3.2242,1.170684857,,0.006,0.006,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,
756,0,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,1.8424,0.61106907,,0.022,0.022,5.0666,1.622669981,,0.006,0.006,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.014,0.014,3.2242,1.170684857,,0.006,0.006,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,
757,0,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,1.8424,0.61106907,,0.022,0.022,5.0666,1.622669981,,0.006,0.006,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.014,0.014,3.2242,1.170684857,,0.006,0.006,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,
758,0,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,1.8424,0.61106907,,0.022,0.022,5.0666,1.622669981,,0.006,0.006,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.014,0.014,3.2242,1.170684857,,0.006,0.006,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,
759,0,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,1.8424,0.61106907,,0.022,0.022,5.0666,1.622669981,,0.007,0.007,3.2242,1.170684857,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.014,0.014,3.2242,1.170684857,,0.006,0.006,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,
760,0.001,0.006,0.005,1.1515,0.14106544,,0.003,0.002,0.4606,-0.775225292,,0.005,0.004,1.8424,0.61106907,,0.023,0.022,5.0666,1.622669981,,0.007,0.006,2.7636,1.016534178,,0.005,0.004,0.9212,-0.082078111,,0.003,0.002,0.9212,-0.082078111,,0.015,0.014,3.2242,1.170684857,,0.007,0.006,2.7636,1.016534178,,0.005,0.004,0.9212,-0.082078111,
761,0,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,1.8424,0.61106907,,0.022,0.022,5.0666,1.622669981,,0.007,0.007,3.2242,1.170684857,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,1.3818,0.323386997,,0.014,0.014,3.2242,1.170684857,,0.006,0.006,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,
