,MilliQ,F13Jun19_0.1R5,A(CDOM),a(CDOM),ln(a),Sr,F13Jun19_0.1R5_Dil1:2,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F13Jun19_0.1R5_Dil1:2_ReRun,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F28Aug19_3.8R1,A(CDOM),a(CDOM),ln(a),Sr,F28Aug19_3.8R1_Dil1:4,A(CDOM),Dilution 1:4 a(CDOM),Dilution 1:4 ln(a),Sr,F28Aug19_3.8R1_Dil1:8,A(CDOM),Dilution 1:8 a(CDOM),Dilution 1:8 ln(a),Sr,F28Aug19_9R1,A(CDOM),a(CDOM),ln(a),Sr,F28Aug19_9mR1_Dil1:2,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F11Sep190.1mR1,A(CDOM),a(CDOM),ln(a),Sr,F11Sep19_0.1mR1_Dil1:2,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr
679,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.007,0.007,1.6121,0.477537677,,0.001,0.001,0.9212,-0.082078111,,0.001,0.001,1.8424,0.61106907,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
680,0,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.007,0.007,1.6121,0.477537677,,0.001,0.001,0.9212,-0.082078111,,0.001,0.001,1.8424,0.61106907,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.4606,-0.775225292,
681,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.007,0.007,1.6121,0.477537677,,0.001,0.001,0.9212,-0.082078111,,0,0,0,#NUM!,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
682,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.007,0.007,1.6121,0.477537677,,0.001,0.001,0.9212,-0.082078111,,0,0,0,#NUM!,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
683,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.007,0.007,1.6121,0.477537677,,0.001,0.001,0.9212,-0.082078111,,0,0,0,#NUM!,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
684,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.007,0.007,1.6121,0.477537677,,0.001,0.001,0.9212,-0.082078111,,0,0,0,#NUM!,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
685,0,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.007,0.007,1.6121,0.477537677,,0.001,0.001,0.9212,-0.082078111,,0.001,0.001,1.8424,0.61106907,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.4606,-0.775225292,
686,0,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.007,0.007,1.6121,0.477537677,,0.001,0.001,0.9212,-0.082078111,,0.001,0.001,1.8424,0.61106907,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.4606,-0.775225292,
687,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.007,0.007,1.6121,0.477537677,,0.001,0.001,0.9212,-0.082078111,,0,0,0,#NUM!,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
688,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.007,0.007,1.6121,0.477537677,,0.001,0.001,0.9212,-0.082078111,,0,0,0,#NUM!,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
689,-0.001,0.002,0.003,0.6909,-0.369760183,,0.001,0.002,0.9212,-0.082078111,,0.001,0.002,0.9212,-0.082078111,,0.007,0.008,1.8424,0.61106907,,0.001,0.002,1.8424,0.61106907,,0,0.001,1.8424,0.61106907,,0.008,0.009,2.0727,0.728852105,,0.004,0.005,2.303,0.834212621,,0.001,0.002,0.4606,-0.775225292,,0,0.001,0.4606,-0.775225292,
690,-0.001,0.002,0.003,0.6909,-0.369760183,,0.001,0.002,0.9212,-0.082078111,,0.001,0.002,0.9212,-0.082078111,,0.007,0.008,1.8424,0.61106907,,0.001,0.002,1.8424,0.61106907,,0,0.001,1.8424,0.61106907,,0.008,0.009,2.0727,0.728852105,,0.004,0.005,2.303,0.834212621,,0.001,0.002,0.4606,-0.775225292,,0,0.001,0.4606,-0.775225292,
691,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.007,0.007,1.6121,0.477537677,,0.001,0.001,0.9212,-0.082078111,,0,0,0,#NUM!,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
692,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.007,0.007,1.6121,0.477537677,,0.001,0.001,0.9212,-0.082078111,,0,0,0,#NUM!,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.4606,-0.775225292,
693,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.007,0.007,1.6121,0.477537677,,0.001,0.001,0.9212,-0.082078111,,0,0,0,#NUM!,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.4606,-0.775225292,
694,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.007,0.007,1.6121,0.477537677,,0.001,0.001,0.9212,-0.082078111,,0,0,0,#NUM!,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.4606,-0.775225292,
695,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.007,0.007,1.6121,0.477537677,,0.001,0.001,0.9212,-0.082078111,,0,0,0,#NUM!,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.4606,-0.775225292,
696,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.007,0.007,1.6121,0.477537677,,0.001,0.001,0.9212,-0.082078111,,0,0,0,#NUM!,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
697,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.9212,-0.082078111,,0,0,0,#NUM!,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
698,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.007,0.007,1.6121,0.477537677,,0.001,0.001,0.9212,-0.082078111,,0,0,0,#NUM!,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
699,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.007,0.007,1.6121,0.477537677,,0.001,0.001,0.9212,-0.082078111,,0,0,0,#NUM!,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.4606,-0.775225292,
700,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.007,0.007,1.6121,0.477537677,,0.001,0.001,0.9212,-0.082078111,,0,0,0,#NUM!,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.4606,-0.775225292,
701,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.007,0.007,1.6121,0.477537677,,0.001,0.001,0.9212,-0.082078111,,0,0,0,#NUM!,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.4606,-0.775225292,
702,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.007,0.007,1.6121,0.477537677,,0.001,0.001,0.9212,-0.082078111,,0,0,0,#NUM!,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.4606,-0.775225292,
703,-0.001,0.002,0.003,0.6909,-0.369760183,,0.001,0.002,0.9212,-0.082078111,,0.001,0.002,0.9212,-0.082078111,,0.006,0.007,1.6121,0.477537677,,0.001,0.002,1.8424,0.61106907,,0,0.001,1.8424,0.61106907,,0.008,0.009,2.0727,0.728852105,,0.004,0.005,2.303,0.834212621,,0.001,0.002,0.4606,-0.775225292,,0,0.001,0.4606,-0.775225292,
704,-0.001,0.002,0.003,0.6909,-0.369760183,,0.001,0.002,0.9212,-0.082078111,,0.001,0.002,0.9212,-0.082078111,,0.006,0.007,1.6121,0.477537677,,0.001,0.002,1.8424,0.61106907,,0,0.001,1.8424,0.61106907,,0.008,0.009,2.0727,0.728852105,,0.004,0.005,2.303,0.834212621,,0.001,0.002,0.4606,-0.775225292,,0,0.001,0.4606,-0.775225292,
705,-0.001,0.002,0.003,0.6909,-0.369760183,,0.001,0.002,0.9212,-0.082078111,,0.001,0.002,0.9212,-0.082078111,,0.006,0.007,1.6121,0.477537677,,0.001,0.002,1.8424,0.61106907,,0,0.001,1.8424,0.61106907,,0.008,0.009,2.0727,0.728852105,,0.004,0.005,2.303,0.834212621,,0.001,0.002,0.4606,-0.775225292,,0,0.001,0.4606,-0.775225292,
706,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.9212,-0.082078111,,0,0,0,#NUM!,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.4606,-0.775225292,
707,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.9212,-0.082078111,,0.001,0.001,1.8424,0.61106907,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.4606,-0.775225292,
708,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.9212,-0.082078111,,0,0,0,#NUM!,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.4606,-0.775225292,
709,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.9212,-0.082078111,,0,0,0,#NUM!,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.4606,-0.775225292,
710,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.9212,-0.082078111,,0,0,0,#NUM!,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
711,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.9212,-0.082078111,,0,0,0,#NUM!,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
712,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.9212,-0.082078111,,0,0,0,#NUM!,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
713,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.9212,-0.082078111,,0,0,0,#NUM!,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
714,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.9212,-0.082078111,,0,0,0,#NUM!,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
715,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.9212,-0.082078111,,0,0,0,#NUM!,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.4606,-0.775225292,
716,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.9212,-0.082078111,,0,0,0,#NUM!,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
717,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.9212,-0.082078111,,0,0,0,#NUM!,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
718,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.9212,-0.082078111,,0,0,0,#NUM!,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
719,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.9212,-0.082078111,,0,0,0,#NUM!,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
720,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.9212,-0.082078111,,0,0,0,#NUM!,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
721,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.9212,-0.082078111,,0,0,0,#NUM!,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,1.8424,0.61106907,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
722,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.9212,-0.082078111,,0,0,0,#NUM!,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,1.8424,0.61106907,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
723,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.9212,-0.082078111,,0,0,0,#NUM!,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
724,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.9212,-0.082078111,,0,0,0,#NUM!,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
725,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.9212,-0.082078111,,0,0,0,#NUM!,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
726,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.9212,-0.082078111,,0,0,0,#NUM!,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
727,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.9212,-0.082078111,,0,0,0,#NUM!,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
728,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.9212,-0.082078111,,0,0,0,#NUM!,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
729,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.9212,-0.082078111,,0,0,0,#NUM!,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
730,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.9212,-0.082078111,,0,0,0,#NUM!,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
731,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.9212,-0.082078111,,0,0,0,#NUM!,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
732,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.9212,-0.082078111,,0,0,0,#NUM!,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
733,0,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,,0.001,0.001,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.9212,-0.082078111,,0,0,0,#NUM!,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
734,0,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,,0.001,0.001,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.9212,-0.082078111,,0,0,0,#NUM!,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
735,0,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,,0.001,0.001,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.9212,-0.082078111,,0,0,0,#NUM!,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
736,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.9212,-0.082078111,,0,0,0,#NUM!,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
737,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.9212,-0.082078111,,0,0,0,#NUM!,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
738,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.9212,-0.082078111,,0,0,0,#NUM!,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
739,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.9212,-0.082078111,,0,0,0,#NUM!,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
740,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.9212,-0.082078111,,0,0,0,#NUM!,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
741,0,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,,0.001,0.001,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.9212,-0.082078111,,0,0,0,#NUM!,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
742,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.9212,-0.082078111,,0,0,0,#NUM!,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
743,0,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,,0.001,0.001,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.9212,-0.082078111,,0,0,0,#NUM!,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
744,0,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,,0.001,0.001,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.9212,-0.082078111,,0,0,0,#NUM!,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
745,0,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,,0.001,0.001,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.9212,-0.082078111,,0,0,0,#NUM!,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
746,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.9212,-0.082078111,,0,0,0,#NUM!,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
