"Reservoir","Site","DateTime","Depth_m","Rep","Dilution","a254_m","a350_m","S275_295","S350_400","Sr","Max_FL_Ex","Max_FL_Em","Max_FL","B","T","A","C","M","N","FI","BIX","HIX","T_B","T_M","T_N","T_C","A_T","A_C","A_M","M_C","C_N","Fmax1","Fmax2","Fmax3","Fmax4","abs_Flag","fl_Flag"
"CCR",50,2022-09-29 12:30:00,0.1,2,1,NA,NA,NA,NA,NA,305,304,5.381637296,0.060437252,0.072148038,0.164762768,0.067602233,0.079639283,0.07835461,1.44814952,0.7721634,2.930663553,1.193767685,0.905935308,0.920788683,1.067243416,2.283676349,2.437238547,2.068863036,1.178056983,0.862772887,NA,NA,NA,NA,1,0
"CCR",50,2022-09-29 12:37:00,1.5,2,1,NA,NA,NA,NA,NA,315,316,4.058924688,0.057002468,0.066784366,0.159361599,0.066043999,0.073595824,0.06884434,1.435807581,0.742803802,3.160827244,1.171604804,0.907447765,0.97007779,1.011210199,2.386211174,2.412961077,2.165361996,1.114345353,0.959323581,NA,NA,NA,NA,1,0
"CCR",50,2022-09-29 12:55:00,6,2,1,NA,NA,NA,NA,NA,305,304,2.742695335,0.063734214,0.067753309,0.160325538,0.067582707,0.074841832,0.073645019,1.457363611,0.757116882,3.056577339,1.063060238,0.905286619,0.91999853,1.002524354,2.366313023,2.372286434,2.142191516,1.107410993,0.917681976,NA,NA,NA,NA,1,0
"CCR",50,2022-09-29 13:07:00,9,2,1,NA,NA,NA,NA,NA,320,320,2.140778767,0.039693255,0.055581324,0.22006804,0.109537856,0.099583972,0.078816938,1.5012457,0.703958886,5.553401545,1.40027125,0.558135242,0.705195172,0.507416579,3.959388214,2.009059223,2.2098741,0.909128363,1.389775583,NA,NA,NA,NA,1,0
"CCR",201,2022-10-14 10:20:00,0.1,2,1,NA,NA,NA,NA,NA,300,300,6.226276934,0.089721542,0.085111339,0.278428902,0.321201473,0.146080174,0.102157345,2.300389489,0.504886097,6.014590307,0.948616545,0.582634432,0.833139695,0.264978048,3.271349077,0.866835694,1.906000613,0.454792978,3.144183831,NA,NA,NA,NA,1,0
"CCR",301,2022-10-14 11:25:00,0.1,1,1,NA,NA,NA,NA,NA,305,304,8.082196348,0.062290701,0.060771169,0.188151898,0.165100359,0.088764874,0.068334555,1.677781295,0.474362862,4.89182925,0.975605797,0.684630824,0.889318275,0.36808623,3.09607173,1.13962137,2.119666139,0.537641919,2.416059615,NA,NA,NA,NA,1,0
"CCR",50,2022-10-14 14:01:00,0.1,1,1,NA,NA,NA,NA,NA,300,300,4.230939161,0.063797657,0.067314921,0.183580863,0.078449235,0.131342849,0.089516793,1.452193782,0.751701096,3.303863293,1.05513156,0.512513026,0.751980928,0.858069825,2.727194212,2.340123061,1.397722557,1.674240033,0.876363328,NA,NA,NA,NA,1,0
"CCR",50,2022-10-14 14:11:00,1.5,1,1,NA,NA,NA,NA,NA,240,408,8.637596681,0.092191744,0.091797597,0.652365158,0.165981709,2.832453661,0.923755775,1.423977582,0.726062742,4.474114937,0.995724701,0.032409214,0.099374314,0.55305851,7.106560308,3.930343653,0.230318034,17.06485415,0.179681377,NA,NA,NA,NA,1,0
"CCR",50,2022-10-14 14:21:00,6,2,1,NA,NA,NA,NA,NA,300,300,8.773029452,0.078441182,0.077508131,0.436549961,0.129542514,1.641139051,0.535248034,1.444898753,0.714267324,3.534016989,0.988105094,0.047228254,0.144807877,0.598321963,5.632311777,3.369935836,0.266004249,12.66872934,0.242023335,NA,NA,NA,NA,1,0
"CCR",50,2022-10-14 14:31:00,9,1,1,NA,NA,NA,NA,NA,300,300,36.59529323,0.124880323,0.109334939,0.251823316,0.094973755,0.167251394,0.119554793,1.422120094,0.743295068,1.814087395,0.875517751,0.653716162,0.914517411,1.151212137,2.3032282,2.65150426,1.505657499,1.761027499,0.794395213,NA,NA,NA,NA,1,0
"CCR",201,2022-11-17 09:30:00,0.1,2,1,NA,NA,NA,NA,NA,305,304,18.92224409,0.142744064,0.128504339,0.314346773,0.18194582,0.133968124,0.133510015,1.510799834,0.582983469,3.54268115,0.900242962,0.959215782,0.962507116,0.706278051,2.446195792,1.727694398,2.346429611,0.736307788,1.362787805,NA,NA,NA,NA,1,0
"CCR",301,2022-11-17 11:00:00,0.1,2,1,NA,NA,NA,NA,NA,310,312,6.997102789,0.028844623,0.039227839,0.138900834,0.085505723,0.062256631,0.04854534,1.464315396,0.621190986,6.163489734,1.359970578,0.630098968,0.80806601,0.458774426,3.540873952,1.624462413,2.231101024,0.728098995,1.761358012,NA,NA,NA,NA,1,0
"CCR",50,2022-11-17 13:23:00,0.1,2,1,NA,NA,NA,NA,NA,300,300,9.633198233,0.067525448,0.074162312,0.244092445,0.121213406,0.116379843,0.093002395,1.457340252,0.674798948,4.254757238,1.098286857,0.637243618,0.797423681,0.611832587,3.291327337,2.01374132,2.097377339,0.960123523,1.303336398,NA,NA,NA,NA,1,0
"CCR",50,2022-11-17 13:28:00,1.5,1,1,NA,NA,NA,NA,NA,305,304,11.74881206,0.070227088,0.078124368,0.247759492,0.124349898,0.109112141,0.092638847,1.505540912,0.680517972,3.814701476,1.112453473,0.716000688,0.843321901,0.628262422,3.171347143,1.992438237,2.270686735,0.87746064,1.34230836,NA,NA,NA,NA,1,0
"CCR",50,2022-11-17 13:28:00,1.5,2,1,NA,NA,NA,NA,NA,300,300,7.899708903,0.067330693,0.073743414,0.239164826,0.119746112,0.105532501,0.087844973,1.463220785,0.671181989,4.257343126,1.095242162,0.698774435,0.839472211,0.615831384,3.243202528,1.997265902,2.266267013,0.881302111,1.363152695,NA,NA,NA,NA,1,0
"CCR",50,2022-11-17 13:34:00,6,2,1,NA,NA,NA,NA,NA,300,300,9.408865668,0.056653681,0.066475344,0.244214583,0.120764481,0.136118701,0.095588906,1.469955044,0.682583519,4.538025755,1.173363201,0.488363048,0.695429487,0.550454433,3.673761862,2.022238502,1.794129541,1.127141857,1.263373397,NA,NA,NA,NA,1,0
"CCR",50,2022-11-17 13:39:00,9,2,1,NA,NA,NA,NA,NA,300,300,7.288908767,0.080055228,0.080135693,0.243875281,0.122217648,0.107474067,0.09268793,1.485743181,0.676521146,3.609843256,1.001005117,0.745628178,0.86457528,0.655680206,3.043279123,1.995417884,2.269154667,0.879366185,1.318592923,NA,NA,NA,NA,1,0
"CCR",50,2022-11-17 13:45:00,21,1,1,NA,NA,NA,NA,NA,310,310,13.03263092,0.082085715,0.093529493,0.373189486,0.204429171,0.164411778,0.126839632,1.504994051,0.611418959,5.552581755,1.139412548,0.568873438,0.737383828,0.457515397,3.990072792,1.825519739,2.269846428,0.804248127,1.611713687,NA,NA,NA,NA,1,0
"CCR",201,2023-05-04 09:55:00,0.1,2,1,NA,NA,NA,NA,NA,300,300,25.16037963,0.104861245,0.12122244,0.21929563,0.116880522,0.0968322,0.100126655,1.498928949,0.632953578,2.660218591,1.156027096,1.2518815,1.210690999,1.037148343,1.809034946,1.876237596,2.264697382,0.828471659,1.167326745,NA,NA,NA,NA,1,0
"CCR",500,2023-05-04 10:31:00,0.1,2,1,NA,NA,NA,NA,NA,310,310,6.409909997,0.204040281,0.152845081,0.29917759,0.169925413,0.143993798,0.145617001,1.528538186,0.590492791,3.213606317,0.749092681,1.061469896,1.049637616,0.899483359,1.957391023,1.760640652,2.077711645,0.84739413,1.166933891,NA,NA,NA,NA,1,0
"CCR",301,2023-05-04 11:00:00,0.1,1,1,NA,NA,NA,NA,NA,300,300,7.548483671,0.049676306,0.042980754,0.118387471,0.066415837,0.101475987,0.059831381,1.472163492,0.644777885,2.879014845,0.865216391,0.423555914,0.718364742,0.64714617,2.754429805,1.782518698,1.166655034,1.527888404,1.110050212,NA,NA,NA,NA,1,0
"CCR",50,2023-05-04 14:10:00,0.1,1,1,NA,NA,NA,NA,NA,300,300,6.688846885,0.168624792,0.169772631,0.207309071,0.091555637,0.093137058,0.130851295,1.440746423,0.649096112,2.032611733,1.006807055,1.822825778,1.297447076,1.854311072,1.221098305,2.264296107,2.225849467,1.017272794,0.699692245,NA,NA,NA,NA,1,0
"CCR",50,2023-05-04 14:20:00,1.5,2,1,NA,NA,NA,NA,NA,300,300,6.721147856,0.102076573,0.116072887,0.205109226,0.093405844,0.089388208,0.10332834,1.439983674,0.653812848,2.881197838,1.137115833,1.298525718,1.123340283,1.242672643,1.767072666,2.195892861,2.294589302,0.956987318,0.903971202,NA,NA,NA,NA,1,0
"CCR",50,2023-05-04 14:30:00,6,1,1,NA,NA,NA,NA,NA,300,300,8.835614391,0.070972762,0.091873362,0.207525555,0.097284445,0.089337646,0.085902854,1.431556533,0.64906102,3.528725912,1.294487615,1.028383501,1.069503015,0.944378741,2.258821831,2.133183316,2.322935103,0.91831378,1.132493743,NA,NA,NA,NA,1,0
"CCR",50,2023-05-04 14:40:00,9,2,1,NA,NA,NA,NA,NA,300,300,7.316722775,0.06069046,0.075033389,0.198189479,0.095927087,0.089583886,0.079666751,1.437127232,0.645217838,3.815668257,1.236329218,0.837576854,0.941840705,0.782191892,2.641350486,2.066042934,2.212334029,0.93387477,1.204104408,NA,NA,NA,NA,1,0
"CCR",50,2023-05-04 14:50:00,20,1,1,NA,NA,NA,NA,NA,300,300,7.116335262,0.07352137,0.120271446,0.211437805,0.097263096,0.0967966,0.101466395,1.444024471,0.692792086,3.10788063,1.635870565,1.242517256,1.185332793,1.236557864,1.758005016,2.173874928,2.184351568,0.995203776,0.958574465,NA,NA,NA,NA,1,0
"CCR",50,2023-06-01 09:45:00,0.1,1,1,NA,NA,NA,NA,NA,300,300,3.355953406,0.224409331,0.192110554,0.184705305,0.07231665,0.092617781,0.148051946,1.478488953,0.718437811,1.482556294,0.85607204,2.074229708,1.297588845,2.656518993,0.96145319,2.554118659,1.994274769,1.280725554,0.488454571,NA,NA,NA,NA,1,0
"CCR",50,2023-06-01 09:45:00,0.1,2,1,NA,NA,NA,NA,NA,300,300,5.537192247,0.111382187,0.118016673,0.164769326,0.067212068,0.079536722,0.09640298,1.419145313,0.725185951,2.083095937,1.059565052,1.483801063,1.224201506,1.755885169,1.396152946,2.451484252,2.071613226,1.183369666,0.69719907,NA,NA,NA,NA,1,0
"CCR",50,2023-06-01 10:00:00,1.5,2,1,NA,NA,NA,NA,NA,300,300,3.885831416,0.090581705,0.098390628,0.165507297,0.068057223,0.075774342,0.086267153,1.363540004,0.698478866,2.374569365,1.086208607,1.29846892,1.140534075,1.445704419,1.682144942,2.431884377,2.184212926,1.113391624,0.788912353,NA,NA,NA,NA,1,0
"CCR",50,2023-06-01 10:10:00,6,1,1,NA,NA,NA,NA,NA,300,300,5.017206076,0.086479464,0.087631765,0.204222499,0.097066079,0.092454018,0.08930259,1.488705354,0.671310122,3.490723296,1.013324562,0.947841612,0.9812903,0.902805243,2.330462002,2.103953315,2.208908862,0.952485343,1.086934648,NA,NA,NA,NA,1,0
"CCR",50,2023-06-01 10:10:00,6,2,1,NA,NA,NA,NA,NA,300,300,5.00355231,0.074398094,0.081611039,0.196861224,0.09406891,0.088599556,0.084705848,1.489923121,0.67078463,3.78200491,1.096950672,0.921122444,0.963464044,0.867566544,2.412188675,2.092734193,2.221921127,0.941858002,1.11053619,NA,NA,NA,NA,1,0
"CCR",50,2023-06-01 10:20:00,9,1,1,NA,NA,NA,NA,NA,300,300,3.618363364,0.098043966,0.095171837,0.211962005,0.102127541,0.100665016,0.096726422,1.474950508,0.664142849,3.454588964,0.970705706,0.945431103,0.983928025,0.931891983,2.227150505,2.075463702,2.105617358,0.985679422,1.055839134,NA,NA,NA,NA,1,0
"CCR",50,2023-06-01 10:30:00,20,2,1,NA,NA,NA,NA,NA,300,300,4.652366448,0.044998668,0.068213422,0.213888035,0.104654989,0.09357529,0.080159383,1.472479401,0.661814746,4.720928692,1.515898698,0.728968321,0.850972396,0.651793312,3.135571111,2.043744278,2.285732009,0.894131189,1.305586267,NA,NA,NA,NA,1,0
"CCR",100,2023-06-01 12:00:00,0.1,1,1,NA,NA,NA,NA,NA,300,300,11.33731046,0.040365782,0.064383635,0.252254392,0.153924591,0.096760559,0.078405748,1.414921167,0.523232115,6.171261453,1.59500526,0.665391315,0.821159633,0.418280374,3.917989262,1.638818014,2.606996028,0.628623134,1.963179925,NA,NA,NA,NA,1,0
"CCR",300,2023-06-01 12:00:00,0.1,2,1,NA,NA,NA,NA,NA,300,300,4.534872935,0.028504932,0.042924993,0.160395518,0.096977622,0.064751906,0.052425591,1.428586549,0.546042195,6.397089524,1.5058795,0.66291474,0.818779379,0.442627812,3.736646349,1.653943596,2.477077944,0.667699456,1.849814579,NA,NA,NA,NA,1,0
"CCR",50,2023-06-30 12:00:00,0.1,1,1,NA,NA,NA,NA,NA,300,300,4.370466264,0.062703089,0.067565759,0.13683992,0.054610416,0.062324591,0.064253215,1.391019728,0.729032556,2.651569401,1.077550726,1.084094706,1.051554521,1.237232076,2.025285033,2.505747607,2.195600783,1.141258295,0.849925039,NA,NA,NA,NA,1,0
"CCR",50,2023-06-30 12:00:00,1.5,2,1,NA,NA,NA,NA,NA,300,300,3.234071407,0.06052242,0.067432858,0.145345724,0.05904119,0.069465481,0.068476955,1.454992438,0.717722771,2.986669245,1.114179797,0.970739092,0.984752579,1.142132423,2.155413983,2.461768194,2.092344612,1.176559626,0.862205257,NA,NA,NA,NA,1,0
"CCR",50,2023-06-30 12:00:00,6,2,1,NA,NA,NA,NA,NA,300,300,6.945662752,0.069116532,0.088298866,0.22107923,0.108049999,0.099208186,0.094909603,1.515647228,0.680712563,3.500132387,1.277536115,0.890036092,0.930347009,0.817203765,2.503760701,2.046082672,2.22843739,0.918169243,1.138451692,NA,NA,NA,NA,1,0
"CCR",50,2023-06-30 12:00:00,20,2,1,NA,NA,NA,NA,NA,300,300,10.68697147,0.103981138,0.169135455,0.266234509,0.125949444,0.125117539,0.135472196,1.453286558,0.688060976,2.872311735,1.626597463,1.35181251,1.248488321,1.342883694,1.57409048,2.113820439,2.127875203,0.99339493,0.929706963,NA,NA,NA,NA,1,0
"CCR",101,2023-06-30 12:00:00,0.1,1,1,NA,NA,NA,NA,NA,310,310,10.72859365,0.048289098,0.028595249,0.197773681,0.119241776,0.077286134,0.060985485,1.432001602,0.53141534,13.21622121,0.5921678,0.369991971,0.468886146,0.239808984,6.916312592,1.658593894,2.55898013,0.648146453,1.955248461,NA,NA,NA,NA,1,0
"CCR",50,2023-08-09 01:00:00,9,1,1,NA,NA,NA,NA,NA,300,300,7.476253398,0.09153737,0.204743636,0.256428309,0.12052348,0.128852306,0.149344231,1.495693784,0.744312821,2.419729313,2.236721865,1.58897922,1.370951091,1.698786301,1.252436038,2.127621185,1.990094839,1.069105423,0.807017981,NA,NA,NA,NA,1,0
"CCR",50,2023-08-09 01:00:00,9,2,1,NA,NA,NA,NA,NA,300,300,3.184714255,0.029851922,0.029063853,0.228643566,0.116132881,0.098956305,0.07142298,1.474379037,0.650871334,15.23833657,0.973600733,0.293703903,0.406925795,0.250263773,7.866939242,1.968809894,2.310550758,0.852095496,1.625987615,NA,NA,NA,NA,1,0
"CCR",50,2023-08-09 01:04:00,20,1,1,NA,NA,NA,NA,NA,300,300,7.416115227,0.112657394,0.245117782,0.274514958,0.130038297,0.139994378,0.16766287,1.486253628,0.735718257,3.251218556,2.175780685,1.750911606,1.461968187,1.884966108,1.119930819,2.111031637,1.960899869,1.07656269,0.775593885,NA,NA,NA,NA,1,0
"CCR",50,2023-08-09 12:10:00,0.1,1,1,NA,NA,NA,NA,NA,305,304,3.93001908,0.063484849,0.077482465,0.123168027,0.048487027,0.058478897,0.066893939,1.418764008,0.774830569,3.305650241,1.220487507,1.324964528,1.158288272,1.598004029,1.58962453,2.540226403,2.106196115,1.206073065,0.724834388,NA,NA,NA,NA,1,0
"CCR",50,2023-08-09 12:10:00,0.1,2,1,NA,NA,NA,NA,NA,300,300,1.538317351,0.051383353,0.062179718,0.118539137,0.045915507,0.055721763,0.059639708,1.42220503,0.771501722,2.593433096,1.210114061,1.115896447,1.042589239,1.354220442,1.906395539,2.58167981,2.127340009,1.213571784,0.769881481,NA,NA,NA,NA,1,0
"CCR",50,2023-08-09 12:15:00,1.5,1,1,NA,NA,NA,NA,NA,320,320,2.981164864,0.066863996,0.072270813,0.126650502,0.049199118,0.06201661,0.065076558,1.422023651,0.787302746,2.260916499,1.080862893,1.165346059,1.110550632,1.468945281,1.752443309,2.574243328,2.042202903,1.260522803,0.756019061,NA,NA,NA,NA,1,0
"CCR",50,2023-08-09 12:15:00,1.5,2,1,NA,NA,NA,NA,NA,300,300,4.29541638,0.04630719,0.021841244,0.122169726,0.04977248,0.055271641,0.048685404,1.461893924,0.742574267,4.999949297,0.471659883,0.395161847,0.448619956,0.438821685,5.593533392,2.454563747,2.210350986,1.110485965,1.022328593,NA,NA,NA,NA,1,0
"CCR",50,2023-08-09 12:23:00,6,1,1,NA,NA,NA,NA,NA,300,300,4.726878971,0.040977731,0.021792782,0.203498801,0.101570023,0.090021491,0.063902822,1.509697286,0.692878197,9.264643203,0.531820129,0.242084217,0.341030042,0.214559191,9.33789914,2.003532084,2.260558001,0.886299791,1.589445041,NA,NA,NA,NA,1,0
"CCR",50,2023-08-09 12:23:00,6,2,1,NA,NA,NA,NA,NA,305,306,3.62594435,0.029670096,0.017382988,0.201383466,0.100715351,0.088926945,0.061063207,1.522321309,0.686792886,12.56345393,0.585875701,0.195474927,0.284672045,0.172595219,11.58508912,1.999531,2.264594452,0.882953236,1.649362281,NA,NA,NA,NA,1,0
"CCR",50,2024-05-22 10:30:00,0.1,2,1,12.2059,2.303,NA,NA,NA,305,306,4.477732481,0.076431697,0.121023479,0.18845954,0.077762843,0.086699186,0.09427728,1.473058899,0.707169379,2.375131077,1.583420011,1.395900977,1.283697178,1.55631499,1.557214704,2.423516586,2.173717527,1.114917903,0.824831211,NA,NA,NA,NA,0,0
"CCR",50,2024-05-22 10:30:00,1.5,2,1,12.6665,2.303,NA,NA,NA,300,300,4.830037469,0.059541754,0.069756674,0.190048785,0.082013177,0.086747603,0.077863461,1.468947893,0.712686986,3.143223121,1.171558933,0.804133738,0.895884587,0.850554466,2.724453072,2.317295727,2.190824632,1.057727622,1.05329479,NA,NA,NA,NA,0,0
"CCR",50,2024-05-22 10:30:00,6,1,1,12.8968,2.7636,NA,NA,NA,300,300,6.121595427,0.060358378,0.07277182,0.225347402,0.109532485,0.099523927,0.082912337,1.49191883,0.666203795,4.135548636,1.205662273,0.731199239,0.877695923,0.664385726,3.096630024,2.057356786,2.264253518,0.90862475,1.321063787,NA,NA,NA,NA,0,0
"CCR",50,2024-05-22 10:30:00,9,2,1,11.2847,2.303,NA,NA,NA,240,482,1.320177305,0.036991099,0.055778988,0.235049056,0.11554224,0.100167679,0.07857357,1.48606823,0.65531959,6.192193663,1.507902967,0.556856155,0.709895048,0.482758413,4.213935436,2.034312784,2.346555885,0.866935579,1.470497518,NA,NA,NA,NA,0,0
"CCR",50,2024-05-22 10:30:00,20,1,1,10.8241,2.0727,NA,NA,NA,300,300,1.346074679,0.031470644,0.056100257,0.240330354,0.117868053,0.104452031,0.081969564,1.481236698,0.656928974,6.474405058,1.782621798,0.537091107,0.684403501,0.475958118,4.283943921,2.038977887,2.300868181,0.886177619,1.437949002,NA,NA,NA,NA,0,0
"CCR",88,2024-05-22 11:57:00,0.1,1,1,13.5877,2.303,NA,NA,NA,300,300,5.251503478,0.123634501,0.133109363,0.202976526,0.082653294,0.091727216,0.117594849,1.479407592,0.706902332,2.168426172,1.076636072,1.451143617,1.131931917,1.610454435,1.524885407,2.455758466,2.212827725,1.109782943,0.702864914,NA,NA,NA,NA,0,0
"CCR",88,2024-05-22 11:57:00,1.5,2,1,11.9756,2.0727,NA,NA,NA,300,300,3.542695509,0.048973545,0.063917698,0.175652178,0.074419701,0.078921791,0.073420451,1.47604044,0.705057132,3.365311345,1.305147455,0.809886555,0.87057076,0.858881415,2.748099259,2.36029138,2.225648643,1.060495954,1.013609965,NA,NA,NA,NA,0,0
"CCR",88,2024-05-22 11:57:00,6,2,1,12.4362,2.303,NA,NA,NA,300,300,2.604035448,0.048708639,0.068672584,0.211733394,0.101047722,0.094515715,0.085405252,1.502008026,0.68609475,4.057523,1.409864543,0.726573183,0.80407916,0.679605459,3.083230349,2.095380178,2.24019249,0.935357201,1.183155827,NA,NA,NA,NA,0,0
"CCR",88,2024-05-22 11:57:00,9,2,1,12.8968,2.7636,NA,NA,NA,300,300,5.182229182,0.070609616,0.084974647,0.245583241,0.120382464,0.111422003,0.102371448,1.460044388,0.695525366,4.212898834,1.20344298,0.762637944,0.83006198,0.705872303,2.890076622,2.040025042,2.204082093,0.925566724,1.175937881,NA,NA,NA,NA,0,0
"CCR",88,2024-05-22 11:57:00,13,1,1,11.2847,2.303,NA,NA,NA,300,300,2.833810951,0.045708926,0.06027827,0.237488171,0.118343271,0.104647307,0.084512629,1.49104651,0.665680073,5.792792912,1.318741763,0.576013582,0.713245713,0.509351057,3.939863736,2.006773757,2.269415023,0.884269178,1.400302805,NA,NA,NA,NA,0,0
"CCR",94,2024-05-22 12:00:00,0.1,2,1,12.6665,2.303,NA,NA,NA,300,300,3.710686408,0.070184763,0.078541784,0.178759351,0.074699005,0.078420132,0.076851693,1.426214181,0.688904722,2.874342407,1.119071726,1.001551296,1.021991597,1.051443512,2.275977713,2.393062,2.279508429,1.049814938,0.971989066,NA,NA,NA,NA,0,0
"CCR",94,2024-05-22 12:00:00,1.5,1,1,14.0483,3.2242,NA,NA,NA,300,300,12.84998239,0.075381322,0.075130505,0.190270291,0.079798199,0.082470051,0.077047279,1.404881578,0.685123775,2.8207381,0.996672697,0.911003498,0.97512211,0.941506278,2.532530432,2.384393302,2.307144083,1.033482616,1.035704309,NA,NA,NA,NA,0,0
"CCR",90,2024-05-22 12:50:00,0.1,1,1,11.515,1.8424,NA,NA,NA,300,300,1.268555631,0.058635237,0.063497623,0.164157698,0.068356026,0.071766986,0.068879457,1.425093793,0.672189713,3.172375442,1.082926018,0.884774837,0.921865905,0.92892503,2.585257363,2.401510273,2.287370662,1.049899919,0.992400759,NA,NA,NA,NA,0,0
"CCR",90,2024-05-22 12:50:00,1.5,2,1,12.4362,2.0727,NA,NA,NA,310,310,3.425266309,0.084095962,0.090198477,0.184165809,0.07682826,0.083306906,0.087697865,1.476071796,0.712350488,2.728163874,1.072566089,1.082725076,1.02851394,1.17402732,2.041784027,2.397110229,2.210690766,1.084326341,0.876056223,NA,NA,NA,NA,0,0
"CCR",90,2024-05-22 12:50:00,6,1,1,12.4362,2.5333,NA,NA,NA,300,300,4.747690857,0.055781046,0.070508331,0.228488118,0.112977096,0.100764106,0.086948316,1.466901842,0.672130931,4.381018995,1.264019528,0.699736579,0.810922327,0.624094027,3.240583278,2.022428666,2.267554658,0.89189853,1.299359219,NA,NA,NA,NA,0,0
"CCR",92,2024-05-22 13:55:00,0.1,1,1,12.6665,2.5333,NA,NA,NA,300,300,8.299731982,0.068239009,0.067592484,0.176145203,0.072476375,0.076058862,0.074068146,1.396210783,0.675712052,2.866105909,0.990525577,0.888686495,0.912571556,0.932614023,2.605988028,2.430380977,2.315906366,1.049429724,0.978509366,NA,NA,NA,NA,0,0
"CCR",92,2024-05-22 13:55:00,2,1,1,12.8968,2.303,NA,NA,NA,300,300,3.430322424,0.092017846,0.077372026,0.197682734,0.088243082,0.087364823,0.083465427,1.441636258,0.663584249,2.918330778,0.840837182,0.885619911,0.926994921,0.876805574,2.554963899,2.240206589,2.2627269,0.990047269,1.057241135,NA,NA,NA,NA,0,0
"CCR",92,2024-05-22 13:55:00,2,2,1,13.1271,2.5333,NA,NA,NA,300,300,4.009111244,0.095821646,0.078398671,0.198951816,0.089481949,0.088212963,0.080132695,1.45891244,0.655705333,2.825187949,0.818172865,0.888743198,0.978360589,0.876139502,2.537693746,2.223373734,2.255358056,0.985818517,1.116672159,NA,NA,NA,NA,0,0
"CCR",96,2024-05-22 14:37:00,0.1,1,1,13.1271,2.303,NA,NA,NA,300,300,4.297860875,0.064986482,0.072386586,0.192512825,0.083823382,0.083258802,0.079440297,1.382910522,0.651485219,3.375565048,1.113871443,0.869416621,0.911207399,0.863560792,2.659509656,2.296648264,2.3122219,0.993264645,1.055174584,NA,NA,NA,NA,0,0
"CCR",96,2024-05-22 14:37:00,1.5,2,1,13.1271,2.303,NA,NA,NA,300,300,2.956408624,0.077638892,0.077049375,0.192704658,0.083751218,0.084308599,0.080393867,1.424709413,0.659748675,3.184703046,0.992406943,0.913896991,0.958398674,0.919979156,2.50105413,2.300917667,2.285705843,1.006655198,1.041761292,NA,NA,NA,NA,0,0
"CCR",98,2024-05-22 14:56:00,0.1,2,1,16.121,3.4545,NA,NA,NA,300,300,6.456808128,0.072182366,0.085500558,0.235712,0.110507694,0.100859724,0.089397473,1.435536927,0.61937829,3.515425648,1.184507557,0.847717544,0.956409113,0.773706832,2.756847522,2.132991763,2.337028012,0.912694137,1.2361389,NA,NA,NA,NA,0,0
"CCR",98,2024-05-22 14:56:00,0.5,1,1,14.0483,3.6848,NA,NA,NA,305,304,7.794128974,0.049604841,0.063342856,0.208563889,0.111109858,0.086802132,0.072955584,1.417724114,0.594372169,4.694980853,1.276949074,0.729738483,0.868238624,0.570092134,3.292618971,1.877096176,2.402750775,0.781227998,1.522979483,NA,NA,NA,NA,0,0
"CCR",101,2024-05-22 15:25:00,0.1,2,1,10.8241,2.9939,NA,NA,NA,300,300,2.640964195,0.017984195,0.03527018,0.171774391,0.106074238,0.067589946,0.047286582,1.396852137,0.537091285,8.344072098,1.961176511,0.521825839,0.745881352,0.332504676,4.87024423,1.619378981,2.541419283,0.637194733,2.243220639,NA,NA,NA,NA,0,0
"CCR",100,2024-05-22 16:05:00,0.1,1,1,10.5938,3.2242,NA,NA,NA,310,310,5.353655309,0.020290164,0.043370846,0.170149118,0.100955331,0.0668967,0.052345888,1.397428975,0.553397555,6.704999076,2.137530588,0.648325643,0.828543509,0.429604314,3.923121971,1.685390123,2.543460574,0.662636622,1.928620085,NA,NA,NA,NA,0,0
"CCR",100,2024-05-22 16:05:00,0.1,2,1,11.2847,3.4545,NA,NA,NA,300,300,7.572149085,0.023870186,0.037620392,0.170506873,0.102407253,0.066662458,0.050509475,1.399716404,0.559812391,6.86307093,1.576040995,0.564341511,0.744818525,0.367360625,4.532299158,1.664988251,2.557764553,0.650954463,2.027486001,NA,NA,NA,NA,0,0
"CCR",50,2024-06-19 09:10:00,0.1,2,1,15.4301,4.606,NA,NA,NA,300,300,23.84100468,0.142213999,0.119343391,0.202716532,0.077055921,0.100269831,0.108017537,1.424720719,0.769480817,1.728875221,0.83918174,1.190222325,1.104851997,1.548789367,1.698598721,2.630771638,2.021710118,1.301260559,0.713364916,NA,NA,NA,NA,0,0
"CCR",50,2024-06-19 09:10:00,1.5,2,1,11.2847,1.8424,NA,NA,NA,300,300,3.127190007,0.111616265,0.094049287,0.168427439,0.068280106,0.089348339,0.092764208,1.511189639,0.73320604,2.41591183,0.842612738,1.052613719,1.013853177,1.377403932,1.790842269,2.466713183,1.885065141,1.308555938,0.736060899,NA,NA,NA,NA,0,0
"CCR",50,2024-06-19 09:10:00,6,1,1,11.7453,2.303,NA,NA,NA,300,300,3.542214642,0.046503186,0.066908298,0.2398043,0.121721923,0.108913986,0.090007722,1.547859983,0.675247704,4.992861787,1.438789549,0.614322368,0.743361752,0.549681572,3.584074139,1.970099506,2.201776911,0.894777076,1.352349779,NA,NA,NA,NA,0,0
